rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
25,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,65.7,65.7,0,0.9,LOW,HIGH,criteria,2,14,18,6,11,10,6,Humanitarian OpenStreetMap Team (HOT) — Mapping for impact in humanitarian crises and development challenges — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups.
26,All Our Ideas,https://all-our-ideas.citizens.is,64.9,56.9,8,0.7,MEDIUM,LOW,criteria,7,14,20,0,5,8,4,"All Our Ideas is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
27,CKAN,https://ckan.org,64.7,64.7,0,0.9,LOW,HIGH,criteria,5,16,14,4,11,10,6,"CKAN is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
28,Citizen OS,https://citizenos.com/platform,63.7,63.7,0,0.85,LOW,MEDIUM,criteria,4,20,18,4,8,10,1,"Citizen OS is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
29,HURIDOCS,https://github.com/huridocs,63.7,63.7,0,0.9,LOW,MEDIUM,criteria,2,14,16,6,11,10,6,"HURIDOCS is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
30,Mozilla Data Collective,https://datacollective.mozillafoundation.org,62.8,57.8,5,0.8,LOW,MEDIUM,criteria,9,14,7,6,5,12,6,"Mozilla Data Collective is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. The open source and community governance criterion at 14 points is doing most of the work here."
31,GOV.UK One Login,https://www.sign-in.service.gov.uk,62.8,57.8,5,0.9,LOW,MEDIUM,criteria,15,6,18,4,8,8,0,GOV.UK One Login — Centralized digital identity and authentication platform for UK government services — speaks to several of my criteria. The making government processes legible criterion at 18 points is doing most of the work here.
32,Open Council Network,https://opencouncil.network,62.7,62.7,0,0.85,LOW,MEDIUM,criteria,7,20,18,4,8,7,0,"Open Council Network is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
33,PolicyEngine,https://policyengine.org/uk,62.7,62.7,0,0.9,LOW,HIGH,criteria,5,16,18,4,8,10,3,"PolicyEngine is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
34,Talk to the City,https://talktothecity.org,62.7,62.7,0,0.95,LOW,HIGH,criteria,5,10,20,4,11,8,6,Talk to the City — Open-source LLM survey tool to improve collective discourse and decision-making by analyzing qualita — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups.
35,Tor Project,https://www.torproject.org,62.7,62.7,0,0.85,LOW,HIGH,criteria,5,16,12,6,8,12,5,"Tor Project is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
36,ClimateAction.Tech,https://climateaction.tech,62.0,51.0,11,0.7,MEDIUM,LOW,criteria,2,16,5,6,11,6,6,"ClimateAction.Tech is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
37,Snowdrift.coop,https://snowdrift.coop,62.0,51.0,11,0.7,MEDIUM,LOW,criteria,5,16,5,4,8,10,4,"Snowdrift.coop is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
38,Tech Coops List,https://tech-coops.xyz,61.9,53.9,8,0.75,LOW,LOW,criteria,0,18,11,4,8,8,6,"Tech Coops List is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
39,Matrix,https://matrix.org,61.8,61.8,0,0.95,LOW,HIGH,criteria,2,14,14,6,11,10,6,"Matrix is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
40,Open Contracting Partnership,https://www.open-contracting.org,61.8,61.8,0,0.95,LOW,HIGH,criteria,5,8,20,4,11,9,6,"Open Contracting Partnership — Open, fair & efficient public contracting to improve US$2 trillion in annual public procurement spen — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
41,Framework for Meaningful Engagement 2.0,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,60.9,55.9,5,0.8,LOW,MEDIUM,criteria,14,6,16,4,3,8,6,Framework for Meaningful Engagement 2.0 — Practical suggestions on how to engage civil society and affected communities in AI development to s — speaks to several of my criteria. Implementation evidence is thin — I can see the intent but not the deployment.
42,Humble Data Workshop,https://humbledata.org,60.9,54.9,6,0.75,LOW,LOW,criteria,13,14,0,12,5,6,6,"Humble Data Workshop is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. The open source and community governance criterion at 14 points is doing most of the work here."
43,One Project,https://oneproject.org,60.9,52.9,8,0.7,MEDIUM,LOW,criteria,5,18,11,4,2,10,4,"One Project is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
44,Cybersecurity for Democracy,https://cybersecurityfordemocracy.org,60.8,60.8,0,0.9,LOW,MEDIUM,criteria,0,12,20,4,11,10,5,"Cybersecurity for Democracy is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
45,Diia,https://expo.diia.gov.ua,60.8,60.8,0,0.95,LOW,HIGH,criteria,5,16,16,4,8,12,1,"Diia is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
46,Populate Tools,https://github.com/populatetools,60.8,60.8,0,0.75,LOW,LOW,criteria,5,16,20,4,5,12,0,"Populate Tools is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
47,Manifold Markets,https://manifold.markets,60.8,60.8,0,0.7,MEDIUM,LOW,criteria,2,12,18,6,8,10,6,"Manifold Markets — A platform for creating and trading prediction markets on political, cultural, and business outcomes — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
48,Parti,https://parti.xyz,59.8,59.8,0,0.9,LOW,HIGH,criteria,5,14,20,4,8,10,0,"Parti — 함께 만드는 워킹그룹, 빠띠 카누 (Together Making Working Groups, Parti Canu) - A platform for connecting people w — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
49,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,59.8,59.8,0,0.8,LOW,MEDIUM,criteria,0,18,13,6,8,10,6,"RxC Quadratic Voting is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
50,Interoperable Deliberative Tools,https://metagov.org/projects/interop,59.0,51.0,8,0.7,MEDIUM,LOW,criteria,0,14,15,2,5,10,6,Interoperable Deliberative Tools — Homebase for interoperable deliberative tools enabling governance beyond voting and commenting — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups.
51,Tactical Data Engagement,https://communities.sunlightfoundation.com/methodology,58.9,53.9,5,0.8,LOW,MEDIUM,criteria,12,8,18,4,3,10,0,Tactical Data Engagement — A framework for local governments to catalyze resident-centered use of open data for community probl — speaks to several of my criteria. Implementation evidence is thin — I can see the intent but not the deployment.
52,Aleph (OCCRP),https://aleph.occrp.org,58.8,58.8,0,0.95,LOW,HIGH,criteria,0,16,14,6,8,12,4,"Aleph (OCCRP) is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
53,Contracts for Data Collaboration,https://contractsfordatacollaboration.org,58.8,58.8,0,0.8,LOW,MEDIUM,criteria,0,12,20,4,8,10,6,"Contracts for Data Collaboration is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
54,ODK (Open Data Kit),https://getodk.org,58.8,58.8,0,0.85,LOW,HIGH,criteria,0,16,16,4,8,12,4,"ODK (Open Data Kit) is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
55,Open Standards for Data Guidebook,https://standards.theodi.org,58.8,58.8,0,0.85,LOW,MEDIUM,criteria,2,12,16,4,8,12,6,"Open Standards for Data Guidebook is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
56,Wikidata,https://www.wikidata.org,58.8,58.8,0,0.9,LOW,HIGH,criteria,5,14,14,6,8,10,3,"Wikidata is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
57,RxC Voice,https://github.com/radicalxchange/rxc-voice,58.0,50.0,8,0.7,MEDIUM,LOW,criteria,5,16,13,0,5,8,4,"RxC Voice is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
58,Murmurations Protocol,https://murmurations.network,58.0,50.0,8,0.75,LOW,LOW,criteria,5,14,2,6,8,10,6,"Murmurations Protocol is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
59,Principles for Public Participation in Procurement of AI,https://p4ai.net,57.9,52.9,5,0.85,LOW,HIGH,criteria,0,10,20,4,6,8,6,Principles for Public Participation in Procurement of AI — Framework for public participation in AI procurement decisions — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups.
60,Tracka,https://yourtracka.org,57.9,52.9,5,0.9,LOW,MEDIUM,criteria,9,8,20,6,3,8,0,Tracka — Monitor the status of federal and state projects in your community and take action on implementation — speaks to several of my criteria. Implementation evidence is thin — I can see the intent but not the deployment.
61,Guardian Project,https://guardianproject.info,57.8,57.8,0,0.85,LOW,HIGH,criteria,0,12,14,6,11,10,6,"Guardian Project is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
62,OA.Works,https://oa.works,57.8,57.8,0,0.85,LOW,MEDIUM,criteria,6,12,12,6,11,6,6,"OA.Works is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
63,Open Digital Planning,https://opendigitalplanning.org,57.8,57.8,0,0.95,LOW,HIGH,criteria,2,14,20,4,8,10,1,"Open Digital Planning is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
64,WhatDoTheyKnow,https://www.whatdotheyknow.com,57.8,57.8,0,0.85,LOW,HIGH,criteria,5,14,18,4,8,10,0,"WhatDoTheyKnow is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
65,Channel.org,https://channel.org,56.9,56.9,0,0.6,MEDIUM,none,criteria,2,18,18,0,8,6,6,"Channel.org is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
66,vTaiwan,https://github.com/g0v/vue.vtaiwan.tw,56.9,56.9,0,0.8,LOW,MEDIUM,criteria,5,14,16,4,8,10,1,"vTaiwan is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
67,openparliament.ca,https://openparliament.ca,56.9,56.9,0,0.75,LOW,LOW,criteria,5,12,20,0,8,12,1,"openparliament.ca is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
68,Participedia,https://participedia.net,55.9,55.9,0,0.8,LOW,HIGH,criteria,0,16,15,4,8,8,6,"Participedia is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
69,GlobaLeaks,https://www.globaleaks.org,55.9,55.9,0,0.9,LOW,HIGH,criteria,5,16,10,4,8,10,4,"GlobaLeaks is genuinely open source with an active GitHub presence, which earns solid marks on Criterion 2. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
70,Open Ownership,https://www.openownership.org,55.9,55.9,0,0.9,LOW,MEDIUM,criteria,0,6,20,4,11,10,6,Open Ownership — Driving global shift towards transparency and accountability in corporate ownership and control — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups.
71,TheyWorkForYou,https://www.theyworkforyou.com,55.9,55.9,0,0.85,LOW,MEDIUM,criteria,5,12,16,6,8,10,0,"TheyWorkForYou — Hansard and Official Reports for the UK Parliament, Scottish Parliament, and Northern Ireland Assemb — speaks to several of my criteria. But I don't see strong evidence of accessibility for excluded communities specifically — the users seem to be professionals or already-engaged groups."
72,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,54.9,54.9,0,0.85,LOW,MEDIUM,criteria,0,16,14,0,8,12,6,"DISARM Frameworks primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
73,Political Advertising Transparency Data Standard,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,54.9,54.9,0,0.8,LOW,MEDIUM,criteria,5,10,12,4,11,8,6,"Political Advertising Transparency Data Standard operates in civic_data, advocacy_tech, media_journalism, disinformation, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
74,NumFOCUS,https://numfocus.org,54.9,54.9,0,0.85,LOW,HIGH,criteria,0,16,12,4,8,10,6,"NumFOCUS operates in civic_data, emerging_tech, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
75,Nyaaya,https://nyaaya.org,54.9,54.9,0,0.85,LOW,HIGH,criteria,15,8,13,6,5,8,1,"Nyaaya operates in access to justice, legal literacy, civic rights, rule of law, which my criteria see partially. Moderate fit across criteria — accessibility for excluded communities at 15 is the strongest signal."
76,OpenProcurement,https://openprocurement.io,54.9,54.9,0,0.85,LOW,MEDIUM,criteria,0,12,14,4,8,12,6,"OpenProcurement primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 14 is the strongest signal."
77,Open Science Framework,https://osf.io,54.9,54.9,0,0.9,LOW,HIGH,criteria,2,14,12,4,8,10,6,"Open Science Framework operates in civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
78,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,54.9,54.9,0,0.9,LOW,HIGH,criteria,7,16,7,4,8,10,4,"Gapminder Worldview Upgrader operates in data literacy, global development, public education, misinformation, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
79,GovTrack.us,https://www.govtrack.us,54.9,54.9,0,0.9,LOW,HIGH,criteria,5,12,18,4,8,9,0,"GovTrack.us operates in participatory_democracy, govtech, civic_data, media_journalism, which my criteria see partially. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
80,Open Collective,https://opencollective.com,54.1,46.1,8,0.75,LOW,LOW,criteria,0,14,7,0,8,12,6,"Open Collective operates in civic finance, open source sustainability, mutual aid, fiscal sponsorship, which my criteria see partially. Moderate fit across criteria — open source and community governance at 14 is the strongest signal."
81,Open Heart Mind (OHM),https://openheartmind.org,54.1,46.1,8,0.75,LOW,LOW,criteria,0,18,9,4,5,10,1,"Open Heart Mind (OHM) operates in participatory governance, collective intelligence, community organising, open sc, which my criteria see partially. Moderate fit across criteria — open source and community governance at 18 is the strongest signal."
82,Cortico,https://cortico.ai/platform,53.9,53.9,0,0.8,LOW,MEDIUM,criteria,7,8,20,4,3,10,3,"Cortico primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
83,deliberAIde,https://www.deliberaide.com,53.9,53.9,0,0.9,LOW,MEDIUM,criteria,5,6,20,4,6,8,6,"deliberAIde primarily serves government or institutional users. My constitution centres citizens, not institutions. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
84,FixMyStreet,https://www.fixmystreet.com,53.9,53.9,0,0.9,LOW,HIGH,criteria,5,12,16,4,8,10,0,"FixMyStreet operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 16 is the strongest signal."
85,WriteToThem,https://www.writetothem.com,53.9,53.9,0,0.85,LOW,MEDIUM,criteria,5,8,20,6,8,8,0,"WriteToThem operates in participatory_democracy, govtech, advocacy_tech, which my criteria see partially. Moderate fit across criteria — making government processes legible at 20 is the strongest signal."
86,arXiv,https://arxiv.org,53.1,45.1,8,0.9,LOW,HIGH,criteria,0,8,12,0,8,12,6,"arXiv operates in civic_data, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
87,Land Explorer,https://landexplorer.coop,53.1,45.1,8,0.8,LOW,MEDIUM,criteria,7,8,16,4,3,8,0,"Land Explorer operates in civic_data, participatory_democracy, which my criteria see partially. Moderate fit across criteria — making government processes legible at 16 is the strongest signal."
88,Civic Tech Field Guide,https://civictech.guide,53.0,48.0,5,0.8,LOW,MEDIUM,criteria,2,6,18,6,3,10,4,"Civic Tech Field Guide operates in participatory_democracy, govtech, advocacy_tech, civic_data, media_journalism, which my criteria see partially. Moderate fit across criteria — making government processes legible at 18 is the strongest signal."
89,Pursuance Project,https://pursuanceproject.org,52.9,52.9,0,0.7,MEDIUM,LOW,criteria,0,18,13,4,5,8,6,"Pursuance Project operates in participatory_democracy, advocacy_tech, digital_rights, which my criteria see partially. Moderate fit across criteria — open source and community governance at 18 is the strongest signal."
90,VFRAME,https://vframe.io,52.9,52.9,0,0.9,LOW,HIGH,criteria,0,8,12,6,11,12,5,"VFRAME operates in advocacy_tech, emerging_tech, digital_rights, which my criteria see partially. Moderate fit across criteria — making government processes legible at 12 is the strongest signal."
91,Discourse,https://www.discourse.org,52.9,52.9,0,0.8,LOW,HIGH,criteria,5,12,13,0,8,10,6,"Discourse operates in participatory_democracy, civic_data, which my criteria see partially. Moderate fit across criteria — making government processes legible at 13 is the strongest signal."
92,WhatGov,https://www.whatgov.co.uk,52.9,52.9,0,0.7,MEDIUM,LOW,criteria,5,16,16,4,5,8,0,"WhatGov operates in participatory_democracy, govtech, civic_data, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
93,Coral,https://coralproject.net,52.0,52.0,0,0.85,LOW,HIGH,criteria,0,16,7,4,8,12,6,"Coral operates in media_journalism, digital_rights, which my criteria see partially. Moderate fit across criteria — open source and community governance at 16 is the strongest signal."
