project_url,project_name,criterion,evidence_field,evidence_value,interpretation,score,max_score,justification
https://riseup.net,Riseup,C4,documented_limitations,"Service disruptions documented (network switch outage May 2021 scheduled outages), Limited scalability as volunteer-run operation",Service disruption documentation shows operational transparency; limited examination of whether Riseup's own security model and operational choices might reproduce vulnerabilities for specific activist communities,6,20,Medium: honest documentation of operational limits is positive; less evidence of examination of whether the platform's design assumptions match the threat models of its most vulnerable users
https://riseup.net,Riseup,C5,underdog_signal,true,Volunteer-run operation with documented scalability limitations; grassroots/indie classification,5,6,High: volunteer-run with documented capacity constraints; structural disadvantage as non-institutional provider in competition with well-resourced commercial communications infrastructure
https://riseup.net,Riseup,C6,political_relevance_summary,Secure online communication tools for people and groups working on liberatory social change,Empowers social movements with secure communications sovereignty — giving activists control over their communications that they previously lacked against state surveillance,10,12,High: empowers end of IAP2 — provides activists with genuine autonomy over their communication infrastructure rather than dependence on platforms subject to state access
https://thecircuit.cc,The Circuit,C1,issue_area,"criminal justice, judicial accountability, racial equity, court transparency",Racial equity in criminal courts is a significant named power asymmetry; 3 million cases provide structural evidence base for judicial accountability,10,12,High: racial disparities in judicial discretion constitute significant named power asymmetry; collaborative journalism investigation provides formal mechanism for public accountability
https://thecircuit.cc,The Circuit,C2,communities_served,"Cook County residents, criminal defendants, journalists, researchers, public defenders",Criminal defendants specifically named; disparity tracking field true confirms racial disparities tracked as specific mechanism,14,20,High: criminal defendants are specifically named population excluded by racially differentiated judicial discretion as named mechanism; disparity tracking confirms racial dimension documented
https://thecircuit.cc,The Circuit,C3,governance_model,Multi-organisation collaborative: Better Government Association Injustice Watch Chicago Reporter DataMade University of Chicago Harris School,Multi-organisation collaboration documents implementation-stage stakeholder engagement; limited evidence of community co-design with affected criminal defendants,5,12,Medium: multi-org collaborative journalism documents engagement across multiple institutions; less evidence of direct engagement with affected defendant communities in design
https://thecircuit.cc,The Circuit,C4,documented_limitations,data covers 2000-2018 only; post-2018 cases not included,Coverage limitation honestly documented; some self-awareness about scope; limited examination of whether data analysis reproduces racial categorisation logics it claims to critique,6,20,Medium: temporal coverage limitation honestly stated; some reflection on methodology limits; does not fully examine how the analytical framework might reproduce criminal justice categorisation logics
https://thecircuit.cc,The Circuit,C5,underdog_signal,false,Multi-organisation academic and journalism collaboration backed by established institutions,2,6,Low: multi-institutional collaboration with University of Chicago and established journalism organisations is not structurally disadvantaged
https://thecircuit.cc,The Circuit,C6,outcome_methodology,Observational analysis of judicial patterns and case outcomes; no experimental design,Investigative journalism exposes patterns but does not give affected defendants any mechanism to challenge specific decisions; informs level democratic depth,4,12,Low-medium: informs level — collaborative journalism makes disparities visible but gives affected communities no formal mechanism to challenge judicial outcomes based on the analysis
https://openprocurement.io,OpenProcurement,C1,policy_outcomes,"$162 million direct revenue for Ukrainian state budget within two years, Estimated $6 billion in public fund savings 2017-2021, 30% reduction in drone purchase prices",Measurable structural correction of procurement corruption power asymmetry with documented financial outcomes,10,12,High: documented billions in corruption savings demonstrate structural rather than symbolic power correction; formal e-procurement mechanism changes who benefits from public spending
https://openprocurement.io,OpenProcurement,C2,communities_served,"government procurement agencies, suppliers, civil society watchdogs",Civil society watchdogs and suppliers as beneficiaries; corruption in procurement harms all citizens but specifically advantages connected actors at expense of competitors,9,20,Medium: civil society watchdogs and suppliers are genuine beneficiaries but specific excluded populations not named with precision; corruption victims named implicitly rather than explicitly
https://openprocurement.io,OpenProcurement,C3,outcome_methodology,government procurement data analysis,Government data analysis methodology; civil society watchdog inclusion as beneficiary suggests some stakeholder engagement; no documented community co-design,5,12,Medium: government deployment at scale documents implementation-stage engagement; civil society watchdog beneficiary framing suggests some community consultation; limited co-design evidence
https://openprocurement.io,OpenProcurement,C4,documented_limitations,"limited to jurisdictions with government adoption, quality depends on political will for transparency",Political will dependency as limitation shows structural awareness; does not examine whether open procurement infrastructure might be gamed by sophisticated actors while disadvantaging smaller suppliers,5,20,Medium: political will dependency honestly acknowledged; does not examine whether transparency mechanism might create new forms of exclusion for less resourced procurement actors
https://openprocurement.io,OpenProcurement,C5,underdog_signal,true,Ukrainian private company (Quintagroup) building anti-corruption infrastructure in high-risk institutional environment,4,6,Medium-high: Ukrainian context with high institutional risk; private company facing political resistance to transparency; underdog relative to entrenched procurement interests
https://openprocurement.io,OpenProcurement,C6,governance_model,Open source toolkit maintained by Quintagroup; ProZorro deployed by Ukrainian Ministry of Economy,Civil society watchdogs and suppliers can access procurement data — consults/involves level; formal government deployment gives mechanism real democratic effect,6,12,Medium: involves level — civil society watchdogs can scrutinise procurement data; not full empowerment as communities don't govern procurement decisions but do gain formal oversight capacity
https://p4ai.net,Principles for Public Participation in Procurement of AI,C1,issue_area,"emerging_tech, participatory_democracy, govtech",Framework directly addresses governance power asymmetry in AI procurement — who gets to shape decisions about AI deployment in public services,8,12,High: formal framework for public participation in AI procurement addresses structural power asymmetry between technical vendors and affected communities; documented policy influence confirms mechanism
https://p4ai.net,Principles for Public Participation in Procurement of AI,C2,communities_served,"policymakers, government procurement officials, civil society, researchers",Aims to give public voice in AI procurement; civil society inclusion as beneficiary; disparity tracking true in dossier,9,20,Medium: civil society and disparity tracking suggest equity framing; primary design partners are policymakers and researchers rather than communities most affected by procured AI systems
https://p4ai.net,Principles for Public Participation in Procurement of AI,C3,outcome_methodology,case study analysis,Collaborative multi-stakeholder methodology documents engagement across development and testing stages; case study analysis implies iterative refinement,6,12,Medium: multi-stakeholder collaborative methodology documents engagement across development stages; less evidence of lifecycle engagement with communities affected by AI procurement decisions
https://p4ai.net,Principles for Public Participation in Procurement of AI,C4,governance_model,collaborative multi-stakeholder,Framework specifically designed to examine whose voice counts in AI procurement — this is self-reflexive governance design; examines how technical procurement processes distribute power,9,20,High: the framework explicitly theorises how AI procurement decisions distribute power and designs mechanisms to correct governance asymmetries — exactly C4's question applied to AI governance
https://p4ai.net,Principles for Public Participation in Procurement of AI,C5,underdog_signal,false,Established nonprofit with documented policy influence; not structurally disadvantaged,2,6,Low: documented EU AI Act influence and government adoption indicate institutional position rather than structural disadvantage
https://p4ai.net,Principles for Public Participation in Procurement of AI,C6,governance_model,collaborative multi-stakeholder,Involves/collaborates level — framework designs mechanisms for public participation in procurement decisions; theory of collaboration with named mechanisms earns credit,8,12,High-medium: involves/collaborates level — framework specifically designs participation mechanisms; less than full empowerment as communities do not govern procurement but gain formal participation rights
https://oneproject.org/,One Project,C1,issue_area,"economic democracy, participatory governance, democratic economics, community wealth building",Building economic democracy infrastructure to redistribute decision-making authority from capital to communities,9,12,"High: explicit economic democracy framing names power asymmetry (concentrated capital vs. community economic exclusion) and describes structural correction mechanism (participatory funds, solidarity economy networks)"
https://oneproject.org/,One Project,C2,disparity_tracking,Horizon Fund explicitly tracks funding distribution to underrepresented communities and organisations led by people of color,Horizon Fund's tracking of underrepresented communities demonstrates attention to specific exclusion mechanisms in economic participation,11,20,Medium-high: Horizon Fund naming and tracking funding to communities of colour names a specific exclusion mechanism; economic democracy framing centres communities excluded from mainstream finance
https://oneproject.org/,One Project,C3,outcome_methodology,,Outcome methodology field empty; methodology unclear; participatory funds and community-led organisations as beneficiaries suggest some community engagement at design stage,5,12,Medium: participatory nature of economic democracy organisations implies community engagement; methodology field empty limits assessment of documented lifecycle engagement
https://oneproject.org/,One Project,C4,documented_limitations,,Documented limitations field empty; no self-examination of power relations documented; uncertainty about whether infrastructure reproduces existing power within solidarity economy networks,4,20,Low-medium: absence of documented limitations or power analysis is itself informative; no evidence of self-examination of whether One Project's own design embeds class dynamics within economic democracy networks
https://oneproject.org/,One Project,C5,underdog_signal,false,Foundation-based with professional governance; not structurally disadvantaged,2,6,Low: foundation governance and professional infrastructure indicate established organisational position rather than structural disadvantage
https://oneproject.org/,One Project,C6,issue_area,"economic democracy, participatory governance, democratic economics, community wealth building",Economic democracy infrastructure positions at collaborates/empowers end — communities making economic decisions through participatory funds,9,12,High: collaborates/empowers level — economic democracy framing and participatory fund infrastructure designed to give communities genuine governance power over economic resources
https://strikemap.org,Strike Map,C1,political_relevance_summary,Interactive mapping platform documenting labor strikes and worker organizing actions,Documenting worker collective action makes labour movement knowledge visible — epistemic power correction for workers against capital information advantage,7,12,Medium-high: documentation infrastructure addresses epistemic power asymmetry but is informational rather than formal contestability mechanism; enables solidarity rather than directly correcting institutional power
https://strikemap.org,Strike Map,C2,communities_served,"labor organizers, workers",Workers in labour disputes named as primary community; disparity field false but strike documentation implicitly names class-differentiated actors,11,20,Medium-high: workers in labour disputes are named excluded population facing named mechanism (collective action barriers and capital's information advantage); class dimension explicit in labour solidarity framing
https://strikemap.org,Strike Map,C3,outcome_methodology,,Community reporting model documents community involvement in data production; self-disclaiming about coverage gaps shows epistemic humility about community contribution quality,5,12,Medium: community reporting model documents data-production stage engagement; limited evidence of co-design or evaluation stage engagement beyond the contribution mechanism itself
https://strikemap.org,Strike Map,C4,documented_limitations,"Does not claim to be an official account of all action across the country, Does not represent all collective action and different tactics of disruption, Data completeness depends on community reporting",Explicit disclaimers about coverage gaps and representational limitations demonstrate methodological reflexivity about data limitations,5,20,Medium: explicit limitations about coverage and representational completeness show epistemic reflexivity; does not fully examine how the map's framing of strike action might shape narratives about labour organising
https://strikemap.org,Strike Map,C5,underdog_signal,true,Grassroots/indie classification; community-dependent data production,5,6,High: grassroots/indie with limited institutional backing; underdog positioning as labour solidarity infrastructure facing resources gap relative to pro-capital information networks
https://strikemap.org,Strike Map,C6,governance_model,project_of_larger_org,Community reporting mechanism gives workers ability to document and share strike activity — involves level; enables solidarity but does not give workers governance power,6,12,Medium: involves level — community submission mechanism gives workers active role in documentation; primarily informs/involves rather than empowers (workers cannot exercise governance rights through the map)
https://talktothecity.org,Talk to the City,C1,policy_outcomes,Used by Silent Cry non-profit to explore reentry challenges for formerly incarcerated people,Silent Cry deployment addresses power asymmetry in reentry services — surfacing lived experience of formerly incarcerated people for institutional decision-makers,7,12,Medium-high: deployment for formerly incarcerated people addresses significant power asymmetry; tool surfaces excluded voices for institutional consultation though does not give those communities formal contestability rights
https://talktothecity.org,Talk to the City,C2,policy_outcomes,Deployed by Silent Cry non-profit to explore reentry challenges for formerly incarcerated people,Formerly incarcerated people named as specific population; reentry challenges name specific exclusion mechanism (criminal record as barrier to reintegration),10,20,Medium-high: formerly incarcerated people as named excluded population with named exclusion mechanism (reentry barriers); Taiwan AI Assembly adds civic participation context; not all deployments centre excluded populations
https://talktothecity.org,Talk to the City,C3,policy_outcomes,"Used in Taiwan AI Assembly for deliberation workshops analyzing 2000+ opinions from 400 participants, Used in 2024 Deliberative Technology workshop at Notre Dame with peacebuilders",Multi-case deployment documents engagement across consultation and deliberative evaluation stages with distinct community populations,7,12,"High-medium: documented multi-stage engagement across distinct contexts (Taiwan AI Assembly, Silent Cry, Notre Dame); community input demonstrably generated reports; less clear evidence input changed institutional decisions"
https://talktothecity.org,Talk to the City,C4,documented_limitations,"AI bias in summarization, Language limitations beyond English, Computational resource requirements",AI bias in summarization acknowledged as limitation — epistemic self-awareness about how the tool might misrepresent community views through algorithmic compression,6,20,Medium: AI bias acknowledged as limitation; does not over-claim impact; less evidence of examination of whether AI-synthesised summaries reproduce the framings of already-powerful stakeholders rather than excluded communities
https://talktothecity.org,Talk to the City,C5,underdog_signal,true,Academic research project with limited institutional backing; moderate resources,3,6,Medium: academic project with some institutional backing; underdog relative to commercial engagement platforms but not minimally resourced
https://talktothecity.org,Talk to the City,C6,outcome_methodology,case study analysis,Municipal participatory budgeting deployment and deliberative workshop context position at involves/collaborates level — structured deliberation with documented influence on outputs,8,12,High-medium: involves/collaborates level — structured deliberation framework with community input generating reports; not full empowerment as institutional actors ultimately decide how to act on deliberative outputs
https://sci-hub.se,Sci-Hub,C1,political_relevance_summary,Provides free access to academic research papers by circumventing publisher paywalls,Direct circumvention of publisher paywall monopoly constitutes structural epistemic power correction — removes specific named barrier excluding researchers by price,9,12,High: circumvention of publisher paywalls is structural rather than informational correction of epistemic power asymmetry; affects researchers in low-income countries most excluded by price barriers
https://sci-hub.se,Sci-Hub,C2,primary_users_or_beneficiaries,"civic technology researchers, public policy students, academics, engaged citizens",Researchers in low-income countries excluded from knowledge by price barriers are the primary structural beneficiary — specific exclusion mechanism (paywall price) documented,11,20,Medium-high: price-excluded researchers are named beneficiaries with named mechanism; Global South researchers are the most specifically excluded population but the dossier does not separate these from general academic use
https://sci-hub.se,Sci-Hub,C3,governance_model,individual,Individual-operated platform; no community engagement in design; purely technical in operation,1,12,Low: individual operation with no documented community engagement at any lifecycle stage; tool design driven by technical access logic rather than community co-production
https://sci-hub.se,Sci-Hub,C4,documented_limitations,"Operates in legal gray area; not a sustainable long-term solution, Does not address underlying systemic issues in academic publishing, Limited metadata quality for some papers",Self-aware that it does not address systemic issues — explicit acknowledgement that circumvention is not structural reform; critical of its own sustainability,5,20,Medium: explicitly acknowledges it does not address underlying publishing system issues — this is honest structural analysis of its own limits; does not examine political economy of academic publishing in depth
https://sci-hub.se,Sci-Hub,C5,underdog_signal,true,Individual-operated; legally precarious; facing active institutional resistance from major publishers,6,6,High: individual-operated with no institutional backing; facing legal action from major publishers; minimal documentation infrastructure; paradigmatic structural underdog
https://sci-hub.se,Sci-Hub,C6,political_relevance_summary,Provides free access to academic research papers by circumventing publisher paywalls,Gives researchers direct access to knowledge previously inaccessible — empowers through removing gatekeeping rather than building governance structures,7,12,Medium-high: empowers access but through circumvention rather than governance redesign; passive empowerment (access given) rather than active governance (communities shape knowledge systems)
https://opencollective.com,Open Collective,C1,political_relevance_summary,Open Collective addresses the financial infrastructure gap for civic and grassroots organizations enabling transparent collective funding and fiscal management,Fiscal infrastructure redistribution — giving grassroots organisations access to formal financial structures previously requiring legal entities or institutional intermediaries,8,12,"High: redistributes access to formal financial infrastructure (fiscal sponsorship, transparent collective funding) that was structurally inaccessible to grassroots organisations without legal entities"
https://opencollective.com,Open Collective,C2,communities_served,"open source projects, mutual aid groups, climate initiatives, grassroots organisations",Mutual aid groups and grassroots organisations named as beneficiaries; these are groups with limited access to formal financial infrastructure,10,20,Medium: mutual aid groups and grassroots organisations represent communities with limited financial infrastructure access; specific exclusion mechanism (lack of legal entity/fiscal sponsorship) implied but not named precisely
https://opencollective.com,Open Collective,C3,governance_model,Platform stewardship transitioned in 2024 to Open Finance Consortium Inc. (OFiCo) a US 501(c)(6) association governed collectively by fiscal hosts and communities,OFiCo governance transition documents community involvement in platform governance at organisational transition stage,6,12,Medium: governance transition to collective stewardship documents community involvement; fiscal hosts and communities have governance voice; less evidence of lifecycle engagement with grassroots user communities beyond governance layer
https://opencollective.com,Open Collective,C4,documented_limitations,"Platform dependency on fiscal hosts for legal compliance, Geographic limitations based on fiscal host availability, Currency and payment processing constraints by region",Geographic and fiscal host constraints documented; limited self-examination of whether OFiCo governance reproduces power asymmetries of US nonprofit law for global grassroots communities,5,20,Medium: limitations honestly documented; does not examine whether fiscal hosting model systematically advantages certain types of organisations or geographies over others
https://opencollective.com,Open Collective,C5,underdog_signal,false,Now OFiCo with established institutional position; well-known in open source and civic tech ecosystems,2,6,Low: well-established platform with professional governance infrastructure; not structurally disadvantaged
https://opencollective.com,Open Collective,C6,governance_model,Platform stewardship transitioned in 2024 to Open Finance Consortium Inc. (OFiCo) a US 501(c)(6) association governed collectively by fiscal hosts and communities,OFiCo collective governance gives fiscal hosts and communities substantive governance power — collaborates level,8,12,High-medium: collaborates level — collective governance by fiscal hosts and communities gives substantive voice in platform direction; not full empowerment as governance operates at platform level rather than individual group level
https://privacybadger.org,Privacy Badger,C1,political_relevance_summary,Addresses surveillance oversight and privacy protection. A free browser extension made by EFF to stop companies from spying on you online,Structural mechanism giving users technical sovereignty over third-party tracking — formal protection against surveillance capitalism power asymmetry,8,12,High: automated tracker blocking is structural (operates without user action per session) rather than informational; directly reduces tracking power asymmetry between surveillance companies and users
https://privacybadger.org,Privacy Badger,C2,primary_users_or_beneficiaries,"general internet users, investigative journalists, activists, privacy-conscious individuals",Investigative journalists and activists named as specific beneficiaries with specific vulnerability (professional exposure through tracking),8,20,Medium: activists and journalists are named at-risk populations; general internet user framing dilutes specificity; no named mechanism linking tracking to specific exclusion or harm for named communities
https://privacybadger.org,Privacy Badger,C3,outcome_methodology,heuristic tracker detection; automated learning via Badger Sett training project,Automated training project and open source contributions document technical community engagement; no documented engagement with affected communities at design stages,3,12,Low-medium: open source community engagement at technical level; no evidence of participatory engagement with non-technical affected communities at discovery or evaluation stages
https://privacybadger.org,Privacy Badger,C4,documented_limitations,"Changed from heuristic learning to pre-trained blocklist in 2020 after Google Security Team disclosed fingerprinting vulnerability, Primarily protects against third-party tracking not first-party, Cannot prevent all forms of fingerprinting",Documented response to external vulnerability disclosure — changing technical approach after discovering its own tool could be exploited — is exactly the kind of self-examination of technical assumptions this criterion rewards,7,20,High-medium: technical approach change after vulnerability disclosure demonstrates genuine self-examination of how the tool's design could be captured; honest about coverage limitations
https://privacybadger.org,Privacy Badger,C5,underdog_signal,true,EFF nonprofit tool; established organisation but mission-driven digital rights work,2,6,Low-medium: EFF is established nonprofit; Privacy Badger is well-documented; less structurally disadvantaged than grassroots tools despite underdog signal
https://privacybadger.org,Privacy Badger,C6,political_relevance_summary,Addresses surveillance oversight and privacy protection,Empowers users with direct technical control over tracking — automated protection gives practical sovereignty rather than just informing about tracking,9,12,High: empowers end of IAP2 — automated tracker blocking gives users practical control over their data without requiring ongoing active management; structural sovereignty over tracking
https://relationaltechproject.org,Relational Tech Project,C1,tagline,Tools crafted by with and for neighbors - made to help us care for and trust each other,Tools built for collective care and trust address relational power asymmetries in community infrastructure; grassroots scope rather than institutional correction,5,12,Medium: relational technology for neighbours addresses community-level power asymmetries but in a diffuse way without formal contestability mechanisms; scope is local mutual care rather than systemic institutional correction
https://relationaltechproject.org,Relational Tech Project,C2,communities_served,"grassroots organizers, civic technologists, digital rights advocates, neighborhood builders, relational technologists",Grassroots organisers and neighbourhood builders represent communities without professional tech resources — medium specificity about exclusion mechanism,9,20,Medium-high: grassroots organisers as named community with implied exclusion mechanism (lack of tech resources built to their scale and context); by-with-and-for framing implies community leadership
https://relationaltechproject.org,Relational Tech Project,C3,tagline,Tools crafted by with and for neighbors - made to help us care for and trust each other,By-with-and-for framing implies participatory co-design across multiple lifecycle stages; grassroots participatory/collaborative governance model,7,12,High-medium: by-with-and-for claims multi-stage participatory design; participatory/collaborative governance model; insufficient documented evidence to confirm but framing is explicit about methodology
https://relationaltechproject.org,Relational Tech Project,C4,governance_model,participatory/collaborative,Participatory/collaborative governance model implies ongoing reflexivity about power relations between tool-makers and community members; limited documented evidence,5,20,Medium: participatory governance implies ongoing examination of power between designers and users; no documented examination of whether relational tech replicates structural dynamics it claims to address
https://relationaltechproject.org,Relational Tech Project,C5,underdog_signal,true,Grassroots/indie classification; thin documentation infrastructure; no institutional backing apparent,5,6,High: grassroots/indie with thin dossier consistent with structural disadvantage; by-with-and-for framing without professional communications infrastructure
https://relationaltechproject.org,Relational Tech Project,C6,governance_model,participatory/collaborative,Participatory/collaborative governance and by-with-and-for tools suggest involves/collaborates level democratic engagement in tool development,7,12,Medium-high: involves/collaborates level — community co-production of tools rather than provision to community; limited evidence of empowers level governance rights but collaborative framing is genuine
https://right-to-know.org,Right To Know,C1,political_relevance_summary,A digital toolkit for communities to discover environmental health hazards in their area,Environmental hazard disclosure addresses power asymmetry between polluters/regulators and communities — right to know mechanism gives communities formal access to information they were previously denied,8,12,High: right-to-know mechanism provides formal information access right addressing asymmetry between industry/regulatory knowledge and community exposure; documented case studies of environmental justice campaigns supported
https://right-to-know.org,Right To Know,C2,communities_served,"citizens, campaigners, environmental justice advocates",Environmental justice is a named framework identifying communities excluded from safe environments by industrial and regulatory power structures,10,20,Medium-high: environmental justice advocates named as primary community; environmental justice names the exclusion mechanism (pollution burden borne disproportionately by low-income and minority communities); disparity tracking true
