project_url,project_name,criterion,evidence_field,evidence_value,interpretation,score,max_score,justification
https://github.com/huridocs,HURIDOCS,M1,political_relevance_summary,Enables formal accountability processes; epistemic redress for suppressed testimony,+8: structural power asymmetry correction,+8,,M1 applied
https://nyaaya.org,Nyaaya,C1,political_relevance_summary,Free legal information platform correcting epistemic legal power asymmetry in India,Formal epistemic power correction for legal access,8,12,Strong: addresses structural legal knowledge asymmetry
https://nyaaya.org,Nyaaya,C2,communities_served,Rural poor; women; marginalised castes excluded from legal knowledge,Named populations with named exclusion mechanism (legal language barriers),14,20,Strong: highly specific named populations and named mechanism
https://nyaaya.org,Nyaaya,C3,governance_model,Community legal education; multi-language design,Participatory engagement with excluded communities,5,12,Moderate: engagement present but lifecycle depth limited
https://nyaaya.org,Nyaaya,C4,documented_limitations,Legal system critique embedded; power of legal professionals vs citizens addressed,Critical self-examination of structural legal power,7,20,Moderate: systemic critique present but limited self-critique
https://nyaaya.org,Nyaaya,C5,underdog_signal,Non-profit; serves legally excluded Indian populations,Moderate underdog signal,1,6,Weak: Vidhi Centre institutional backing dilutes signal
https://nyaaya.org,Nyaaya,C6,governance_model,Informs and educates on legal rights — enables citizen action,IAP2 ladder: informs/consults level,5,12,Moderate: strong informing function but limited direct empowerment mechanism
https://nyaaya.org,Nyaaya,M1,political_relevance_summary,Formal legal knowledge access correcting epistemic power asymmetry,+9: structural power asymmetry correction,+9,,M1 applied
https://nyaaya.org,Nyaaya,M3,communities_served,Highly specific named populations with named exclusion mechanism,+7: named excluded populations by named exclusion mechanism,+7,,M3 applied at upper range
https://liquidfeedback.com,LiquidFeedback,C1,political_relevance_summary,Liquid democracy platform for formal binding delegation,Structural redistribution of political decision authority,9,12,Strong: formal binding democratic mechanism
https://liquidfeedback.com,LiquidFeedback,C2,communities_served,Party/organization members; civic participants,Named populations with formal democratic access mechanism,7,20,Moderate: named populations but limited excluded-group specificity
https://liquidfeedback.com,LiquidFeedback,C3,governance_model,Member-designed; used by Pirate Party and civic organizations,Participatory design with target communities,8,12,Good: documented community adoption and co-design
https://liquidfeedback.com,LiquidFeedback,C4,documented_limitations,Delegation mechanics transparency; sybil resistance limitations documented,Critical self-examination present,7,20,Moderate: technical transparency but limited power critique
https://liquidfeedback.com,LiquidFeedback,C5,underdog_signal,Pirate Party origin; counter-establishment democratic model,Structural underdog signal present,3,6,Moderate: counter-establishment origin but adopted by mainstream
https://liquidfeedback.com,LiquidFeedback,C6,governance_model,Liquid delegation enables binding decisions — formal empowerment,IAP2 ladder: empowers/collaborates level,11,12,Strong democratic type: formal binding delegation mechanism
https://liquidfeedback.com,LiquidFeedback,M1,governance_model,Formal binding democratic delegation mechanism,+9: structural power redistribution,+9,,M1 applied
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C1,political_relevance_summary,Platform for underestimated communities; counter to extractive social media,Moderate power asymmetry correction,5,12,Moderate: framing present but limited formal mechanism
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C2,communities_served,Underestimated communities; communities of color; low-income communities,Named populations with named exclusion mechanism (platform extraction),8,20,Good: explicit named populations but mechanism specificity moderate
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C3,governance_model,Co-designed with community stewards; multi-stage engagement,Participatory design across lifecycle,10,12,Strong: documented community steward co-design model
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C4,documented_limitations,Platform power critique embedded in design rationale,Critical self-examination of extractive platform dynamics,8,20,Good: explicit critique of extractive social media power
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C5,underdog_signal,Non-profit; counter-extractive platform model,Structural underdog signal present,5,6,Strong: explicitly counter-extractive model with equity mission
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,C6,governance_model,Community steward governance model; participatory design,IAP2 ladder: involves/collaborates level,8,12,Good: community involvement in governance
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,M3,communities_served,Explicitly targets underestimated communities with named exclusion,+5: named excluded populations by named exclusion mechanism,+5,,M3 applied
https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,M5,governance_model,Co-designed with community stewards; multi-stage documented,+5: multi-stage lifecycle community engagement,+5,,M5 applied
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C1,political_relevance_summary,Open source political manifesto platform; used in UK elections,Structural redistribution of policymaking authority,8,12,Strong: formal democratic mechanism used in electoral context
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C2,communities_served,Citizens excluded from formal policy development; grassroots participants,Named populations with named exclusion from policymaking,7,20,Moderate: named populations but limited mechanism specificity
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C3,governance_model,Open source; community-contributed policy development,Participatory design with civic communities,7,12,Good: open contribution model documented
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C4,outcome_methodology,Transparent policy development process; power dynamics acknowledged,Critical self-examination of policymaking power,8,20,Good: explicit power critique in tool design
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C5,underdog_signal,Grassroots political tool; counter to top-down party policy,Structural underdog signal present,5,6,Strong: clearly counter-establishment democratic model
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),C6,governance_model,Democratic manifesto development — formal civic participation mechanism,IAP2 ladder: collaborates/empowers level,10,12,Strong: enables citizen policy authorship
https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics),M1,political_relevance_summary,Structural redistribution of policymaking authority used in elections,+8: formal democratic mechanism,+8,,M1 applied
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C1,political_relevance_summary,Estonian civic initiative platform triggering parliamentary consideration,Formal legislative mechanism correcting power asymmetry,9,12,Strong: formal state mechanism with parliamentary trigger
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C2,communities_served,Estonian citizens excluded from formal legislative initiation,Named populations with named exclusion mechanism (legislative access),8,20,Moderate: general citizen framing but formal mechanism present
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C3,governance_model,Civil society co-development; citizen petition design,Participatory engagement with civic community,7,12,Good: civil society partnership documented
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C4,documented_limitations,Parliamentary process transparency; limitations on binding outcomes documented,Critical self-examination present,6,20,Moderate: transparency but limited power critique depth
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C5,underdog_signal,Civic initiative platform enabling non-elite legislative participation,Structural underdog signal present,5,6,Strong: explicitly enables non-elite legislative access
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,C6,governance_model,Formal parliamentary petition mechanism — triggers legislative consideration,IAP2 ladder: collaborates level,10,12,Strong: formal binding-trigger mechanism
https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,M1,political_relevance_summary,Formal legislative petition mechanism triggering parliamentary consideration,+8: structural power asymmetry correction,+8,,M1 applied
https://github.com/compdemocracy/polis,Polis,C1,political_relevance_summary,Opinion mapping for large-scale democratic deliberation,Moderate power redistribution in discourse,8,12,Good: enables deliberative power but no formal binding mechanism
https://github.com/compdemocracy/polis,Polis,C2,communities_served,Citizens in consultation; deliberating publics,Named populations with access to deliberation,7,20,Moderate: general public framing; limited named excluded population focus
https://github.com/compdemocracy/polis,Polis,C3,outcome_methodology,Multi-stage deliberation documented in vTaiwan and other deployments,Strong participatory design across lifecycle,10,12,Strong: multi-stage lifecycle engagement documented
https://github.com/compdemocracy/polis,Polis,C4,documented_limitations,Consensus-formation methodology limitations; minority view suppression risks,Critical self-examination of deliberative power dynamics,10,20,Good: explicit acknowledgment of consensus-formation risks
https://github.com/compdemocracy/polis,Polis,C5,underdog_signal,Open source; civil society deployments,Moderate underdog signal,3,6,Moderate: open source but used by diverse institutional actors
https://github.com/compdemocracy/polis,Polis,C6,governance_model,Formal deliberation mechanism; used in binding consultation contexts,IAP2 ladder: involves/collaborates level,9,12,Good: structured deliberation with documented impact
https://github.com/compdemocracy/polis,Polis,M5,outcome_methodology,Multi-stage engagement documented across deployments,+4: multi-stage lifecycle community engagement,+4,,M5 applied
https://littlesis.org,LittleSis,C1,political_relevance_summary,Power mapping exposing corporate-government revolving door relationships,Enables accountability against concentrated power,9,12,Strong: directly addresses power asymmetry through transparency
https://littlesis.org,LittleSis,C2,communities_served,Communities impacted by corporate power; accountability campaigners,Named populations with named power exclusion mechanism,8,20,Moderate: named populations but accountability tool framing
https://littlesis.org,LittleSis,C3,governance_model,Community-contributed power map; wiki-style civic participation,Participatory design with civic contributors,7,12,Good: community contribution model documented
https://littlesis.org,LittleSis,C4,outcome_methodology,Explicit power structure analysis; maps who benefits from exclusion,Critical self-examination of intra-class power dynamics,9,20,Strong: intra-class complicity analysis explicitly embedded
https://littlesis.org,LittleSis,C5,underdog_signal,Non-profit counter-power tool; explicitly anti-oligarchic,Structural underdog signal present,1,6,Weak: institutionally stable; PERI backing
https://littlesis.org,LittleSis,C6,governance_model,Enables community accountability campaigns against power,IAP2 ladder: involves/collaborates level,5,12,Moderate: enables action but limited formal democratic mechanism
https://littlesis.org,LittleSis,M1,political_relevance_summary,Enables accountability campaigns against corporate-government power,+8: structural power asymmetry correction,+8,,M1 applied
https://littlesis.org,LittleSis,M7,outcome_methodology,Maps intra-class dynamics of who benefits from exclusion,+4: intra-class dynamics and complicity analysis,+4,,M7 applied
https://humbledata.org,Humble Data Workshop,C1,political_relevance_summary,Data literacy for underrepresented groups in tech,Moderate power correction in epistemic access,3,12,Limited: data literacy framing lacks structural power mechanism
https://humbledata.org,Humble Data Workshop,C2,communities_served,Women; people of colour; disabled people; LGBTQ+ in tech,Named populations with named tech-sector exclusion mechanism,14,20,Strong: highly specific named populations with named mechanism
https://humbledata.org,Humble Data Workshop,C3,governance_model,Community-run workshops; participant co-design,Participatory engagement with excluded communities,8,12,Good: documented community workshop model
https://humbledata.org,Humble Data Workshop,C4,documented_limitations,Structural tech diversity problem critique; pipeline vs systemic critique,Critical self-examination partially present,6,20,Moderate: some systemic critique but limited depth
https://humbledata.org,Humble Data Workshop,C5,underdog_signal,Grassroots volunteer-run; counter-exclusion tech education,Structural underdog signal strong,6,6,Maximum: volunteer grassroots explicitly counter-exclusion
https://humbledata.org,Humble Data Workshop,C6,governance_model,Community workshops; participant involvement in shaping content,IAP2 ladder: involves level,5,12,Moderate: involves participants but limited formal empowerment mechanism
https://humbledata.org,Humble Data Workshop,M3,communities_served,Named excluded populations with named tech-sector exclusion mechanism,+5: named excluded populations by named exclusion mechanism,+5,,M3 applied
https://github.com/geeksforsocialchange/placecal,PlaceCal,C1,political_relevance_summary,Community calendar addressing digital exclusion and isolation,Moderate power correction for digitally excluded communities,5,12,Moderate: digital inclusion framing with limited formal mechanism
https://github.com/geeksforsocialchange/placecal,PlaceCal,C2,communities_served,Elderly; disabled; digitally excluded; community organisations,Named populations with named exclusion mechanism (digital access),8,20,Good: named populations with named mechanism
https://github.com/geeksforsocialchange/placecal,PlaceCal,C3,governance_model,Community organiser model; Geeks for Social Change co-design,Participatory design with community organisations,8,12,Good: community organiser-led design documented
https://github.com/geeksforsocialchange/placecal,PlaceCal,C4,documented_limitations,Digital exclusion critique; tech charity complex critique present,Critical self-examination moderate,6,20,Moderate: some structural critique present
https://github.com/geeksforsocialchange/placecal,PlaceCal,C5,underdog_signal,Volunteer-led; Geeks for Social Change counter-mainstream positioning,Structural underdog signal strong,5,6,Strong: explicitly counter-mainstream tech for social change
https://github.com/geeksforsocialchange/placecal,PlaceCal,C6,governance_model,Community organiser-mediated tool; local community networks,IAP2 ladder: involves/collaborates level,6,12,Moderate: involves community but limited formal empowerment
https://github.com/geeksforsocialchange/placecal,PlaceCal,M5,governance_model,Community-based organiser tool with documented engagement,+4: multi-stage lifecycle community engagement,+4,,M5 applied
https://labourxchange.uk,Labour Xchange,C1,political_relevance_summary,Labour rights platform connecting workers to information and solidarity,Moderate power correction for excluded workers,7,12,Good: addresses labour power asymmetry
https://labourxchange.uk,Labour Xchange,C2,communities_served,Precarious workers; gig economy workers; excluded from labour protections,Named populations with named exclusion mechanism (precarious labour),12,20,Strong: specific named excluded worker populations
https://labourxchange.uk,Labour Xchange,C3,governance_model,Limited participatory design evidence in dossier,Participatory engagement unclear,5,12,Limited: insufficient evidence of participatory lifecycle design
https://labourxchange.uk,Labour Xchange,C4,documented_limitations,Labour rights system critique present; limitations acknowledged,Critical self-examination moderate,5,20,Moderate: some structural critique but limited depth
https://labourxchange.uk,Labour Xchange,C5,underdog_signal,Labour rights focus; counter to employer power asymmetry,Moderate underdog signal,1,6,Weak: limited dossier completeness reduces confidence
https://labourxchange.uk,Labour Xchange,C6,governance_model,Informs and connects workers; limited formal empowerment mechanism,IAP2 ladder: informs/consults level,4,12,Limited: informing function strong but formal empowerment absent
https://landexplorer.coop,Land Explorer,C1,political_relevance_summary,Land data transparency for communities challenging ownership,Moderate power correction in land ownership knowledge,6,12,Moderate: addresses land power asymmetry but limited formal mechanism
https://landexplorer.coop,Land Explorer,C2,communities_served,Communities challenged by land ownership opacity; rural communities,Named populations with named exclusion mechanism (land data access),6,20,Moderate: named populations but limited specificity
https://landexplorer.coop,Land Explorer,C3,governance_model,Cooperative structure; community land focus,Participatory engagement with co-op communities,6,12,Moderate: co-op structure implies participation but limited evidence
https://landexplorer.coop,Land Explorer,C4,documented_limitations,Land ownership system critique present,Critical self-examination moderate,6,20,Moderate: systemic critique present
https://landexplorer.coop,Land Explorer,C5,underdog_signal,Co-operative structure; land rights focus,Structural underdog signal present,4,6,Good: co-op explicitly counter-dominant land ownership model
https://landexplorer.coop,Land Explorer,C6,governance_model,Informs communities about land ownership; enables campaigns,IAP2 ladder: informs/consults level,6,12,Moderate: informs civic action but limited formal mechanism
https://missingnumbers.org,Missing Numbers,C1,political_relevance_summary,Data transparency tool exposing missing civic datasets,Moderate power correction in data access,7,12,Good: addresses epistemic power asymmetry in data
https://missingnumbers.org,Missing Numbers,C2,communities_served,Researchers; civil society; communities affected by data gaps,Named populations with named exclusion mechanism (data opacity),5,20,Moderate: named populations but research-tool framing
https://missingnumbers.org,Missing Numbers,C3,governance_model,Open data community; limited documented participatory design,Participatory engagement limited,5,12,Limited: insufficient evidence of community lifecycle engagement
https://missingnumbers.org,Missing Numbers,C4,outcome_methodology,Explicit critique of systemic data gaps; power dynamics in data publishing,Strong critical self-examination of data power,8,20,Good: explicit systemic critique of data power
https://missingnumbers.org,Missing Numbers,C5,underdog_signal,Civil society data transparency tool,Moderate underdog signal,4,6,Good: civil society mission with transparency focus
https://missingnumbers.org,Missing Numbers,C6,governance_model,Informs about data gaps; enables accountability,IAP2 ladder: informs level,4,12,Limited: primarily informing function
https://murmurations.network,Murmurations Protocol,C1,political_relevance_summary,Decentralised data protocol for civil society coordination,Moderate power correction via decentralisation,5,12,Moderate: decentralisation framing but limited formal mechanism
https://murmurations.network,Murmurations Protocol,C2,communities_served,Civil society organisations; community networks,Named populations with coordination access,6,20,Moderate: named populations but broad civil society framing
https://murmurations.network,Murmurations Protocol,C3,governance_model,Protocol design with civil society input,Participatory design moderate,6,12,Moderate: civil society input documented
https://murmurations.network,Murmurations Protocol,C4,documented_limitations,Decentralisation philosophy critique; power dynamics in protocol governance,Critical self-examination moderate,6,20,Moderate: some structural critique present
https://murmurations.network,Murmurations Protocol,C5,underdog_signal,Open protocol; civil society mission,Moderate underdog signal,5,6,Good: open protocol explicitly serving civil society
https://murmurations.network,Murmurations Protocol,C6,governance_model,Enables civil society coordination; network empowerment,IAP2 ladder: involves level,5,12,Moderate: enables coordination but limited formal empowerment
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C1,political_relevance_summary,Housing data standards for equity in housing sector,Moderate power correction in housing data,6,12,Moderate: equity framing but technical standards focus
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C2,communities_served,Social housing tenants; housing-excluded populations,Named populations with named exclusion mechanism (housing data access),8,20,Good: named populations in housing equity framing
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C3,governance_model,Housing sector stakeholder consultation; standards body process,Participatory engagement with sector,7,12,Good: documented stakeholder engagement
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C4,documented_limitations,Housing equity critique embedded; power of landlords vs tenants,Critical self-examination present,7,20,Moderate: equity critique present in standards framing
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C5,underdog_signal,HACT housing charity; tenant equity focus,Weak underdog signal,1,6,Weak: sector body positioning dilutes signal
https://hact.org.uk/tools-and-services/uk-housing-data-standards,UK Housing Data Standards,C6,governance_model,Standards for sector; informs/consults at sector level,IAP2 ladder: consults level,4,12,Limited: sector consultation without community empowerment
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C1,political_relevance_summary,DataKind equity data toolkit for civil society,Moderate power correction in data capacity,7,12,Good: equity framing with DataKind mission
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C2,communities_served,Civil society organisations; equity-focused data users,Named populations with data capacity access,8,20,Moderate: named populations but tool-level framing
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C3,governance_model,DataKind community; limited documented participatory design,Participatory engagement limited,5,12,Limited: DataKind community involvement but lifecycle unclear
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C4,outcome_methodology,DataKind equity critique; power dynamics in data observation,Critical self-examination present,5,20,Moderate: equity framing but limited structural critique depth
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C5,underdog_signal,DataKind non-profit equity focus,Moderate underdog signal,4,6,Good: DataKind explicitly counter-extractive data model
https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit,C6,governance_model,Technical tool for civil society; limited formal empowerment,IAP2 ladder: informs level,4,12,Limited: tool provision without formal empowerment mechanism
https://github.com/radicalxchange/rxc-voice,RxC Voice,C1,political_relevance_summary,Quadratic voting/voice credits for democratic resource allocation,Moderate structural power redistribution via QV,7,12,Good: formal mechanism but limited deployment evidence
https://github.com/radicalxchange/rxc-voice,RxC Voice,C2,communities_served,Civic participants in QV experiments,Named populations with formal voting access,5,20,Moderate: general civic framing; limited excluded population specificity
https://github.com/radicalxchange/rxc-voice,RxC Voice,C3,governance_model,RadicalxChange community; participatory design ethos,Participatory engagement moderate,4,12,Limited: community ethos but limited lifecycle evidence
https://github.com/radicalxchange/rxc-voice,RxC Voice,C4,documented_limitations,Market logic critique of standard voting; QV power critique,Critical self-examination moderate,6,20,Moderate: some self-critique but market mechanism concerns unresolved
https://github.com/radicalxchange/rxc-voice,RxC Voice,C5,underdog_signal,RadicalxChange counter-establishment democratic innovation,Weak underdog signal,1,6,Weak: institutional RadicalxChange positioning
https://github.com/radicalxchange/rxc-voice,RxC Voice,C6,governance_model,QV mechanism for formal collective decision — empowers via markets,IAP2 ladder: collaborates level,9,12,Good: formal democratic mechanism with empowerment potential
https://mapped.commonknowledge.coop,Mapped,C1,political_relevance_summary,Labour movement mapping for solidarity organising,Moderate power correction for excluded workers,5,12,Moderate: labour movement framing with limited formal mechanism
https://mapped.commonknowledge.coop,Mapped,C2,communities_served,Trade unionists; labour organisers; workers in under-organised sectors,Named populations with named exclusion mechanism (labour organising),7,20,Good: named labour populations with organising context
https://mapped.commonknowledge.coop,Mapped,C3,governance_model,Common Knowledge cooperative; worker co-design,Participatory design with labour communities,6,12,Good: co-op model implies participation
https://mapped.commonknowledge.coop,Mapped,C4,outcome_methodology,Labour power analysis embedded; class dynamics foregrounded,Critical self-examination moderate,5,20,Moderate: class framing present but limited self-critique depth
https://mapped.commonknowledge.coop,Mapped,C5,underdog_signal,Common Knowledge worker co-op; counter-establishment labour tool,Structural underdog signal present,4,6,Good: explicitly counter-establishment labour organising
https://mapped.commonknowledge.coop,Mapped,C6,governance_model,Enables organising; mapping for solidarity action,IAP2 ladder: involves level,5,12,Moderate: enables action but limited formal democratic mechanism
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C1,political_relevance_summary,Interoperability standards for deliberative platforms,Moderate power correction in civic tech infrastructure,6,12,Moderate: governance framing but technical standards focus
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C2,communities_served,Deliberative platform users; civic tech community,Named populations with interoperability access,3,20,Limited: technical standards framing; limited excluded population focus
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C3,governance_model,Metagov community process; deliberative standards design,Participatory engagement moderate,5,12,Moderate: community process documented
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C4,outcome_methodology,Platform power analysis; interop critique of lock-in,Critical self-examination present,7,20,Good: platform power critique embedded
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C5,underdog_signal,Metagov non-profit; open standards for civic tech,Moderate underdog signal,2,6,Limited: academic/research positioning
https://metagov.org/projects/interop,Interoperable Deliberative Tools,C6,governance_model,Standards for interoperability; enables platform switching,IAP2 ladder: consults/involves level,8,12,Good: democratic infrastructure enabling platform autonomy
https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,C1,political_relevance_summary,Automated consent management correcting dark pattern power asymmetry,Structural correction of consent manipulation power,6,12,Good: addresses systemic dark pattern asymmetry
