rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
31,https://library.theengineroom.org,The Engine Room Library,65.8,57.8,8,0.83,LOW,LOW,criteria,"I understand what this is trying to do. The Engine Room Library directly benefits civil society organisations, human rights defenders and NGOs. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 65.8. the underdog modifier cushions this against the thin evidence base."
32,https://constituteproject.org,Constitute Project,65.6,65.6,0,1.0,LOW,LOW,criteria,"Credible work in a space I care about. Constitute Project directly benefits civic technology researchers, constitutional courts and educators. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 65.6."
33,https://coralproject.net,Coral,65.6,65.6,0,0.92,LOW,MEDIUM,criteria,"Functionally useful, Coral directly benefits newsrooms, investigative journalists and online readers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 65.6."
34,https://privacybadger.org,Privacy Badger,65.1,61.1,4,0.92,LOW,MEDIUM,criteria,"I'd want to see more, Privacy Badger directly benefits general internet users, investigative journalists and activists. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 65.1. underdog protection applies because the limited record shouldn't be held against grassroots work."
35,https://snowdrift.coop,Snowdrift.coop,65.0,50.0,15,0.83,LOW,LOW,modifier,"On paper this is reasonable. Snowdrift.coop serves free/libre/open source developers, digital public goods creators and open source patrons and gets a lift from underdog protection. The primary scoring driver is underdog protection, community journalism bonus, pushing the total to 65.0. I've applied underdog protection — the evidence gap shouldn't sink a project that may well deserve better."
36,https://aleph.occrp.org,Aleph (OCCRP),64.4,64.4,0,0.92,LOW,HIGH,criteria,"Decent work, Aleph (OCCRP) directly benefits investigative journalists, civil society researchers and grassroots activists and organizers. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 64.4. the strong documentation may inflate this score somewhat relative to equally worthy but less visible projects."
37,https://consulproject.org,CONSUL Democracy,64.4,64.4,0,1.0,LOW,MEDIUM,criteria,"Not a perfect fit but still contributing. CONSUL Democracy is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 64.4."
38,https://github.com/travisbrown/birdwatch,Community Notes (Birdwatch) Analysis Tool,64.4,64.4,0,0.92,LOW,LOW,criteria,"I have reservations but also respect for Community Notes (Birdwatch) Analysis Tool directly benefits civic technology researchers, investigative journalists and fact-checkers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 64.4."
39,https://communityrule.info,CommunityRule,64.4,64.4,0,1.0,LOW,LOW,criteria,"A solid idea that CommunityRule directly benefits community organizers, online communities and governance practitioners. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 64.4."
40,https://littlesis.org,LittleSis,64.4,64.4,0,0.92,LOW,MEDIUM,criteria,"Some merit here. LittleSis directly benefits researchers, activists and journalists. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 64.4."
41,https://getodk.org,ODK (Open Data Kit),64.4,64.4,0,1.0,LOW,MEDIUM,criteria,"Mixed feelings on this one. ODK (Open Data Kit) is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 64.4."
42,https://unpaywall.org/products/extension,Unpaywall Browser Extension,64.4,64.4,0,0.75,LOW,MEDIUM,criteria,"Moderate alignment. Unpaywall Browser Extension directly benefits researchers, journalists and academics. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 64.4."
43,https://www.whatgov.co.uk,WhatGov,64.4,64.4,0,0.92,LOW,LOW,criteria,"I understand what this is trying to do. WhatGov directly benefits citizens, researchers and campaigners. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 64.4."
44,https://cobudget.com,Cobudget,63.6,55.6,8,1.0,LOW,HIGH,criteria,"Neither fully aligned nor misaligned. Cobudget is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 63.6. this benefits from good documentation, which could be a scoring artefact rather than genuine superiority. protected as an underdog — the lack of documentation doesn't mean it lacks merit."
45,https://decidim.org,Decidim,63.6,55.6,8,1.0,LOW,HIGH,criteria,"This does real work, even if Decidim is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 63.6. popularity risk is high here — the rich dossier may overstate true alignment."
46,https://liquidfeedback.com,LiquidFeedback,63.6,55.6,8,1.0,LOW,MEDIUM,criteria,"There's something here, though not as strong as I'd like. LiquidFeedback is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 63.6. I'm giving this the benefit of the doubt via the underdog modifier."
47,https://opencouncildata.co.uk,Open Council Data UK,63.3,53.3,10,0.92,LOW,LOW,criteria,"There's substance here, Open Council Data UK directly benefits psephologists, campaigners and charities. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 63.3."
48,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,62.4,54.4,8,0.92,LOW,HIGH,criteria,"On paper this is reasonable. Neighbourhood Warmth directly benefits homeowners, local authorities and local energy service cooperatives. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 62.4. worth noting that the thorough documentation gives this an advantage that less visible projects lack. the underdog modifier cushions this against the thin evidence base."
49,https://pageviews.wmcloud.org,Pageviews Analysis,62.2,62.2,0,0.83,LOW,LOW,criteria,"Not quite what I'd champion, but Pageviews Analysis is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 62.2."
50,https://github.com/radicalxchange/rxc-voice,RxC Voice,62.2,62.2,0,0.83,LOW,LOW,criteria,"This has potential, RxC Voice takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 62.2."
51,https://www.organise.org.uk,Organise,61.7,46.7,15,0.92,LOW,LOW,modifier,"I appreciate parts of this, Organise serves workers, employees and self-employed individuals and gets a lift from underdog protection. The primary scoring driver is open-source bonus, underdog protection, pushing the total to 61.7."
52,https://activisthandbook.org/,Activist Handbook,61.3,53.3,8,0.83,LOW,LOW,criteria,"The concept resonates, Activist Handbook directly benefits grassroots activists and organizers, political and social campaigners and nonprofit organizations. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 61.3. underdog protection applies because the limited record shouldn't be held against grassroots work."
53,https://nymtech.net,Nym,61.3,53.3,8,0.83,LOW,LOW,criteria,"Interesting approach, Nym takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 61.3."
54,https://creativecommons.org,Creative Commons,61.2,52.2,9,1.0,LOW,HIGH,criteria,"Worth considering, though Creative Commons directly benefits educators, civic technology researchers and artists. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 61.2. I'm flagging a popularity risk — well-documented projects can score higher simply because there's more to evaluate."
55,https://all-our-ideas.citizens.is,All Our Ideas,61.1,61.1,0,0.83,LOW,LOW,criteria,"Useful in its niche, All Our Ideas directly benefits citizens seeking to participate in local democratic processes and policymakers and legislative staff. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 61.1."
56,https://citizenos.com/platform/,Citizen OS,61.1,61.1,0,1.0,LOW,LOW,criteria,"Not my top pick, but Citizen OS is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 61.1."
57,https://upgrader.gapminder.org,Gapminder Worldview Upgrader,61.1,51.1,10,1.0,LOW,LOW,criteria,"The ambition is right even if the execution is debatable. Gapminder Worldview Upgrader is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 61.1."
58,https://quadraticvote.radicalxchange.org,RxC Quadratic Voting,61.1,61.1,0,0.92,LOW,LOW,criteria,"Parts of this I like, RxC Quadratic Voting directly benefits voters seeking electoral information, organizations and communities. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 61.1."
59,https://adhocracy.plus,adhocracy+,61.1,61.1,0,1.0,LOW,LOW,criteria,"I see value in what this does, adhocracy+ directly benefits municipal residents, civil society organisations and public administrations. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 61.1."
60,https://joss.theoj.org,Journal of Open Source Software,60.2,52.2,8,0.83,LOW,LOW,criteria,"I'd want to see more, Journal of Open Source Software is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 60.2."
61,https://github.com/populatetools,Populate Tools,60.2,52.2,8,0.92,LOW,LOW,criteria,"Functionally useful, Populate Tools is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 60.2. this gets underdog protection; I'd rather err on the side of supporting small projects."
62,https://github.com/g0v/vue.vtaiwan.tw,vTaiwan,60.2,52.2,8,1.0,LOW,LOW,criteria,"I can respect this, vTaiwan is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 60.2. I've applied underdog protection — the evidence gap shouldn't sink a project that may well deserve better."
63,https://www.mptwitterbios.co.uk,MP Twitter Bios,60.0,60.0,0,0.83,LOW,LOW,criteria,"A reasonable project with some alignment to my values. MP Twitter Bios directly benefits researchers and journalists. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 60.0."
64,https://objector.ai,Objector.ai,60.0,50.0,10,0.92,LOW,LOW,criteria,"There's alignment, but it's partial. Objector.ai directly benefits citizens in United Kingdom, community groups and individuals objecting to planning applications. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 60.0."
65,https://www.objector.ai,Objector.ai,60.0,50.0,10,0.83,LOW,LOW,criteria,"The intent is good. Objector.ai directly benefits citizens in United Kingdom, community groups and individuals objecting to planning applications. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 60.0."
66,https://opensupplyhub.org,Open Supply Hub,60.0,60.0,0,1.0,LOW,LOW,criteria,"I wouldn't dismiss this. Open Supply Hub is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 60.0."
67,https://parti.xyz,Parti,60.0,50.0,10,1.0,LOW,LOW,criteria,"Fair enough. Parti directly benefits citizens in South Korea, civic organizations and local governments. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 60.0."
68,https://policyengine.org/uk,PolicyEngine,60.0,60.0,0,1.0,LOW,LOW,criteria,"This occupies a middle ground for me. PolicyEngine is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 60.0."
69,https://www.teachingpublicservice.digital,Teaching Public Service in the Digital Age,60.0,60.0,0,0.92,LOW,LOW,criteria,"Credible work in a space I care about. Teaching Public Service in the Digital Age is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 60.0."
70,https://www.torproject.org,Tor Project,59.8,67.8,-8,1.0,LOW,HIGH,criteria,"I can see the intention, Tor Project directly benefits journalists, activists and researchers. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 59.8. I'm flagging a popularity risk — well-documented projects can score higher simply because there's more to evaluate."
71,https://www.otree.org,oTree,59.7,46.7,13,0.92,LOW,LOW,modifier,"The intent is good. oTree serves researchers, academics and economists and gets a lift from underdog protection. The primary scoring driver is underdog protection, design ethics bonus, pushing the total to 59.7."
72,https://openreferraluk.org,Open Referral UK,59.1,51.1,8,1.0,LOW,LOW,criteria,"The ambition is right even if the execution is debatable. Open Referral UK directly benefits local councils, community organisations and social care providers. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 59.1. I'm giving this the benefit of the doubt via the underdog modifier."
73,https://osintframework.com,OSINT Framework,58.9,58.9,0,0.83,LOW,LOW,criteria,"I wouldn't dismiss this. OSINT Framework takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 58.9."
74,https://openbudgets.eu,OpenBudgets.eu,58.9,58.9,0,1.0,LOW,LOW,criteria,"Parts of this I like, OpenBudgets.eu directly benefits government agencies, journalists and data wranglers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 58.9."
75,https://www.papertree.earth,Papertree,58.9,58.9,0,0.58,MEDIUM,NONE,criteria,"I'd want to see more, Papertree is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 58.9."
76,https://github.com/vbuterin/dao,The DAO (Standard DAO Framework),58.9,58.9,0,0.83,LOW,LOW,criteria,"Fair enough. The DAO (Standard DAO Framework) takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 58.9."
77,https://docs.plus,docs.plus,58.9,58.9,0,0.75,LOW,LOW,criteria,"Not my top pick, but docs.plus is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 58.9."
78,https://sourceafrica.net,sourceAFRICA,58.9,58.9,0,0.83,LOW,LOW,criteria,"I have reservations but also respect for sourceAFRICA is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 58.9."
79,https://github.com/ytdl-org/youtube-dl,youtube-dl,58.4,54.4,4,0.83,LOW,MEDIUM,criteria,"On paper this is reasonable. youtube-dl is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 58.4."
80,https://commonslibrary.org,The Commons Social Change Library,58.3,53.3,5,0.83,LOW,LOW,criteria,"Neither fully aligned nor misaligned. The Commons Social Change Library directly benefits activists, campaigners and community organizers. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 58.3. the underdog modifier cushions this against the thin evidence base."
81,https://www.agenciesforgood.org,Agencies for Good,58.0,50.0,8,0.83,LOW,LOW,criteria,"This occupies a middle ground for me. Agencies for Good directly benefits tech agencies, consultancies and freelancers. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 58.0."
82,https://github.com/bluesky-social,Bluesky Social,58.0,50.0,8,0.83,LOW,HIGH,criteria,"This has potential, Bluesky Social takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 58.0. the documentation advantage here may inflate the score relative to underdocumented peers."
83,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,Framework for Meaningful Engagement 2.0,58.0,50.0,8,0.92,LOW,LOW,criteria,"There's substance here, Framework for Meaningful Engagement 2.0 is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 19/20), with a total of 58.0."
84,https://www.loomio.org,Loomio,58.0,50.0,8,1.0,LOW,HIGH,criteria,"A solid idea that Loomio is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 58.0. the strong documentation may inflate this score somewhat relative to equally worthy but less visible projects."
85,https://www.opensanctions.org,OpenSanctions,58.0,50.0,8,1.0,LOW,LOW,criteria,"Some merit here. OpenSanctions directly benefits investigators, companies and technologists. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 58.0. underdog protection applies because the limited record shouldn't be held against grassroots work."
86,https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,57.8,57.8,0,0.83,LOW,LOW,criteria,"I can respect this, Sugartrail is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 57.8."
87,https://github.com/compdemocracy/polis,Polis,57.2,52.2,5,1.0,LOW,HIGH,criteria,"There's alignment, but it's partial. Polis is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 57.2. this benefits from good documentation, which could be a scoring artefact rather than genuine superiority. this gets underdog protection; I'd rather err on the side of supporting small projects."
88,https://climateaction.tech,ClimateAction.Tech,56.9,48.9,8,0.83,LOW,LOW,criteria,"Worth considering, though ClimateAction.Tech is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 56.9. protected as an underdog — the lack of documentation doesn't mean it lacks merit."
89,https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,56.7,56.7,0,1.0,LOW,LOW,criteria,"A reasonable project with some alignment to my values. Cybersecurity for Democracy takes a clear anti-extraction stance, keeping users independent of platforms. The primary driver is anti-extraction/platform independence (scoring 16/20), with a total of 56.7."
90,https://www.govtrack.us,GovTrack.us,56.7,56.7,0,1.0,LOW,MEDIUM,criteria,"There's something here, though not as strong as I'd like. GovTrack.us directly benefits citizens, journalists and researchers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 56.7."
91,https://www.parallelparliament.co.uk,Parallel Parliament,56.7,46.7,10,0.83,LOW,LOW,criteria,"Decent work, Parallel Parliament directly benefits researchers, journalists and campaigners. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 56.7."
92,https://parliamentwatch.ug/,Parliament Watch Uganda,56.7,46.7,10,0.83,LOW,LOW,criteria,"Credible work in a space I care about. Parliament Watch Uganda directly benefits citizens in Uganda, researchers and journalists. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 56.7."
93,https://strikemap.org,Strike Map,56.7,56.7,0,0.75,LOW,LOW,criteria,"I can see the intention, Strike Map directly benefits labor organizers, civic technology researchers and investigative journalists. The primary driver is direct practitioner benefit (scoring 18/20), with a total of 56.7."
94,https://communities.sunlightfoundation.com/methodology,Tactical Data Engagement,56.7,46.7,10,1.0,LOW,LOW,criteria,"Not a perfect fit but still contributing. Tactical Data Engagement directly benefits local government staff, community members and data providers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 56.7."
95,https://www.theyworkforyou.com,TheyWorkForYou,56.7,56.7,0,1.0,LOW,MEDIUM,criteria,"Useful in its niche, TheyWorkForYou directly benefits citizens, researchers and journalists. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 56.7."
96,https://github.com/i-dot-ai/awesome-gov-datasets,Awesome UK Government Datasets,55.8,47.8,8,0.92,LOW,LOW,criteria,"Functionally useful, Awesome UK Government Datasets is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 55.8. the underdog modifier cushions this against the thin evidence base."
97,https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,55.8,47.8,8,1.0,LOW,LOW,criteria,"I see value in what this does, Frankenstein Bill is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 55.8. underdog protection applies because the limited record shouldn't be held against grassroots work."
98,https://metagov.org/projects/interop,Interoperable Deliberative Tools,55.8,47.8,8,0.83,LOW,LOW,criteria,"Mixed feelings on this one. Interoperable Deliberative Tools directly benefits researchers, governance practitioners and AI alignment researchers. The primary driver is direct practitioner benefit (scoring 10/20), with a total of 55.8."
99,https://kialo.com,Kialo,55.8,47.8,8,0.83,LOW,LOW,criteria,"Not quite what I'd champion, but Kialo directly benefits educators, students and researchers. The primary driver is direct practitioner benefit (scoring 15/20), with a total of 55.8."
100,https://ddocs.new/,dDocs,55.8,47.8,8,0.58,MEDIUM,NONE,criteria,"This does real work, even if dDocs is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 55.8."
101,https://github.com/bellingcat/edgar,EDGAR,55.6,55.6,0,0.83,LOW,HIGH,criteria,"The concept resonates, EDGAR is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 55.6. popularity risk is high here — the rich dossier may overstate true alignment."
102,https://www.opencrvs.org,OpenCRVS,55.6,55.6,0,1.0,LOW,LOW,criteria,"I appreciate parts of this, OpenCRVS is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 16/20), with a total of 55.6."
103,https://github.com/thicknavyrain/uk_elections_leaflets,OpenElections Leaflet Scraper and Parser,55.6,55.6,0,0.83,LOW,LOW,criteria,"Interesting approach, OpenElections Leaflet Scraper and Parser is open-source and freely accessible, which is foundational. The primary driver is free/open access (scoring 13/20), with a total of 55.6."
