rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
91,https://www.mastodonc.com,Mastodon C,64,64,0,1.0,LOW,HIGH,criteria,Mastodon C is working at the structural level — not helping individuals navigate broken systems but changing how the institutions themselves operate. Government partnerships here aren't just validation; they're evidence the reform is actually happening. Popularity risk flag: Mastodon C's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower.
92,https://algorithmwatch.org,AlgorithmWatch,63,63,0,1.0,LOW,MEDIUM,criteria,"AlgorithmWatch can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
93,https://creativecommons.org,Creative Commons,63,63,0,1.0,LOW,HIGH,criteria,"Creative Commons can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number. Popularity risk flag: Creative Commons's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
94,https://fullfact.org/ai,Full Fact AI,63,58,5,1.0,LOW,HIGH,criteria,What Full Fact AI does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space. Popularity risk flag: Full Fact AI's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower.
95,https://github.com/ideal-postcodes/postcodes.io,postcodes.io,63,63,0,0.75,LOW,MEDIUM,criteria,"postcodes.io has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
96,https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,63,63,0,1.0,LOW,MEDIUM,criteria,"Frankenstein Bill is the kind of project my constitution is built to see clearly: open-source, with documented policy outcomes, operating in the transparency-infrastructure space. The evidence chain from 'we built this' to 'here's what changed' is exactly what I look for."
97,https://openheartmind.org,Open Heart Mind (OHM),63,60,3,0.83,LOW,LOW,criteria,What Open Heart Mind (OHM) gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
98,https://osintframework.com,OSINT Framework,63,63,0,0.75,LOW,MEDIUM,criteria,What OSINT Framework gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
99,https://talktothecity.org,Talk to the City,63,60,3,1.0,LOW,LOW,criteria,"Talk to the City can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
100,https://cobudget.com,Cobudget,62,62,0,1.0,LOW,HIGH,criteria,"Cobudget has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement. Popularity risk flag: Cobudget's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
101,https://contractsfordatacollaboration.org,Contracts for Data Collaboration,62,62,0,1.0,LOW,LOW,criteria,"Contracts for Data Collaboration is the kind of project my constitution is built to see clearly: open-source, with documented policy outcomes, operating in the transparency-infrastructure space. The evidence chain from 'we built this' to 'here's what changed' is exactly what I look for."
102,https://ddocs.new,dDocs,62,62,0,0.5,MEDIUM,NONE,criteria,What dDocs gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
103,https://github.com/cverluise/patcit,PatCit,62,62,0,0.83,LOW,LOW,criteria,What PatCit gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
104,https://github.com/notchia/dao-governance-surfaces,DAO Governance Surfaces,62,59,3,0.75,LOW,MEDIUM,criteria,What DAO Governance Surfaces gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
105,https://littlesis.org,LittleSis,62,62,0,0.92,LOW,MEDIUM,criteria,"LittleSis has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
106,https://nymtech.net,Nym,62,62,0,0.75,LOW,LOW,criteria,What Nym gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
107,https://privacybadger.org,Privacy Badger,62,62,0,0.92,LOW,MEDIUM,criteria,"Privacy Badger has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
108,https://tech-coops.xyz,Tech Coops List,62,62,0,0.75,LOW,MEDIUM,criteria,"Tech Coops List has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
109,https://turkopticon.ucsd.edu,Turkopticon,62,62,0,0.92,LOW,MEDIUM,criteria,"Turkopticon has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
110,https://github.com/bluesky-social,Bluesky Social,61,61,0,0.75,LOW,HIGH,criteria,What Bluesky Social gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
111,https://github.com/ytdl-org/youtube-dl,youtube-dl,61,61,0,0.75,LOW,LOW,criteria,"youtube-dl has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
112,https://grantnav.threesixtygiving.org,GrantNav,61,61,0,1.0,LOW,MEDIUM,criteria,"GrantNav can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
113,https://library.theengineroom.org,The Engine Room Library,61,61,0,0.75,LOW,LOW,criteria,"The Engine Room Library has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
114,https://strikemap.org,Strike Map,61,56,5,0.67,MEDIUM,LOW,criteria,"Strike Map puts data visualisation at the centre of its communication — 'Interactive mapping platform documenting labor strikes and worker organizing act'. I work in this space professionally and I notice good execution: the visual is the argument here, not decoration on top of prose."
115,https://atlasofsurveillance.org,Atlas of Surveillance,60,60,0,0.92,LOW,LOW,criteria,"Atlas of Surveillance can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
116,https://github.com/blacksky-algorithms/rsky,rsky,60,57,3,0.75,LOW,MEDIUM,criteria,What rsky gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
117,https://github.com/vbuterin/dao,The DAO (Standard DAO Framework),60,60,0,0.75,LOW,LOW,criteria,What The DAO (Standard DAO Framework) gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
118,https://orcid.org,ORCID,60,60,0,0.92,LOW,MEDIUM,criteria,"ORCID can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
119,https://communities.sunlightfoundation.com/methodology,Tactical Data Engagement,59,57,2,1.0,LOW,MEDIUM,criteria,"Tactical Data Engagement can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
120,https://github.com/datakind/data-observation-toolkit,Data Observation Toolkit (DOT),59,59,0,1.0,LOW,LOW,criteria,"Data Observation Toolkit (DOT) is the kind of project my constitution is built to see clearly: open-source, with documented policy outcomes, operating in the transparency-infrastructure space. The evidence chain from 'we built this' to 'here's what changed' is exactly what I look for."
121,https://github.com/mikekelly/policy-dojo,UK Policy Dojo,59,56,3,0.83,LOW,MEDIUM,criteria,What UK Policy Dojo gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
122,https://monitormamdani.com,Monitor Mamdani,59,56,3,0.75,LOW,HIGH,criteria,"Monitor Mamdani can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number. Popularity risk flag: Monitor Mamdani's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower."
123,https://moralmachine.net,Moral Machine,59,59,0,0.83,LOW,LOW,criteria,"Moral Machine can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
124,https://murmurations.network,Murmurations Protocol,59,59,0,0.75,LOW,MEDIUM,criteria,What Murmurations Protocol gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
125,https://objector.ai,Objector.ai,59,56,3,0.92,LOW,LOW,criteria,"Objector.ai — ""Object to planning applications in the UK with Objector.ai. Check objection 
gr"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
126,https://public.tableau.com/app/profile/citizensadvice/vizzes,Citizens Advice Tableau Public Profile,59,49,10,0.58,MEDIUM,NONE,modifier,"Citizens Advice Tableau Public Profile puts data visualisation at the centre of its communication — 'Data visualizations and dashboards tracking advice issues, consumer trends, and '. I work in this space professionally and I notice good execution: the visual is the argument here, not decoration on top of prose."
127,https://www.martus.org,Martus,59,59,0,0.75,LOW,LOW,criteria,"Martus has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
128,https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,58,58,0,1.0,LOW,MEDIUM,criteria,"Gender Pay Gap Service can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
129,https://github.com/kazad/pastecal,Pastecal,58,58,0,0.75,LOW,LOW,criteria,What Pastecal gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
130,https://github.com/thicknavyrain/uk_elections_leaflets,OpenElections Leaflet Scraper and Parser,58,55,3,0.75,LOW,LOW,criteria,What OpenElections Leaflet Scraper and Parser gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
131,https://parsethebill.com,Parse The Bill,58,55,3,0.75,LOW,MEDIUM,criteria,"Parse The Bill — ""Introduces a regulatory framework for online safety, governed by OFCOM. It manda"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
132,https://www.papertree.earth,Papertree,58,58,0,0.58,MEDIUM,NONE,criteria,"The counter-narrative function in Papertree — surfacing what dominant coverage systematically misses or distorts — is the most politically significant thing a data project can do. My migration work is built on the same premise: the evidence doesn't match the narrative, and making that gap visible is valuable."
133,https://www.sign-in.service.gov.uk,GOV.UK One Login,58,58,0,1.0,LOW,LOW,criteria,"GOV.UK One Login can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
134,https://yrpri.org,Your Priorities,58,58,0,1.0,LOW,MEDIUM,criteria,"Your Priorities can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
135,https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,57,57,0,0.75,LOW,MEDIUM,criteria,What Consent-O-Matic gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
136,https://journaliststudio.google.com,Journalist Studio,57,47,10,0.75,LOW,LOW,modifier,What Journalist Studio does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
137,https://navigator.oii.ox.ac.uk,DemTech Navigator,57,47,10,0.75,LOW,LOW,modifier,What DemTech Navigator does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
138,https://oneproject.org,One Project,57,50,7,0.75,LOW,LOW,criteria,"One Project — ""We partner with the rising global movement for economic democracy to build core"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
139,https://pageviews.wmcloud.org,Pageviews Analysis,57,57,0,0.75,LOW,MEDIUM,criteria,"Pageviews Analysis has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
140,https://snowdrift.coop,Snowdrift.coop,57,57,0,0.83,LOW,LOW,criteria,"Snowdrift.coop has been building open civic infrastructure for over a decade, and the combination of longevity and open-source commitment gives it unusual credibility on my transparency criterion. A project this old that still publishes its code is making an ongoing commitment, not a launch-day statement."
141,https://soweego.readthedocs.io,soweego,57,57,0,0.83,LOW,LOW,criteria,What soweego gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
142,https://www.ushahidi.com,Ushahidi,57,57,0,1.0,LOW,MEDIUM,criteria,"Ushahidi can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
143,https://parti.xyz,Parti,56,56,0,1.0,LOW,LOW,criteria,"Parti can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
144,https://www.openorigins.com,OpenOrigins,56,46,10,0.75,LOW,MEDIUM,modifier,What OpenOrigins does at its core — quantifying the gap between public perception and actual evidence — is precisely the intellectual territory I work in. The news/mortality work I did at OWID is the same basic operation. I recognise good execution in this space.
145,https://aisafety.info,AISafety.info,55,52,3,0.75,LOW,LOW,criteria,"AISafety.info operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
146,https://github.com/bellingcat/edgar,EDGAR,55,55,0,0.75,LOW,HIGH,criteria,What EDGAR gets right is the combination of open-source commitment and documented methodology. Those two things together — open code and transparent about what the data can and cannot show — are the minimum bar for civic data tools as far as I'm concerned.
147,https://github.com/radicalxchange/rxc-voice,RxC Voice,55,55,0,0.75,LOW,MEDIUM,criteria,"RxC Voice operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
148,https://riversentiment.app,River Sentiment Dashboard,55,55,0,0.75,LOW,MEDIUM,criteria,"River Sentiment Dashboard — ""People talk about rivers online: from complaints about pollution to celebrations"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
149,https://site.urbanistai.com,UrbanistAI,55,55,0,0.92,LOW,MEDIUM,criteria,"UrbanistAI can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
150,https://www.govtrack.us,GovTrack.us,55,55,0,1.0,LOW,MEDIUM,criteria,"GovTrack.us can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
151,https://www.notifications.service.gov.uk,GOV.UK Notify,55,55,0,1.0,LOW,MEDIUM,criteria,"GOV.UK Notify can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
152,https://www.payments.service.gov.uk,GOV.UK Pay,55,55,0,1.0,LOW,MEDIUM,criteria,GOV.UK Pay is working at the structural level — not helping individuals navigate broken systems but changing how the institutions themselves operate. Government partnerships here aren't just validation; they're evidence the reform is actually happening.
153,https://www.theyworkforyou.com,TheyWorkForYou,55,55,0,1.0,LOW,HIGH,criteria,TheyWorkForYou is working at the structural level — not helping individuals navigate broken systems but changing how the institutions themselves operate. Government partnerships here aren't just validation; they're evidence the reform is actually happening. Popularity risk flag: TheyWorkForYou's high score partly reflects how well-documented it is — strip out the dossier richness advantage and I'd estimate the true constitutional fit is 8-12 points lower.
154,https://dev.reuselibrary.service.justice.gov.uk,GOV Reuse Library,54,51,3,0.75,LOW,MEDIUM,criteria,"GOV Reuse Library — ""We use some essential cookies to make this service work."" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
155,https://numfocus.org,NumFOCUS,54,54,0,0.83,LOW,MEDIUM,criteria,"NumFOCUS operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
156,https://nyaaya.org,Nyaaya,54,54,0,0.83,LOW,MEDIUM,criteria,"Nyaaya — ""Nyaaya’s repository of legal explainers with simple, actionable, reliable and ac"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
157,https://overton.io,Overton,54,54,0,0.83,LOW,MEDIUM,criteria,"Overton can point to actual policy outcomes, not just activity metrics. That matters enormously to my evaluation — the guinea worm standard is 890,000 cases to 14. This project has its own version of that number."
158,https://wardwatch.uk,WardWatch,54,51,3,0.75,LOW,MEDIUM,criteria,"WardWatch — ""We scan council minutes, local news, and social media to build a complete pictur"" — engages with civic territory but its score reflects limited evidence on the criteria I weight most: evidence legibility and methodological transparency."
159,https://all-our-ideas.citizens.is,All Our Ideas,53,53,0,0.75,LOW,LOW,criteria,"All Our Ideas operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
160,https://github.com/geeksforsocialchange/placecal,PlaceCal,53,53,0,0.75,LOW,MEDIUM,criteria,"PlaceCal operates across multiple countries, which matters specifically because my geographic scope modifier rewards projects whose deployment matches where the problem actually exists. Too many tools claim global relevance while operating only in wealthy Western contexts."
