rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
12,Nook CRM,https://nookcrm.com,62.5,55.5,7,0.71,LOW,LOW,criteria,"Backed by Energy Saving Trust, Energy Industry Voluntary Redress Scheme, Nook CRM has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. Scoring 55.5 on criteria, it excels at the intersection of public benefit, open design, and responsible technology deployment that I consider the gold standard. I respect what it achieves within its scope, while noting that the top of my ranking is reserved for projects with deeper systemic ambition."
13,Open Heart Mind (OHM),https://openheartmind.org,62.3,54.3,8,0.86,LOW,LOW,criteria,"Open Heart Mind (OHM) serves open science communities, arts and culture communities, activist and civic tech communities, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 54.3 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
14,Cybersecurity for Democracy,https://cybersecurityfordemocracy.org,61.8,61.8,0,0.86,LOW,HIGH,criteria,"Delivered as research, policy briefs, tools/libraries, Cybersecurity for Democracy has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. Strong criteria performance (61.8) was the primary driver -- high marks for participatory design, verifiable impact, and the sort of safety-conscious deployment I advocate for in public AI. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
15,openparliament.ca,https://openparliament.ca,61.8,49.8,12,0.86,LOW,LOW,criteria,"As a grassroots/indie project, openparliament.ca operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. The criteria score (49.8) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. It holds a respectable position in my ranking, though I would look for stronger safety-awareness or open-governance practices to move it higher."
16,Community Tech,https://www.communitytech.network,60.9,52.9,8,0.86,LOW,LOW,criteria,"Community Tech -- technology built with, by and for communities that is locally accountable and creates local value -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 52.9 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
17,Open Data Communities,https://opendatacommunities.org,60.8,48.8,12,0.86,LOW,HIGH,criteria,"As a platform, Open Data Communities falls into a category where I look for evidence of open architecture, measurable outcomes, and responsible AI integration. Criteria performance of 48.8 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
18,Bonfire,https://bonfirenetworks.org,60.7,52.7,8,0.71,LOW,LOW,criteria,"Bonfire -- a federated social network for individuals and communities to design, operate and control their own digital lives -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 52.7 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
19,Harmonica,https://harmonica.chat,60.7,52.7,8,0.71,LOW,LOW,criteria,"Aligned with SDG 16 – Peace, Justice and Strong Institutions, Harmonica frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. The 52.7 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
20,ODK (Open Data Kit),https://getodk.org,60.0,48.0,12,0.86,LOW,HIGH,criteria,"ODK (Open Data Kit) -- open-source tools for collecting, managing, and using data in resource-constrained environments -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 48.0 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
21,Open Access – Transparency International UK,https://openaccess.transparency.org.uk,59.8,47.8,12,0.86,LOW,LOW,criteria,"Open Access – Transparency International UK's mission -- platform providing access to corporate transparency data and beneficial ownership information -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. A criteria score of 47.8 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
22,Contracts for Data Collaboration,https://contractsfordatacollaboration.org,56.9,44.9,12,0.86,LOW,HIGH,criteria,"Deployed across United States, Canada, United Kingdom, Contracts for Data Collaboration has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. The criteria score (44.9) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
23,Parallel Parliament,https://www.parallelparliament.co.uk,56.4,49.4,7,0.86,LOW,LOW,criteria,"As a platform, Parallel Parliament falls into a category where I look for evidence of open architecture, measurable outcomes, and responsible AI integration. With 49.4 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
24,PolicyKit,https://policykit.org,56.4,48.4,8,0.71,LOW,LOW,criteria,"PolicyKit -- an open-source tool for evolving governance in online communities -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Criteria performance of 48.4 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
25,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,55.8,48.8,7,0.86,LOW,HIGH,criteria,"New_ Public Roundabout -- a community space for neighbors — local digital forum app built from the ground up with community stewards -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 48.8 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
26,Overton,https://overton.io,55.6,48.6,7,0.71,LOW,LOW,criteria,"Overton -- a platform for understanding and analyzing political positions and policy proposals -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 48.6 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
27,One Project,https://oneproject.org,55.5,47.5,8,0.86,LOW,HIGH,criteria,"One Project is genuinely community-owned, which distributes control in a way that mitigates the concentration-of-power risks I see as fundamental to safe civic technology. Its criteria score of 47.5 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
28,CommunityRule,https://communityrule.info,55.1,47.1,8,0.86,LOW,LOW,criteria,CommunityRule -- a governance toolkit for great communities -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. A criteria score of 47.1 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria.
29,Open Data Editor (ODE),https://okfn.org/en/projects/open-data-editor,54.9,42.9,12,0.86,LOW,HIGH,criteria,"Open Data Editor (ODE) publicly acknowledges its limitations (designed for tabular data only (excel, google sheets, csv), targets non-technical users without advanced programming knowledge), a practice I consider essential for responsible technology deployment. The criteria score (42.9) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
30,Cortico,https://cortico.ai/platform,54.7,46.7,8,0.71,LOW,MEDIUM,criteria,"Cortico -- bringing underheard voices to the center of stronger civic spaces through recorded small-group dialogue and ai-assisted sensemaking -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 46.7 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
31,Aragon,https://aragon.org,54.3,54.3,0,0.71,LOW,LOW,criteria,"The LLC governance model at Aragon tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance of 54.3 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
32,UrbanistAI,https://site.urbanistai.com,54.3,46.3,8,0.71,LOW,LOW,criteria,"UrbanistAI -- the platform to reimagine the future of cities through collective intelligence and ai-powered participatory planning -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 46.3 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. I respect what it achieves within its scope, while noting that the top of my ranking is reserved for projects with deeper systemic ambition."
33,Participedia,https://participedia.net,54.1,46.1,8,0.86,LOW,HIGH,criteria,"Backed by Social Sciences and Humanities Research Council of Canada (SSHRC), Canada Research Chairs Program, Canada Foundation for Innovation, Participedia has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. The 46.1 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. I acknowledge high popularity risk: this project benefits from strong name recognition, and I have deliberately weighted measurable evidence over reputational halo."
34,PolicyEngine,https://policyengine.org/uk,53.9,45.9,8,0.86,LOW,LOW,criteria,"PolicyEngine serves policymakers, researchers, citizens, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 45.9 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
35,All Our Ideas,https://all-our-ideas.citizens.is,53.7,45.7,8,0.86,LOW,LOW,criteria,"Delivered as platform, All Our Ideas has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. A criteria score of 45.7 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. It holds a respectable position in my ranking, though I would look for stronger safety-awareness or open-governance practices to move it higher."
36,Granitt,https://granitt.io,53.7,46.7,7,0.71,LOW,LOW,criteria,"As a for-profit/social enterprise project, Granitt operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. The criteria score (46.7) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
37,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,53.5,53.5,0,0.86,LOW,HIGH,criteria,"Community Notes (Birdwatch) Analysis Tool -- metadata repository and analysis tools for x's community notes system, adding user aliases and tweet-author data missing from official snapshots -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 53.5 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
38,OpenProcurement,https://openprocurement.io,53.2,41.2,12,0.86,LOW,LOW,criteria,"OpenProcurement makes replication materials available, lowering the barrier for other jurisdictions to adopt and adapt it -- this kind of transferability multiplies impact in a way I weight strongly. Criteria performance of 41.2 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
39,Framework for Meaningful Engagement 2.0,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,53.1,46.1,7,0.86,LOW,LOW,criteria,"As a tool/platform, Framework for Meaningful Engagement 2.0 falls into a category where I look for evidence of open architecture, measurable outcomes, and responsible AI integration. At 46.1 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
40,Stanford Participatory Budgeting Platform,https://github.com/stanfordcdt/pb,52.5,44.5,8,0.86,LOW,HIGH,criteria,"Aligned with SDG 16 – Peace, Justice and Strong Institutions, Stanford Participatory Budgeting Platform frames its work within global development goals, though I evaluate primarily on technical architecture and governance rather than SDG labelling. The 44.5 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
41,Channel.org,https://channel.org,52.1,44.1,8,0.86,LOW,HIGH,criteria,"Channel.org -- own your channels, content, and community -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 44.1 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
42,CiviClick,https://civiclick.com,52.1,44.1,8,0.71,LOW,LOW,criteria,"CiviClick's mission -- grassroots advocacy software platform that personalizes advocate experience and drives policy influence at scale -- resonates with my work building AI systems for UK government where interoperability is a daily challenge. A criteria score of 44.1 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. I respect what it achieves within its scope, while noting that the top of my ranking is reserved for projects with deeper systemic ambition."
43,CrowdJustice,https://www.crowdjustice.com,52.1,44.1,8,0.86,LOW,LOW,criteria,"Deployed across United Kingdom, United States, Canada, CrowdJustice has proven it can operate in multiple regulatory and cultural contexts, which is a meaningful test of robustness. The criteria score (44.1) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
44,CAN/DGSI 127 - Age Assurance Technologies Standard,https://dgc-cgn.org/product/can-dgsi-127,51.8,51.8,0,0.86,LOW,LOW,criteria,"CAN/DGSI 127 - Age Assurance Technologies Standard -- standard specifying minimum requirements for age assurance technologies and methods to estimate age range -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 51.8 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
45,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,51.7,44.7,7,0.86,LOW,HIGH,criteria,"Groupthink (OpenPolitics Votebot) claims documented policy outcomes including {'description': 'powered the openpolitics collaborative manifesto, adopted as the base platform by something new, a uk political party that stood in multiple general elections', 'link': 'https://openpolitics.org.uk/manifesto', 'year': 2015}, giving me something concrete to evaluate rather than aspirational promises. Criteria performance of 44.7 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
46,Objector.ai,https://objector.ai,51.7,44.7,7,0.86,LOW,HIGH,criteria,"Objector.ai -- ai-powered planning objection letter and toolkit to help citizens challenge unsuitable planning applications -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 44.7 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. This carries high popularity risk -- it is well-known enough that name recognition could inflate perceived impact, so I have grounded my score in documented outcomes and technical architecture."
47,Objector.ai,https://www.objector.ai,51.7,44.7,7,0.86,LOW,HIGH,criteria,"Objector.ai -- ai-powered planning objection letter and toolkit to help citizens challenge unsuitable planning applications -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. The 44.7 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. The high popularity risk means I have been especially rigorous in separating documented evidence from reputation; a well-known name should earn its score on substance."
48,PlaceCal,https://github.com/geeksforsocialchange/placecal,51.7,44.7,7,0.71,LOW,LOW,criteria,"PlaceCal -- bring your community together -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. Its criteria score of 44.7 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
49,PlanIT,https://planit.org.uk,51.7,44.7,7,0.71,LOW,LOW,criteria,"Running since 2015, PlanIT has survived multiple funding cycles and political shifts -- longevity in civic tech is rare and tells me something real about product-community fit. A criteria score of 44.7 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. This is the kind of project that forms the backbone of civic tech without necessarily being what I would spotlight as transformative."
50,Tactical Data Engagement,https://communities.sunlightfoundation.com/methodology,51.7,43.7,8,0.86,LOW,HIGH,criteria,"Tactical Data Engagement publicly acknowledges its limitations (many local governments publish large amounts of data but have little idea who is using it or for what purposes), a practice I consider essential for responsible technology deployment. The criteria score (43.7) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. I flag high popularity risk here: this project's reputation may exceed what the evidence strictly supports, and I have tried to score on verifiable substance rather than brand recognition."
51,Alaveteli,https://alaveteli.org,51.3,43.3,8,0.71,LOW,LOW,criteria,"Alaveteli -- run your own freedom of information website - an open-source platform for making public freedom of information requests to public bodies -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 43.3 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
52,Citizen OS,https://citizenos.com/platform,51.3,43.3,8,0.71,LOW,MEDIUM,criteria,"The foundation governance model at Citizen OS tells me whether decisions about civic infrastructure are accountable -- and that governance-level analysis is where I start my evaluation. Criteria performance of 43.3 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
53,Guardian Project,https://guardianproject.info,51.2,51.2,0,0.86,LOW,LOW,criteria,"Recent commits (last: 2026-03-09) show Guardian Project is actively maintained, which matters enormously for any project I would endorse as production-grade civic infrastructure. At 51.2 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. It does useful work in the civic technology space and earns a mid-range position without either strong controversy or standout excellence on my criteria."
54,Talk to the City,https://talktothecity.org,51.1,43.1,8,0.86,LOW,HIGH,criteria,"Backed by AI Objectives Institute, Open Society Foundations, Omidyar Network, Talk to the City has a funding trail I can inspect -- understanding who pays for public technology is part of my evaluation of alignment and sustainability. The 43.1 criteria score signals a project with legitimate civic technology credentials, positioned in the working middle of my ranking by balancing relevance against my higher-order priorities. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
55,Open Council Network,https://opencouncil.network,50.7,43.7,7,0.86,LOW,LOW,criteria,"Open Council Network serves citizens, researchers, campaigners, and having clearly identified beneficiaries makes impact assessment tractable in a way that vague 'for everyone' claims do not. Its criteria score of 43.7 reflects solid fundamentals -- real users, real civic purpose -- while falling short of the open-infrastructure and safety criteria that define my top tier. It holds a respectable position in my ranking, though I would look for stronger safety-awareness or open-governance practices to move it higher."
56,Parti,https://parti.xyz,50.7,43.7,7,0.71,LOW,LOW,criteria,"Delivered as platform, api, Parti has a concrete interface layer that real users interact with -- I prefer scoring tangible tools over white papers. A criteria score of 43.7 places it in the solid middle -- it does meaningful civic work but lacks the outstanding safety-awareness or open-architecture features that would push it higher. A solid project that earns its place, even if it does not hit the specific notes on interpretability and public-interest AI that distinguish my top picks."
57,LiquidFeedback,https://liquidfeedback.com,50.5,43.5,7,0.86,LOW,LOW,criteria,"As an open-source project with commercial service arm project, LiquidFeedback operates with institutional backing that shapes both its sustainability and its independence -- two factors I weigh carefully. The criteria score (43.5) reflects competent civic technology that addresses real problems, though without the systemic-change ambition or interpretability focus I most reward. I respect what it achieves within its scope, while noting that the top of my ranking is reserved for projects with deeper systemic ambition."
58,Loomio,https://www.loomio.org,50.5,43.5,7,0.71,LOW,MEDIUM,criteria,"Loomio -- make decisions together, without the endless meetings -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. With 43.5 on criteria, this project shows genuine civic value but does not reach the top tier I reserve for projects combining open infrastructure with measurable governance impact. There is some popularity bias risk I have accounted for; my score reflects the dossier evidence more than the project's broader visibility."
59,CONSUL Democracy,https://consulproject.org,50.4,42.4,8,0.86,LOW,HIGH,criteria,"CONSUL Democracy makes replication materials available, lowering the barrier for other jurisdictions to adopt and adapt it -- this kind of transferability multiplies impact in a way I weight strongly. Criteria performance of 42.4 reflects a project that is doing useful work in its niche, though its connection to my core concerns around AI safety and open public systems is indirect. High popularity risk is a factor I have compensated for -- the brand is strong, but my score reflects what the dossier evidence actually substantiates."
60,Papertree,https://www.papertree.earth,50.4,50.4,0,0.71,LOW,MEDIUM,criteria,"Papertree -- interactive tree planting data platform for transparent climate action accountability -- is the kind of project I evaluate by asking whether its technical choices reflect the safety-first and open-by-default principles I apply at Coefficient.ai. At 50.4 on criteria, it demonstrates practical civic utility without the additional safety-first or open-by-default qualities that distinguish the top-ranked projects in my framework. With moderate popularity risk, I have tried to assess substance over familiarity, weighting documented outcomes above general reputation."
