url,name,median_composite,jurors_count,D1,D2,D3,D4,D5,D6,D7,D8,D9,controversial
"https://data.mysociety.org","mySociety Datasets and APIs",2.65,1,2,1,3,4,4,3,4,3,3,""
"https://datacollective.mozillafoundation.org/","Mozilla Data Collective",2.65,1,3,3,3,2,3,1,4,3,3,"D1;D2"
"https://datatrusts.uk","The Data Trusts Initiative",2.5,1,3,3,3,2,2,2,2,3,3,"D2"
"https://ddocs.new/","dDocs",1.3,1,2,1,1,1,1,1,4,4,2,"D5;D7"
"https://decelerator.org.uk","The Decelerator",1.85,1,2,2,2,1,1,1,2,3,3,""
"https://decidim.org","Decidim",4,1,4,4,4,4,4,4,5,3,4,""
"https://dev.reuselibrary.service.justice.gov.uk/","GOV Reuse Library",1.65,1,1,1,2,1,2,1,3,3,3,""
"https://developer.parliament.uk","UK Parliament Developer Portal",2.15,1,2,1,2,2,3,2,2,2,3,""
"https://developers.democracyclub.org.uk/api/v1","Democracy Club Developer API",2.4,1,2,1,3,3,3,2,4,3,3,""
"https://dgc-cgn.org/product/can-dgsi-127/","CAN/DGSI 127 - Age Assurance Technologies Standard",1.65,1,2,1,2,1,2,1,1,2,2,""
"https://digitalcharitylab.org/product/digital-account-management-toolkit","Digital Account Management Toolkit",1.65,1,1,1,1,2,1,1,2,4,3,""
"https://docs.holepunch.to","Pear by Holepunch",2.1,1,3,1,3,2,3,1,3,3,2,""
"https://docs.plus","docs.plus",2,1,1,2,1.5,1,1.5,1,4,3.5,3,"D2"
"https://dogooder.co","DoGooder",2.15,1,2,2,2,3,2,1,1,3,3,""
"https://dovetail.network","Dovetail",1.65,1,1,1,1,2,2,1,1,3,3,""
"https://dunadyne.org","Dunadyne",1.7,1,2,3,2,1,1,1,1,1,2,""
"https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38","Framework for Meaningful Engagement 2.0",2.5,1,3,3,3,2,3,2,4,3,3,""
"https://en.wikipedia.org/wiki/wikipedia:in_the_news","In the news",2.2,1,1,1,2,5,2,1,4,5,3,""
"https://entitledto.co.uk","Entitledto",2.55,1,2,1,3,4,2,3,1,2,4,""
"https://esper.com/product","Esper",1.65,1,1,2,2,2,1,1,1,2,3,""
"https://ethelo.com","Ethelo",2.85,1,3,4,3,3,2,2,2,3,3,""
"https://expo.diia.gov.ua","Diia",2.95,1,2,2,4,5,3,3,3,2,4,""
"https://fairbnb.coop","Fairbnb.coop",2.8,1,3,4,3,2,2,2,4,3,3,"D1;D3"
"https://farmerchat.digitalgreen.org","FarmerChat",2,1,2,1,2,3,2,1,2,3,3,""
"https://fatebook.io","Fatebook",2.1,1,2,1,2,2,2,1,3,3,3,""
"https://filmot.com","Filmot",2.25,1,2,1,2,3,2,1,1,4,3,"D4"
"https://fixmyblock.org","FixMyBlock",1.95,1,2,2,2,2,1,1,2,3,3,""
"https://fullfact.org/ai","Full Fact AI",2.65,1,3,1,3,3,2,3,2,2,3,""
"https://gender-pay-gap.service.gov.uk","Gender Pay Gap Service",2.75,1,3,1,3,4,2,3,2,2,3,"D1"
"https://getodk.org","ODK (Open Data Kit)",3.4,1,2,2,4,5,4,3,4,3,4,""
"https://github.com/bellingcat/edgar","EDGAR",2.45,1,3,1,3,2,2,2,4,4,3,""
"https://github.com/blacksky-algorithms/rsky","rsky",2.7,1,3,3,3,2,3,1,4,4,3,"D1"
"https://github.com/bluesky-social","Bluesky Social",3.25,1,4,2,3,3,4,2,4,2,3,""
"https://github.com/cavi-au/consent-o-matic","Consent-O-Matic",2.55,1,3,1,3,3,2,2,4,4,3,"D1;D3"
"https://github.com/compdemocracy/polis","Polis",3.25,1,3,4,4,3,3,3,5,4,3,""
"https://github.com/cverluise/patcit","PatCit",2.1,1,2,1,3,2,2,1,4,4,3,""
"https://github.com/datakind/data-observation-toolkit","Data Observation Toolkit (DOT)",2.1,1,2,1,2,1,2,2,4,3,3,""
"https://github.com/deepseek-ai/deepseek-v3","DeepSeek-V3",2.05,1,1,1,2,4,3,1,3,2,2,""
"https://github.com/disarmfoundation/disarmframeworks","DISARM Frameworks",3.3,1,4,2,4,3,4,2,4,4,3,""
"https://github.com/fission-codes/fission-codes","Fission Codes",1.5,1,1,1,2,1,2,1,4,3,2,""
"https://github.com/g0v/vue.vtaiwan.tw","vTaiwan",3.05,1,3,4,4,2,2,4,4,3,4,""
"https://github.com/geeksforsocialchange/placecal","PlaceCal",2.15,1,2,2,2,1,1,1,4,4,3,"D2"
"https://github.com/huridocs","HURIDOCS",3.15,1,4,2,4,3,3,3,4,3,3,""
"https://github.com/i-dot-ai/awesome-gov-datasets","Awesome UK Government Datasets",2,1,2,1,2,2,2,1,4,3,3,""
"https://github.com/ideal-postcodes/postcodes.io","postcodes.io",2.4,1,2,1,2,3,3,1,4,3,3,""
"https://github.com/kazad/pastecal","Pastecal",1.8,1,1,2,1,1,1,1,4,4,3,""
"https://github.com/mastodon/mastodon","Mastodon",3.4,1,4,3,4,5,5,2,5,3,3,""
"https://github.com/mikekelly/policy-dojo","UK Policy Dojo",1.6,1,1,2,1,1,1,1,4,4,2,""
"https://github.com/notchia/dao-governance-surfaces","DAO Governance Surfaces",1.85,1,2,1,2,1,1,1,4,4,3,""
"https://github.com/openpolitics/groupthink","Groupthink (OpenPolitics Votebot)",2.8,1,3,4,3,1,2,2,4,4,3,"D3"
"https://github.com/podemos-info/participa","Participa (Podemos)",3.1,1,3,4,3,3,2,3,4,3,3,""
"https://github.com/populatetools","Populate Tools",2.3,1,2,3,2,2,2,1,4,3,3,""
"https://github.com/propublica/django-collaborative","django-collaborative",2.2,1,2,2,2,1,2,2,4,3,3,""
"https://github.com/radicalxchange/rxc-voice","RxC Voice",2.75,1,3,5,3,1,2,1,4,3,3,""
"https://github.com/rahvaalgatus/rahvaalgatus","Rahvaalgatus",2.9,1,3,3,3,2,2,2,4,4,3,""
"https://github.com/ribenamaplesyrup/sugartrail","Sugartrail",2.2,1,3,1,3,1,2,1,4,5,3,""
"https://github.com/sentinelteam/grim","GRIM (Global Risk Simulator)",2.1,1,2,1,2,1,1,1,4,3,3,"D2"
"https://github.com/stanfordcdt/pb","Stanford Participatory Budgeting Platform",3,1,3,5,3,2,2,3,4,3,3,""
"https://github.com/thicknavyrain/uk_elections_leaflets","OpenElections Leaflet Scraper and Parser",1.85,1,2,1,1.5,1,1,1,3.5,4.5,3,""
"https://github.com/travisbrown/birdwatch","Community Notes (Birdwatch) Analysis Tool",2,1,2,1,3,1,1,2,4,4,2,""
"https://github.com/tulir/whatsmeow","whatsmeow",2.2,1,1,1,2,3,3,1,4,5,2,""
"https://github.com/vbuterin/dao","The DAO (Standard DAO Framework)",3.35,1,4,5,5,3,3,3,4,5,1,"D3;D5;D6"
"https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md","Political Advertising Transparency Data Standard",2.7,1,4,1,3,2,4,3,4,3,3,""
"https://github.com/ytdl-org/youtube-dl","youtube-dl",3,1,3,1,3,5,4,3,5,5,2,"D1"
"https://globalfactcheck.bot/","Global Fact-Check Bot (GFC)",1.9,1,2,1,2,2,2,1,2,3,3,"D4"
"https://gordonguthrie.github.io/frankensteinbill","Frankenstein Bill",1.85,1,2,1,2,1,1,1,4,4,3,""
"https://gov.uk/find-local-consultations","Find local consultations",2.05,1,2,2,2,3,1,1,1,2,3,""
"https://granicus.com/uk","Granicus",1.85,1,1,2,1,5,2,1,1,1,3,""
"https://granitt.io","Granitt",1.8,1,2,2,2,2,2,1,1,2,2,""
"https://grantnav.threesixtygiving.org","GrantNav",2.35,1,2,1,3,3,2,2,3,3,3,""
"https://greenpt.ai/","GreenPT",1.9,1,2,1,2,2,1,1,1,2,3,""
"https://guardianproject.info","Guardian Project",3.1,1,5,1,5,4,4,3,4,4,3,"D2"
"https://hact.org.uk/tools-and-services/uk-housing-data-standards","UK Housing Data Standards",2.45,1,2,1,3,2,3,2,4,3,3,""
"https://hand-written-petition-scanner.streamlit.app","Hand-Written Petition Scanner",1.95,1,2,2,2,1,1,1,2,4,3,""
"https://harmonica.chat/","Harmonica",2,1,2,2,2,2,1,1,1,3,3,""
"https://humbledata.org","Humble Data Workshop",2.1,1,1,1,2,2,1,1,4,4,3,""
"https://idealist.org","Idealist",2.35,1,2,2,2,5,2,1,1,2,3,""
"https://joss.theoj.org","Journal of Open Source Software",2.45,1,2,1,3,3,3,1,4,4,3,""
"https://journaliststudio.google.com","Journalist Studio",2.25,1,2,1,2,4,3,2,2,1,3,""
"https://kialo.com","Kialo",2.45,1,2,3,2,3,2,1,1,3,3,""
"https://labourxchange.uk","Labour Xchange",1.8,1,2,1,2,1,1,1,1,3,3,""
"https://ladderhub.org/","Ladder Hub",1.75,1,2,2,2,2,1,1,1,2,2,""
"https://landexplorer.coop","Land Explorer",2.6,1,3,2,2,2,2,2,2,3,3,""
"https://liberopinion.com","Libertrium",2.2,1,2,2,2,3,2,1,1,2,3,""
"https://library.theengineroom.org","The Engine Room Library",2.15,1,2,1,2,2,2,1,4,3,3,"D4;D5"
"https://liquidfeedback.com","LiquidFeedback",3.2,1,3,4,3,3,3,3,4,3,3,""
"https://littlesis.org","LittleSis",3.1,1,4,2,3,3,3,3,4,3,3,""
"https://local-deep-researcher-hnmh.vercel.app/","Local Deep Researcher",1.15,1,1,1,1,1,1,1,1,1,2,""
"https://localinsight.org","Local Insight",2.15,1,2,1,2,2,2,1,1,2,3,""
"https://logos.co/","Logos",2.5,1,4,3,3,1,2,1,4,3,2,""
"https://manifold.markets","Manifold Markets",2.3,1,2,2,2,3,2,2,2,2,3,""
"https://mapit.mysociety.org","MapIt",2.45,1,2,1,3.5,3,4,2,3,3,3,""
"https://mapped.commonknowledge.coop","Mapped",2.15,1,2,2,2,2,2,1,3,4,3,""
"https://mapping.kids","Mapping.kids",1.6,1,1,2,1,1,1,1,2,3,3,""
"https://matrix.org","Matrix",3.85,1,5,3,4,5,5,3,5,3,3,"D1;D2"
"https://medium.com/@abscond/membership-a-prototype-ea822b2683b","Membership",1.95,1,2,3,2,1,1,1,3,4,2,""
"https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c","Agreement Engine",2.15,1,2,3,2,1,2,1,3,3,3,""
"https://membersinterests.org.uk","Members' Interests",2,1,2,1,2,2,1,2,2,3,3,"D4"
"https://meta.wikimedia.org/wiki/abstract_wikipedia","Abstract Wikipedia",2.15,1,2,1,3,2.5,3,1.5,4.5,2.5,3,""
"https://metaculus.com","Metaculus",2.4,1,2,2,3,3,2,2,3,3,3,""
"https://metagov.org/projects/interop","Interoperable Deliberative Tools",2.65,1,3,4,3,2,3,1,3,3,3,""
"https://missingnumbers.org","Missing Numbers",2.15,1,2,2,3,2,1,2,2,3,3,""
"https://monitormamdani.com/","Monitor Mamdani",1.7,1,2,1,2,1,1,1,2,4,3,""
"https://moralmachine.net","Moral Machine",2.5,1,2,2,3,4,2,2,3,3,3,""
"https://murmurations.network","Murmurations Protocol",2.7,1,3,3,3,2,3,1,4,4,3,"D2"
"https://navigator.oii.ox.ac.uk","DemTech Navigator",1.75,1,2,1,2,1,1,1,2,3,3,"D7"
"https://nestr.io","Nestr",1.75,1,2,3,1,1,1,1,1,3,2,""
"https://newpublic.substack.com/p/introducing-roundabout-built-for","New_ Public Roundabout",2,1,2,2,2,1,1,1,2,3,3,""
"https://nookcrm.com","Nook CRM",1.95,1,2,2,2,1,1,1,2,3,3,"D7"
"https://numfocus.org","NumFOCUS",2.6,1,2,1,3,4,4,2,4,3,3,"D3"
"https://nyaaya.org","Nyaaya",2.05,1,2,1,2,3,2,1,3,3,3,""
"https://nymtech.net","Nym",2.55,1,4,1,4,3,3,2,4,2,2,"D4;D7"
"https://oa.report","OA.Report",2,1,2,1,2,2,2,2,1,3,3,""
"https://oa.works/","OA.Works",2.9,1,3,2,3,3,3,3,4,3,3,"D1;D2;D6"
"https://objector.ai","Objector.ai",1.8,1,2,2,2,1,1,1,1,3,3,""
"https://okfn.org/en/projects/open-data-editor/","Open Data Editor (ODE)",2.15,1,2,1,2,2,2,2,4,3,3,""
"https://oneproject.org/","One Project",2.5,1,4,4,2,1,2,1,4,3,3,""
"https://onodi.co/bisect/","Theft Bisect",2.05,1,2,1,2,1,1,1,4,5,3,""
"https://openaccess.transparency.org.uk","Open Access – Transparency International UK",2.25,1,3.5,1,2.5,1.5,2,2.5,2.5,3,3,""
"https://openaudience.org","OpenAudience",1.75,1,2,1,2,2,1,1,1,2,3,""
"https://openbudgets.eu","OpenBudgets.eu",2.25,1,2,1,2,3,2,2,3,2,3,""
"https://opencollective.com","Open Collective",3.1,1,3,4,4,4,4,2,5,3,3,"D2"
"https://opencouncil.network","Open Council Network",2.4,1,2,1,2,3,2,2,4,3,3,""
"https://opencouncildata.co.uk","Open Council Data UK",2.1,1,2,1,3,3,2,1,2,3,3,""
"https://opendatacommunities.org","Open Data Communities",2.2,1,2,1,2,3,2,2,3,2,3,""
"https://opendigitalplanning.org/","Open Digital Planning",2.85,1,2,2,3,3,3,2,4,3,3,""
"https://openheartmind.org","Open Heart Mind (OHM)",2.3,1,2,4,2,1,2,1,4,4,3,""
"https://openletter.earth","Open Letter",2.15,1,2,2,2,3,1,2,2,3,3,""
"https://openparliament.ca/","openparliament.ca",2.25,1,2,1,2,2,2,1,4,5,3,"D3;D4"
"https://openprocurement.io","OpenProcurement",3.65,1,4,2,4,4,3,4,4,3,5,"D8"
"https://openreferraluk.org","Open Referral UK",2.45,1,2,1,3,2,3,2,4,3,3,""
"https://opensupplyhub.org","Open Supply Hub",3.1,1,4,2,3,3,3,3,4,3,3,""
"https://orcid.org","ORCID",2.65,1,2,1,3,5,4,3,4,2,3,""
"https://osf.io","Open Science Framework",3.1,1,3,2,3,4,4,3,4,3,3,""
"https://osintframework.com","OSINT Framework",2.35,1,2,1,2,3,3,2,4,5,2,""
"https://overton.io","Overton",2.2,1,2,2,2,3,2,2,1,2,3,""
"https://p4ai.net","Principles for Public Participation in Procurement of AI",2.6,1,3,3,3,2,2,3,4,3,3,"D3"
"https://pageviews.wmcloud.org","Pageviews Analysis",2.3,1,1,1,2,3,2,2,4,4,3,""
"https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275","Unknown Academic Paper (SSRN 5351275)",1,1,1,1,1,1,1,1,1,1,1,""
"https://parliamentwatch.ug/","Parliament Watch Uganda",1.65,1,2,1,2,1,1,1,1,3,3,""
"https://parsethebill.com","Parse The Bill",1.75,1,2,1,2,1,1,1,1,4,3,""
"https://parti.xyz","Parti",3.15,1,3,4,3,3,3,4,3,3,4,"D3"
"https://participedia.net","Participedia",2.45,1,2,2,3,3,2,2,4,3,3,""
"https://planit.org.uk","PlanIT",2.3,1,2,2,2,2,2,2,1,3,3,""
"https://plausible.io","Plausible Analytics",2.25,1,2,1,2,4,3,1,3,4,3,""
"https://plunkett.my.site.com/keepitinthecommunity/s","Keep It In The Community",1.8,1,2,2,2,1,1,1,1,3,2,"D2;D8"
"https://policyengine.org/uk","PolicyEngine",2.8,1,2,2,3,2,3,3,4,3,3,""
"https://policykit.org","PolicyKit",2.9,1,3,5,4,2,3,1,4,3,3,""
"https://policymogul.com","PolicyMogul",2.05,1,2,1,1,2,1,1,1,2,3,"D4"
"https://postbug.com","PostBug",1.9,1,2,2,2,2,1,1,1,3,3,""
"https://privacybadger.org","Privacy Badger",2.55,1,4,1,2,4,2,2,4,3,3,""
"https://programs.clearerthinking.org/understanding-your-morality/","Understanding Your Morality",1.7,1,1,1,1,2,1,1,1,3,3,""
"https://public.tableau.com/app/profile/citizensadvice/vizzes","Citizens Advice Tableau Public Profile",2,1,2,1,2,3,1,1,1,3,3,""
"https://publicaccountability.org","The Accountability Project",2.2,1,2,1,3,3,2,2,2,3,3,""
"https://publicai.co/","Public AI Inference Utility",2.15,1,3,1,3,2,3,1,4,3,3,""
"https://publicmediastack.com","Public Media Stack",1.7,1,2,1,2,1,1,1,2,3,3,""
"https://pursuanceproject.org","Pursuance Project",2.3,1,3,3,2,1,2,1,4,4,2,""
"https://quadraticvote.radicalxchange.org","RxC Quadratic Voting",3.05,1,3,5,4,2,2,2,4,3,3,""
"https://radicle.xyz","Radicle",2.65,1,4,1,4,2,3,1,5,3,3,""
"https://relationaltechproject.org","Relational Tech Project",2.15,1,2,3,2,1,1,1,4,4,3,""
"https://remembertovote.org.uk","Remember to Vote",1.75,1,1,1,2,1,1,1,2,4,3,""
"https://research.localgov.digital","User Research Library",1.9,1,1,1,2,2,2,1,2,2,3,""
"https://richardpope.org/2017/03/05/beckton-a-tool-to-build","Beckton",2,1,2,3,2,1,1,1,4,5,2,""
"https://right-to-know.org","Right To Know",2.1,1,2,1,2,2,1,2,2,3,3,""
"https://riseup.net","Riseup",3.55,1,5,3,4,3,3,3,4,4,3,"D5;D6"
"https://riversentiment.app","River Sentiment Dashboard",1.75,1,2,1,2,1,1,1,3,3,3,""
"https://schema.org","Schema.org",2.7,1,2,1,4,5,5,1,5,4,3,"D1;D8"
"https://sci-hub.se","Sci-Hub",2.8,1,5,1,5,5,2,2,1,5,1,""
"https://secfirst.org","Security First / Umbrella",2.65,1,4,1,3,2,2,2,4,3,3,""
"https://securedrop.org","SecureDrop",3.9,1,5,1,5,4,4,5,5,4,5,""
"https://semanticclimate.github.io","semanticClimate",1.85,1,2,1,2,1,2,1,3,3,3,""
"https://shareyourpaper.org","Shareyourpaper.org",2.3,1,2,1,2,3,2,1,4,3,3,"D1"
"https://site.urbanistai.com","UrbanistAI",2.3,1,2,3,2,2,2,1,1,3,3,""
"https://snowdrift.coop","Snowdrift.coop",2.75,1,3,4,3,1,2,1,5,4,3,"D1"
"https://sobre.ejparticipe.org","Empurrando Juntas (EJ)",2,1,2,2,2,2,2,1,1,3,3,""
"https://societyforhopefultechnologists.org","Society for Hopeful Technologists",2.1,1,2,3,2,1,1,1,3,4,3,""
"https://sourceafrica.net","sourceAFRICA",2.4,1,3,1,3,3,3,2,4,3,3,""
"https://soweego.readthedocs.io","soweego",2.2,1,2,1,3,2,3,1,4,4,3,"D5"
"https://spacetu.be","Spacetube",2.25,1,2,3,2,1,2,1,4,4.5,3,""
"https://spartacus.app","Spartacus",2.25,1,3,4,3,1,1,1,1,4,3,""
"https://standards.theodi.org","Open Standards for Data Guidebook",2.25,1,2,1,2,2,3,2,4,3,3,"D5"
"https://strikemap.org","Strike Map",2.55,1,3,2,3,2,2,2,3,4,3,""
"https://talktothecity.org","Talk to the City",2.65,1,3,3,3,2,2,2,3,3,3,""
"https://tech-coops.xyz","Tech Coops List",2.2,1,2,1,2,2,2,1,4,4,3,"D1"
"https://the-list.uk","The List",1.85,1,2,1,2,2,1,1,2,4,3,""
"https://thecircuit.cc","The Circuit",2.85,1,4,2,3,2,2,3,3,3,3,""
"https://thegovernmentsays.com","The Government Says",2.25,1,2,1,3,2,2,2,4,5,3,""
"https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report","Registers and collaboration: making lists we can trust",1.8,1,2,1,2,1,2,1,2,3,3,""
"https://timecounts.org","Timecounts",1.65,1,1,2,1,3,1,1,1,3,3,"D4"
"https://tracking-template-38b4c.web.app","https://tracking-template-38b4c.web.app",1.15,1,1,1,1,1,1,1,1,1,2,""
"https://trends.whotargets.me","Who Targets Me Trends",2.55,1,3,1,3,4,2,2,2,3,3,"D4"
"https://turbophonebank.com","Turbo Phonebank",2.05,1,2,2,2,1,1,1,1,4,3,""
"https://turkopticon.ucsd.edu","Turkopticon",3,1,4,3,4,2.5,2,2,4.5,4,3,""
"https://unpaywall.org/products/extension","Unpaywall Browser Extension",2.65,1,2,1,3,4,3,2,4,3,4,"D1;D5"
"https://upgrader.gapminder.org","Gapminder Worldview Upgrader",2.25,1,1,1,2,4,2,1,4,3,3,""
"https://urbit.org","Urbit",2.45,1,4,3,3,2,2,1,3,2,3,"D2"
"https://vframe.io","VFRAME",2.8,1,4,1,4,2,2,3,3,4,3,""
"https://viewpoints.xyz","Viewpoints",1.45,1,1,2,1,2,1,1,1,2,2,""
"https://violationtrackeruk.goodjobsfirst.org","Violation Tracker UK",2.5,1,4,1,3,2,2,2,2,3,3,""
"https://voteforpolicies.org.uk","Vote for Policies",2.2,1,2,1,2,3,1,1,2,3,3,""
"https://wardwatch.uk","WardWatch",1.65,1,2,1,2,1,1,1,1,3,3,""
"https://web.archive.org","Internet Archive Wayback Machine",3.2,1,4,1,5,5,5,3,4,3,4,"D1"
"https://whoisology.com","Whoisology",1.95,1,3,1,2,3,2,2,1,3,2,""
"https://whopostedwhat.com","Who Posted What?",2.35,1,3,1,3,2,2,2,2,3,3,""
"https://www.agenciesforgood.org","Agencies for Good",1.95,1,2,2,2,1,2,1,2,3,3,""
"https://www.campaigntracker.nl/en","Campaign Tracker",2.65,1,2,1,3,2,2,3,3,3,3,""
"https://www.communitytech.network","Community Tech",2.55,1,3,3,2,2,2,2,2,3,3,"D1"
"https://www.consoc.io","Consciousness Evolution Operating System (ConSoc)",1.15,1,1,1,1,1,1,1,1,1,2,""
"https://www.crowdjustice.com","CrowdJustice",2.8,1,3,3,3,3,2,3,2,2,3,""
"https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization","Wikum",2.1,1,2,3,2,1,1,1,3,3,3,""
"https://www.deliberaide.com","deliberAIde",2.3,1,2,3,2,2,2,2,1,3,3,""
"https://www.demnext.org/projects/delibtech-network","Deliberation & Technology (DelibTech) Network",2.1,1,2,3,2,1,2,1,2,3,3,""
"https://www.dfos.com","Democracy Fund Open Source",1.95,1,2,2,2,2,2,1,3,2,2,"D4;D5"
"https://www.discourse.org","Discourse",2.6,1,2,3,2,5,3,1,3,2,3,""
"https://www.donotpay.com","DoNotPay",1.8,1,3,2,2,3,1,2,1,2,2,""
"https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/","The Guide to Major Trusts 2025/26",1.7,1,2,1,2,2,1,1,1,2,3,"D4"
"https://www.fixmystreet.com","FixMyStreet",2.9,1,2,2,2,4,3,3,4,3,4,""
"https://www.forms.service.gov.uk","GOV.UK Forms",2.15,1,1,1,2,3,2,1,3,3,3,""
"https://www.givefood.org.uk","Give Food",2.75,1,2,1,3,3,2,3,3,3,4,""
"https://www.globaleaks.org","GlobaLeaks",3.35,1,4,2,4,4,4,3,5,4,3,"D5"
"https://www.gov.uk/service-manual","Service Manual",2.15,1,1,2,2,3,3,3,2,2,3,"D3;D4"
"https://www.govocal.com","Go Vocal",2.4,1,2,2,2,3,2,1,2,2,3,""
"https://www.govtrack.us","GovTrack.us",2.45,1,2,1,3,4,3,2,3,3,3,""
"https://www.govwise.ai/en","GovWise",1.2,1,1,1,1,1,1,1,1,2,2,""
"https://www.hotosm.org","Humanitarian OpenStreetMap Team (HOT)",3.35,1,3,3,3,4,4,3,4,2,4,"D2"
