rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
11,Entitledto,https://entitledto.co.uk,57.0,50.0,7,0.5,MEDIUM,LOW,criteria,"Entitledto is integrated into UK government welfare guidance and recommended by DWP as an official resource for benefits eligibility checking. It directly serves low-income households and benefit claimants excluded by the complexity of the welfare system -- a specific bureaucratic exclusion mechanism. The government partnership demonstrates real public service deployment. I score C2 highly because the named population (benefit claimants, low-income households) and the exclusion mechanism (welfare complexity) are specific and documented."
12,Decidim,https://decidim.org,53.8,48.8,5,0.8,LOW,HIGH,criteria,"Decidim is the most widely deployed open-source participatory democracy platform -- Barcelona, European Commission, French Senate, Helsinki. The cooperative governance model and documented community design involvement score well on C5. But Decidim itself acknowledges the digital divide problem, and the documented limitation that 'citizens associations sometimes resist direct participation tools' suggests the platform may not reach the most excluded. High popularity risk: strip out the documentation advantage and I would estimate 10 points lower. The binding proposals mechanism creates some accountability."
13,Tactical Data Engagement,https://communities.sunlightfoundation.com/methodology,52.9,43.9,9,0.6,MEDIUM,LOW,criteria,"Tactical Data Engagement explicitly names marginalised communities as beneficiaries and helped 60+ US cities enact open data policies with a resident-centred methodology. The framework addresses how data becomes useful to communities rather than just being published, which engages with the gap between transparency and accountability. The documented awareness that governments publish data without knowing who uses it shows critical reflexivity. Strong on C2 and C5."
14,Alaveteli,https://alaveteli.org,51.3,46.3,5,0.75,LOW,MEDIUM,criteria,"Alaveteli creates a genuine accountability pathway -- over one million FOI requests across 25+ jurisdictions give people formal mechanisms to demand information from institutions. It scores well on C1 because FOI is a contestability tool, though it addresses transparency rather than algorithmic decision-making specifically. The platform serves citizens broadly rather than naming a specific excluded population, which limits C2."
15,Turn2Us Benefits Calculator,https://benefits-calculator.turn2us.org.uk,48.7,42.7,6,0.45,MEDIUM,LOW,criteria,"Turn2us directly serves low-income households and benefit claimants who are excluded by the complexity of the welfare system -- a specific bureaucratic exclusion mechanism. It translates opaque eligibility rules into actionable information for people who need it most. The DWP partnership suggests real deployment, but the dossier is thin on methodology and whether the tool creates genuine contestability or just informs people of decisions they cannot challenge."
16,Mozilla Data Collective,https://datacollective.mozillafoundation.org/,46.8,37.8,9,0.5,MEDIUM,LOW,criteria,Mozilla Data Collective centres indigenous language communities and Global South communities in AI training data creation -- naming a specific exclusion mechanism (underrepresentation in AI training datasets). The community-built data model directly addresses the power asymmetry between extractive AI companies and the communities whose languages and cultures are used. The ethical data framing engages critically with empowerment rhetoric. Early stage limits implementation scoring.
17,Aleph Occrp,https://aleph.occrp.org,45.5,41.5,4,0.8,LOW,MEDIUM,criteria,"Aleph's contribution to the Panama Papers and Pandora Papers investigations demonstrates real accountability impact -- resignations, prosecutions, regulatory responses. The investigative journalism infrastructure it provides creates a form of contestability, though it works through media exposure rather than formal redress mechanisms for affected communities. Access is restricted to vetted journalists, which limits direct community empowerment."
18,Consul Democracy,https://consulproject.org,44.2,40.2,4,0.7,LOW,MEDIUM,criteria,"CONSUL enables binding citizen proposals and participatory budgeting in Madrid, Munich, and Aarhus, with UNDP collaboration. The binding proposal mechanism creates some accountability -- citizens can directly influence policy rather than just being consulted. But the documented digital divide limitation and lack of equity outcome tracking mean I cannot assess whether excluded communities actually participate. The platform acknowledges this gap, which is more honest than most."
19,Ethelo,https://ethelo.com,41.8,37.8,4,0.55,MEDIUM,NONE,criteria,"Ethelo's multi-party scenario analysis has been deployed for Metro Vancouver mobility pricing (17,000 residents) and Salt Spring Island climate action, engaging indigenous communities. The inclusion of indigenous communities as documented users and the multilingual engagement (four languages in Vancouver) show some attention to who participates. But performance metrics are self-reported with no independent peer-reviewed studies, and the AI scenario modelling operates without documented accountability mechanisms for participants."
20,Mysociety Datasets And Apis,https://data.mysociety.org,39.0,39.0,0,0.65,LOW,HIGH,criteria,"mySociety's datasets and APIs are democracy infrastructure -- parliamentary data, FOI facilitation, and geographic data that powers transparency tools. The influence on UK FOI implementation and international open data standards is documented. But as a data layer it serves developers and researchers rather than excluded communities directly, and the transparency it enables does not automatically translate to accountability. High popularity risk applies."
21,Odk Open Data Kit,https://getodk.org,38.4,35.4,3,0.6,MEDIUM,LOW,criteria,"ODK provides data collection tools for resource-constrained environments -- election monitoring, health surveillance, humanitarian response. The deployment across African and Asian health ministries and election commissions shows real public service impact. The disparity tracking and community deployment in underserved contexts give it C2 relevance. But ODK is data collection infrastructure rather than accountability infrastructure, and the people whose data is collected do not necessarily have contestability rights over that data."
22,Diia,https://expo.diia.gov.ua,37.0,39.0,-2,0.65,MEDIUM,MEDIUM,criteria,"Diia is Ukraine's digital government ecosystem -- the first country to make digital passports legal equivalents of physical documents, with 500,000+ business registrations. The scale of public service transformation is remarkable. But as digital government infrastructure, it increases government data capacity without documented accountability mechanisms for citizens whose services depend on it. Limited digital divide tracking and no equity outcomes assessment trigger M4 concern. The wartime context adds complexity I cannot fully assess."
23,Bellingcat Online Investigation Toolkit,https://bellingcat.gitbook.io/toolkit,36.6,36.6,0,0.7,LOW,HIGH,criteria,"Bellingcat's toolkit serves investigative journalists and OSINT researchers, and the MH17 investigation shows genuine accountability impact through criminal prosecutions. But the toolkit itself is a resource for professionals rather than an accountability mechanism for communities affected by algorithmic harm. The high popularity risk applies -- Bellingcat is extremely well-documented. I would estimate 8 points lower if dossier richness were normalised."
24,Full Fact Ai,https://fullfact.org/ai,36.0,39.0,-3,0.6,MEDIUM,MEDIUM,criteria,"Full Fact AI's fact-checking technology has monitored 12 national elections and identified misleading MP claims about migrant numbers -- creating accountability for public discourse. The documented limitations about algorithmic bias in non-English languages show some methodological honesty. But the AI claim detection system itself operates without documented accountability for false positives, and the primary users are fact-checking organisations rather than communities affected by misinformation. The information integrity gap in my constitution shows here."
25,Adhocracy,https://adhocracy.plus,35.9,32.9,3,0.65,MEDIUM,LOW,criteria,"Adhocracy+ enables participatory budgeting in Berlin municipalities, which is genuine civic participation infrastructure. But it addresses democratic participation access rather than algorithmic accountability -- there is no documented governance layer for automated decisions. The German-language focus and lack of equity metrics limit what I can assess about who actually participates versus who remains excluded."
26,Bonfire,https://bonfirenetworks.org/,35.7,31.7,4,0.55,MEDIUM,NONE,criteria,"Bonfire's cooperative governance model and focus on communities controlling their own digital lives engages with the power asymmetry question I care about. The emphasis on activist communities, cooperatives, and mutual aid groups names specific user communities. But it is early-stage and serves the already-engaged fediverse community rather than people excluded by public service algorithms. The critical engagement with platform power is genuine but the accountability infrastructure dimension is thin."
27,Citizen Os,https://citizenos.com/platform/,34.7,31.7,3,0.55,MEDIUM,NONE,criteria,"Citizen OS integrates with Estonian e-governance infrastructure for municipal consultations and digital signatures, which is genuine public service deployment. The democratic decision-making functionality creates some accountability pathways through formal voting. But the platform serves organisations and NGOs broadly rather than communities excluded by specific algorithmic mechanisms, and the limited adoption outside Estonia constrains the evidence base."
28,Creative Commons,https://creativecommons.org,31.7,31.7,0,0.8,LOW,HIGH,criteria,"Creative Commons is foundational legal infrastructure that has enabled billions of licensed works and saved students $100+ million on textbooks. The engagement with AI training data governance shows evolving relevance. But CC licenses are legal tooling for knowledge sharing, not accountability mechanisms for algorithmic systems. It serves creators and educators broadly rather than populations excluded by specific mechanisms. High popularity risk -- this is one of the most documented projects in civic tech, and my confidence reflects that."
29,Humanitarian Data Exchange,https://data.humdata.org,31.7,31.7,0,0.6,MEDIUM,LOW,criteria,"HDX serves humanitarian organisations responding to crises, making data accessible for coordination. It tracks geographic coverage gaps and identifies underrepresented regions, showing awareness of exclusion patterns. But it is data infrastructure for humanitarian professionals rather than accountability tooling for affected communities themselves. The people in crisis situations do not interact with or contest the data about them."
30,Fairbnb Coop,https://fairbnb.coop,30.8,26.8,4,0.45,MEDIUM,NONE,criteria,"Fairbnb.coop's cooperative model directly challenges the platform economy's displacement of local communities -- a specific exclusion mechanism (tourism platform extractivism). The community revenue distribution and host diversity tracking show critical engagement with the power dynamics of platform tourism. But the platform is currently offline due to security issues, and the dossier is thin on methodology and outcomes. The critical stance on platform power is genuine but implementation is fragile."
31,All Our Ideas,https://all-our-ideas.citizens.is,30,20.7,0,0.35,HIGH,NONE,underdog-protection,"All Our Ideas is a crowdsourcing platform for pairwise comparison voting, connected to Iceland's participatory processes. The dossier is very thin -- no methodology documentation, no evidence of who specifically is reached or excluded. With completeness below 0.4, underdog protection applies and I hold the score at the floor rather than penalising further, but there is not enough here to score the accountability or community-centring criteria meaningfully."
32,Can Dgsi 127 Age Assurance Technologies Standard,https://dgc-cgn.org/product/can-dgsi-127/,30,24.4,-4,0.35,HIGH,NONE,underdog-protection,"This Canadian standard for age assurance technologies is relevant to algorithmic governance -- it specifies requirements for automated age estimation. But age verification inherently increases surveillance capacity, and the standard focuses on technology developers and policymakers rather than giving young people or communities contestability rights over age verification decisions. Thin dossier triggers underdog protection."
33,Channel Org,https://channel.org,30,12.2,0,0.2,HIGH,NONE,underdog-protection,"Channel.org claims to help organisations own their channels and communities, but the dossier is nearly empty -- no policy outcomes, no documented limitations, no methodology, no evidence of who it serves beyond generic categories. With completeness below 0.4, underdog protection applies. I cannot score this meaningfully on any of my criteria."
34,Charmverse,https://charmverse.io/,30,11.0,-3,0.3,HIGH,NONE,underdog-protection,"CharmVerse serves DAO operators and web3 communities with governance tooling, but the dossier provides no evidence of accountability mechanisms, community engagement methodology, or service to excluded populations. The web3 governance framing does not engage with the structural power asymmetries in public services that my constitution addresses. Underdog protection applies given the thin dossier."
35,Choose A License,https://choosealicense.com,30,12.2,0,0.3,HIGH,MEDIUM,underdog-protection,"Choose a License is a useful developer resource from GitHub, but it is a licensing guide for open source projects with no connection to algorithmic accountability, community exclusion, or public service design. My constitution has no room for it. Underdog protection provides the floor."
36,Civiclick,https://civiclick.com,30,13.4,0,0.3,HIGH,NONE,underdog-protection,"CiviClick is a grassroots advocacy platform, but the dossier is nearly empty -- it serves public affairs professionals and companies rather than communities excluded by algorithmic systems. No evidence of accountability mechanisms, methodology, or community engagement. Underdog protection applies."
37,Civicmatch,https://civicmatch.app,30,12.2,0,0.2,HIGH,NONE,underdog-protection,"CivicMatch aims to connect citizens with civic opportunities and elected representatives, which sounds promising for democratic participation. But the dossier is essentially empty -- no governance model, no methodology, no outcomes, no evidence of who actually uses it. Underdog protection provides the floor but I cannot assess this against my criteria."
38,Civicpress,https://civicpress.io/,30,15.9,0,0.3,HIGH,NONE,underdog-protection,"CivicPress proposes open infrastructure for transparent local government, which aligns with my interest in government accountability. But it is early-stage with limited deployment, no evidence of user research, and serves municipal governments rather than the communities excluded by their systems. Underdog protection applies given the thin dossier."
39,Collab Land,https://collab.land,30,9.8,-4,0.25,HIGH,NONE,underdog-protection,"Collab.Land provides token-gated membership verification for cryptocurrency communities on Discord and Telegram. This is web3 community management infrastructure with no connection to algorithmic accountability, public service design, or excluded communities. The dossier is essentially empty beyond the basic description. Underdog protection provides the floor."
40,Collaborative Data Patterns,https://collaborative-data.theodi.org,30,19.5,0,0.3,HIGH,NONE,underdog-protection,"The ODI's Collaborative Data Patterns guidebook addresses data governance design, which has some relevance to my interest in how data is governed. But the dossier is thin -- no evidence of deployment, community engagement, or specific impact. The guidebook format means it influences practice indirectly rather than creating accountability mechanisms. Underdog protection applies."
41,Conservative Party Funding,https://conservativepartyfunding.co.uk,30,18.3,0,0.3,HIGH,NONE,underdog-protection,"This project tracks Conservative Party donations from Electoral Commission data, creating some financial transparency. But the dossier is thin, there is no independent verification, no methodology documentation, and no connection to algorithmic accountability or community exclusion. Underdog protection applies."
42,Cotech,https://coops.tech,30,14.6,0,0.3,HIGH,NONE,underdog-protection,"CoTech is a UK cooperative technology network building values-aligned digital products. The cooperative governance model is principled, but the dossier provides no evidence of accountability mechanisms, community engagement methodology, or service to populations excluded by algorithmic systems. Underdog protection applies."
43,Cotsi Cyber Operational Threat Situational Intelligence,https://cotsi.org/,30,15.9,0,0.3,HIGH,NONE,underdog-protection,"COTSI tracks the fake SMS verification economy across 197 countries, which maps the online manipulation infrastructure. This is cybersecurity research infrastructure rather than accountability tooling for affected communities. The dossier is thin with no policy outcomes or community engagement evidence. Underdog protection applies."
44,Ddocs,https://ddocs.new/,30,11.0,0,0.2,HIGH,NONE,underdog-protection,"dDocs claims to be a decentralised documentation platform for civic governance, but the dossier is essentially empty -- no policy outcomes, no methodology, no community engagement evidence, no deployment data. I cannot assess this against any of my criteria. Underdog protection provides the floor."
45,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,30,18.3,0,0.35,HIGH,NONE,underdog-protection,"The Digital Account Management Toolkit helps nonprofits manage digital accounts securely, which protects civil society from platform lockouts -- a specific exclusion mechanism. But the dossier is thin, the tool is a resource guide rather than accountability infrastructure, and there is no evidence of methodology or community engagement. Underdog protection applies."
46,Docs Plus,https://docs.plus,30,8.5,0,0.2,HIGH,NONE,underdog-protection,"docs.plus provides free collaborative documents for organisations. The dossier is essentially empty -- no outcomes, no community engagement, no governance details. This is generic collaboration tooling with no documented connection to any of my criteria. Underdog protection provides the floor."
47,Dogooder,https://dogooder.co,30,13.4,0,0.2,HIGH,NONE,underdog-protection,"DoGooder is a civic engagement and advocacy platform for grassroots campaigns. The dossier provides almost nothing beyond a tagline -- no outcomes, no methodology, no evidence of who uses it. The advocacy framing is relevant in principle but I cannot score what I cannot see. Underdog protection applies."
48,Dovetail,https://dovetail.network,30,9.8,0,0.25,HIGH,NONE,underdog-protection,"Dovetail matches non-profits with digital partners, which is matchmaking infrastructure for the social sector. The dossier is thin with no evidence of accountability mechanisms, excluded communities, or deployment impact. This is connector infrastructure rather than accountability infrastructure. Underdog protection applies."
49,Dunadyne,https://dunadyne.org,30,13.4,0,0.2,HIGH,NONE,underdog-protection,"Dunadyne offers collective intelligence for Decentralized Unincorporated Nonprofit Associations, which is an interesting governance experiment. But the dossier is nearly empty, there is no evidence of community engagement or deployment, and the DUNA concept is theoretical without documented impact on excluded populations. Underdog protection applies."
50,Edgar,https://github.com/bellingcat/edgar,30,14.6,0,0.3,HIGH,NONE,underdog-protection,"EDGAR is a tool for retrieving corporate financial data from the SEC, serving journalists and investigators. The dossier is thin and the last commit was January 2024. It is a niche data retrieval tool for financial transparency professionals with no connection to algorithmic accountability or community exclusion. Underdog protection applies."
51,Esper,https://esper.com/product,30,17.1,-3,0.35,HIGH,NONE,underdog-protection,Esper provides end-to-end policy management for US government agencies with an AI-powered Smart Search tool. The government deployment is real but the dossier is thin on accountability mechanisms -- who can contest the AI-assisted policy analysis? No evidence of community engagement or benefit to excluded populations. Underdog protection applies given the thin dossier.
52,Farmerchat,https://farmerchat.digitalgreen.org,30.0,28.0,2,0.35,HIGH,NONE,underdog-protection,FarmerChat serves smallholder farmers in South Asia and Sub-Saharan Africa with AI-powered agricultural advisory -- a clearly named excluded population with specific resource access barriers. The disparity tracking is documented. But the AI advisory system operates under centralised governance by Digital Green without documented accountability mechanisms for farmers who receive bad advice. The thin dossier and AI governance gap limit my scoring. Underdog protection applies.
53,Fatebook,https://fatebook.io,30,9.8,0,0.35,HIGH,NONE,underdog-protection,"Fatebook is a rapid prediction platform for forecasters and decision-makers. It has no connection to algorithmic accountability, community exclusion, or public service design. The human-forecaster model is interesting but entirely outside the scope of my constitutional concerns. Underdog protection provides the floor."
54,Filmot,https://filmot.com,30,8.5,0,0.2,HIGH,NONE,underdog-protection,"Filmot searches YouTube captions and subtitles, which is a niche information access tool. The dossier is minimal and the tool has no connection to algorithmic accountability, excluded communities, or public service design. My constitution has no room for it. Underdog protection provides the floor."
55,Gov Reuse Library,https://dev.reuselibrary.service.justice.gov.uk/,30,19.5,0,0.35,HIGH,NONE,underdog-protection,"The GOV Reuse Library from the Ministry of Justice helps government teams reuse digital service components. As a user researcher at Justice AI, this is literally my workplace infrastructure. But the reuse library serves government developers rather than communities affected by public services, and it does not create accountability mechanisms. It is internal plumbing. Underdog protection applies given the thin dossier."
56,In The News,https://en.wikipedia.org/wiki/wikipedia:in_the_news,30,13.4,0,0.3,HIGH,HIGH,underdog-protection,Wikipedia's In the News section is a consensus-based editorial process for current events -- interesting governance but not relevant to algorithmic accountability or community exclusion from services. The dossier oddly labels its systemic issue as 'housing justice' which is clearly wrong. High popularity risk from Wikipedia's general fame. Underdog protection applies.
57,Modular Politics,https://arxiv.org/abs/2005.13701,30,25.6,0,0.3,HIGH,NONE,underdog-protection,"Modular Politics proposes a composable governance framework for online communities, which engages with governance design questions I find intellectually interesting. But it is a theoretical framework without implementation or empirical grounding. With completeness below 0.4, underdog protection applies. The theory of change around modular governance could create accountability pathways, but there is no evidence it has done so."
58,Pear By Holepunch,https://docs.holepunch.to,30,9.8,-4,0.3,HIGH,NONE,underdog-protection,"Pear is a peer-to-peer runtime for developers building decentralised applications. While censorship-resistant infrastructure has civic relevance in principle, this is developer tooling with no connection to algorithmic accountability, community exclusion, or public service design. The experimental status and purely technical framing confirm this is outside my constitutional scope. Underdog protection applies."
59,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,30,22.0,0,0.35,HIGH,LOW,underdog-protection,"The Responsible Tech Guide provides pathways into the responsible technology ecosystem for practitioners and policymakers. It may address algorithmic accountability at the ecosystem level, but the dossier shows no evidence of specific accountability mechanisms, affected communities, or deployment impact. With completeness below 0.4, underdog protection applies."
60,The Commons Social Change Library,https://commonslibrary.org,30,15.9,0,0.3,HIGH,NONE,underdog-protection,"The Commons Library provides 1500+ educational resources for activists and campaigners, which is valuable movement infrastructure. But it is a knowledge resource rather than accountability infrastructure, and it serves already-engaged advocates rather than communities excluded by specific algorithmic or bureaucratic mechanisms. Thin dossier triggers underdog protection."
61,Cobudget,https://cobudget.com,29.8,26.8,3,0.5,MEDIUM,NONE,criteria,"Cobudget enables participatory budgeting with a cooperative governance model, which creates genuine community decision-making infrastructure. The cooperative structure and community-level deployment show engagement with participatory design. But it serves networked organisations and professional networks rather than communities excluded by algorithmic mechanisms, and there is no documented evaluation of who participates and who is left out."
62,Ckan,https://ckan.org,29.3,29.3,0,0.7,LOW,HIGH,criteria,"CKAN is genuinely foundational data infrastructure -- open, government-facing, widely adopted across Canada, Singapore, Australia, and the EU. It enables government transparency, which is a precondition for accountability. But it is a data management system, not an accountability mechanism for algorithmic decisions. It serves government organisations and data publishers rather than excluded communities. High popularity risk: strip out the documentation advantage and I would estimate 10 points lower."
63,Contracts For Data Collaboration,https://contractsfordatacollaboration.org,29.3,29.3,0,0.45,MEDIUM,NONE,criteria,"Contracts for Data Collaboration addresses trust and accountability in cross-sector data sharing through legal frameworks, which is relevant to governance of data use. The focus on transparency and accountability in data collaboratives touches my concerns. But it primarily serves researchers and policymakers rather than affected communities, and the legal framework approach does not directly create contestability rights for people whose data is shared."
64,Constitute Project,https://constituteproject.org,28.0,28.0,0,0.6,MEDIUM,LOW,criteria,"The Constitute Project provides constitutional text analysis used by constitutional courts and international organisations, which is significant legal infrastructure. The Gambian and Colombian constitutional court partnerships show real deployment. But constitutional text analysis is a research tool rather than an accountability mechanism for algorithmic systems, and it serves legal professionals rather than communities excluded by specific mechanisms."
65,Coral,https://coralproject.net,27.5,30.5,-3,0.55,MEDIUM,LOW,criteria,"Coral improves comment moderation for newsrooms, tracking AI bias in non-English languages -- which shows awareness that moderation systems can exclude. But it serves newsrooms and publishers rather than communities directly affected by moderation decisions. The AI moderation component operates without documented accountability mechanisms for people whose comments are flagged or removed, triggering a slight M4 reduction."
66,Communityrule,https://communityrule.info,26.8,26.8,0,0.5,MEDIUM,NONE,criteria,"CommunityRule provides governance templates for online communities, which addresses governance design at the community level. The tool helps communities create their own accountability rules, which has indirect relevance to my concerns. But it serves community organisers and governance practitioners rather than populations excluded by algorithmic systems in public services. The governance focus is genuine but the domain is different from mine."
67,Democracy Club Developer Api,https://developers.democracyclub.org.uk/api/v1,25.6,25.6,0,0.5,MEDIUM,LOW,criteria,"Democracy Club provides election data infrastructure -- polling station and candidate information that improves voter access. The reliance on volunteer data collection shows community involvement, and the electoral services partnership demonstrates government deployment. But this is democratic infrastructure rather than accountability infrastructure for algorithmic systems, and it serves voters broadly rather than populations excluded by specific mechanisms."
68,Civicrm,https://civicrm.org,24.4,24.4,0,0.6,MEDIUM,MEDIUM,criteria,"CiviCRM processes 116 million donations and manages 189 million contacts for nonprofits worldwide -- impressive deployment scale. But it is CRM infrastructure for organisations, not accountability infrastructure for algorithmic systems. It serves nonprofits and advocacy organisations rather than communities excluded by specific mechanisms. Important civic infrastructure, but my constitution is not built to reward it highly."
69,Bluesky,https://bsky.app,21.4,24.4,-3,0.5,MEDIUM,HIGH,criteria,"Bluesky's AT Protocol offers architectural decentralisation that could enable community control, and the algorithmic choice framework engages with transparency questions. But the moderation infrastructure is still developing, the ML-based recommendation system operates without documented accountability mechanisms, and the primary users are digitally literate early adopters rather than excluded communities. High popularity risk -- the documentation advantage inflates confidence."
70,Activist Handbook,https://activisthandbook.org/,20.7,20.7,0,0.4,MEDIUM,NONE,criteria,"Activist Handbook provides campaigning guides for grassroots movements, but it operates as a knowledge resource rather than building accountability infrastructure for algorithmic systems. It serves activists generally without naming specific exclusion mechanisms or populations excluded by algorithmic thresholds. The dossier is thin on methodology and outcomes, and nothing here addresses the structural accountability gap I care most about."
71,The Decelerator,https://decelerator.org.uk,20.7,20.7,0,0.4,MEDIUM,NONE,criteria,"The Decelerator supports civil society organisations facing endings, which addresses an underserved need in the sector. The disparity tracking and focus on organisational vulnerability is relevant. But it does not create accountability mechanisms for algorithmic systems or serve populations excluded by specific mechanisms -- it serves civil society professionals navigating institutional transitions. Interesting but outside my core concerns."
72,Uk Parliament Developer Portal,https://developer.parliament.uk,20.7,20.7,0,0.4,MEDIUM,LOW,criteria,"The UK Parliament Developer Portal provides APIs for accessing parliamentary data, enabling third-party transparency tools. This is useful infrastructure for democratic transparency but it is a data layer for developers, not accountability infrastructure for communities affected by algorithmic decisions. It serves the civic tech ecosystem indirectly and does not name or reach excluded populations."
73,Charity Digital Skills Report,https://charitydigitalskills.co.uk,19.5,19.5,0,0.45,MEDIUM,NONE,criteria,"The Charity Digital Skills Report tracks digital adoption across the UK charity sector, which produces useful data for understanding infrastructure gaps. But it surveys charity professionals rather than serving communities excluded by algorithmic systems, and it does not create accountability mechanisms. The survey methodology is undocumented in the dossier, and the connection to my core concerns about algorithmic harm is indirect."
74,Kagi Slopstop,https://blog.kagi.com/slopstop,19.5,19.5,0,0.5,MEDIUM,NONE,criteria,"Kagi SlopStop addresses AI-generated content quality in search, which is a real information integrity concern. But it serves Kagi subscribers rather than communities excluded by algorithmic systems, and it does not create accountability mechanisms for the AI systems producing the slop. The community reporting model is interesting but does not engage with the power asymmetries my constitution centres."
75,Anna S Archive,https://annas-archive.pm,17.1,17.1,0,0.4,MEDIUM,LOW,criteria,"Anna's Archive serves researchers and students who cannot access paywalled knowledge, which represents a real exclusion mechanism -- economic barriers to academic publishing. But it operates in a legal grey zone without formal governance, and it does not address algorithmic accountability or create contestability mechanisms. The knowledge access mission is important but peripheral to my constitutional concerns."
