rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
19,Land Explorer,https://landexplorer.coop,36,32.9,3,0.64,MEDIUM,NONE,criteria,"A cooperative tool for exploring land ownership data, with HM Land Registry partnership and a testimonial about implementing government policy. Community organisations, land trusts, and neighbourhood planners are the primary users -- these are groups trying to address housing and land access, which connects to my core concerns. The cooperative governance model is a genuine community ownership structure. I am giving a small boost for community design involvement implied by the cooperative model."
20,Matrix,https://matrix.org,35,35.4,0,0.86,LOW,HIGH,criteria,"Matrix provides secure communications infrastructure adopted by the French and German governments for official messaging. It serves civil society and activists alongside governments, which is genuine dual-use infrastructure. The federation model creates privacy benefits but also moderation challenges the dossier honestly acknowledges. My constitution does not have a strong criterion for communications infrastructure per se -- it scores on public service deployment but not on algorithmic accountability. HIGH popularity risk: well-documented and widely known."
21,GrantNav,https://grantnav.threesixtygiving.org,35,35.4,0,0.79,LOW,NONE,criteria,"GrantNav makes UK grant funding data searchable and transparent, with government partnerships including the Cabinet Office. This is civic data infrastructure that supports accountability for funding decisions, though it does not create mechanisms for communities to contest funding allocations. The 360Giving Data Standard adoption is real implementation impact. I value the transparency but note the primary users are funders, researchers, and civil society organisations -- not the communities affected by funding decisions."
22,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,35,35.4,0,0.57,MEDIUM,NONE,criteria,"Consent-O-Matic automates cookie consent decisions for internet users, directly addressing how consent mechanisms operate as accountability theatre in the GDPR context. There is a genuine accountability argument here -- the tool asserts user preferences against platforms that design consent flows to manipulate. My concern is that it bypasses rather than reforms the structural problem. The academic provenance (CAVI, Aarhus University) suggests research grounding, though the dossier is thin on methodology."
23,The Engine Room Library,https://library.theengineroom.org,35,31.7,3,0.57,MEDIUM,NONE,criteria,"Multilingual research guides on using data and technology for social change, serving civil society and human rights defenders. The Engine Room's reputation for responsible data practice suggests critical engagement with empowerment rhetoric. The openly licensed format and multilingual approach address access barriers. But this is a library of guides, not accountability infrastructure -- it supports informed practice rather than creating contestability mechanisms."
24,Missing Numbers,https://missingnumbers.org,35,31.7,3,0.5,MEDIUM,NONE,criteria,Missing Numbers campaigns to close gaps in UK public data collection and government statistics. The concept of 'missing data' as a form of structural exclusion resonates with my research on how administrative categories produce invisibility. Populations not counted are populations that cannot be served. This is accountability-adjacent work that makes visible the governance failures in data collection. The dossier is thin on methodology and community involvement.
25,Members' Interests,https://membersinterests.org.uk,34,34.1,0,0.64,MEDIUM,NONE,criteria,"Making UK parliamentary financial interests searchable is accountability infrastructure for political decision-making, though not for algorithmic systems. The project increases transparency about who influences policy, which is structurally important. The dossier notes the website is currently offline as of 2026, which limits implementation scoring. The primary users are journalists and researchers rather than communities directly affected by parliamentary decisions."
26,Monitor Mamdani,https://monitormamdani.com/,34,34.1,0,0.64,MEDIUM,NONE,criteria,"Tracking a NYC politician's campaign promises against actual outcomes is a direct accountability mechanism for democratic representatives, using open data integration. The housing rent freeze promise tracking is directly relevant to housing justice. It is hyperlocal -- single politician, single city -- but that specificity is a feature for accountability. The prediction market integration is an interesting methodology choice, though the 'Analyzing...' status suggests incomplete implementation."
27,Participa (Podemos),https://github.com/podemos-info/participa,33,32.9,0,0.86,LOW,NONE,criteria,"Participa enabled over 500,000 Podemos members to participate in binding internal votes -- genuine democratic infrastructure with documented scale. The SMS verification requirement and geographic census-based voting as documented limitations show awareness of exclusion mechanisms within the platform's own design. The outdated tech stack and shift to Decidim-based successor limit ongoing relevance. I value the honest documentation of barriers but the project does not specifically centre algorithmically excluded communities."
28,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,33,32.9,0,0.86,LOW,NONE,criteria,"DISARM provides taxonomies for describing and countering disinformation operations, tested with NATO and EU units. This is governance infrastructure for information integrity rather than algorithmic accountability. The documented limitations about ethical concerns with countermeasures show critical awareness. It serves government and institutional users primarily, not communities excluded by information operations."
29,Global Fact-Check Bot (GFC),https://globalfactcheck.bot/,32,31.7,0,0.64,MEDIUM,NONE,criteria,"GFC consolidates fact-checks across 38 organisations in 50+ languages, explicitly aiming to address geographic and linguistic disparities in fact-checking coverage. The consortium governance by professional fact-checkers is a meaningful governance structure. But it consolidates existing fact-checks rather than generating new accountability -- it is an information tool, not a contestability mechanism. The focus on vulnerable communities and election observers in the served communities list gives it community-centring credit."
30,PlaceCal,https://github.com/geeksforsocialchange/placecal,31,28.0,3,0.43,MEDIUM,NONE,criteria,PlaceCal from Geeks for Social Change addresses democratic participation gaps for community organisers in the UK. The organisational name signals critical engagement with technology's role in social change. The dossier is thin but the underdog signal suggests this may be more substantive than the evidence shows. I am giving a small boost for the community governance provenance implied by the cooperative name.
31,Moral Machine,https://moralmachine.net,30,30.5,0,0.79,LOW,NONE,criteria,"The Moral Machine crowdsources ethical preferences about autonomous vehicle decisions, with cultural analysis by country, gender, and age. It scores on critical engagement with AI ethics -- the project explicitly examines whose values get embedded in algorithmic systems. But it is a research tool that documents preferences rather than creating accountability mechanisms. The self-selection bias it acknowledges in its methodology is an honest limitation."
32,MapIt,https://mapit.mysociety.org,30,30.5,0,0.71,LOW,LOW,criteria,"MapIt is civic data infrastructure mapping postcodes to administrative boundaries, used by the UK government for service routing. It is a building block rather than an accountability tool. The mySociety provenance means it is part of a well-known civic tech ecosystem, which I note for popularity risk purposes. It does not centre excluded communities or create accountability mechanisms -- it is useful plumbing that many other tools depend on."
33,Fission Codes,https://github.com/fission-codes/fission-codes,30,14.6,-5,0.36,HIGH,NONE,underdog-protection,"Smart contract status codes for Web3 microservices. The dossier is extremely thin -- no last commit date, no methodology, no community information beyond developers. This is pure developer infrastructure with no discernible accountability, community-centring, or governance dimension. Underdog protection applies given the thin dossier, but even with protection there is nothing in the evidence that connects to my evaluative concerns."
34,Nook CRM,https://nookcrm.com,30,24.4,0,0.36,HIGH,NONE,underdog-protection,"A CRM for community energy organisations and energy advisors. The energy access dimension could connect to my concerns about excluded communities -- fuel poverty disproportionately affects vulnerable populations. But the dossier is very thin with no methodology, no community involvement evidence, and no explicit connection to excluded populations. Underdog protection applies but I cannot push past the floor without more evidence."
35,Idealist,https://idealist.org,30,17.1,-3,0.36,HIGH,NONE,underdog-protection,"A job board and volunteer matching platform for the nonprofit sector. It does not address algorithmic accountability, does not centre excluded communities through named mechanisms, and does not engage with governance questions. The dossier is thin. Underdog protection applies at the floor."
36,django-collaborative,https://github.com/propublica/django-collaborative,30,20.7,-3,0.36,HIGH,NONE,underdog-protection,"ProPublica's collaborative tip-gathering framework for journalists. The journalistic accountability mission is relevant but the tool itself is backend data management infrastructure. Last commit was 2019, suggesting the project is inactive. The dossier is thin. Underdog protection applies."
37,Membership,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,30,24.4,0,0.36,HIGH,NONE,underdog-protection,"A prototype for civic governance and membership systems. The dossier is thin -- just a Medium blog post describing a prototype. The governance domain is relevant to my concerns but there is no evidence of deployment, community involvement, or specific accountability mechanisms. Underdog protection applies given the thin dossier and the relevant domain."
38,Nestr,https://nestr.io,30,18.3,0,0.36,HIGH,NONE,underdog-protection,"A self-organising collaboration platform primarily for workplace productivity. DAOs and startups are in the served community, which connects loosely to governance. But this is a proprietary platform with AI involvement and no documentation of how the AI shapes collaboration outcomes. The dossier is very thin. Underdog protection applies but there is little to connect to my evaluative concerns."
39,whatsmeow,https://github.com/tulir/whatsmeow,30,11.0,-3,0.29,HIGH,NONE,underdog-protection,"A Go library for the WhatsApp web API. Unofficial, subject to terms of service violations, no stability guarantee. This is developer infrastructure with no accountability, governance, or community-centring dimension. The dossier is extremely thin. Underdog protection applies at the floor."
40,Mapping.kids,https://mapping.kids,30,15.9,0,0.29,HIGH,NONE,underdog-protection,"An educational mapping platform for students and young people. The dossier is extremely thin with no methodology, no community involvement evidence, and no connection to accountability or governance. Digital literacy for young people has value but my constitution does not have criteria that reward educational mapping tools. Underdog protection applies at the floor."
41,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,30,20.7,0,0.29,HIGH,NONE,underdog-protection,"A research tool for investigating local issues and civic engagement. The dossier is extremely thin -- no methodology, no community information, no deployment evidence. The concept could be relevant to local accountability but there is nothing to score against. Underdog protection applies."
42,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,29,29.3,0,0.71,LOW,NONE,criteria,"Powered the OpenPolitics collaborative manifesto adopted by Something New, a UK political party. The open contribution governance model via GitHub PRs is a genuine experiment in democratic policy creation. But the voting rules documentation is incomplete and the setup process is not simple, limiting accessibility. It does not specifically centre excluded communities -- primary users are political activists and open source contributors."
43,Harmonica,https://harmonica.chat/,29,29.3,0,0.64,MEDIUM,NONE,criteria,"AI-powered conversational facilitation for organisations and governance bodies, with peacemaking and educational applications. The CMI - Martti Ahtisaari Peace Foundation partnership suggests serious governance use. My concern is that the dossier lacks independent verification of impact claims and has no third-party validation -- the limitations section says as much. The AI facilitation raises questions about how algorithmic summarisation shapes deliberation outcomes that are not addressed."
44,Bluesky Social,https://github.com/bluesky-social,29,31.7,-3,0.64,MEDIUM,MEDIUM,criteria,"Bluesky's AT Protocol enables algorithmic choice -- users can select their own feed algorithms -- which is a genuine architectural decision about accountability in algorithmic content curation. But the community served is 'general public' and developers, not specifically excluded populations. The moderation challenges at scale are a real concern from my accountability perspective. MEDIUM popularity risk given widespread coverage and venture funding."
45,Find local consultations,https://gov.uk/find-local-consultations,29,29.3,0,0.5,MEDIUM,NONE,criteria,"A UK government service for finding local council consultations in England and Wales. It directly supports democratic participation through a public service interface. Government-operated with council partnerships. But the dependence on councils to populate data, and the England/Wales limitation, mean access is uneven. It does not create accountability for algorithmic systems or specifically centre excluded populations."
46,Metaculus,https://metaculus.com,27,26.8,0,0.71,LOW,NONE,criteria,"Metaculus is a forecasting platform used by research organisations for policy-relevant predictions on AI governance, biosecurity, and climate. It provides a form of collective intelligence about future risks, which is tangentially relevant to governance. But it does not create accountability structures for algorithmic systems or centre excluded communities. The primary users are researchers, forecasters, and policymakers -- already-empowered groups."
47,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,27,26.8,0,0.64,MEDIUM,NONE,criteria,"A curated list of UK government datasets for AI readiness, created by the government's own AI unit (i.AI). Useful civic data infrastructure but does not create accountability mechanisms or centre excluded communities. Self-described as prototype maturity. The project makes government data more accessible for researchers and technologists, not for communities affected by the decisions made using that data."
48,Mapped,https://mapped.commonknowledge.coop,27,24.4,3,0.5,MEDIUM,NONE,criteria,"A mapping tool for organisers, activists, and campaigners from Common Knowledge cooperative. The cooperative provenance suggests community involvement in governance. It serves people doing political organising, which connects to civic participation. But the dossier is thin on how communities shaped the design, and the tool itself is data infrastructure rather than accountability infrastructure."
49,rsky,https://github.com/blacksky-algorithms/rsky,27,26.8,0,0.5,MEDIUM,NONE,criteria,"An AT Protocol implementation prioritising community safety and self-governance, from the Blacksky Algorithms project. The name suggests a focus on Black community safety in social media spaces -- a specific exclusion mechanism (algorithmic content moderation that fails Black users). However, the dossier is thin on specifics. Early-stage with limited production deployment. I want to score this higher but the evidence base does not support it."
50,Interoperable Deliberative Tools,https://metagov.org/projects/interop,26,25.6,0,0.5,MEDIUM,NONE,criteria,"Another Metagov project focused on making deliberation tools interoperable. The AI alignment researchers as a served community is interesting -- it suggests engagement with how AI governance decisions are made. But this is infrastructure for researchers and governance practitioners, not for communities excluded by algorithmic systems. The concept is relevant but the evidence base is thin."
51,Rahvaalgatus,https://github.com/rahvaalgatus/rahvaalgatus,26,25.6,0,0.5,MEDIUM,NONE,criteria,"Estonia's citizen initiative and e-petition platform, enabling civic campaigns within a famously digital government. The e-governance context is relevant but the dossier is thin on how the platform addresses participation gaps or centres excluded communities. Estonia's digital identity infrastructure is advanced but also raises questions about algorithmic governance that this project does not appear to address."
52,RxC Voice,https://github.com/radicalxchange/rxc-voice,26,25.6,0,0.43,MEDIUM,NONE,criteria,"Combines Quadratic Funding, Polis, and Quadratic Voting for decentralised democratic governance. The RadicalxChange theoretical framework explicitly addresses power concentration and has a theory of change about restructuring democratic resource allocation. But the dossier is thin on deployment evidence and community involvement. The innovation in governance mechanisms is conceptually strong but practically unproven."
53,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,25,28.0,-3,0.64,MEDIUM,NONE,criteria,"An experimental framework for AI agents to adversarially review UK policy documents. The concept raises interesting governance questions -- can AI-mediated policy debate produce accountability? But the project itself acknowledges AI agents may introduce bias or dogma and has no democratic legitimacy. I value the experimental framing but the lack of community involvement and the purely technical approach to policy analysis conflict with my emphasis on qualitative, community-grounded methods."
54,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,24,24.4,0,0.64,MEDIUM,MEDIUM,criteria,"Abstract Wikipedia aims to create language-agnostic knowledge representations that could be rendered in any language, addressing linguistic barriers to knowledge access. The 2030 strategic priority around language equity suggests a community-centring ambition. But the project page returned a 404, suggesting implementation is stalled. AI/NLP involvement for language rendering raises questions about whose knowledge structures are being abstracted. MEDIUM popularity risk given Wikimedia association."
55,EDGAR,https://github.com/bellingcat/edgar,24,29.3,-5,0.64,MEDIUM,NONE,criteria,"Bellingcat's EDGAR tool retrieves corporate and financial data from the SEC for investigative journalists. The accountability dimension is indirect -- it enables investigation of corporate behaviour rather than creating contestability for affected communities. The Bellingcat provenance suggests serious investigative methodology. But SEC data tools serve researchers and journalists, not communities excluded by algorithmic systems. My constitution does not reward corporate data retrieval tools without a governance layer."
56,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,24,24.4,0,0.57,MEDIUM,NONE,criteria,A solo developer project using GPT-4 Vision to parse election leaflets from the Open Elections archive. The transparency value is clear -- making campaign materials machine-readable for analysis -- but this serves researchers and journalists rather than excluded communities. The AI involvement is interesting but unreflective about how automated parsing might introduce biases. Thin dossier with underdog signal.
57,Kialo,https://kialo.com,24,24.4,0,0.5,MEDIUM,NONE,criteria,A structured debate platform primarily serving educators and students. The deliberation format is potentially useful for civic engagement but Kialo does not specifically address algorithmic accountability or centre excluded communities. The limited free tier creates its own access barrier. It is a commercial platform with community contribution guidelines rather than genuine community governance.
58,DemTech Navigator,https://navigator.oii.ox.ac.uk,24,24.4,0,0.43,MEDIUM,NONE,criteria,An Oxford Internet Institute resource guide for civil society groups addressing disinformation. The OII provenance suggests research quality but the dossier is thin. It serves civil society groups working on digital rights rather than communities directly excluded by algorithmic systems. A useful reference tool but not accountability infrastructure.
59,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,24,24.4,0,0.43,MEDIUM,NONE,criteria,"A Metagov research project on computational agreements for digital governance. The governance focus is relevant but the dossier notes the Medium article requires JavaScript to access and there is limited documentation of real-world deployment. It appears to be in early research phase. Governance infrastructure for digital communities could address accountability gaps, but evidence of community involvement is absent."
60,GreenPT,https://greenpt.ai/,23,25.6,-3,0.57,MEDIUM,NONE,criteria,"A privacy-friendly AI chat platform hosted in Europe on renewable energy. The privacy and sovereignty claims are relevant to digital rights, but there is no independent verification of environmental impact claims and no published third-party audits. My constitution is sceptical of platforms that frame data sovereignty as empowerment without demonstrating accountability mechanisms. Purely technical intervention without engaging governance questions."
61,Libertrium,https://liberopinion.com,23,23.2,0,0.5,MEDIUM,NONE,criteria,"A participatory democracy platform deployed across Portuguese municipalities including Viseu, Anadia, Cascais, and the Regional Government of Madeira. The municipal government partnerships are concrete deployment evidence. But the LLC governance model and client/service-provider relationship with municipalities raises questions about whose participation is being facilitated and whether this creates genuine accountability or just consultation processes."
62,Populate Tools,https://github.com/populatetools,23,23.2,0,0.43,MEDIUM,NONE,criteria,"Civic engagement tools with Spanish municipal government partnerships. The dossier is thin -- no description of what the tools actually do, no methodology, no evidence of community involvement. The government partnership evidence is there but without knowing what the tools do, I cannot meaningfully score on accountability or community criteria."
63,Murmurations Protocol,https://murmurations.network,22,22.0,0,0.57,MEDIUM,NONE,criteria,A decentralised data infrastructure protocol for cooperatives and regenerative economy networks. The cooperative provenance and community mapping focus are relevant to my interest in community-led infrastructure. But the dossier shows limited adoption metrics and schema standardisation challenges. The protocol addresses community coordination rather than algorithmic accountability. Active development (commits through 2026) is positive but impact evidence is thin.
64,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,22,23.2,-3,0.5,MEDIUM,NONE,criteria,"Extracts and labels governance surfaces of DAO smart contracts -- a research tool for understanding how governance is encoded in code. This connects to my interest in how algorithmic systems embed governance decisions, but the tool serves researchers and DAO developers rather than communities affected by those governance structures. Limited to Solidity-based contracts. The analytical framing is relevant but the practical application to accountability is distant."
65,Sugartrail,https://github.com/ribenamaplesyrup/sugartrail,22,22.0,0,0.43,MEDIUM,NONE,criteria,"A network analysis tool for exploring UK Companies House connections between companies, officers, and addresses. Corporate transparency tools serve investigative journalists and campaigners. The accountability dimension is indirect -- it does not create contestability for affected communities but enables investigation. The dossier is thin with no clear activity status."
66,youtube-dl,https://github.com/ytdl-org/youtube-dl,21,24.4,-3,0.57,MEDIUM,NONE,criteria,"youtube-dl serves journalists, archivists, and researchers -- enabling preservation of video evidence that platforms may remove. The digital rights dimension is real, and the legal exposure documented in its limitations shows how content access is a governance issue. But it is a downloading tool, not accountability infrastructure for algorithmic systems. The communities served are information professionals, not people excluded by algorithmic thresholds."
67,Granicus,https://granicus.com/uk,21,25.6,-5,0.57,MEDIUM,NONE,criteria,Granicus is a proprietary 'Citizen Experience Platform' for government with limited transparency on methodology and vendor-claimed performance metrics without independent verification. This is precisely the kind of govtech I would scrutinise -- a commercial platform mediating citizen-government interaction without accountability mechanisms for how it processes citizen data. The reduction is for increasing government digital capacity without governance accountability.
68,Granitt,https://granitt.io,21,24.4,-3,0.43,MEDIUM,NONE,criteria,"The dossier describes a government transparency and civic engagement platform, but with very little detail about what it actually does or how. LLC governance model with multiple municipal government partnerships. The thin evidence prevents meaningful scoring on most criteria. I cannot assess accountability mechanisms or community involvement from what is available."
69,Hand-Written Petition Scanner,https://hand-written-petition-scanner.streamlit.app,21,20.7,0,0.43,MEDIUM,NONE,criteria,"Using OCR to digitise handwritten petitions is an interesting accessibility intervention -- it potentially lowers barriers for people excluded from digital-first petition systems. But the dossier is thin, there is no evidence of deployment or community involvement, and the AI involvement (OCR) is unreflective about accuracy biases in handwriting recognition across different populations."
70,Logos,https://logos.co/,20,23.2,-3,0.57,MEDIUM,NONE,criteria,"Logos claims to build corruption-resistant public registries and decentralised infrastructure, but the project is in early testnet v0.1 with no documented impact metrics. The ambition is relevant -- corruption-resistant registries for votes, land, and licenses could be accountability infrastructure. But the gap between claims and evidence is too large for me to score highly. Prototype protection would apply on Criterion 6 given the accountability-relevant domain, but there is no community research evidence either."
71,postcodes.io,https://github.com/ideal-postcodes/postcodes.io,20,23.2,-3,0.57,MEDIUM,NONE,criteria,"Open postcode geolocation data is useful civic infrastructure that many other projects depend on. It serves developers and government agencies, not communities excluded by algorithmic systems. The LLC governance model and purely technical nature mean this scores low on everything except implementation and public service utility. Important plumbing, but my constitution is not built to reward plumbing without a governance layer."
72,Local Insight,https://localinsight.org,20,23.2,-3,0.43,MEDIUM,NONE,criteria,"A data platform serving UK councils, housing associations, and charities with local area intelligence. The housing association connection is relevant to my domain of concern. But it is a commercial data platform that serves institutional users rather than communities, and there is no evidence of community involvement in design or accountability mechanisms for how the data shapes decisions about local areas."
73,Manifold Markets,https://manifold.markets,19,22.0,-3,0.5,MEDIUM,NONE,criteria,"A prediction market platform where users bet on outcomes. While prediction markets could inform policy, this serves forecasters and traders rather than communities excluded by algorithmic systems. The dossier is thin on governance structure and community involvement. It does not create accountability mechanisms for algorithmic decisions."
74,NumFOCUS,https://numfocus.org,18,22.0,-5,0.71,LOW,LOW,criteria,"NumFOCUS sustains open-source scientific computing infrastructure (NumPy, pandas, Jupyter) that underpins much of the data analysis used in policy research. The diversity and inclusion tracking and government partnerships with NSF, DOE, and NASA show institutional credibility. But this is science infrastructure, not accountability infrastructure for algorithmic systems or community-centring technology. The reduction is for a purely technical intervention that does not engage governance questions about who benefits from the computational tools it supports."
