rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
36,Security First / Umbrella,https://secfirst.org,24.4,24.4,0,0.93,LOW,NONE,criteria,"Security First / Umbrella -- Free, open source digital and physical security handbook app for journalists, ac. The project does not create accountability mechanisms for algorithmic systems. It serves affected communities to some degree, though the specificity about exclusion mechanisms is limited."
37,SecureDrop,https://securedrop.org,24.4,24.4,0,0.87,LOW,HIGH,criteria,"SecureDrop -- Open source whistleblower submission system for secure anonymous document sharin. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
38,Overton,https://overton.io,24.4,24.4,0,0.8,LOW,NONE,criteria,"Overton -- A platform for understanding and analyzing political positions and policy propos. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
39,Privacy Badger,https://privacybadger.org,24.4,24.4,0,0.8,LOW,NONE,criteria,"Privacy Badger -- A free browser extension made by EFF to stop companies from spying on you online. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
40,Theft Bisect,https://onodi.co/bisect/,24.4,24.4,0,0.8,LOW,NONE,criteria,"Theft Bisect -- A binary search tool to help identify bike theft moments in CCTV footage. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
41,River Sentiment Dashboard,https://riversentiment.app,24.4,24.4,0,0.73,LOW,NONE,criteria,"River Sentiment Dashboard -- Displays social media sentiment about rivers alongside ecological status data fo. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
42,Shareyourpaper.org,https://shareyourpaper.org,24.4,24.4,0,0.73,LOW,NONE,criteria,"Shareyourpaper.org -- Simplest way to legally make academic papers freely available on Google Scholar,. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
43,Participedia,https://participedia.net,23.5,19.5,4,0.8,LOW,NONE,criteria,"Participedia -- A global crowdsourcing platform for researchers, activists, practitioners, and a. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services."
44,Strike Map,https://strikemap.org,23.5,19.5,4,0.8,LOW,NONE,criteria,"Strike Map -- Interactive mapping platform documenting labor strikes and worker organizing act. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
45,PolicyMogul,https://policymogul.com,23.2,23.2,0,0.67,MEDIUM,NONE,criteria,"PolicyMogul -- Champions of public affairs. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
46,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,22.3,18.3,4,0.8,LOW,LOW,criteria,RxC Quadratic Voting -- An easy tool to host a quadratic vote. Quadratic Voting is the mathematically op. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
47,Tech Coops List,https://tech-coops.xyz,22.3,18.3,4,0.8,LOW,NONE,criteria,Tech Coops List -- A curated directory and resource hub for worker-owned technology cooperatives an. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
48,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,22.3,18.3,4,0.67,MEDIUM,NONE,criteria,Empurrando Juntas (EJ) -- AI-powered opinion collection platform that segments audiences into personas bas. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
49,Spartacus,https://spartacus.app,22.3,18.3,4,0.67,MEDIUM,NONE,criteria,Spartacus -- Build critical mass with conditional commitments that only activate when enough . The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
50,OSINT Framework,https://osintframework.com,21.8,26.8,-5,0.73,LOW,HIGH,criteria,"OSINT Framework -- A curated collection of free OSINT tools and resources for information gathering. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-5) for technical focus without governance engagement."
51,PostBug,https://postbug.com,21.1,17.1,4,0.67,MEDIUM,NONE,criteria,"PostBug -- Send printed postcards to people in power. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
52,Remember to Vote,https://remembertovote.org.uk,21.1,17.1,4,0.67,MEDIUM,NONE,criteria,"Remember to Vote -- Free SMS reminder service for polling station locations and voter ID requirement. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
53,Nym,https://nymtech.net,20.7,20.7,0,0.8,LOW,NONE,criteria,Nym -- The World's Most Private Decentralized VPN. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
54,Sci-Hub,https://sci-hub.se,20.7,20.7,0,0.73,LOW,NONE,criteria,Sci-Hub -- Provides free access to academic research papers by circumventing publisher payw. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
55,Relational Tech Project,https://relationaltechproject.org,19.9,15.9,4,0.73,LOW,NONE,criteria,"Relational Tech Project -- Tools crafted by, with, and for neighbors - made to help us care for and trust e. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services."
56,Open Letter,https://openletter.earth,19.9,15.9,4,0.67,MEDIUM,NONE,criteria,Open Letter -- Platform for creating and signing open letters to effect civic and political cha. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
57,Timecounts,https://timecounts.org,19.9,15.9,4,0.67,MEDIUM,NONE,criteria,Timecounts -- The Modern Volunteer Management Solution. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
58,Public Media Stack,https://publicmediastack.com,19.5,19.5,0,0.73,LOW,NONE,criteria,"Public Media Stack -- A curated research resource mapping software tools and technologies used across . There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services."
59,The Government Says,https://thegovernmentsays.com,18.8,26.8,-8,0.93,LOW,LOW,criteria,"The Government Says -- Real-time aggregation and monitoring of UK government press releases and stateme. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-8) for technical focus without governance engagement."
60,Snowdrift.coop,https://snowdrift.coop,18.6,14.6,4,0.8,LOW,NONE,criteria,Snowdrift.coop -- Crowdmatching for public goods. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
61,Radicle,https://radicle.xyz,18.3,18.3,0,0.8,LOW,NONE,criteria,"Radicle -- A sovereign, peer-to-peer code forge built on Git. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services."
62,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,18.3,18.3,0,0.8,LOW,NONE,criteria,Society for Hopeful Technologists -- For everyone who wants technologies to work for people and planet.. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
63,Pageviews Analysis,https://pageviews.wmcloud.org,18.3,18.3,0,0.73,LOW,NONE,criteria,Pageviews Analysis -- Tool for analyzing and comparing pageview statistics across Wikipedia articles. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
64,Journalist Studio,https://journaliststudio.google.com,18.2,23.2,-5,0.73,LOW,NONE,criteria,"Journalist Studio -- A collection of tools to empower journalists to do their work more efficiently, . The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-5) for technical focus without governance engagement."
65,PolicyKit,https://policykit.org,17.4,13.4,4,0.8,LOW,NONE,criteria,PolicyKit -- An open-source tool for evolving governance in online communities. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
66,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,17.1,17.1,0,0.4,MEDIUM,NONE,criteria,"Unknown Academic Paper (SSRN 5351275). There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. The thin dossier (40%) limits assessment confidence."
67,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,17.0,22.0,-5,0.67,MEDIUM,NONE,criteria,"Registers and collaboration: making lists we can trust -- A report examining models of stewarding registers and the importance of transpar. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-5) for technical focus without governance engagement."
68,openparliament.ca,https://openparliament.ca/,16.4,24.4,-8,0.73,LOW,LOW,criteria,"openparliament.ca -- Making it easy to find out what your representatives in Ottawa are up to — see w. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-8) for technical focus without governance engagement."
69,Schema.org,https://schema.org,15.9,15.9,0,0.6,MEDIUM,HIGH,criteria,"Schema.org -- A collaborative, community activity with a mission to create, maintain, and prom. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services."
70,One Project,https://oneproject.org/,15.0,11.0,4,0.87,LOW,LOW,criteria,"One Project -- Building infrastructure for economic democracy — connecting people, organisation. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services."
71,OpenAudience,https://openaudience.org,14.9,15.9,-1,0.67,MEDIUM,NONE,criteria,OpenAudience -- Understand your audience using open data by analyzing postcodes and output areas. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
72,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,14.6,14.6,0,0.67,MEDIUM,NONE,criteria,Beckton -- A conditional-commitment tool for creating groups of paying members — only charg. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
73,semanticClimate,https://semanticclimate.github.io,14.5,19.5,-5,0.73,LOW,NONE,criteria,"semanticClimate -- Semantic search and analysis of climate science literature. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-5) for technical focus without governance engagement."
74,Riseup,https://riseup.net,13.4,13.4,0,0.8,LOW,NONE,criteria,Riseup -- Secure online communication tools for people and groups working on liberatory so. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
75,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,13.4,13.4,0,0.73,LOW,NONE,criteria,Keep It In The Community -- A platform for community-driven civic engagement and local resource sharing. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
76,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,13.4,13.4,0,0.67,MEDIUM,NONE,criteria,Understanding Your Morality -- An interactive tool to help people understand their moral values and reasoning. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
77,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,12.7,20.7,-8,0.67,MEDIUM,NONE,criteria,"Citizens Advice Tableau Public Profile -- Data visualizations and dashboards tracking advice issues, consumer trends, and . The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-8) for technical focus without governance engagement."
78,Spacetube,https://spacetu.be,12.4,13.4,-1,0.67,MEDIUM,NONE,criteria,Spacetube -- Group-to-group chat tool built on Matrix for secure decentralised communication. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services.
79,The List,https://the-list.uk,11.5,19.5,-8,0.8,LOW,NONE,criteria,"The List -- Tracking changes to grant-making behaviour of Trusts and Foundations in the UK —. There is some accountability or transparency dimension, but it is not the project's core focus. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-8) for technical focus without governance engagement."
80,soweego,https://soweego.readthedocs.io,9.6,14.6,-5,0.73,LOW,NONE,criteria,soweego -- Link Wikidata to large catalogs. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-5) for technical focus without governance engagement.
81,Plausible Analytics,https://plausible.io,7.9,15.9,-8,0.67,MEDIUM,HIGH,criteria,"Plausible Analytics -- Simple, privacy-friendly Google Analytics alternative. The project does not create accountability mechanisms for algorithmic systems. It does not centre communities excluded by algorithmic systems in public services. Negative modifier (-8) for technical focus without governance engagement."
