rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
31,Murmurations Protocol,https://murmurations.network,53.0,50.0,3,0.45,MEDIUM,none,criteria,"A distributed data sharing protocol for making movements visible scores well on C4 cooperation-building -- the explicit goal is facilitating collaboration at scale among cooperatives and civil society. The open-source, open-standard approach with active 2026 commits earns modifier and C7 marks. But the limited adoption metrics and index service dependency are acknowledged weaknesses. No government partnerships or institutional deployment documented."
32,Interoperable Deliberative Tools,https://metagov.org/projects/interop,52.9,52.9,0,0.45,MEDIUM,none,criteria,"Metagov's interoperability project for deliberative tools explicitly serves AI alignment researchers and governance practitioners -- a community that maps directly to my interests. The governance-beyond-voting framing earns C4 marks for cooperation-building. But the evidence of deployment is thin -- primarily research and experimental contexts, no government partnerships documented, partial open-source. The concept is relevant but implementation evidence is limited."
33,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,52.0,49.0,3,0.55,MEDIUM,none,criteria,"Created by the UK government's own AI unit (i.AI), this curated dataset list directly supports AI readiness in government -- which is precisely the institutional response to technological change I care about. The C1 score is above midpoint because the project implicitly supports responsible AI deployment in government. However, it is self-described as a prototype, UK-only, and has no documented policy outcomes. The open-source boost applies but the project is a list, not infrastructure."
34,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,52.0,52.0,0,0.5,MEDIUM,none,criteria,"Roundabout's design philosophy -- a local digital forum built from the ground up with community stewards, explicitly serving underestimated communities -- maps strongly to my C5 community protection values. The national survey partnership with University of Texas Center for Media Engagement shows methodological rigor for C3. But the closed beta, US-only focus, and not-open-source status limit C6 and C7 significantly. The concept is one of the most value-aligned in this batch but deployment evidence is premature."
35,Rahvaalgatus,https://github.com/rahvaalgatus/rahvaalgatus,52.0,52.0,0,0.4,MEDIUM,none,criteria,"Estonia's citizen initiative platform benefits from the country's advanced digital governance infrastructure, which gives implicit C2 institutional credibility. The open-source participatory democracy tool has active 2024 commits. But the dossier is thin -- no documented policy outcomes, no limitations documented, no performance metrics. Estonia-only scope limits C7. The platform concept is solid but evidence is insufficient to push scores higher."
36,Find local consultations,https://gov.uk/find-local-consultations,51.0,51.0,0,0.45,MEDIUM,none,criteria,"A UK government service enabling citizens to discover local council consultations is genuine democratic participation infrastructure -- government-built, government-maintained. The institutional deployment across England and Wales councils gives strong C6 marks. But the dossier is thin with no documented limitations, no open-source status, no performance metrics. England-and-Wales-only scope limits C7 heavily. The concept is solid but evidence is insufficient for higher marks."
37,MapIt,https://mapit.mysociety.org,51.0,48.0,3,0.65,LOW,medium,criteria,"MapIt is a decade-plus mySociety tool used by the UK Government to match users with their local council -- this is genuine civic data infrastructure with documented institutional adoption since 2010. The implementation maturity is strong with active commits and API metrics. But like postcodes.io, it is pure plumbing with no regulatory, AI safety, or complexity dimension. UK-only scope heavily constrains C7. I flag moderate popularity risk as a well-known mySociety tool. Open-source boost applies partially."
38,rsky,https://github.com/blacksky-algorithms/rsky,51.0,48.0,3,0.45,MEDIUM,none,criteria,"An AT Protocol implementation in Rust prioritizing community safety and self-governance speaks to exactly the kind of decentralized infrastructure I find promising for protecting autonomy. The cooperation and community-protection design scores well on C4 and C5, but the early-stage implementation with limited deployment evidence pulls C6 down hard. Open-source boost applies, but thin dossier and no institutional adoption keep it mid-range."
39,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,50.0,50.0,0,0.55,MEDIUM,none,criteria,"A collaborative democratic platform built atop GitHub for open policymaking and manifesto writing was adopted by Something New, a UK political party that stood in general elections. The cooperation-building design scores well on C4. But the last commit was 2023, voting rules documentation is incomplete, and the tool remains UK-specific with limited reach. The policy outcome is real but narrow -- one small party's manifesto platform."
40,GRIM (Global Risk Simulator),https://github.com/sentinelteam/grim,49.1,46.1,3,0.5,MEDIUM,none,criteria,"An AI wargamer and global risk simulator using Claude and OpenAI models for catastrophic risk scenario simulation is conceptually relevant to my interest in AI for institutional decision-making and complexity modeling. The documented limitations are honest -- realism limited by LLM quality, expert agents not yet built, early prototype. But this is a Telegram bot with no institutional deployment, no government partnerships, and no evidence of use by the emergency response planners it targets. Modifier 3 for failure mode documentation applies weakly."
41,Kialo,https://kialo.com,49.0,49.0,0,0.4,MEDIUM,none,criteria,"Kialo's collaborative argument mapping for structured debate is a thoughtful approach to deliberation that earns C4 cooperation-building marks. The platform serves educators and students primarily, which limits the institutional governance connection. Proprietary with limited free tier, no open-source, no government partnerships, no policy outcomes documented. The structured approach to disagreement aligns with my values but the evidence base is thin."
42,Members' Interests,https://membersinterests.org.uk,49.0,49.0,0,0.55,MEDIUM,none,criteria,"A database of UK MPs' financial interests and declarations is directly relevant to my C2 institutional transparency criteria. The UK Parliament data partnership and decade-plus track record give credibility. But the dossier notes the website is currently offline as of 2026, which is a significant implementation gap for C6. UK-only scope limits C7. The partial open-source status and documented policy outcomes around parliamentary transparency standards earn moderate marks."
43,Missing Numbers,https://missingnumbers.org,49.0,49.0,0,0.35,MEDIUM,none,criteria,"Missing Numbers investigates and campaigns to close gaps in UK public data -- the mission directly serves C2 institutional transparency. The political relevance is real: MPs are among the target audience, and the campaign has documented influence on data collection practices. But the dossier is thin -- not open-source, no documented limitations, anecdotal causation, UK-only scope. The campaign model limits C6 implementation maturity compared to software tools."
44,postcodes.io,https://github.com/ideal-postcodes/postcodes.io,48.1,45.1,3,0.5,LOW,none,criteria,"Postcodes.io is genuine civic data infrastructure -- an open API serving UK postcode lookups that underpins dozens of other civic tech tools. The C6 implementation maturity is strong with active commits and documented performance metrics. But it is pure plumbing with no regulatory, AI safety, or complexity dimension. My constitution rewards this kind of infrastructure modestly through C2 but the maximum reachable score for a postcode lookup API is structurally limited."
45,Harmonica,https://harmonica.chat/,48.0,48.0,0,0.5,MEDIUM,none,criteria,"Harmonica's AI-powered conversational facilitation for stakeholder engagement has interesting partnerships -- CMI Peace Foundation for peacemaking strategies, Missions Publiques. But the dossier explicitly notes no independent verification of impact claims and limited public methodology documentation. The cooperation-building framing earns C4 marks. Proprietary, no open-source, anecdotal causation strength. The gap between claimed capability and verified evidence keeps scores moderate."
46,Land Explorer,https://landexplorer.coop,48.0,48.0,0,0.45,MEDIUM,none,criteria,"Land Explorer helps communities find and manage land for common good projects, with an HM Land Registry partnership and a testimonial from the Director saying the tool helps implement government policy. The cooperative structure (.coop) aligns with my C4 cooperation-building criteria. But the dossier notes Land Registry data integration is still pending, scope is limited to England, and causation is anecdotal. The concept serves community autonomy but implementation gaps keep C6 modest."
47,PlaceCal,https://github.com/geeksforsocialchange/placecal,46.1,43.1,3,0.4,MEDIUM,none,criteria,"PlaceCal brings communities together through shared event calendars -- a simple idea that maps to my C5 community-protection criterion. The Manchester-focused, UK-only scope limits C7, and there are no government partnerships, policy outcomes, or documented limitations in the dossier. Open-source boost applies, but the thin evidence base and no institutional adoption keep scores modest across C2 and C6."
48,Libertrium,https://liberopinion.com,45.1,45.1,0,0.4,MEDIUM,none,criteria,"Libertrium provides digital solutions for Portuguese public administration with documented municipal government clients including Viseu, Anadia, and Cascais Participa. The decade-plus track record gives some C6 credibility. But the dossier is thin -- proprietary, no documented limitations, no policy outcomes, no methodology. Portugal-only scope with multiple municipal deployments gives moderate C2 marks for institutional use. Evidence gaps prevent higher scoring."
49,Monitor Mamdani,https://monitormamdani.com/,45.1,45.1,0,0.45,MEDIUM,none,criteria,"A live dashboard tracking NYC Mayor Mamdani's campaign promises against performance, integrating NYC Open Data and prediction markets, is a clever accountability tool. But the dossier reveals the promises completion tracker shows 0/0 with Analyzing status, suggesting incomplete implementation. NYC-only scope heavily constrains C7. The prediction market integration for policy outcomes is methodologically interesting for C3, but the tool appears unfinished."
50,PatCit,https://github.com/cverluise/patcit,45.1,45.1,0,0.55,MEDIUM,none,criteria,"PatCit makes patent citation networks transparent, which has real value for innovation policy analysts and economists -- my C2 interest in regulatory infrastructure sees this as useful plumbing. The NLP-based extraction pipeline uses ML honestly acknowledged as accuracy-dependent, and the last commit was 2020, which tanks C6 implementation maturity. No government partnerships or policy outcomes documented despite clear relevance."
51,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,44.1,44.1,0,0.35,HIGH,none,criteria,"The Agreement Engine for designing digital governance agreements comes from Metagov, which gives it intellectual credibility in the governance research space. But the dossier notes the Medium article requires JavaScript/cookies to access, limited public documentation, and early research phase with minimal deployments. Open-source status earns some credit. The concept is relevant but evidence is far too thin for higher marks."
52,DemTech Navigator,https://navigator.oii.ox.ac.uk,44.1,44.1,0,0.3,HIGH,none,criteria,"An Oxford Internet Institute resource guide for civil society groups addressing disinformation has academic credibility but the dossier is extremely thin -- not open-source, no documented limitations, no government partnerships, no policy outcomes, no commit date. The OII institutional backing gives implicit quality signals but my constitution requires documented evidence, not institutional reputation."
53,Logos,https://logos.co/,44.1,44.1,0,0.45,MEDIUM,none,criteria,"Logos bills itself as a social movement and decentralised technology stack to revitalise civil society, but the project is in v0.1 testnet with no documented impact metrics. The claimed policy outcomes -- corruption-resistant registries, private financial networks -- are aspirational, not documented. Open-source and cooperation-building design earn C4 and C5 marks. But I cannot reward ambition over evidence, and the early-stage implementation means near-minimum C6."
54,youtube-dl,https://github.com/ytdl-org/youtube-dl,44.1,44.1,0,0.5,LOW,high,criteria,"youtube-dl is a decade-plus open-source tool that serves journalists, researchers, and archivists -- the digital rights and media preservation angle maps to C5 autonomy protection. But it has no regulatory engagement, no institutional adoption beyond individual use, and the legal exposure documentation is its only complexity acknowledgment. I flag high popularity risk: youtube-dl's documentation richness reflects its fame, not necessarily its civic tech relevance. My constitution sees it as useful infrastructure but not political technology."
55,Labour Xchange,https://labourxchange.uk,43.1,43.1,0,0.4,MEDIUM,none,criteria,"A fair work platform connecting underemployed and flexible workers with employers through local authority and health service partnerships shows real institutional deployment. The disparity tracking and focus on parents, carers, and people with disabilities earns C5 marks. But the dossier is thin -- no documented limitations, no outcome methodology, no open-source status. UK-only, proprietary. The concept has merit but evidence is insufficient for higher marks."
56,Humble Data Workshop,https://humbledata.org,41.2,41.2,0,0.4,MEDIUM,none,criteria,"Free data science workshops for underrepresented groups serve community building and equity -- mapping to C5 and C4. But this is a training program, not infrastructure, and has no regulatory engagement, no AI safety dimension, and limited formal evaluation. The volunteer dependency and reliance on conference partnerships for sustainability are acknowledged limitations. My constitution does not have strong criteria for capacity-building programs."
57,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,40.2,40.2,0,0.35,HIGH,none,criteria,"Extracting and labeling governance surfaces of DAO smart contracts is interesting research with some relevance to my interest in institutional decision-making transparency. But the dossier is thin -- no government partnerships, no policy outcomes, limited to Solidity contracts, and last commit in 2024 with no performance metrics. The governance analysis angle earns moderate C3 marks but without institutional deployment the ceiling is low."
58,Local Insight,https://localinsight.org,40.2,40.2,0,0.35,MEDIUM,none,criteria,"Local Insight serves UK councils, grantmakers, and housing associations as a community data platform -- the institutional adoption gives some C2 and C6 credit. But it is proprietary with no documented limitations, no open-source code, no policy outcomes, and no methodology documented. UK-only scope. The concept of neighborhood-level data aggregation for institutional decision-making aligns with my values but the evidence is too thin."
59,Idealist,https://idealist.org,39.2,39.2,0,0.35,MEDIUM,none,criteria,"Idealist connects millions with social-impact jobs and volunteer opportunities -- a decade-plus platform with significant scale. But it is a proprietary job board with no regulatory engagement, no AI safety dimension, no complexity acknowledgment, and no open-source code. My constitution sees this as a useful service but not political technology infrastructure. The thin dossier with no limitations or methodology documented keeps scores low."
60,Mapped,https://mapped.commonknowledge.coop,39.2,39.2,0,0.35,HIGH,none,criteria,"A tool for organisers to locate supporters by constituency and enrich data with location information serves political organizing directly. The cooperative structure (.coop) aligns with C4. But the dossier is thin -- partial open-source, no documented limitations beyond postcode dependency, no policy outcomes, UK-only. The dependency on postcodes.io suggests infrastructure layering but not independent institutional value."
61,Populate Tools,https://github.com/populatetools,38.2,38.2,0,0.3,HIGH,none,criteria,"The dossier for Populate Tools is among the thinnest I have reviewed -- Spanish municipal government partnerships are mentioned but with no specifics, no documented limitations, no policy outcomes, and an unknown last commit date. My constitution requires evidence, and thin evidence lowers scores. The civic engagement framing is promising but I cannot score what I cannot verify."
62,Sugartrail,https://github.com/ribenamaplesyrup/sugartrail,38.2,38.2,0,0.35,HIGH,none,criteria,"Network analysis of UK Companies House connections between companies, officers, and addresses is exactly the kind of power-mapping transparency tool that serves investigative journalism and accountability. The concept scores on C2 institutional transparency. But the dossier explicitly notes no formal limitations assessment, unknown last commit, no published performance metrics, no policy outcomes. Thin evidence means low scores across implementation criteria."
63,django-collaborative,https://github.com/propublica/django-collaborative,38.2,38.2,0,0.4,MEDIUM,none,criteria,"ProPublica's collaborative tip-gathering framework serves investigative journalism infrastructure, which has indirect value for accountability. But the last commit was December 2019, there are no documented policy outcomes, no government partnerships, and no limitations documented. The journalism connection earns modest C2 marks but the project appears abandoned. US-only scope and thin dossier constrain the score."
64,Granitt,https://granitt.io,36.3,36.3,0,0.25,HIGH,none,criteria,"The dossier for Granitt is extremely thin -- government transparency and civic engagement platform with municipal government partnerships but no specifics on what the platform actually does, no documented limitations, no policy outcomes, no open-source status, no commit date. I cannot score what I cannot see. The thin evidence directly lowers scores across all criteria."
65,Nook CRM,https://nookcrm.com,36.3,36.3,0,0.25,HIGH,none,criteria,"A case management tool for community energy advisors serves a real need but the dossier is very thin -- proprietary, UK-only, no documented limitations, no government partnerships, no methodology. The codesign with energy advisors earns modest C4 marks. My constitution cannot meaningfully evaluate a sector-specific CRM against institutional decision-making or AI safety criteria."
66,Granicus,https://granicus.com/uk,36.1,44.1,-8,0.5,MEDIUM,none,modifier,"Granicus is a proprietary citizen experience platform for government with claimed performance metrics that lack independent verification -- 618% subscriber increase, 78% channel shift -- which triggers my scepticism about naive optimization without system-level consideration. The AI involvement is mentioned but completely undocumented, which is a negative signal on C1. Modifier 2 applies for proprietary opacity, and Modifier 4 for marketing-heavy metrics. Real government deployment gives decent C6 marks, but I cannot reward what I cannot verify."
67,Journalist Studio,https://journaliststudio.google.com,35.2,40.2,-5,0.4,MEDIUM,medium,modifier,"Google's journalist tools are partially open-source with AI involvement but the dossier notes limited-to-Google-ecosystem dependency and requires technical expertise. My concerns about concentration of power in a single corporate actor apply -- Modifier 2 triggers moderately. The AI involvement has no documented safety methodology. The tools serve journalists doing important work, but the Google ecosystem lock-in and proprietary elements reduce autonomy rather than protect it."
