rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
26,GOV.UK One Login,https://www.sign-in.service.gov.uk,50,50,0,0.65,MEDIUM,low,criteria,"Centralised digital identity for UK government services with disparity tracking and documented accessibility challenges. GDS-built infrastructure that reduces duplicate verification across agencies scores well on C2. The honest documentation of digital divide effects on elderly and disabled citizens is a genuine C3 complexity acknowledgment. But this is identity verification infrastructure -- it touches C5 (autonomy) ambiguously, as centralised identity can both enable and constrain. UK-only, partial open-source, no AI safety dimension despite biometric potential."
27,deliberAIde,https://www.deliberaide.com,50,46,4,0.6,MEDIUM,none,criteria,"AI-powered deliberation support with UK Government Digital Service and European Commission partnerships is directly relevant to C2. The real-time transcription in 100+ languages with automatic anonymization shows thoughtful design for C5 and C7. But the dossier flags language model biases in non-English contexts and limited transparency on training data -- acknowledging these limits earns some Modifier 3 credit, but the proprietary nature and lack of published performance data create tension with my C3 expectations. A promising project with legitimate uncertainty about AI safety rigor."
28,Tracka,https://yourtracka.org,49,46,3,0.65,MEDIUM,none,criteria,"Tracking 19,000+ federal and state projects across all 36 Nigerian states with documented completion of abandoned infrastructure (health centres, boreholes, street lights) after Tracka monitoring. This is government accountability infrastructure in a non-OECD context, earning full C7 credit and strong C2 scoring. The community-based monitoring with government feedback loops is a cooperation design (C4). Decade-plus operation and 17,000+ communities engaged demonstrate C6 maturity. But the digital divide affecting rural participation is a structural limitation, and the evidence is largely anecdotal."
29,Give Food,https://www.givefood.org.uk,48,46,2,0.65,MEDIUM,none,criteria,"Parliament's Work and Pensions Committee citing Give Food data in its food bank inquiry is exactly the kind of policymaker adoption evidence I value -- it converts civic data into institutional decision-making inputs. 3,121 food banks mapped, disparity tracking by geography, local council partnerships. The directly-cited causation strength is unusual and valuable for C3. Modifier 5 applies weakly for policymaker decision support. UK-only limits C7, and the open-source status is only partial."
30,Teaching Public Service in the Digital Age,https://www.teachingpublicservice.digital,48,46,2,0.5,MEDIUM,none,criteria,"Deployed across 75 universities in 30 countries, this open-access curriculum for digital-era public servants is an unusual form of institutional infrastructure. The cross-jurisdictional adoption is strong for C7. Government agency partnerships as course participants connect to C2. Modifier 5 applies for building policymaker capacity. But it is educational content rather than technology, with no AI dimension, no complexity methodology in the tool itself, and the impact metrics are adoption counts rather than outcome measures."
31,Your Priorities,https://yrpri.org,48,46,2,0.6,MEDIUM,low,criteria,A participatory budgeting and citizen consultation platform deployed by multiple governments since 2008 with participation demographic monitoring. The decade-plus government adoption across multiple jurisdictions provides C2 and C6 evidence. The minimal AI involvement (algorithmic ranking for idea prioritization) keeps C1 at near-midpoint. Modifier 6 applies weakly for partial open-source. The digital divide and language barrier acknowledgments show modest C3 awareness. International scope helps C7 but deployment details are thin.
32,Mastodon C,https://www.mastodonc.com,46,42,4,0.55,MEDIUM,none,criteria,"A data analytics firm working with UK government on open data projects and contributing to EU data governance frameworks -- this directly serves C2. AI involvement, government partnerships, and decade-plus operation are positive. Modifier 5 applies for policymaker advisory tools. But the dossier notes limited transparency on proprietary analytics methods, which creates tension with C3's demand for epistemic honesty. The dependency on government contract renewals is an acknowledged vulnerability. Partial open-source with correlated causation strength."
33,Who Targets Me Trends,https://trends.whotargets.me,46,48,-2,0.55,MEDIUM,low,criteria,"Tracking political advertising across 60+ countries on Meta and Google directly serves transparency in political communications, which touches C2 and C5. But the dossier shows no AI safety consideration, no open-source access, and limited documented methodology -- the observational approach without published analytical frameworks limits C3 scoring. The advertising-tracking function is useful but narrow relative to my criteria."
34,WriteToThem,https://www.writetothem.com,46,46,0,0.6,MEDIUM,medium,criteria,"200,000+ messages sent annually to elected representatives across all UK parliaments and councils. This is citizen-government communication infrastructure with decade-plus operation and parliamentary data partnerships. C2 and C5 score modestly -- it enables democratic participation. Partial open-source with active development. But it is a messaging relay rather than analytical infrastructure, with anecdotal causation and no complexity methodology. UK-only. Well-known mySociety tool; the documentation advantage applies."
35,Discourse,https://www.discourse.org,45,44,1,0.6,MEDIUM,medium,criteria,"22,000 communities powered and 1 billion monthly page views represent extraordinary implementation maturity for C6. The open-source codebase with active development since 2013 earns Modifier 6 credit. But Discourse is a general community platform, not specifically civic infrastructure -- it scores at midpoint on C1 (non-AI), has no regulatory dimension for C2, and its civic technology relevance is indirect. The moderation challenges at scale are acknowledged but not addressed with the kind of complexity methodology I reward in C3."
36,Prolific,https://www.prolific.com,45,42,3,0.6,MEDIUM,low,criteria,"Prolific as data collection infrastructure for AI safety testing and evaluation has indirect but real C1 relevance -- it enables the human evaluation that my constitution values. The Collective Intelligence Project using Prolific for global AI governance voices from 70+ countries is significant. But Prolific itself is a commercial platform, not civic infrastructure. The participant demographics tracking and cost barriers as documented limitations show some C3 awareness. Modifier 5 applies weakly for enabling evidence-based decisions. International scope helps C7."
37,CrowdJustice,https://www.crowdjustice.com,44,44,0,0.5,MEDIUM,low,criteria,"Crowdfunding for legal challenges has produced documented policy outcomes -- the BMJ-cited case on NHS GP privatisation and successful challenges to government COVID policies. Multi-jurisdictional operation across UK, US, Canada, and Australia gives C7 credit. But the dossier was largely inaccessible (JavaScript-required), and the platform is closed-source with no methodological transparency. The cooperation-building dimension (C4) is real but the mechanism is financial rather than structural."
38,Unpaywall Browser Extension,https://unpaywall.org/products/extension,44,46,-2,0.5,MEDIUM,low,criteria,"Finding free legal copies of academic papers is a genuine public good for knowledge access. The project has a decade of operation, open-source code, and published performance metrics. But it has no governance or regulatory dimension, no AI safety relevance, and no complexity acknowledgment. It scores at midpoint on C1 (non-AI), modestly on C2, and reasonably on C6 for longevity."
39,Organise,https://www.organise.org.uk,43,42,1,0.65,MEDIUM,none,criteria,"100,000+ members influencing the UK Employment Rights Bill and documented wins like G4S equal pay and Ted Baker CEO resignation demonstrate real-world policy impact. C5 scores well for worker autonomy protection. The 25 million+ member actions metric shows C6 scale. But the methodology is self-reported campaign wins with anecdotal causation -- C3 cannot score highly without more rigorous evidence. UK-only, closed-source, and the broadly left-leaning framing is honestly acknowledged but limits C3's epistemic neutrality expectation."
40,Go Vocal,https://www.govocal.com,40,38,2,0.55,MEDIUM,none,criteria,"Government engagement platform deployed across 12+ countries with named local authority partnerships in the UK, Austria, and US. The 50% reduction in analysis time claim from Southwark is promising but unverified. My concern is the proprietary AI analysis with opaque algorithms -- for a platform that processes resident feedback to inform government decisions, transparency about the analytical methodology matters (C3). Partial open-source and cross-jurisdictional deployment help, but the lack of independent evaluation limits confidence."
41,Turkopticon,https://turkopticon.ucsd.edu,40,42,-2,0.55,MEDIUM,low,criteria,"Worker-led platform advocacy for Amazon Mechanical Turk workers is genuinely about power asymmetry and protecting autonomy -- which hits C5. The decade-plus track record and open-source codebase are positive. But the causal evidence is anecdotal, there is no regulatory engagement, and the project is fundamentally constrained by Amazon's willingness to respond. My criteria reward institutional infrastructure more than platform-dependent advocacy."
42,Plinth,https://www.plinth.org.uk,38,36,2,0.45,MEDIUM,none,criteria,"AI-powered application scoring and risk assessment for community organisations raises immediate C1 questions -- who is being scored, what are the failure modes, is there human oversight? The Department for Education partnership and local authority deployment provide C2 evidence. But the dossier shows no documentation of the AI methodology, no published performance metrics for the scoring system, and closed-source. Modifier 5 applies weakly for policymaker decision support through HAF programme reporting, but the opacity of AI-driven scoring is concerning."
43,Yoti,https://www.yoti.com,38,36,2,0.6,MEDIUM,low,criteria,"Facial recognition for identity verification with UK government Right to Rent/Right to Work integration and claimed independent testing across demographics. The C1 tension is sharp: AI facial recognition in consequential government contexts (immigration-adjacent verification) demands rigorous safety work, and the dossier mentions accuracy variance by demographic groups but provides limited detail on mitigation. Modifier 2 is partially triggered -- biometric identity systems concentrate power. The 10 million+ monthly checks show C6 scale. The deepfake protection feature is timely but methodologically undocumented."
44,Violation Tracker UK,https://violationtrackeruk.goodjobsfirst.org,36,38,-2,0.3,HIGH,none,criteria,"A database of corporate violations and enforcement actions in the UK has clear relevance to C2 (regulatory accountability). But the dossier is almost empty -- the page required JavaScript and yielded minimal information. No methodology documentation, no partnership evidence, closed-source. The concept is valuable but I cannot score what I cannot assess. Thin evidence means low scores across C3, C6, and C7."
45,Local Intelligence Hub,https://www.localintelligencehub.com,35,36,-1,0.4,MEDIUM,none,criteria,"A climate advocacy data platform with a declared political orientation toward pro-climate campaigning. The policy outcome claim -- supporting local campaigners demonstrating mandate to MPs -- is anecdotal. Members-only data and no published metrics limit what I can assess. The explicit advocacy framing triggers Modifier 4 scrutiny: is this optimising for a single issue without acknowledging system-level complexity? UK-only, closed-source, thin evidence base."
46,Shine Your Eye,https://www.shineyoureye.org,35,36,-1,0.3,HIGH,none,criteria,"Tracking Nigerian politicians' activities and enabling citizen engagement is exactly the kind of government accountability infrastructure C2 rewards. The non-OECD context earns full C7 credit. But the dossier is thin -- no methodology, no metrics, no partnerships documented, closed-source. Nigeria-only scope is appropriate for the context. The concept is valuable but the evidence gap means I am scoring potential rather than demonstrated impact, which my constitution penalises."
47,Who Posted What?,https://whopostedwhat.com,35,36,-1,0.45,MEDIUM,none,criteria,"A Facebook keyword search tool restricted to approved public-interest users -- the access controls show some ethical consideration, which is positive for C5. But the project lost its Instagram feature when Facebook disabled it, demonstrating platform dependency as a structural vulnerability. No open-source code, no AI safety relevance, and limited to Facebook's ecosystem. The decade of operation and journalism use case provide modest C6 credit."
48,DelibTech Network,https://www.demnext.org/projects/delibtech-network,34,36,-2,0.3,HIGH,none,criteria,"An international network studying technology for deliberative democracy, coordinated by the AI & Democracy Foundation. The concept is directly relevant to my interests, but the dossier shows no concrete outputs, no published research, no documented deployments. A network that 'focuses on AI-powered technologies in deliberative processes' without producing assessable evidence cannot score well under my criteria. The gap between aspiration and documentation is large."
49,Polimorphic,https://www.polimorphic.com,34,32,2,0.5,MEDIUM,none,criteria,"AI-powered Voice AI and chatbots for US local government with claimed 90% voicemail reduction. The government deployment evidence (Littleton, Newport, Passaic County) provides C2 credit. But the proprietary platform with unverified methodology and no independent evaluation creates C3 concerns. Under C1, deploying AI agents that interact with residents without documented safety review is a moderate negative signal. Modifier 5 applies weakly for government service delivery support."
50,WardWatch,https://wardwatch.uk,34,34,0,0.4,MEDIUM,none,criteria,"AI-generated summaries of council records is an interesting C2 application, but the dossier reveals no documentation of the AI methodology, no transparency about training data or summarization accuracy, and it is closed-source. For an AI project under my constitution, absence of safety evidence is a negative signal. UK-only scope limits C7. The concept addresses a real gap in local government transparency but the implementation evidence is insufficient."
51,Democracy Fund Open Source,https://www.dfos.com,33,34,-1,0.25,HIGH,none,criteria,"Open-source tools for civic engagement with government partnerships -- the concept aligns with C2 and Modifier 6. But the dossier is extremely thin, with almost no detail on what the tools actually do, who uses them, or what impact they have had. US-only scope limits C7. I cannot score highly what I cannot see evidence for. The open-source commitment and government partnership flag provide a baseline, but thin evidence translates to low scores under this constitution."
52,Objector.ai,https://www.objector.ai,33,32,1,0.4,MEDIUM,none,criteria,"AI-powered planning objection letter generation is an interesting C5 application -- empowering citizens against opaque planning processes. But the dossier shows no documentation of AI methodology, no safety review for a tool that generates quasi-legal documents, and UK-only scope. Under my C1 criteria, AI in a consequential civic context (planning decisions affect communities) without documented safety considerations is a concern. The dual-AI system mention without further detail is insufficient."
53,Parallel Parliament,https://www.parallelparliament.co.uk,33,34,-1,0.3,HIGH,none,criteria,"A platform for engaging with UK parliamentary data serving researchers, journalists, and campaigners. The concept is government transparency infrastructure (C2), but the dossier is thin -- no documented methodology, no performance metrics, no open-source components, no partnerships. UK Parliament only for C7. The policymaker and citizen user base is relevant but without evidence of adoption or impact, the score reflects uncertainty."
54,Watch Duty,https://www.watchduty.org,33,34,-1,0.3,HIGH,none,criteria,"Real-time wildfire alerts powered by volunteer first responders across all 50 US states is impressive civic infrastructure for emergency response. C5 scores modestly for community safety. But the dossier is thin -- no methodology, no partnerships documented, closed-source, US-only. My criteria are built around governance, regulation, and institutional decision-making -- wildfire alerting is valuable public safety infrastructure but does not engage with C1, C2, or C3 in meaningful ways."
55,Wikum,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,33,34,-1,0.4,MEDIUM,none,criteria,"MIT CSAIL research on recursive summarization of large online discussions has a peer-reviewed CSCW 2017 publication -- that earns C3 credit for documented methodology. But the last commit was 2017, making this essentially an archived research prototype. C6 scores near-zero for a project with no active development or deployment. The concept is interesting for deliberative democracy infrastructure but remains unrealized in practice."
56,Neighbourhood Warmth,https://www.mysociety.org/climate/neighbourhood-warmth,32,34,-2,0.4,MEDIUM,none,criteria,"mySociety's project to help homeowners form local groups for energy efficiency is in early/prototype stage with no deployment data or published metrics. Planned partnerships with local authorities and energy cooperatives are promising for C2 but unrealized. My constitution does not protect prototypes from C6 penalties -- strong C4 potential (cooperation by design) cannot compensate for zero implementation evidence. No AI dimension, UK-only."
57,RightDD,https://www.rightsdd.com,32,32,0,0.3,HIGH,none,criteria,"Human rights risk management technology for ESG due diligence -- the regulatory compliance framing (UK Modern Slavery Act, TSX requirements) gives it C2 relevance. But the primary users are corporations and compliance officers, not civic actors. The dossier is thin with no methodology, no metrics, no open-source components. Global supply chain scope helps C7 modestly. This is commercial compliance tooling with public interest spillovers rather than civic infrastructure."
58,WhatGov,https://www.whatgov.co.uk,32,34,-2,0.25,HIGH,none,criteria,"A parliamentary transparency platform promising to make Parliament clear. Open-source code and UK Parliament partnership provide some C2 and Modifier 6 credit. But the dossier is extremely thin -- no methodology, no metrics, no documented limitations, no AI involvement. The concept overlaps with TheyWorkForYou but with far less documented evidence. UK-only scope limits C7. Thin evidence translates directly to low scores under this constitution."
59,DoNotPay,https://www.donotpay.com,31,32,-1,0.45,MEDIUM,low,criteria,"AI-powered legal assistance using LLMs for document generation raises immediate C1 concerns -- legal advice is a consequential domain where AI errors can harm people, and the dossier shows no safety documentation, no bias testing, no failure mode analysis. The regulatory restrictions on AI-generated legal documents suggest institutional concern. Modifier 4 (naive optimisation) may apply if the system optimises for throughput without considering advice quality. Closed-source, limited jurisdictions, no documented limitation beyond generic disclaimers."
60,MP Watch,https://www.mpwatch.org,30,32,-2,0.35,HIGH,none,criteria,"A network enabling citizen engagement with MPs through briefings and campaigns. The UK Parliament engagement partnership provides modest C2 credit. But the dossier shows anecdotal impact, no published metrics, closed-source, UK-only. The concept of structured citizen-MP interaction touches C4 (cooperation) and C5 (autonomy), but the evidence base is too thin to score these criteria with confidence."
61,OpenOrigins,https://www.openorigins.com,30,30,0,0.2,HIGH,none,criteria,"Content authentication to combat deepfakes in political discourse is directly relevant to C5 (protecting attention and autonomy from manipulated media). AI involvement is noted but completely undocumented -- no methodology, no limitations, no performance metrics. The dossier is extremely thin with almost no structured fields populated beyond the concept description. I cannot score what is essentially a concept statement without evidence. High uncertainty across all criteria."
62,Urbit,https://urbit.org,30,32,-2,0.4,MEDIUM,low,criteria,"A personal server OS for digital sovereignty is philosophically aligned with C5 (autonomy protection), but the dossier shows limited adoption, technical barriers for non-experts, and no institutional or regulatory engagement. The project is partially open-source with recent commits, but there is no documented methodology, no complexity acknowledgment, and no evidence of cooperation-building. Digital sovereignty is a design goal but the implementation maturity evidence is thin."
63,Vote for Policies,https://voteforpolicies.org.uk,30,32,-2,0.4,MEDIUM,none,criteria,"The project let voters compare policies blind -- a genuinely interesting debiasing mechanism that touches C3 (epistemic honesty) and C5 (autonomy). But it is discontinued after the 2024 election, closed-source, and UK-only. A dead project scores near-zero on C6. The decade of operation provides some historical credit, but the lack of active maintenance or future trajectory is determinative."
64,meet.coop,https://www.meet.coop,30,32,-2,0.3,HIGH,none,criteria,"A cooperative video conferencing platform for activists and progressive organizations embodies C4's cooperation values and C5's autonomy protection. But the dossier is thin -- limited feature parity with commercial alternatives, smaller user base, and no documented impact metrics. No AI dimension, no regulatory engagement, no complexity methodology. The cooperative structure is philosophically aligned but the implementation evidence is insufficient for my criteria."
65,Viewpoints,https://viewpoints.xyz,29,30,-1,0.35,HIGH,none,criteria,"An AI-powered polling tool with no published research on accuracy or bias, no documentation of training data, and no information on data security practices. This is precisely the kind of AI deployment that triggers concern under C1 -- consequential civic context with no documented safety review. The absence of methodology transparency is a negative signal, not neutral. Closed-source with thin dossier compounds the problem."
