rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
36,Full Fact AI,https://fullfact.org/ai,64.9,56.9,8,0.6,MEDIUM,low,criteria,"AI-powered misinformation detection deployed across 12 national elections -- genuine C1 engagement with AI in high-stakes civic contexts. Government fact-checking unit partnerships give C2 institutional credibility. The documented limitations about language-dependent performance and training data bias show C3 awareness. Identifying misleading MP claims leading to correction requests is concrete policy impact. Proprietary limits M6, but M5 applies for policymaker advisory function."
37,ODK (Open Data Kit),https://getodk.org,64.9,55.9,9,0.65,LOW,medium,criteria,"Health ministries, election commissions, USAID programs across Africa and Asia -- ODK is foundational data collection infrastructure for institutional actors in low-resource settings. Founded 2008, 1900 GitHub stars, active development. The documented limitations about technical capacity requirements and mobile network dependency are honest C3 signals. Non-OECD deployment context earns full C7 credit. Moderate popularity risk as a well-known civic tech tool."
38,Alaveteli,https://alaveteli.org,64.8,60.8,4,0.7,LOW,medium,criteria,Over a million FOI requests across 25+ jurisdictions is exactly the kind of civic infrastructure deployment that scores well on C2 and C6. The documented limitations about jurisdictional variation in FOI law effectiveness show genuine complexity awareness. mySociety's broader ecosystem lends credibility. Popularity risk is moderate -- this is well-known in civic tech circles.
39,UK Housing Data Standards,https://hact.org.uk/tools-and-services/uk-housing-data-standards,64.8,59.8,5,0.75,LOW,none,criteria,Sector-developed data standards for UK social housing with 2000+ downloads by housing organizations and a Better Social Housing Review recommendation for sector-wide adoption is exactly the kind of institutional infrastructure I value in C2. The Awaab's Law regulatory alignment gives genuine policy connection. The honest acknowledgment that adoption remains voluntary with 3-5 year implementation timelines earns C3 marks. Modifier 5 for policymaker advisory infrastructure applies. UK-only scope limits C7.
40,Open Referral UK,https://openreferraluk.org,64.8,59.8,+5,0.70,LOW,none,criteria,Endorsement by the Central Digital and Data Office as a recommended standard gives this unusually strong institutional legitimacy. Bristol Council and Buckinghamshire adoption show real deployment. The focus on reducing information barriers for vulnerable populations gives it C5 credit beyond typical data standards work. C2 drives the score: this is government-endorsed community services infrastructure with documented institutional use. Open-source boost applies.
41,Participedia,https://participedia.net,64.8,60.8,+4,0.65,MEDIUM,medium,criteria,"1,800+ documented cases of participatory democracy with 330+ methods catalogued -- this is a knowledge commons for democratic innovation that directly serves C4 and C3. The documented limitations around volunteer quality and bias risk show epistemic honesty. Decade-plus track record with global scope. C3 and C4 are co-drivers. The crowdsourced methodology is both its strength (breadth) and weakness (quality control). Moderately well-known in civic tech circles."
42,Nym,https://nymtech.net,64.8,61.8,+3,0.60,MEDIUM,medium,criteria,"Nym's mixnet architecture is genuinely distinct privacy infrastructure -- it goes beyond VPNs by preventing traffic analysis at the network layer, which matters for protecting autonomy in surveilled contexts. The dossier shows active development and documented limitations, which I value. C5 (attention/autonomy/community) is the primary driver here since this is fundamentally about preserving individual autonomy against network-level surveillance. The open-source boost applies but no regulatory engagement brings C2 down."
43,Parti,https://parti.xyz,64.8,61.8,+3,0.70,LOW,none,criteria,Seoul Metropolitan Government integration into participatory budgeting and the directly-cited causation strength are unusually strong evidence for this kind of civic platform. Multiple South Korean local government partnerships show real institutional adoption. C2 and C4 are co-drivers: this is government-endorsed participation infrastructure that explicitly builds cooperation between citizens and municipal budgeting processes. Limited English documentation is honestly noted.
44,Humanitarian Data Exchange,https://data.humdata.org,63.9,55.9,8,0.6,MEDIUM,low,criteria,"OCHA's data platform for humanitarian coordination -- this is multilateral institutional infrastructure at the highest level. Improved data standardization and enhanced coordination between humanitarian organizations are documented outcomes. The acknowledged limitations about data quality variation and voluntary contributions show C3 maturity. Non-OECD crisis zones are the primary deployment context, giving full C7 credit."
45,ORCID,https://orcid.org,63.8,59.8,+4,0.70,LOW,high,criteria,"ORCID is foundational research identification infrastructure mandated by NIH, NSF, and Horizon Europe -- the kind of institutional adoption that scores maximally on C6. Its civic relevance is indirect but real: persistent researcher IDs enable research integrity, which underpins evidence-based policy. C6 and C2 together drive the score. However, ORCID is extremely well-documented and well-known; stripping the documentation advantage, I would estimate 8 points lower. The partial open-source status limits the M6 boost."
46,OpenSanctions,https://www.opensanctions.org,63,58,5,0.75,LOW,low,criteria,"An international sanctions and entity database integrating 330 sources including UN Security Council data is regulatory infrastructure for financial compliance and investigative journalism. The LLM-based text extraction with documented error modes (dropped names, hallucinated details) and human moderation requirement is a textbook C1 case -- AI in a consequential domain with documented limitations and human-in-the-loop. Modifier 1 applies for the human moderation design. The acknowledged geopolitical bias in source data (Modifier 3) shows epistemic honesty. Active codebase, partial open-source, global scope."
47,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,62.8,59.8,3,0.7,LOW,none,criteria,Travis Brown's metadata analysis of X's Community Notes system adds accountability infrastructure to a platform that otherwise controls its own narrative about fact-checking effectiveness. The 12% data unavailability explicitly documented and the metadata-only design are genuine complexity acknowledgments scoring high on C3. German federal research funding via Prototype Fund gives some institutional credibility. The bias allegations flagged in the dossier are themselves a signal of operating in contested information space.
48,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,62.8,59.8,+3,0.60,MEDIUM,none,criteria,"Quadratic voting is the mathematically optimal way to express preference intensity in group decisions -- this directly engages C3 (complexity-aware methodology) and C4 (cooperation-building through incentive design). The mechanism design principles are exactly what my constitution's C4 criterion describes. But deployment evidence is limited to organisational governance and DAOs, not institutional or governmental adoption. C3 and C4 are co-drivers. Open-source boost applies."
49,OpenCRVS,https://www.opencrvs.org,62,58,4,0.7,LOW,low,criteria,"Digital civil registration for low-resource settings deployed by multiple national governments -- this is foundational identity infrastructure serving the stateless and administratively invisible. C2 scores well for government infrastructure, C7 for explicit design for non-OECD contexts. Open-source with active development, recognised as a Digital Public Good, aligned with SDG 16.9. No AI involvement (rule-based system) so C1 at midpoint. Modifier 6 for open-source civic infrastructure. The honest acknowledgment of infrastructure investment requirements and connectivity dependencies earns Modifier 3 credit."
50,Worker Info Exchange,https://www.workerinfoexchange.org,62,56,6,0.7,LOW,none,criteria,"Amsterdam District Court ordering Uber to disclose algorithmic management data, and the first court order overturning an automated worker dismissal under GDPR -- these are landmark legal outcomes for algorithmic accountability. The 1.5 million+ trip audit across 258 drivers is rigorous methodology (C3). This directly addresses C1 concerns about AI in institutional decision-making and Modifier 2 (surveillance and opacity) by actively fighting accountability-free automation. Modifier 1 applies -- the litigation literally restores human oversight to automated decisions. The independently verified causation strength is rare and valuable."
51,Fundacion Ciudadania Inteligente,https://ciudadaniai.org,61.9,53.9,8,0.6,MEDIUM,none,criteria,"Latin American civic tech organization with real government partnerships in Chile and multiple countries. The Alianza por Algoritmos Inclusivos directly addresses AI bias, earning C1 consideration. Climate compliance tracking (Accion Climatica) and legislative monitoring tools are genuine policymaker advisory infrastructure (M5). Documented limitations about geographic variation in adoption show maturity. The non-OECD focus earns full C7 credit."
52,LittleSis,https://littlesis.org,61.8,58.8,3,0.75,LOW,medium,criteria,"LittleSis maps 200,000+ entities with relationship data tracking who-knows-who at the heights of business and government -- this is accountability infrastructure that makes power structures visible. The decade-plus track record, active 2026 commits, Washington Post and Guardian citations, and API give strong C6 maturity. The open-source community-curated model earns C4 and modifier marks. The honest acknowledgment of US-centric coverage and volunteer-dependent completeness is noted. I flag moderate popularity risk."
53,OpenBudgets.eu,https://openbudgets.eu,61.8,57.8,+4,0.65,MEDIUM,none,criteria,"European Commission partnership and use across EU member states for budget transparency gives this strong C2 credentials. The documented limitations around Eastern European adoption gaps and post-grant sustainability show honest self-assessment. But the last commit was June 2023 and there are sustainability concerns, which drags C6 down. C2 drives the score -- this is exactly the kind of institutional fiscal infrastructure I look for."
54,Privacy Badger,https://privacybadger.org,61.8,57.8,+4,0.70,LOW,medium,criteria,"The 2020 pivot from heuristic learning to pre-trained blocklist after Google's fingerprinting vulnerability disclosure is outstanding C3 evidence -- responding to a discovered failure mode by changing the fundamental approach. EFF provenance, decade-plus track record, and over a million users. C5 and C3 are co-drivers: this protects user autonomy against tracking while being epistemically honest about its own vulnerabilities. Moderately well-known; perhaps 5 points of documentation advantage."
55,Open Data Editor (ODE),https://okfn.org/en/projects/open-data-editor/,60.9,55.9,+5,0.70,LOW,none,criteria,"The Zagreb city government deployment and presence in 8+ countries including Cambodia and South Africa shows real cross-jurisdictional use, which is rare. The privacy-enhanced AI for data error detection is a responsible design choice. C2 is the primary driver -- this is open data infrastructure used by governments for transparency compliance. OKFN provenance and open-source status earn the M6 boost."
56,Overton,https://overton.io,60.9,55.9,+5,0.55,MEDIUM,none,modifier,"Overton's core function -- tracking how research evidence flows into policy documents -- is exactly the kind of policymaker advisory tool M5 rewards. The machine learning for policy classification raises C1 questions about methodology transparency, but the concept of connecting researchers to policymakers via evidence tracking is strong C2 material. Not open-source, which limits the civic infrastructure dimension. M5 (policy advisory) is the primary driver of the score boost."
57,Open Supply Hub,https://opensupplyhub.org,60.9,56.9,+4,0.65,MEDIUM,none,criteria,The Bangladesh Ministry of Labour partnership and adoption by major apparel brands for compliance tracking gives this genuine C2 credentials in supply chain accountability. The open data model for supply chain transparency is a cooperation-building mechanism under C4. Documented limitations about data quality variation and voluntary participation are honest. C2 is the driver. Open-source and international scope provide additional lift.
58,Security First / Umbrella,https://secfirst.org,60.9,56.9,+4,0.65,MEDIUM,none,criteria,Adopted by international press freedom organisations for journalists in conflict zones -- this is C5 at its most direct. The 40+ security topics covering digital and physical security for high-risk environments shows real deployment scope. The documented limitation that threat landscapes evolve rapidly is an honest C3 acknowledgment. Open-source status and global scope add further credit. C5 (protecting autonomy and community of at-risk journalists) is the primary driver.
59,Moral Machine,https://moralmachine.net,60.8,57.8,3,0.65,LOW,medium,criteria,"Moral Machine's 10+ million responses from 233 countries studying AI ethical decision-making is one of the most substantive empirical datasets on AI alignment preferences I have seen. The cross-cultural variation analysis tracked by country, age, gender, and education is genuine complexity acknowledgment scoring high on C3. The direct relevance to AI safety and autonomous vehicle governance earns above-midpoint C1. The documented self-selection bias limitation is honest. Modifier boost for complexity acknowledgment. I flag moderate popularity risk as a well-cited academic project."
60,Nyaaya,https://nyaaya.org,60.8,57.8,3,0.55,MEDIUM,none,criteria,"Nyaaya makes Indian law accessible to citizens who lack resources for professional legal counsel, with explicit attention to women, LGBTQI+, persons with disabilities, scheduled castes and tribes. The documented limitation that 30 crore Indians cannot read is one of the most honest complexity acknowledgments in this batch, earning high C3 marks. The OpenNyAI initiative using AI for justice is noted. The multi-language approach (Hindi, Kannada) with acknowledged English-language bias shows epistemic honesty. Open-source boost applies partially. India-specific scope with non-OECD context earns full C7 credit."
61,Stanford Participatory Budgeting Platform,https://github.com/stanfordcdt/pb,60.8,60.8,0,0.6,MEDIUM,none,criteria,"Deployed for participatory budgeting elections in multiple US cities, this open-source platform has real institutional adoption that I value in C6 and C2. The cooperation-building incentive design of participatory budgeting earns strong C4 marks. But the last commit was June 2023, the dossier lacks detailed policy outcomes beyond a general claim, and US-only scope limits C7. No AI involvement means C1 at midpoint."
62,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,60,56,4,0.75,LOW,medium,criteria,"HOT maps integrated into UN humanitarian response protocols represent institutional adoption at the highest level. OCHA, WHO, and national disaster management agency partnerships are strong C2 evidence. The project explicitly tracks data quality disparities and addresses coverage gaps -- genuine complexity acknowledgment (Modifier 3). Open-source with active development, decade-plus operation, international scope. The volunteer engagement sustainability limitation is honestly documented. Well-known project; stripping documentation advantage would lower this about 6 points."
63,PolicyKit,https://policykit.org,59.9,55.9,+4,0.55,MEDIUM,none,criteria,"PolicyKit's core concept -- enabling online communities to evolve their own governance rules -- is a direct instantiation of C4 (cooperation-building through incentive design). The design treats governance as a design variable, not a fixed constraint, which resonates with my interest in cooperation as a design choice. But deployment evidence is thin -- case studies and anecdotal causation only, limited scale. C4 is the driver. Open-source boost applies."
64,Who Targets Me Trends,https://trends.whotargets.me,59.9,56.9,+3,0.60,MEDIUM,none,criteria,"Tracking digital political advertising across Meta and Google in 60+ countries -- this is genuine C2 material for election integrity and ad transparency. The documented limitation about subscription-gated features and platform coverage limits is C3-positive. Supporting election monitoring in multiple countries shows real institutional utility. C2 is the primary driver. Not open-source, which limits the civic infrastructure dimension, but the cross-jurisdictional scope is strong."
