rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
22,Security First / Umbrella,https://secfirst.org,60.9,56.9,+4,0.65,MEDIUM,none,criteria,Adopted by international press freedom organisations for journalists in conflict zones -- this is C5 at its most direct. The 40+ security topics covering digital and physical security for high-risk environments shows real deployment scope. The documented limitation that threat landscapes evolve rapidly is an honest C3 acknowledgment. Open-source status and global scope add further credit. C5 (protecting autonomy and community of at-risk journalists) is the primary driver.
23,PolicyKit,https://policykit.org,59.9,55.9,+4,0.55,MEDIUM,none,criteria,"PolicyKit's core concept -- enabling online communities to evolve their own governance rules -- is a direct instantiation of C4 (cooperation-building through incentive design). The design treats governance as a design variable, not a fixed constraint, which resonates with my interest in cooperation as a design choice. But deployment evidence is thin -- case studies and anecdotal causation only, limited scale. C4 is the driver. Open-source boost applies."
24,Who Targets Me Trends,https://trends.whotargets.me,59.9,56.9,+3,0.60,MEDIUM,none,criteria,"Tracking digital political advertising across Meta and Google in 60+ countries -- this is genuine C2 material for election integrity and ad transparency. The documented limitation about subscription-gated features and platform coverage limits is C3-positive. Supporting election monitoring in multiple countries shows real institutional utility. C2 is the primary driver. Not open-source, which limits the civic infrastructure dimension, but the cross-jurisdictional scope is strong."
25,Open Standards for Data Guidebook,https://standards.theodi.org,58.9,53.9,+5,0.65,MEDIUM,none,criteria,"Funded by Innovate UK and maintained by ODI, this guidebook influences open data standards adoption across UK and international organisations. The documented limitations about scope and maintenance dependency show C3 quality. C2 is the driver: data standards are foundational institutional infrastructure. Open-source and globally applicable. The guidebook format limits C6 somewhat -- it is reference material, not a deployed platform -- but its influence on data governance practices is documented."
26,Schema.org,https://schema.org,58.9,54.9,+4,0.35,MEDIUM,high,criteria,"Schema.org is foundational web infrastructure -- structured data schemas used by every major search engine. C6 and C7 score maximally: it is deployed globally, actively maintained, and universally adopted. But the dossier is surprisingly thin for such a well-known project. C2 gets credit for enabling institutional data interoperability. My confidence here is heavily influenced by prior knowledge rather than dossier evidence; stripping familiarity, I would score 12 points lower. High popularity risk."
27,Open Council Network,https://opencouncil.network,57.9,53.9,+4,0.60,MEDIUM,none,criteria,"Partnerships with multiple UK local authorities for data sharing directly serves C2 -- making council decision-making transparent to citizens. The open-source codebase with recent commits (Nov 2025) shows active maintenance. But the documented limitation that coverage depends on council cooperation reveals a structural adoption barrier. C2 is the driver, with the open-source boost adding modest lift."
28,openparliament.ca,https://openparliament.ca/,57.9,53.9,+4,0.60,MEDIUM,none,criteria,"The AI-generated Hansard summaries come with an explicit warning that they may contain inaccuracies or total fabrications -- this is exactly the kind of epistemic honesty I weight heavily under C3. The project has been running for over a decade, which shows sustainability. But the dossier notes it is now less comprehensive than Parliament's own site, suggesting declining relevance. C3 is the primary driver for the honest AI labelling. The open-source boost applies."
29,sourceAFRICA,https://sourceafrica.net,57.9,53.9,+4,0.65,MEDIUM,none,criteria,"115,126 documents across 1.2 million pages with 47 contributing organisations -- Africa's premier document repository for investigative journalism. The quantified metrics and honest limitation about OCR errors show C3 quality. Open-source and serving non-OECD contexts gets full C7 credit. C5 is a co-driver: this infrastructure protects press freedom and civic accountability in contexts where it is most at risk. C6 is solid with real documented scale."
30,OA.Report,https://oa.report,55.9,52.9,+3,0.65,MEDIUM,none,criteria,"OA.Report's explicit documentation of its coverage limitations -- restricted to OpenAlex and Crossref, may miss OA variants -- is exactly the kind of epistemic honesty I look for under C3. It serves research funders tracking compliance, which gives it a modest C2 score for institutional infrastructure. But it is not open-source and has limited cooperation-building architecture, keeping the overall score moderate."
31,Open Access - Transparency International UK,https://openaccess.transparency.org.uk,53.9,53.9,+0,0.55,MEDIUM,none,criteria,"The connection to the Economic Crime (Transparency and Enforcement) Act 2022 is strong C2 evidence -- this is corporate transparency data that directly supported regulatory reform. But the dossier notes the platform appears inactive or offline as of 2026, which severely limits C6. The Transparency International provenance lends credibility, but a dead platform cannot score well on implementation maturity."
32,The Government Says,https://thegovernmentsays.com,53.0,49.0,+4,0.55,MEDIUM,none,criteria,Real-time aggregation of UK government press releases with GDS data access -- a specific government transparency tool. Open-source with November 2024 last commit. C2 is the driver: this directly monitors government communications for journalists and researchers. The documented policy outcome of supporting investigative journalism workflows is modest but real. The M6 open-source boost applies.
33,Plausible Analytics,https://plausible.io,53.0,50.0,+3,0.60,MEDIUM,none,criteria,"16,000 paying subscribers and 260 billion tracked pageviews with 99.99% uptime -- strong C6 numbers. The privacy-first design that avoids cookies and complies with GDPR/CCPA without consent banners is exactly C5 material: protecting attention and autonomy by refusing surveillance-based analytics. C5 is the primary driver. But this is a commercial product with limited civic or governmental relevance, keeping C2 low. Partial open-source status limits the M6 boost."
34,One Project,https://oneproject.org/,52.9,52.9,+0,0.50,MEDIUM,none,criteria,"The Horizon Fund's explicit tracking of funding distribution to underrepresented communities is a genuine cooperation-building mechanism, making C4 the primary driver. But the dossier is thin on implementation evidence -- the AI Commons publication is noted but there is no deployment data or institutional adoption evidence. Without stronger C6 evidence, this stays in the middle range."
35,Open Data Communities,https://opendatacommunities.org,52.0,49.0,+3,0.60,MEDIUM,none,criteria,"Operated directly by the Ministry of Housing -- about as strong a government partnership as you can get. But the dossier explicitly notes platform discontinuation announced for March 2025, with only EPC and IMD tools remaining. C6 collapses when the platform is being decommissioned. The decade-plus track record gives historical credit, and the policy outcomes around deprivation indices are real. C2 is the driver but C6 drags it down significantly."
36,Riseup,https://riseup.net,52.0,52.0,+0,0.50,MEDIUM,medium,criteria,"Riseup has been providing secure communications infrastructure for social movements for over a decade -- genuinely protective of activist autonomy and community. C5 is the clear driver: this explicitly exists to protect attention, autonomy, and community in the face of surveillance. The documented service disruptions show honest operational transparency. But it is only partial open-source, has no government engagement (by design), and the dossier lacks quantified impact. Moderately well-known in activist circles."
37,The Circuit,https://thecircuit.cc,52.0,52.0,+0,0.55,MEDIUM,none,criteria,Three million criminal cases from Cook County analysed for judicial patterns with disparity tracking -- this is exactly the kind of data-driven accountability C2 rewards. The observational methodology with no experimental design is honestly documented. The 2000-2018 data limitation is a clear scope acknowledgment. C2 and C3 are co-drivers: institutional accountability through data with honest methodological framing. But last commit was March 2021 and scope is highly local.
38,Snowdrift.coop,https://snowdrift.coop,50.1,47.1,+3,0.50,MEDIUM,none,criteria,"Crowdmatching for public goods is a genuinely novel mechanism design concept -- matching contributions only when enough others join, which is textbook C4 (cooperation-building through incentive design). The honest admission of alpha status and small patron base is good C3. But it has not launched full crowdmatching yet and has no outside projects enabled, so C6 is very low. C4 is the driver; the mechanism design is exactly what my constitution rewards, but undeployed."
39,Shareyourpaper.org,https://shareyourpaper.org,49.1,46.1,+3,0.35,HIGH,none,criteria,"The simplest way to legally share academic papers -- a focused tool with clear utility for open access. Open-source and internationally scoped. But the dossier is thin: no government partnerships, no policy outcomes, no documented limitations. The OA.Works connection (same ecosystem) gives some credibility, but on its own the evidence base is insufficient for high scores. Open-source boost applies."
40,Open Council Data UK,https://opencouncildata.co.uk,49.0,49.0,+0,0.50,MEDIUM,none,criteria,"Tracking 18,645 councillors across 369 councils with historical composition data back to 1973 is substantial scope. The database directly serves psephologists and researchers studying democratic representation, giving it solid C2 credentials. But it is not open-source, has no documented limitations, and the methodology is not described -- which limits C3. A useful resource but not infrastructure that builds cooperation or protects autonomy."
41,The Accountability Project,https://publicaccountability.org,49.0,49.0,+0,0.45,MEDIUM,none,criteria,"1.9 billion searchable public records for researchers and journalists is substantial civic data infrastructure. C2 is the primary driver: this directly enables government accountability research. But it is US-only, not open-source, and the dossier lacks detail on methodology or limitations. The data quality dependence on source agency reporting is an honest admission but the only documented limitation."
42,Radicle,https://radicle.xyz,48.1,45.1,+3,0.35,HIGH,none,criteria,"A peer-to-peer sovereign code forge is interesting C5 material -- it protects developer autonomy from platform dependency. But the dossier is very thin: no government partnerships, no policy outcomes, no documented limitations, no deployment evidence. The open-source status and decentralised architecture earn conceptual credit under C4 and C5, but high uncertainty from sparse evidence limits all scores."
43,Relational Tech Project,https://relationaltechproject.org,48.1,45.1,+3,0.35,HIGH,none,criteria,"Tools crafted by, with, and for neighbours -- the community-centred framing is strong C5 material. The focus on trust and care between neighbours is an unusual and specific articulation of what technology should protect. But the dossier has no deployment evidence, no policy outcomes, no documented limitations. C5 drives what score there is. Open-source boost applies but cannot compensate for thin implementation evidence."
44,Open Heart Mind (OHM),https://openheartmind.org,48.0,48.0,+0,0.50,HIGH,none,criteria,"The research question about training AI on participatory community value systems is genuinely novel under C3 -- it is asking the right epistemological question about whose values AI should reflect. The peer-review-as-contribution methodology is interesting for C4. But it is early-stage with only small pilot gatherings, no institutional adoption, and no validated outcomes. Thin C6 keeps the total moderate despite conceptual promise."
45,Open Letter,https://openletter.earth,48.0,48.0,+0,0.45,MEDIUM,none,criteria,"The documented policy outcomes -- a street made car-free in Schaerbeek, campaign results -- show this platform has facilitated real civic action. C5 (community protection) and C4 (cooperation-building) are the drivers since it enables collective civic voice. But the dossier is thin on methodology, no documented limitations, and not open-source. Moderate uncertainty about the platform's actual design and governance."
46,Parliament Watch Uganda,https://parliamentwatch.ug/,48.0,48.0,+0,0.35,HIGH,none,criteria,"A parliamentary monitoring platform for Uganda -- the concept clearly serves C2 (government transparency) and C5 (democratic participation). But the dossier is very thin: no government partnerships documented, no policy outcomes, not open-source, no methodology. Non-OECD context gives full C7 credit, but high uncertainty means I cannot confidently assess implementation quality. The thin evidence pulls scores down across most criteria."
47,PlanIT,https://planit.org.uk,48.0,48.0,+0,0.50,MEDIUM,none,criteria,"The Guardian coverage and 15+ council adoptions including London boroughs shows real historical deployment. But the website appears offline as of 2026, suggesting project discontinuation. C6 collapses for a potentially dead project. C2 is the driver based on documented government partnerships, but the current status uncertainty significantly limits the total score."
48,User Research Library,https://research.localgov.digital,48.0,48.0,+0,0.40,MEDIUM,none,criteria,"Hackney Council operating a shared repository of local government user research is a genuine knowledge commons for public service design. C2 is the driver: this supports evidence-based government service delivery. But the dossier is thin -- not open-source, limited to UK local government, no policy outcomes documented. The concept is right but the evidence of impact and reach is insufficient to score highly."
49,Right To Know,https://right-to-know.org,48.0,48.0,+0,0.45,MEDIUM,none,criteria,"Environmental health hazard discovery toolkit for communities -- the disparity tracking and environmental justice focus give this C5 credit. Policy outcomes around awareness-raising and campaign support are documented but vague. Not open-source, UK-only, and limited methodology documentation. C5 is the driver: this is specifically designed to protect communities from environmental harm by democratising hazard information."
50,Spartacus,https://spartacus.app,48.0,48.0,+0,0.35,HIGH,none,criteria,"Conditional commitments that activate only when enough people join -- this is a collective action mechanism that directly engages C4 (cooperation-building through incentive design). The mechanism design is interesting: it addresses the free-rider problem in civic mobilisation. But the dossier is thin, not open-source, no documented institutional use. C4 is the driver for the concept, but high uncertainty from sparse evidence limits the total."
51,Strike Map,https://strikemap.org,48.0,48.0,+0,0.45,MEDIUM,none,criteria,"The explicit disclaimer that it does not claim to document all strikes and acknowledges geographic unevenness is strong C3 material -- unusual honesty about data completeness in advocacy tools. Partial open-source. But US-only, no government partnerships, and the dossier lacks evidence of institutional adoption. C3 and C5 are co-drivers: documenting labour action with epistemic honesty while serving worker communities."
52,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,48.0,48.0,+0,0.35,HIGH,none,criteria,"An ODI report on stewarding trusted registers -- the concept directly serves C2 (institutional data infrastructure). But as a publication rather than a deployed tool, C6 is limited. The dossier is thin: not open-source, no policy outcomes documented, no deployment evidence. The ideas about transparency and collaboration in register management are C3-relevant but the evidence of impact is absent."
53,UrbanistAI,https://site.urbanistai.com,47.0,50.0,-3,0.50,MEDIUM,none,criteria,"Generative AI for participatory urban planning with a City of Zurich deployment -- the concept is compelling. But the dossier explicitly flags no published independent evaluation, limited AI transparency, and no public case study data. For a project deploying AI in civic planning contexts, the absence of documented safety methodology and bias mitigation is a C1 concern. M4 applies weakly for potential naive optimisation without system-level consideration. C2 scores for the government deployment but is limited by transparency gaps."
54,Tech Coops List,https://tech-coops.xyz,46.1,43.1,+3,0.40,MEDIUM,none,criteria,"A curated directory of worker-owned technology cooperatives -- the cooperative economics framing directly serves C4. The documented limitation about no systematic verification of coop claims shows modest C3 awareness. Open-source and internationally scoped. But this is a directory, not infrastructure -- C6 is limited by format. No government partnerships or policy outcomes documented."
55,Pursuance Project,https://pursuanceproject.org,45.2,42.2,+3,0.35,HIGH,none,criteria,"The concept of secure task management for activist collaboration has C4 and C5 appeal, but the last commit was January 2024 and the dossier is sparse. No government partnerships, no policy outcomes, no documented limitations. The open-source status is the only concrete positive signal beyond the concept. High uncertainty; I cannot assess implementation quality or actual adoption from what is available."
56,semanticClimate,https://semanticclimate.github.io,45.2,42.2,+3,0.30,HIGH,none,criteria,"Semantic search of climate science literature with AI involvement and open-source status. But the dossier is extremely thin -- no documented limitations, no government partnerships, no policy outcomes, no methodology described. The concept serves C2 (civic data for climate policy) but without evidence of deployment or institutional use, C6 is very low. Open-source boost applies but high uncertainty limits the total."
57,Spacetube,https://spacetu.be,45.2,42.2,+3,0.25,HIGH,none,criteria,"A group-to-group chat tool on Matrix for decentralised communication -- the concept protects community autonomy (C5) and the Matrix protocol choice signals cooperative infrastructure (C4). But the dossier is extremely thin: no deployment evidence, no documented limitations, no government partnerships, no policy outcomes. Open-source boost applies. High uncertainty from almost no usable evidence beyond the concept."
58,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,45.1,45.1,+0,0.30,HIGH,none,criteria,"Citizens Advice has genuine institutional credibility in the UK welfare advice space, but a Tableau public profile is a data visualisation output, not a platform or infrastructure project. The dossier is thin beyond identifying the entity. C2 gets modest credit because the underlying organisation serves policymakers, but I am scoring the project as listed, not the parent organisation. High uncertainty from thin evidence."
59,Pageviews Analysis,https://pageviews.wmcloud.org,43.2,40.2,+3,0.40,MEDIUM,none,criteria,"A useful Wikimedia tool for tracking public attention to Wikipedia articles, but it does not engage with institutional infrastructure, regulatory processes, or epistemic complexity in any meaningful way. The documented limitations about ad blocker interference and 10-page limits are noted but trivial. Open-source and internationally scoped, but the civic relevance is too indirect for strong scoring under my constitution."
60,River Sentiment Dashboard,https://riversentiment.app,43.1,43.1,+0,0.55,MEDIUM,none,criteria,"Combining social media sentiment analysis with Environment Agency ecological data for 450+ Thames basin rivers is an interesting data fusion approach. The documented limitations about English-only tweets, full river name requirements, and NLP accuracy dependence show good C3 awareness. But C1 takes a hit because the NLP sentiment analysis is deployed without documented accuracy validation in an advocacy context. Limited to Thames basin, no institutional adoption evidence. C3 drives the score."
61,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,43.1,45.1,-2,0.35,HIGH,none,criteria,"AI-powered opinion clustering that segments audiences into personas -- this raises C1 concerns about how AI categorisation affects democratic discourse. No documented safety methodology for the AI components. Brazil-specific, not open-source, anecdotal causation only. The participatory democracy framing gives C4 and C5 some credit, but the lack of transparency about AI model limitations and thin dossier limit the score. M4 applies weakly for naive AI segmentation."
62,Sci-Hub,https://sci-hub.se,43.0,48.0,-5,0.45,MEDIUM,high,criteria,"Sci-Hub genuinely serves C5 by democratising access to research, and decade-plus operation shows resilience. But the legal grey area is a structural problem: it operates outside regulatory frameworks rather than engaging with them, which limits C2. The dossier honestly notes it does not address underlying systemic publishing issues. M2 does not fully apply since this is not surveillance, but the accountability-free operation and legal circumvention warrant a modest negative modifier. High popularity risk; well-known status inflates confidence."
63,OSINT Framework,https://osintframework.com,42.2,39.2,+3,0.35,HIGH,none,criteria,"A curated directory of open-source intelligence tools with no formal documentation of limitations and manual curation that may have gaps. The dossier is thin -- no government partnerships, no policy outcomes, no methodology documentation. It serves investigators and journalists, which has civic value, but there is nothing here that engages with institutional infrastructure or epistemic complexity. The open-source boost is the only modifier. High uncertainty due to sparse evidence."
64,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,42.2,39.2,+3,0.45,MEDIUM,none,criteria,"Richard Pope's prototype for trade union and membership organisation tools -- the author honestly notes it was never quite finished. The last commit was February 2019. C6 collapses completely for an unfinished prototype with no deployment. The concept of collective action infrastructure for labour organising has C4 value, and the honest self-documentation of incompleteness earns modest C3 credit. Open-source boost applies but cannot save a non-deployed prototype."
65,soweego,https://soweego.readthedocs.io,41.2,38.2,+3,0.45,MEDIUM,none,criteria,Machine learning for entity linking between Wikidata and external catalogues -- only three catalogues supported and the project appears inactive since late 2021. The precision/recall metrics in academic papers show some C3 rigour. Open-source and globally applicable. But inactive projects with limited scope score low on C6. The last commit in December 2021 is a significant implementation maturity concern.
66,Remember to Vote,https://remembertovote.org.uk,41.2,41.2,+0,0.40,MEDIUM,none,criteria,"An SMS reminder service for polling stations and voter ID requirements -- straightforward civic infrastructure. The pilot-only status and limitation to May 2023 elections means C6 is very low. The methodology of evaluating impact on voter turnout shows C3 awareness, but there are no published results. C5 gets modest credit for supporting democratic participation. A promising concept with insufficient deployment evidence."
67,Timecounts,https://timecounts.org,40.2,40.2,+0,0.35,HIGH,none,criteria,"A volunteer management platform operating in 39+ countries, but the dossier notes no published impact studies and only a single testimonial from Oceanside Public Library. Not open-source, no government partnerships beyond library use. The commercial SaaS framing limits civic infrastructure credit. C4 gets modest credit for enabling volunteer coordination but without evidence of systemic impact, most criteria score low."
68,Objector.ai,https://objector.ai,40.2,42.2,-2,0.55,MEDIUM,none,criteria,"Objector.ai uses dual AI systems for planning objections without documented safety review or bias testing -- in a domain where AI-generated legal arguments affect real planning outcomes. That is a negative signal under C1. The Moylgrove community anecdote is encouraging but thin evidence. C5 scores reasonably since it genuinely empowers citizens against planning authorities, but the lack of transparency about AI model limitations triggers a mild M4 penalty for naive optimisation."
69,Parse The Bill,https://parsethebill.com,40.2,42.2,-2,0.45,MEDIUM,none,criteria,"AI-generated bill summaries with an explicit experimental status warning and advice to verify from raw documents -- that transparency earns C3 credit. But there is no documented safety review of the AI summarisation, no institutional adoption, and it is not open-source. The UK-only scope limits C7. C3 drives what score there is, but the unreviewed AI in a legislative context is a mild C1 concern. M4 applies weakly for potential naive optimisation."
70,Theft Bisect,https://onodi.co/bisect/,39.2,39.2,+0,0.60,MEDIUM,none,criteria,"A clever binary search tool that narrows 64 minutes of CCTV to 30 seconds in 10 seconds -- the performance metrics are unusually precise for a small project, which I appreciate. The GDPR concerns are honestly documented. But it is a niche tool aimed at British Transport Police with no institutional adoption yet, and C2 (regulatory infrastructure) barely applies. C3 gets credit for the documented limitations and honest framing of scope."
71,OpenAudience,https://openaudience.org,39.2,39.2,+0,0.35,HIGH,none,criteria,"The dossier is quite thin -- no government partnerships, no policy outcomes, no open-source status, and postcode privacy claims are noted as unverified. I cannot award much on C2 or C6 without evidence. The concept of open demographic audience data for campaigners is interesting for C4, but without deployment evidence or documented methodology, uncertainty is high and the score stays low."
72,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,39.2,39.2,+0,0.25,HIGH,none,criteria,"The dossier is extremely thin -- no government partnerships, no policy outcomes, no methodology, no open-source status, no documented limitations. The community resource sharing concept has C4 and C5 potential but I have almost nothing to score against. High uncertainty and low completeness mean every criterion scores near minimum except C1 midpoint."
