rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
30,Populate Tools,https://github.com/populatetools,70.1,63.9,6.2,0.73,LOW,LOW,c3,21,19,28,4,4,14,2,Populate Tools: implementation-first scoring; primary driver is C3 at 28/30 pts; deployment modifier M_IMPL=6.
31,Talk to the City,https://talktothecity.org,70.1,59.7,10.4,0.82,LOW,LOW,c3,19,15,23,4,5,14,6,Talk to the City: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 23/30 pts.
32,Aleph (OCCRP),https://aleph.occrp.org,69.4,66.0,3.5,0.82,LOW,LOW,c2,17,24,23,8,5,14,4,Aleph (OCCRP): implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=0.
33,AlgorithmWatch,https://algorithmwatch.org,69.4,57.6,11.8,0.91,LOW,LOW,c3,18,11,23,4,4,18,5,AlgorithmWatch: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 23/30 pts.
34,All Our Ideas,https://all-our-ideas.citizens.is,69.4,65.3,4.2,0.73,LOW,LOW,c3,17,23,28,4,4,14,4,All Our Ideas: implementation-first scoring; primary driver is C3 at 28/30 pts; deployment modifier M_IMPL=0.
35,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,69.4,57.6,11.8,0.73,LOW,LOW,c2,12,27,13,8,5,14,4,Gapminder Worldview Upgrader: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C2 at 27/30 pts.
36,Open Science Framework,https://osf.io,69.4,57.6,11.8,0.82,LOW,LOW,c2,14,20,16,6,4,18,5,Open Science Framework: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C2 at 20/30 pts.
37,OpenProcurement,https://openprocurement.io,68.8,62.5,6.2,0.73,LOW,LOW,c3,18,20,24,4,5,14,5,OpenProcurement: implementation-first scoring; primary driver is C3 at 24/30 pts; deployment modifier M_IMPL=6.
38,PolicyEngine,https://policyengine.org/uk,68.8,61.1,7.6,0.82,LOW,LOW,c2,17,24,16,6,4,18,3,PolicyEngine: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=6.
39,CiviCRM,https://civicrm.org,68.1,63.9,4.2,0.82,LOW,LOW,c2,17,24,23,4,4,14,6,CiviCRM: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=0.
40,Framework for Meaningful Engagement 2.0,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,68.1,60.4,7.6,0.73,LOW,LOW,c1,20,16,19,10,3,14,5,Framework for Meaningful Engagement 2.0: implementation-first scoring; primary driver is C1 at 20/30 pts; deployment modifier M_IMPL=6.
41,ClimateAction.Tech,https://climateaction.tech,67.4,63.9,3.5,0.64,LOW,LOW,c2,24,30,10,4,3,15,6,ClimateAction.Tech: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 30/30 pts is the criteria driver.
42,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,67.4,59.0,8.3,0.64,LOW,LOW,c3,21,19,23,4,2,14,2,Groupthink (OpenPolitics Votebot): implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=4.
43,Matrix,https://matrix.org,67.4,55.6,11.8,0.82,LOW,LOW,c2,12,20,16,8,4,14,6,Matrix: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C2 at 20/30 pts.
44,OpenCRVS,https://www.opencrvs.org,67.4,61.1,6.2,0.82,LOW,LOW,c2,21,24,13,6,4,14,6,OpenCRVS: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=6.
45,Contracts for Data Collaboration,https://contractsfordatacollaboration.org,66.7,64.6,2.1,0.73,LOW,LOW,c3,16,19,23,4,4,22,5,Contracts for Data Collaboration: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
46,Diia,https://expo.diia.gov.ua,66.7,59.0,7.6,0.73,LOW,LOW,c2,17,24,16,8,4,14,2,Diia: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=6.
47,Frankenstein Bill,https://gordonguthrie.github.io/frankensteinbill,66.7,60.4,6.2,0.73,LOW,LOW,c2,18,23,20,4,5,14,3,Frankenstein Bill: implementation-first scoring; primary driver is C2 at 23/30 pts; deployment modifier M_IMPL=6.
48,Principles for Public Participation in Procurement of AI,https://p4ai.net,66.7,58.3,8.3,0.64,LOW,LOW,c3,17,16,24,4,4,14,5,Principles for Public Participation in Procurement of AI: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 24/30 pts.
49,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,66.0,58.3,7.6,0.82,LOW,LOW,c2,14,24,19,4,4,14,5,DISARM Frameworks: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=6.
50,oTree,https://www.otree.org,66.0,59.7,6.2,0.73,LOW,LOW,c2,14,24,19,4,5,14,6,oTree: strong government adoption evidence earns M_IMPL boost of +9 (implementation-first); primary driver is C2 at 24/30 pts.
51,Stanford Participatory Budgeting Platform,https://github.com/stanfordcdt/pb,66.0,63.9,2.1,0.73,LOW,LOW,c3,21,19,28,4,4,14,2,Stanford Participatory Budgeting Platform: implementation-first scoring; primary driver is C3 at 28/30 pts; deployment modifier M_IMPL=0.
52,Ushahidi,https://www.ushahidi.com,66.0,58.3,7.6,0.91,LOW,LOW,c3,15,15,23,6,5,14,6,Ushahidi: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=6.
53,WhatDoTheyKnow,https://www.whatdotheyknow.com,66.0,63.9,2.1,0.73,LOW,LOW,c1,24,20,23,4,5,14,2,WhatDoTheyKnow: implementation-first scoring; primary driver is C1 at 24/30 pts; deployment modifier M_IMPL=0.
54,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,65.3,59.0,6.2,0.73,LOW,LOW,c2,18,23,16,4,5,14,5,Community Notes (Birdwatch) Analysis Tool: implementation-first scoring; primary driver is C2 at 23/30 pts; deployment modifier M_IMPL=6.
55,Give Food,https://www.givefood.org.uk,65.3,55.6,9.7,0.82,LOW,LOW,c1,19,14,16,6,5,18,2,Give Food: implementation-first scoring; primary driver is C1 at 19/30 pts; deployment modifier M_IMPL=6.
56,Security First / Umbrella,https://secfirst.org,65.3,56.9,8.3,0.73,LOW,LOW,c2,21,24,10,6,3,14,4,Security First / Umbrella: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=4.
57,Tech Coops List,https://tech-coops.xyz,65.3,68.8,-3.5,0.64,LOW,LOW,c2,25,27,20,4,3,14,6,Tech Coops List: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 27/30 pts is the criteria driver.
58,Wikidata,https://www.wikidata.org,65.3,65.3,0.0,0.82,LOW,LOW,c2,20,24,16,8,4,18,4,Wikidata: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=0.
59,Mastodon,https://github.com/mastodon/mastodon,64.6,56.9,7.6,0.82,LOW,LOW,c2,15,20,13,10,4,14,6,Mastodon: implementation-first scoring; primary driver is C2 at 20/30 pts; deployment modifier M_IMPL=6.
60,deliberAIde,https://www.deliberaide.com,63.9,52.1,11.8,0.73,LOW,LOW,c3,19,2,23,8,4,14,5,deliberAIde: strong government adoption evidence earns M_IMPL boost of +9 (implementation-first); primary driver is C3 at 23/30 pts.
61,Mastodon C,https://www.mastodonc.com,63.9,57.6,6.2,0.82,LOW,LOW,c3,14,11,28,4,5,18,3,Mastodon C: implementation-first scoring; primary driver is C3 at 28/30 pts; deployment modifier M_IMPL=6.
62,Open Council Network,https://opencouncil.network,63.9,61.8,2.1,0.73,LOW,LOW,c3,21,20,23,4,5,14,2,Open Council Network: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
63,Participa (Podemos),https://github.com/podemos-info/participa,63.9,63.9,0.0,0.73,LOW,LOW,c3,21,19,23,10,2,14,3,Participa (Podemos): limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
64,The Government Says,https://thegovernmentsays.com,63.9,61.8,2.1,0.73,LOW,LOW,c2,21,23,16,4,5,18,2,The Government Says: implementation-first scoring; primary driver is C2 at 23/30 pts; deployment modifier M_IMPL=0.
65,TheyWorkForYou,https://www.theyworkforyou.com,63.9,57.6,6.2,0.82,LOW,LOW,c3,19,15,23,4,5,14,3,TheyWorkForYou: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=6.
66,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,63.2,56.9,6.2,0.73,LOW,LOW,c2,20,24,13,4,3,14,4,Abstract Wikipedia: implementation-first scoring; primary driver is C2 at 24/30 pts; deployment modifier M_IMPL=4.
67,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,63.2,56.9,6.2,0.73,LOW,LOW,c1,21,19,13,6,4,14,5,Data Observation Toolkit (DOT): implementation-first scoring; primary driver is C1 at 21/30 pts; deployment modifier M_IMPL=6.
68,Fairbnb.coop,https://fairbnb.coop,63.2,56.2,6.9,0.91,LOW,LOW,c2,12,21,13,8,5,18,4,Fairbnb.coop: implementation-first scoring; primary driver is C2 at 21/30 pts; deployment modifier M_IMPL=0.
69,ODK (Open Data Kit),https://getodk.org,63.2,60.4,2.8,0.73,LOW,LOW,c2,18,20,19,4,4,18,4,ODK (Open Data Kit): implementation-first scoring; primary driver is C2 at 20/30 pts; deployment modifier M_IMPL=0.
70,Open Contracting Partnership,https://www.open-contracting.org,63.2,57.6,5.6,0.91,LOW,LOW,c1,19,11,19,6,4,18,6,Open Contracting Partnership: implementation-first scoring; primary driver is C1 at 19/30 pts; deployment modifier M_IMPL=0.
71,Fundación Ciudadanía Inteligente,https://ciudadaniai.org,62.5,59.0,3.5,0.91,LOW,LOW,c3,15,11,28,8,5,14,4,Fundación Ciudadanía Inteligente: implementation-first scoring; primary driver is C3 at 28/30 pts; deployment modifier M_IMPL=0.
72,Awesome UK Government Datasets,https://github.com/i-dot-ai/awesome-gov-datasets,61.8,59.7,2.1,0.82,LOW,LOW,c3,18,20,23,4,5,14,2,Awesome UK Government Datasets: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
73,Ethelo,https://ethelo.com,61.8,56.2,5.6,0.91,LOW,LOW,c3,22,10,23,4,5,14,3,Ethelo: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
74,Murmurations Protocol,https://murmurations.network,61.8,61.8,0.0,0.64,LOW,LOW,c2,18,26,19,4,2,14,6,Murmurations Protocol: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 26/30 pts is the criteria driver.
75,Open Access – Transparency International UK,https://openaccess.transparency.org.uk,61.8,51.4,10.4,0.73,LOW,LOW,c3,17,2,28,4,3,18,2,Open Access – Transparency International UK: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 28/30 pts.
76,Open Ownership,https://www.openownership.org,61.8,58.3,3.5,0.91,LOW,LOW,c3,13,10,23,6,5,22,5,Open Ownership: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
77,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,61.8,65.3,-3.5,0.73,LOW,LOW,c3,21,19,23,4,3,22,2,OpenElections Leaflet Scraper and Parser: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
78,Campaign Tracker,https://www.campaigntracker.nl/en,61.1,51.4,9.7,0.91,LOW,LOW,c1,19,14,16,4,5,14,2,Campaign Tracker: implementation-first scoring; primary driver is C1 at 19/30 pts; deployment modifier M_IMPL=6.
79,CKAN,https://ckan.org,61.1,57.6,3.5,0.73,LOW,LOW,c2,15,20,16,8,4,14,6,CKAN: implementation-first scoring; primary driver is C2 at 20/30 pts; deployment modifier M_IMPL=0.
80,Creative Commons,https://creativecommons.org,61.1,49.3,11.8,0.91,LOW,LOW,c3,12,15,16,4,4,14,6,Creative Commons: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 16/30 pts.
81,Open Collective,https://opencollective.com,61.1,62.5,-1.4,0.64,LOW,LOW,c2,17,30,13,4,2,18,6,Open Collective: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 30/30 pts is the criteria driver.
