rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
59,OpenAudience,https://openaudience.org,33.3,38.9,-5.6,0.55,MEDIUM,LOW,c3,12,2,20,4,2,14,2,OpenAudience: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 20/30 pts is the criteria driver.
60,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c3,15,2,16,4,2,14,2,Citizens Advice Tableau Public Profile: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 16/30 pts is the criteria driver.
61,DoGooder,https://dogooder.co,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c1,15,2,13,4,2,14,5,DoGooder: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 15/30 pts is the criteria driver.
62,FixMyBlock,https://fixmyblock.org,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c1,18,2,13,4,2,14,2,FixMyBlock: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 18/30 pts is the criteria driver.
63,Ladder Hub,https://ladderhub.org/,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c1,20,2,10,4,2,15,2,Ladder Hub: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 20/30 pts is the criteria driver.
64,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c3,12,2,16,4,2,15,4,Local Deep Researcher: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 16/30 pts is the criteria driver.
65,OpenOrigins,https://www.openorigins.com,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c1,15,2,13,4,2,14,5,OpenOrigins: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 15/30 pts is the criteria driver.
66,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c6,12,2,13,4,2,18,4,Registers and collaboration: making lists we can trust: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 18/30 pts is the criteria driver.
67,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,32.6,38.2,-5.6,0.55,MEDIUM,LOW,c3,12,2,16,4,2,14,5,Understanding Your Morality: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 16/30 pts is the criteria driver.
68,Shared Digital Guides,https://www.shareddigitalguides.org.uk,31.9,37.5,-5.6,0.64,LOW,LOW,c3,10,6,16,4,2,14,2,Shared Digital Guides: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 16/30 pts is the criteria driver.
69,WorkInCharities,https://www.workincharities.co.uk,31.9,37.5,-5.6,0.55,MEDIUM,LOW,c1,15,6,10,4,2,14,3,WorkInCharities: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 15/30 pts is the criteria driver.
70,Collab.Land,https://collab.land,31.2,36.8,-5.6,0.55,MEDIUM,LOW,c6,12,2,10,4,2,18,5,Collab.Land: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 18/30 pts is the criteria driver.
71,Consciousness Evolution Operating System (ConSoc),https://www.consoc.io,31.2,36.8,-5.6,0.36,HIGH,LOW,c6,12,9,10,4,2,14,2,Consciousness Evolution Operating System (ConSoc): limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 14/30 pts is the criteria driver.
72,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,31.2,36.8,-5.6,0.55,MEDIUM,LOW,c6,12,6,13,4,2,14,2,Keep It In The Community: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 14/30 pts is the criteria driver.
73,PolicyMogul,https://policymogul.com,31.2,36.8,-5.6,0.55,MEDIUM,LOW,c3,12,2,16,4,2,15,2,PolicyMogul: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 16/30 pts is the criteria driver.
74,FarmerChat,https://farmerchat.digitalgreen.org,30.6,36.1,-5.6,0.55,MEDIUM,LOW,c1,15,2,10,4,2,14,5,FarmerChat: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 15/30 pts is the criteria driver.
75,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,29.9,35.4,-5.6,0.55,MEDIUM,LOW,c6,12,2,13,4,2,14,4,Responsible Tech Guide 2025: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 14/30 pts is the criteria driver.
76,,https://tracking-template-38b4c.web.app,29.2,34.7,-5.6,0.18,HIGH,LOW,c6,12,2,13,4,2,15,2,None: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 15/30 pts is the criteria driver.
77,Unknown Academic Paper (SSRN 5351275),https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,29.2,34.7,-5.6,0.27,HIGH,LOW,c6,12,2,13,4,2,15,2,Unknown Academic Paper (SSRN 5351275): limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 15/30 pts is the criteria driver.
78,verification-report,,29.2,34.7,-5.6,0.18,HIGH,LOW,c6,12,2,13,4,2,15,2,This project: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 15/30 pts is the criteria driver.
79,Yoti,https://www.yoti.com,28.5,35.4,-6.9,0.64,LOW,LOW,c6,10,2,10,6,4,14,5,Yoti: implementation-first scoring; primary driver is C6 at 14/30 pts; deployment modifier M_IMPL=0.
