rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
26,Schema.org,https://schema.org,47.9,53.5,-5.6,0.45,MEDIUM,LOW,c2,14,27,10,4,2,18,2,Schema.org: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 27/30 pts is the criteria driver.
27,Deliberation & Technology (DelibTech) Network,https://www.demnext.org/projects/delibtech-network,47.2,50.7,-3.5,0.64,LOW,LOW,c3,19,2,28,4,2,14,4,Deliberation & Technology (DelibTech) Network: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 28/30 pts is the criteria driver.
28,GOV.UK One Login,https://www.sign-in.service.gov.uk,47.2,47.2,0.0,0.82,LOW,HIGH,c3,13,11,19,4,5,14,2,GOV.UK One Login: implementation-first scoring; primary driver is C3 at 19/30 pts; deployment modifier M_IMPL=0.
29,LittleSis,https://littlesis.org,47.2,52.8,-5.6,0.73,LOW,LOW,c2,14,20,20,4,2,14,2,LittleSis: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 20/30 pts is the criteria driver.
30,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,47.2,45.1,2.1,0.64,LOW,LOW,c3,19,2,20,4,4,14,2,Marks Out Of Tenancy: implementation-first scoring; primary driver is C3 at 20/30 pts; deployment modifier M_IMPL=0.
31,Neighbourhood Warmth,https://www.mysociety.org/climate/neighbourhood-warmth,47.2,45.1,2.1,0.64,LOW,LOW,c3,19,2,20,4,4,14,2,Neighbourhood Warmth: implementation-first scoring; primary driver is C3 at 20/30 pts; deployment modifier M_IMPL=0.
32,Radicle,https://radicle.xyz,47.2,50.7,-3.5,0.64,LOW,LOW,c2,18,20,10,4,3,14,4,Radicle: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 20/30 pts is the criteria driver.
33,Service Manual,https://www.gov.uk/service-manual,47.2,47.2,0.0,0.73,LOW,LOW,c3,15,10,19,4,4,14,2,Service Manual: implementation-first scoring; primary driver is C3 at 19/30 pts; deployment modifier M_IMPL=0.
34,youtube-dl,https://github.com/ytdl-org/youtube-dl,47.2,50.7,-3.5,0.64,LOW,LOW,c2,18,20,10,4,3,14,4,youtube-dl: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 20/30 pts is the criteria driver.
35,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,46.5,50.0,-3.5,0.64,LOW,LOW,c2,18,19,13,4,2,14,2,Beckton: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
36,CharmVerse,https://charmverse.io/,46.5,52.1,-5.6,0.73,LOW,LOW,c3,15,11,23,4,2,15,5,CharmVerse: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
37,django-collaborative,https://github.com/propublica/django-collaborative,46.5,52.1,-5.6,0.64,LOW,LOW,c2,14,19,16,4,2,18,2,django-collaborative: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
38,EDGAR,https://github.com/bellingcat/edgar,46.5,52.1,-5.6,0.55,MEDIUM,LOW,c2,12,24,16,4,3,14,2,EDGAR: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 24/30 pts is the criteria driver.
39,GOV.UK Pay,https://www.payments.service.gov.uk,46.5,46.5,0.0,0.82,LOW,LOW,c3,13,11,19,4,4,14,2,GOV.UK Pay: implementation-first scoring; primary driver is C3 at 19/30 pts; deployment modifier M_IMPL=0.
40,Manifold Markets,https://manifold.markets,46.5,52.1,-5.6,0.73,LOW,LOW,c3,15,15,20,4,2,14,5,Manifold Markets: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 20/30 pts is the criteria driver.
41,Members' Interests,https://membersinterests.org.uk,46.5,42.4,4.2,0.73,LOW,LOW,c3,15,2,20,4,4,14,2,Members' Interests: implementation-first scoring; primary driver is C3 at 20/30 pts; deployment modifier M_IMPL=6.
42,Nook CRM,https://nookcrm.com,46.5,52.1,-5.6,0.64,LOW,LOW,c3,12,10,23,4,2,22,2,Nook CRM: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
43,Nym,https://nymtech.net,46.5,52.1,-5.6,0.55,MEDIUM,LOW,c2,14,27,10,4,2,14,4,Nym: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 27/30 pts is the criteria driver.
44,Choose a License,https://choosealicense.com,45.8,49.3,-3.5,0.73,LOW,LOW,c1,16,15,13,4,3,15,5,Choose a License: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 16/30 pts is the criteria driver.
45,GOV.UK Forms,https://www.forms.service.gov.uk,45.8,45.8,0.0,0.82,LOW,LOW,c3,15,11,16,4,4,14,2,GOV.UK Forms: implementation-first scoring; primary driver is C3 at 16/30 pts; deployment modifier M_IMPL=0.
46,Local Intelligence Hub,https://www.localintelligencehub.com,45.8,49.3,-3.5,0.64,LOW,LOW,c3,16,10,23,4,2,14,2,Local Intelligence Hub: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
47,Mapped,https://mapped.commonknowledge.coop,45.8,49.3,-3.5,0.73,LOW,LOW,c3,16,10,23,4,2,14,2,Mapped: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
48,Parse The Bill,https://parsethebill.com,45.8,49.3,-3.5,0.64,LOW,LOW,c3,19,2,28,4,2,14,2,Parse The Bill: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 28/30 pts is the criteria driver.
49,Pear by Holepunch,https://docs.holepunch.to,45.8,49.3,-3.5,0.64,LOW,LOW,c2,18,19,10,4,2,14,4,Pear by Holepunch: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
50,Remember to Vote,https://remembertovote.org.uk,45.8,49.3,-3.5,0.55,MEDIUM,LOW,c3,19,2,28,4,2,14,2,Remember to Vote: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 28/30 pts is the criteria driver.
51,Full Fact AI,https://fullfact.org/ai,45.1,41.7,3.5,0.73,LOW,LOW,c3,12,2,16,6,4,14,6,Full Fact AI: implementation-first scoring; primary driver is C3 at 16/30 pts; deployment modifier M_IMPL=0.
52,Go Vocal,https://www.govocal.com,45.1,45.1,0.0,0.82,LOW,LOW,c3,13,2,23,4,4,14,5,Go Vocal: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
53,Modular Politics,https://arxiv.org/abs/2005.13701,45.1,48.6,-3.5,0.55,MEDIUM,LOW,c6,16,2,20,4,2,22,4,Modular Politics: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 22/30 pts is the criteria driver.
54,The Commons Social Change Library,https://commonslibrary.org,45.1,48.6,-3.5,0.55,MEDIUM,LOW,c3,19,6,20,4,2,14,5,The Commons Social Change Library: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 20/30 pts is the criteria driver.
55,Find local consultations,https://gov.uk/find-local-consultations,44.4,44.4,0.0,0.64,LOW,LOW,c3,15,2,23,4,4,14,2,Find local consultations: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=0.
56,Fission Codes,https://github.com/fission-codes/fission-codes,44.4,47.9,-3.5,0.64,LOW,LOW,c2,18,19,10,4,2,14,2,Fission Codes: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
57,Global Fact-Check Bot (GFC),https://globalfactcheck.bot/,44.4,45.8,-1.4,0.64,LOW,LOW,c1,18,9,13,6,2,14,4,Global Fact-Check Bot (GFC): limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 18/30 pts is the criteria driver.
58,In the news,https://en.wikipedia.org/wiki/wikipedia:in_the_news,44.4,47.9,-3.5,0.55,MEDIUM,LOW,c1,18,16,10,4,2,15,4,In the news: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 18/30 pts is the criteria driver.
59,Polimorphic,https://www.polimorphic.com,44.4,36.1,8.3,0.73,LOW,LOW,c3,10,2,16,4,4,14,2,Polimorphic: strong government adoption evidence earns M_IMPL boost of +12 (implementation-first); primary driver is C3 at 16/30 pts.
60,Sugartrail,https://github.com/ribenamaplesyrup/sugartrail,44.4,50.0,-5.6,0.64,LOW,LOW,c2,14,19,13,4,2,18,2,Sugartrail: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
61,Timecounts,https://timecounts.org,44.4,47.9,-3.5,0.55,MEDIUM,LOW,c3,19,2,23,4,2,14,5,Timecounts: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
62,Collaborative Data Patterns,https://collaborative-data.theodi.org,43.8,47.2,-3.5,0.64,LOW,LOW,c3,19,2,23,4,2,14,4,Collaborative Data Patterns: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
63,Esper,https://esper.com/product,43.8,41.7,2.1,0.64,LOW,LOW,c1,17,2,16,4,4,14,3,Esper: implementation-first scoring; primary driver is C1 at 17/30 pts; deployment modifier M_IMPL=0.
64,Granicus,https://granicus.com/uk,43.8,43.8,0.0,0.64,LOW,LOW,c3,15,2,19,4,4,14,5,Granicus: implementation-first scoring; primary driver is C3 at 19/30 pts; deployment modifier M_IMPL=0.
65,The Accountability Project,https://publicaccountability.org,43.8,47.2,-3.5,0.55,MEDIUM,LOW,c6,16,2,19,4,2,22,3,The Accountability Project: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C6 at 22/30 pts is the criteria driver.
66,Worker Info Exchange,https://www.workerinfoexchange.org,43.8,47.2,-3.5,0.55,MEDIUM,LOW,c3,19,2,20,4,2,18,3,Worker Info Exchange: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 20/30 pts is the criteria driver.
67,Bluesky,https://bsky.app,43.1,45.1,-2.1,0.82,LOW,LOW,c1,15,11,13,4,2,14,6,Bluesky: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 15/30 pts is the criteria driver.
68,Kagi SlopStop,https://blog.kagi.com/slopstop,43.1,43.1,0.0,0.82,LOW,LOW,c1,16,10,10,4,2,14,6,Kagi SlopStop: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 16/30 pts is the criteria driver.
69,OA.Report,https://oa.report,43.1,46.5,-3.5,0.55,MEDIUM,LOW,c3,16,2,23,4,2,15,5,OA.Report: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
70,Riseup,https://riseup.net,43.1,46.5,-3.5,0.73,LOW,LOW,c1,19,14,10,4,2,14,4,Riseup: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 19/30 pts is the criteria driver.
71,soweego,https://soweego.readthedocs.io,43.1,48.6,-5.6,0.73,LOW,LOW,c2,14,19,13,4,2,14,4,soweego: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C2 at 19/30 pts is the criteria driver.
72,UK Parliament Developer Portal,https://developer.parliament.uk,43.1,44.4,-1.4,0.64,LOW,LOW,c3,15,2,23,4,3,14,3,UK Parliament Developer Portal: implementation-first scoring; primary driver is C3 at 23/30 pts; deployment modifier M_IMPL=-2.
73,Vote for Policies,https://voteforpolicies.org.uk,43.1,46.5,-3.5,0.55,MEDIUM,LOW,c3,19,2,23,4,2,14,3,Vote for Policies: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
74,WardWatch,https://wardwatch.uk,43.1,46.5,-3.5,0.64,LOW,LOW,c3,19,2,23,4,2,14,3,WardWatch: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
75,Who Targets Me Trends,https://trends.whotargets.me,43.1,46.5,-3.5,0.55,MEDIUM,LOW,c1,19,2,19,4,2,18,3,Who Targets Me Trends: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C1 at 19/30 pts is the criteria driver.
76,Community Tech,https://www.communitytech.network,42.4,45.8,-3.5,0.55,MEDIUM,LOW,c3,19,2,23,4,2,14,2,Community Tech: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
77,GOV.UK Notify,https://www.notifications.service.gov.uk,42.4,42.4,0.0,0.82,LOW,LOW,c3,10,11,16,4,4,14,2,GOV.UK Notify: implementation-first scoring; primary driver is C3 at 16/30 pts; deployment modifier M_IMPL=0.
78,GovWise,https://www.govwise.ai/en,42.4,40.3,2.1,0.73,LOW,LOW,c1,16,2,16,4,4,14,2,GovWise: implementation-first scoring; primary driver is C1 at 16/30 pts; deployment modifier M_IMPL=0.
79,Objector.ai,https://www.objector.ai,42.4,45.8,-3.5,0.64,LOW,LOW,c3,19,2,23,4,2,14,2,Objector.ai: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
80,Objector.ai,https://objector.ai,42.4,45.8,-3.5,0.64,LOW,LOW,c3,19,2,23,4,2,14,2,Objector.ai: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
81,Open Council Data UK,https://opencouncildata.co.uk,42.4,45.8,-3.5,0.55,MEDIUM,LOW,c3,19,2,23,4,2,14,2,Open Council Data UK: limited deployment evidence means M_IMPL reduce of -8 under implementation-first framing; C3 at 23/30 pts is the criteria driver.
