rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
54,https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics Votebot),68,68,0,0.92,LOW,LOW,criteria,"As a tool/platform, Groupthink (OpenPolitics Votebot) reaches citizens, political activists, open source contributors. That audience-delivery pairing partially matches my evidence-legibility focus — I care about how information reaches non-specialists. But methodology transparency is only moderately demonstrated."
55,https://github.com/stanfordcdt/pb,Stanford Participatory Budgeting Platform,68,68,0,1.0,LOW,LOW,criteria,"As a platform, Stanford Participatory Budgeting Platform reaches citizens, city governments, civic organizations. That audience-delivery pairing partially matches my evidence-legibility focus — I care about how information reaches non-specialists. But methodology transparency is only moderately demonstrated."
56,https://humbledata.org,Humble Data Workshop,68,63,5,0.75,LOW,MEDIUM,criteria,"The political relevance of Humble Data Workshop is clear: Humble Data Workshop provides technology infrastructure relevant to civic and political pr. My constitution cares about evidence legibility in political contexts, and this project delivers on that, though methodology documentation is thin."
57,https://openprocurement.io,OpenProcurement,68,68,0,1.0,LOW,MEDIUM,criteria,"Institutional adoption by Ukrainian Ministry of Economic Development and Trade tells me OpenProcurement is not just a prototype. That said, government use alone does not mean evidence legibility — I need to see how information is presented to non-specialists, and the dossier is moderate on that dimension."
58,https://quadraticvote.radicalxchange.org,RxC Quadratic Voting,68,68,0,0.92,LOW,LOW,criteria,"At 68 points, RxC Quadratic Voting sits in the middle tier. Its participatory democracy orientation gives it partial alignment with my criteria, but I cannot find strong evidence of the methodological transparency or visualisation quality that would push it higher."
59,https://www.mptwitterbios.co.uk,MP Twitter Bios,68,60,8,0.75,LOW,MEDIUM,criteria,"Founded 2023 with academic funding, MP Twitter Bios has operational durability. My criteria score of 60 reflectsstrong evidence legibility alignment — the database, report format helps. Modifier adjustment: +8."
60,https://www.open-contracting.org,Open Contracting Partnership,68,68,0,1.0,LOW,MEDIUM,criteria,"Institutional adoption by Government of Brazil tells me Open Contracting Partnership is not just a prototype. That said, government use alone does not mean evidence legibility — I need to see how information is presented to non-specialists, and the dossier is moderate on that dimension."
61,https://www.opencrvs.org,OpenCRVS,68,68,0,1.0,LOW,LOW,criteria,OpenCRVS operates under a subsidiary of a larger organisation governance with genuinely open-source code — that combination satisfies criteria 3 (open data/infrastructure) and 8 (participatory accountability). The remaining gap is on evidence legibility: it does not yet have the visual evidence-communication layer that my constitution prioritises most.
62,https://www.otree.org,oTree,68,68,0,0.83,LOW,LOW,criteria,"As a tool/platform, oTree reaches researchers, academics, economists. That audience-delivery pairing partially matches my evidence-legibility focus — I care about how information reaches non-specialists. But methodology transparency is only moderately demonstrated."
63,https://bsky.app,Bluesky,67,57,10,0.75,LOW,HIGH,criteria,"The political relevance of Bluesky is clear: Addresses threats to digital autonomy and privacy rights that affect civic participation a. My constitution cares about evidence legibility in political contexts, and this project delivers on that, though methodology documentation is thin."
64,https://coralproject.net,Coral,67,67,0,0.92,LOW,MEDIUM,criteria,"Deployed across United States, United Kingdom, Canada, Coral has the cross-jurisdictional footprint that activates my global development criterion (C7). Its platform partially serves evidence communication, though I would need stronger visualisation to push it higher."
65,https://github.com/podemos-info/participa,Participa (Podemos),67,67,0,0.92,LOW,LOW,criteria,"Founded 2015 with political party funding funding, Participa (Podemos) has operational durability. My criteria score of 67 reflectsstrong evidence legibility alignment — the web application, Ruby on Rails, Android app (Phonegap) format helps. Modifier adjustment: +0."
66,https://openparliament.ca,openparliament.ca,67,67,0,0.75,LOW,LOW,criteria,"I score openparliament.ca at 67 because its work on parliamentary transparency, open government, civic engagement partially aligns with my evidence-legibility criteria, but does not reach the top tier. The criteria-modifier split is 67/0."
67,https://thegovernmentsays.com,The Government Says,67,67,0,1.0,LOW,LOW,criteria,"Founded 2014 with grant-based funding, The Government Says has operational durability. My criteria score of 67 reflectsstrong evidence legibility alignment — the platform, database, api format helps. Modifier adjustment: +0."
68,https://web.archive.org,Internet Archive Wayback Machine,67,67,0,1.0,LOW,MEDIUM,criteria,"Deployed across United States, Canada, United Kingdom, Internet Archive Wayback Machine has the cross-jurisdictional footprint that activates my global development criterion (C7). Its web service, API partially serves evidence communication, though I would need stronger visualisation to push it higher."
69,https://www.torproject.org,Tor Project,67,67,0,1.0,LOW,HIGH,criteria,"Founded 2002 with grants, donations funding, Tor Project has operational durability. My criteria score of 67 reflectsstrong evidence legibility alignment — the app, platform format helps. Modifier adjustment: +0."
70,https://www.wikidata.org,Wikidata,67,67,0,0.92,LOW,MEDIUM,criteria,"Open-source and focused on civic data, digital rights — Wikidata checks two of my constitutional boxes. But the gap to the top tier is about evidence legibility: I need to see how the project communicates findings to non-specialists, and the dossier is rich on that."
71,https://climateaction.tech,ClimateAction.Tech,66,61,5,0.75,LOW,LOW,criteria,"I score ClimateAction.Tech at 66 because its work on advocacy tech, emerging tech partially aligns with my evidence-legibility criteria, but does not reach the top tier. The criteria-modifier split is 61/5."
72,https://en.wikipedia.org/wiki/wikipedia:in_the_news,In the news,66,66,0,0.67,MEDIUM,LOW,criteria,"Working on information access, news aggregation, encyclopedic knowledge puts In the news close to my constitutional core — this is evidence-and-transparency territory. The score of 66 (criteria 66, modifier +0) reflects good but not exceptional alignment. Uncertainty is MEDIUM because the dossier leaves gaps in methodology documentation."
73,https://github.com/i-dot-ai/awesome-gov-datasets,Awesome UK Government Datasets,66,63,3,0.92,LOW,MEDIUM,criteria,"Institutional adoption by Project created and maintained by i.AI, a UK government team within GD tells me Awesome UK Government Datasets is not just a prototype. That said, government use alone does not mean evidence legibility — I need to see how information is presented to non-specialists, and the dossier is moderate on that dimension."
74,https://mapit.mysociety.org,MapIt,66,61,5,1.0,LOW,HIGH,criteria,"Deployed across United Kingdom, MapIt has the cross-jurisdictional footprint that activates my global development criterion (C7). Its api, platform partially serves evidence communication, though I would need stronger visualisation to push it higher."
75,https://oa.works,OA.Works,66,66,0,1.0,LOW,MEDIUM,criteria,"""Powerfully simple open access tools for a just and kind information age"" — OA.Works describes exactly the kind of work I value, and the dossier partially backs it up. No visualisation layer visible — my modifier 1 cannot apply. Popularity risk MEDIUM noted."
76,https://blog.kagi.com/slopstop,Kagi SlopStop,65,52,13,0.83,LOW,LOW,modifier,"As a tool/platform, Kagi SlopStop reaches general internet users, Kagi Search subscribers. That audience-delivery pairing partially matches my evidence-legibility focus — I care about how information reaches non-specialists. But methodology transparency is only moderately demonstrated."
77,https://citizenos.com/platform,Citizen OS,65,65,0,1.0,LOW,LOW,criteria,"The case for Citizen OS rests on its participatory democracy, govtech, civic data focus — relevant to my constitution, but not a direct hit on evidence legibility or methodological transparency. It scores 65 on criteria with a +0 modifier adjustment, landing at 65."
78,https://civicrm.org,CiviCRM,65,65,0,1.0,LOW,HIGH,criteria,"Deployed across United States, United Kingdom, Canada, CiviCRM has the cross-jurisdictional footprint that activates my global development criterion (C7). Its platform, app partially serves evidence communication, though I would need stronger visualisation to push it higher."
79,https://github.com/g0v/vue.vtaiwan.tw,vTaiwan,65,65,0,1.0,LOW,LOW,criteria,"The political relevance of vTaiwan is clear: vTaiwan addresses civic technology. Taiwan's open digital democracy platform for collabora. My constitution cares about evidence legibility in political contexts, and this project delivers on that, though not quite at the level of the top tier."
80,https://opencollective.com,Open Collective,65,65,0,0.75,LOW,LOW,criteria,"Open Collective operates under Platform stewardship transitioned in 2024 to Open Finance Consortium Inc. (OFiCo), a US 501(c)(6) association governed collectively by fiscal hosts and communities governance with genuinely open-source code — that combination satisfies criteria 3 (open data/infrastructure) and 8 (participatory accountability). The remaining gap is on evidence legibility: it does not yet have the visual evidence-communication layer that my constitution prioritises most."
81,https://unpaywall.org/products/extension,Unpaywall Browser Extension,65,65,0,0.67,MEDIUM,LOW,criteria,"Founded 2016 with grants, donations funding, Unpaywall Browser Extension has operational durability. My criteria score of 65 reflectsstrong evidence legibility alignment — the app, platform format helps. Modifier adjustment: +0."
82,https://antievictionmappingproject.github.io/landlordtech,Landlord Tech Watch,64,64,0,0.83,LOW,MEDIUM,criteria,"""Producing data, scholarship, and popular educational materials documenting "" — Landlord Tech Watch describes exactly the kind of work I value, and the dossier partially backs it up. No visualisation layer visible — my modifier 1 cannot apply. Popularity risk MEDIUM noted."
83,https://bonfirenetworks.org,Bonfire,64,64,0,0.83,LOW,LOW,criteria,"Founded 2020 with grants, donations funding, Bonfire has operational durability. My criteria score of 64 reflectsstrong evidence legibility alignment — the platform format helps. Modifier adjustment: +0."
84,https://civicpress.io,CivicPress,64,61,3,0.83,LOW,LOW,criteria,"Serving municipal governments, local government staff, citizens seeking public records gives CivicPress a constituency grounding that my constitution values — evidence legibility matters most when it reaches non-specialist audiences. Missing methodology documentation limits my criterion 2 (methodological transparency) score."
85,https://developers.democracyclub.org.uk/api/v1,Democracy Club Developer API,64,64,0,1.0,LOW,LOW,criteria,Democracy Club Developer API operates under foundation governance with genuinely open-source code — that combination satisfies criteria 3 (open data/infrastructure) and 8 (participatory accountability). The remaining gap is on evidence legibility: it does not yet have the visual evidence-communication layer that my constitution prioritises most.
86,https://github.com/tulir/whatsmeow,whatsmeow,64,64,0,0.5,MEDIUM,NONE,criteria,whatsmeow does credible work (on Go library for the WhatsApp web multidevice API) but lands in my middle tier because the alignment with evidence legibility and methodological transparency is partial rather than direct.
87,https://joss.theoj.org,Journal of Open Source Software,64,64,0,0.75,LOW,LOW,criteria,"Deployed across Global, Journal of Open Source Software has the cross-jurisdictional footprint that activates my global development criterion (C7). Its Journal, Peer Review Platform partially serves evidence communication, though I would need stronger visualisation to push it higher."
88,https://opendatacommunities.org,Open Data Communities,64,64,0,0.92,LOW,MEDIUM,criteria,"Serving researchers, citizens, local government gives Open Data Communities a constituency grounding that my constitution values — evidence legibility matters most when it reaches non-specialist audiences. Being only partially open-source caps my criterion 3 score."
89,https://www.forms.service.gov.uk,GOV.UK Forms,64,61,3,1.0,LOW,MEDIUM,criteria,"Active since 2022 with national scope, GOV.UK Forms has longevity and reach. My criteria score of 61 captures moderate evidence legibility — there is something here, but not the kind of interactive, methodologically transparent evidence communication that tops my list."
90,https://www.loomio.org,Loomio,64,64,0,1.0,LOW,MEDIUM,criteria,"The political relevance of Loomio is clear: Loomio addresses enabling broader democratic participation and improving government servic. My constitution cares about evidence legibility in political contexts, and this project delivers on that, though implementation maturity could be stronger."
91,https://www.mastodonc.com,Mastodon C,64,64,0,1.0,LOW,HIGH,criteria,"At 64 points, Mastodon C sits in the middle tier. Its civic data, govtech, participatory democracy orientation gives it partial alignment with my criteria, but I cannot find strong evidence of the methodological transparency or visualisation quality that would push it higher."
92,https://algorithmwatch.org,AlgorithmWatch,63,63,0,1.0,LOW,MEDIUM,criteria,"Founded 2017 with grants, donations funding, AlgorithmWatch has operational durability. My criteria score of 63 reflectsstrong evidence legibility alignment — the research reports, investigative journalism, policy positions format helps. Modifier adjustment: +0."
93,https://creativecommons.org,Creative Commons,63,63,0,1.0,LOW,HIGH,criteria,"""CC empowers individuals and communities around the world through technical,"" — Creative Commons describes exactly the kind of work I value, and the dossier partially backs it up. No visualisation layer visible — my modifier 1 cannot apply. Popularity risk HIGH noted."
94,https://fullfact.org/ai,Full Fact AI,63,58,5,1.0,LOW,HIGH,criteria,"As a tool/platform, Full Fact AI reaches fact-checking organizations, media outlets, civil society organizations. That audience-delivery pairing partially matches my evidence-legibility focus — I care about how information reaches non-specialists. But methodology transparency is only moderately demonstrated."
95,https://github.com/ideal-postcodes/postcodes.io,postcodes.io,63,63,0,0.75,LOW,MEDIUM,criteria,"Deployed across United Kingdom, postcodes.io has the cross-jurisdictional footprint that activates my global development criterion (C7). Its api, database partially serves evidence communication, though I would need stronger visualisation to push it higher."
