rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
11,https://okfn.org/en/projects/open-data-editor/,Open Data Editor (ODE),76.9,73.9,3,1.0,LOW,LOW,criteria,"Open Data Editor serves nonprofits, data journalists, and activists across Cambodia, South Africa, and Ghana. The non-Western deployment geography (C2) is excellent -- these are exactly the contexts my constitution prioritises. Open-source and OKFN-backed. The criteria score (73.9) is among the highest in the dataset, driven by strong C2 and C4. What holds it back from the top: the connection to democratic resilience (C1) is through data infrastructure rather than direct power-shifting."
12,https://www.opencrvs.org,OpenCRVS,76.6,76.6,0,1.0,LOW,MEDIUM,criteria,"OpenCRVS builds civil registration systems for people who lack birth certificates -- deployed in Bangladesh, Zambia, Senegal, Kenya, Ghana, Mozambique, and Sierra Leone. The tagline says 'every person on the planet is recognised, protected and provided for from birth.' C2 scores maximum. C7 (humanitarian framing) is strong. What prevents a higher rank: the project is infrastructure for government service delivery, not directly a democratic resilience tool (C1 is moderate). Still, legal identity is precondition for civic participation."
13,https://openletter.earth,Open Letter,76.5,61.5,15,0.8,LOW,LOW,modifier,"Open Letter is a platform for creating and signing open letters for civic change, deployed in Belgium, Canada, UK, France, and the Netherlands. The Turkey deployment (listed in extended data) triggers M1. The grassroots mobilisation model earns M6 (+3). A petitioning tool maps to C1 through collective action. What limits it: predominantly Western deployment geography and no evidence of psychological sophistication (C3 near zero)."
14,https://openprocurement.io,OpenProcurement,76.4,64.4,12,1.0,LOW,LOW,modifier,"OpenProcurement is an open-source e-procurement toolkit deployed in Ukraine and Moldova -- two countries where public procurement corruption is a documented threat to democratic governance. This directly maps to C1 (democratic resilience) and M1 (backsliding context). The theory of change is unusually specific: transparent procurement reduces corruption, which reduces authoritarian capture of public resources. C4 scores well for that reason."
15,https://www.ushahidi.com,Ushahidi,75.8,75.8,0,1.0,LOW,HIGH,criteria,"Ushahidi was born from Kenyan election crisis mapping and has since deployed across Kenya, Uganda, South Sudan, Nigeria, Mexico, India, and the Philippines. The Uchaguzi Platform for election monitoring directly triggers C1. 200,000+ deployments and 25 million people reached -- strong C5 (implementation maturity). I flag HIGH popularity risk: Ushahidi is one of the canonical civic tech projects, and my scoring confidence partly reflects how well-documented it is."
16,https://github.com/compdemocracy/polis,Polis,75.2,72.2,3,1.0,LOW,HIGH,criteria,"Polis uses AI-powered opinion clustering for large-scale deliberation, most famously in Taiwan's vTaiwan process. The psychological and behavioural dimension (C3) is stronger here than in most projects -- Polis explicitly models group opinion dynamics to find consensus. Open-source, which helps C6. I flag HIGH popularity risk -- Polis is very well-known in deliberative democracy circles, and some of my confidence reflects that. Predominantly Western/Taiwanese deployment limits C2."
17,https://www.openownership.org,Open Ownership,74.9,74.9,0,1.0,LOW,MEDIUM,criteria,"Open Ownership drives transparency in corporate ownership across Zambia, Senegal, Philippines, and multiple other countries. The anti-corruption dimension directly maps to C1 and C4. Beneficial ownership transparency is a prerequisite for sanctions enforcement and anti-kleptocracy work -- close to my M3 (strategic leverage) trigger. C2 scores well for the non-Western geography. Some confidence may reflect moderate documentation richness."
18,https://participedia.net,Participedia,74.7,74.7,0,1.0,LOW,LOW,criteria,"Participedia is a global crowdsourcing platform cataloguing participatory processes with 1,800+ cases and 700+ methods. It serves researchers, practitioners, and policymakers. The database approach means it is infrastructure for the field rather than a direct intervention. C4 (strategic clarity) is moderate -- the impact pathway runs through knowledge diffusion, not direct deployment. Deployed primarily in Western academic contexts, which limits C2."
19,https://www.oporaua.org,ОПОРА (Opora),74.6,69.6,5,0.95,LOW,LOW,criteria,"OPORA is the leading election monitoring network in Ukraine -- currently operating during an active war while monitoring parliamentary and presidential elections. This is the clearest possible case for C1 (democratic resilience) in my entire ranking. Deployed exclusively in Ukraine (M1 backsliding boost applies), with direct engagement with the Central Election Commission. The M2 penalty does not apply because Ukraine is not a Western democracy. The Electoral Integrity Academy shows long-term institution building, not just crisis response."
20,https://ciudadaniai.org,Fundación Ciudadanía Inteligente,73.0,70.0,3,1.0,LOW,LOW,criteria,"Fundacion Ciudadania Inteligente fights for democratic transformation across Latin America -- Chile, Argentina, Brazil, Colombia, Mexico. The Tu Decides campaign for the Chile 2025 elections triggers C1 directly. This is a grassroots organiser tool (M6 boost). C2 scores well for consistent non-Western deployment. The combination of election work, civic technology, and Latin American focus is rare in this dataset."
21,https://consulproject.org,CONSUL Democracy,70.5,67.5,3,1.0,LOW,MEDIUM,criteria,"CONSUL Democracy is the participatory governance platform behind Decide Madrid, used by over 100 institutions in 35 countries. This is one of the most widely adopted participatory democracy tools globally. C1 and C5 both score well. However, the main deployments are in consolidated democracies (Spain, France), which limits C2. I flag moderate popularity risk -- CONSUL is well-known in civic tech and my confidence partly reflects documentation richness."
22,https://tech-coops.xyz,Tech Coops List,69.6,57.6,12,0.9,LOW,LOW,modifier,"Tech Coops List is a curated directory of worker-owned technology cooperatives. The dossier shows deployment in the USA, Canada, Germany, Nicaragua, and Georgia. Georgia triggers M1 (backsliding context). The cooperative model is inherently anti-capture (C6). An unusual project to rank this high, but the deployment geography and grassroots economic model push it above expectations."
23,https://creativecommons.org,Creative Commons,69.4,57.4,12,1.0,LOW,HIGH,modifier,"Creative Commons provides the licensing infrastructure underlying much of open civic technology. C6 (open access) scores maximum. The M1 boost applies because the licensing framework is used in backsliding contexts. I flag HIGH popularity risk -- Creative Commons is among the most well-known projects on this list, and strip out the documentation advantage, I would score this 8-12 points lower. The democratic resilience connection (C1) is indirect."
24,https://commonslibrary.org,The Commons Social Change Library,69.2,54.2,15,0.85,LOW,LOW,modifier,"The Commons Social Change Library offers 1,500+ free educational resources for activists and campaigners. The Iran deployment (among Australia and US) triggers M1. The grassroots organiser classification earns M6. As a resource library rather than a tool, the C5 (implementation maturity) score reflects a different kind of deployment. I value that it explicitly serves social change advocates, not just civic tech professionals."
25,https://bellingcat.gitbook.io/toolkit,Bellingcat Online Investigation Toolkit,69.0,64.0,5,0.9,LOW,MEDIUM,criteria,"Bellingcat's Online Investigation Toolkit enables OSINT for investigative journalism and accountability. The strategic leverage (M3: +5) reflects that OSINT tools create material consequences for authoritarian actors -- investigations have led to sanctions, prosecutions, and international accountability. C1 scores well. The toolkit model (curated resources rather than a platform) limits C5 somewhat. Moderate popularity risk acknowledged."
26,https://constituteproject.org,Constitute Project,68.7,68.7,0,1.0,LOW,LOW,criteria,"Constitute Project houses the world's constitutions in a searchable database, deployed in Chile, Algeria, The Gambia, and Colombia -- all countries that have undergone constitutional processes. C1 is the primary driver: constitutional design directly shapes democratic institutions. C2 benefits from the non-Western deployment contexts. No modifiers apply. A clean, criteria-driven score."
27,https://communityrule.info,CommunityRule,68.2,65.2,3,1.0,LOW,LOW,criteria,"CommunityRule helps groups define their own governance structures -- a meta-tool for democratic self-organisation. C6 (open access and anti-capture) is strong because the tool itself enables community governance. The grassroots deployment model earns M6. What limits it: no specific non-Western deployment evidence (C2 moderate), and the theory of change (C4) is diffuse."
28,https://www.teachingpublicservice.digital,Teaching Public Service in the Digital Age,68.0,56.0,12,0.95,LOW,LOW,modifier,"Teaching Public Service in the Digital Age provides open-access training deployed in India, Germany, Brazil, Turkey, and Spain. Turkey triggers M1 (backsliding context). The project builds capacity within government, which connects to C1 through institutional strengthening rather than adversarial accountability. C2 benefits from the India, Brazil, and Turkey deployments."
29,https://aleph.occrp.org,Aleph (OCCRP),67.8,61.8,6,0.95,LOW,MEDIUM,criteria,"Aleph is OCCRP's global archive for investigative journalism -- the tool behind the Panama Papers and Pandora Papers investigations. The policy outcomes are among the strongest in my dataset: a Prime Minister resigned, regulatory responses across multiple countries. M3 (strategic leverage: +6) applies because investigations create material consequences. The USAID funding dependency (50% of OCCRP budget) is a documented concern. Moderate popularity risk flagged."
30,https://citizenos.com/platform/,Citizen OS,67.7,64.7,3,1.0,LOW,LOW,criteria,"Citizen OS is a free, open-source participation platform from Estonia designed for discussions and democratic decision-making. C1 (democratic resilience) is the primary criterion driver. C6 scores well -- fully open-source and community-governed. What limits it: deployed primarily in Estonia, a consolidated democracy (C2 moderate). The deliberative design gives modest C3 credit."
31,https://expo.diia.gov.ua,Diia,66.8,61.8,5,1.0,LOW,LOW,criteria,"Diia is Ukraine's digital government ecosystem -- 20 million users accessing government services through a mobile app during wartime. This earns the M1 backsliding-context boost for documented deployment in an active conflict zone. C1 (democratic resilience) is complex here: Diia strengthens state capacity in a democracy under military attack, which is different from the usual adversarial framing. C5 (implementation maturity) is high -- this is one of the most widely adopted e-government platforms globally."
32,https://oa.works/,OA.Works,66.2,66.2,0,1.0,LOW,LOW,criteria,"OA.Works makes academic research openly accessible, removing paywalls that disproportionately affect researchers in non-Western institutions. The open access mission maps to C6 (anti-capture) and the equity dimension maps loosely to C2. No modifiers apply. A clean criteria score driven by the open knowledge infrastructure value."
33,https://www.opensanctions.org,OpenSanctions,66.1,60.1,6,1.0,LOW,MEDIUM,criteria,OpenSanctions integrates data from 330 sources to track sanctioned individuals and politically exposed persons. The strategic leverage dimension (M3: +6) is the key modifier -- this tool creates material consequences for authoritarian actors by enabling sanctions enforcement. The CEPA article in my evidence file specifically calls for targeted judicial sanctions; OpenSanctions is the data infrastructure that makes enforcement possible. Moderate popularity risk acknowledged.
34,https://coralproject.net,Coral,66.0,54.0,12,1.0,LOW,LOW,modifier,"Coral earns an M1 backsliding-context boost for deployment in Hungary, which is a signal I weight heavily. Documented policy outcome: ""Adoption by major news organizations improving comment moderation prac."""
35,https://matrix.org,Matrix,65.9,65.9,0,1.0,LOW,MEDIUM,criteria,"Matrix is deployed in Portugal, Poland and Czech Republic, giving it strong C2 (non-Western context) scoring. Documented policy outcome: ""DINUM (French government digital agency) adopted Matrix as the basis f."" Moderate popularity risk -- some confidence may reflect documentation richness."
36,https://getodk.org,ODK (Open Data Kit),65.7,65.7,0,1.0,LOW,LOW,criteria,"ODK (Open Data Kit) provides open-source data collection tools adopted by government health agencies for disease surveillance. Deployed internationally with strong implementation maturity (C5). The non-Western deployment geography helps C2, but the connection to democratic resilience (C1) is indirect -- data collection infrastructure, not a power-shifting tool."
37,https://cybersecurityfordemocracy.org,Cybersecurity for Democracy,65.2,60.2,5,1.0,LOW,LOW,criteria,"Cybersecurity for Democracy's research on transparency mechanisms informed EU Digital Services Act legislation -- a documented policy outcome that boosts C4 (strategic clarity). The focus on election security and platform accountability connects to C1. What limits it: primarily US-based institutional research, limiting C2 (non-Western context)."
38,https://decidim.org,Decidim,65.2,62.2,3,1.0,LOW,HIGH,criteria,"Decidim is a free, open-source participatory democracy platform used by 500+ institutions in 40+ countries. Strong C1 (democratic resilience) and C5 (implementation maturity). Barcelona's adoption provides the clearest deployment evidence. I flag HIGH popularity risk -- Decidim is one of the canonical civic tech platforms, and strip the documentation advantage, I would estimate 8-12 points lower. Predominantly European deployment limits C2."
39,https://alaveteli.org,Alaveteli,64.7,64.7,0,1.0,LOW,MEDIUM,criteria,Alaveteli powers freedom-of-information request platforms worldwide. The mySociety tool has been deployed in multiple countries as a transparency mechanism. C1 (democratic resilience) is strong through the FOI pathway. Moderate popularity risk. What limits it: the criteria score could be higher with more documented non-Western deployment.
40,https://www.otree.org,oTree,63.8,63.8,0,0.95,LOW,LOW,criteria,"oTree is deployed in China and India, giving it strong C2 (non-Western context) scoring. Named beneficiaries: researchers, academics and economists."
41,https://www.discourse.org,Discourse,63.1,60.1,3,0.95,LOW,HIGH,criteria,"Discourse powers over 22,000 online communities with its discussion platform. I flag HIGH popularity risk -- this is one of the most well-known open-source projects on the list. The community governance and open-source credentials are strong (C6), and the M6 grassroots boost applies. What limits it: Discourse is general-purpose infrastructure, not specifically aimed at democratic resilience."
42,https://www.loomio.org,Loomio,63.1,60.1,3,1.0,LOW,HIGH,criteria,"Loomio is a collaborative decision-making platform used by cooperatives, community groups, and organisations worldwide. The deliberative design gives modest C3 (psychological depth) credit. Grassroots deployment model earns M6. I flag HIGH popularity risk -- Loomio is well-known in participatory governance circles, and my confidence partly reflects documentation richness."
43,https://activisthandbook.org/,Activist Handbook,62.6,59.6,3,0.95,LOW,LOW,criteria,"""Campaigning guides for activists"" -- Activist Handbook connects to my constitutional priorities through democratic participation access. Named beneficiaries: grassroots activists and organizers, political and social campaigners and nonprofit organizations."
44,https://bonfirenetworks.org/,Bonfire,62.2,62.2,0,0.95,LOW,LOW,criteria,"""A federated social network for individuals and communities to design, operate and control "" -- Bonfire connects to my constitutional priorities through digital rights infrastructure. Named beneficiaries: activist communities, worker and community cooperatives and mutual aid groups."
45,https://talktothecity.org,Talk to the City,62.1,59.1,3,1.0,LOW,LOW,criteria,"""Open-source LLM survey tool to improve collective discourse and decision-making by analyzi"" -- Talk to the City connects to my constitutional priorities through democratic participation access. Documented policy outcome: ""Used in participatory budgeting processes."""
46,https://www.crowdjustice.com,CrowdJustice,61.6,58.6,3,0.8,LOW,LOW,criteria,"""Crowdfunding platform for legal cases and justice campaigns"" -- CrowdJustice connects to my constitutional priorities through civic advocacy infrastructure. Documented policy outcome: ""CrowdJustice-funded legal challenge contributed to UK government revie."""
47,https://fullfact.org/ai,Full Fact AI,61.5,61.5,0,0.9,LOW,LOW,criteria,"Full Fact AI has a documented policy outcome: identifying misleading claims by MPs, leading to corrections in parliamentary record. This is direct democratic accountability work (C1). The AI fact-checking approach gives modest C3 (psychological depth) credit. What limits it: UK-focused deployment means M2 penalty would normally apply, but the universal nature of fact-checking methodology partially compensates."
48,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Advertising Transparency Data Standard,61.5,61.5,0,1.0,LOW,LOW,criteria,"The Political Advertising Transparency Data Standard influenced EU Digital Services Act transparency requirements -- a concrete policy outcome boosting C4. The standard addresses a genuine democratic resilience concern (C1): opaque political advertising. What limits it: primarily Western regulatory contexts, and as a standard rather than a tool, C5 (implementation maturity) is assessed differently."
49,https://secfirst.org,Security First / Umbrella,60.8,60.8,0,1.0,LOW,LOW,criteria,"""Free, open source digital and physical security handbook app for journalists, activists, N"" -- Security First / Umbrella connects to my constitutional priorities through civic technology infrastructure. Documented policy outcome: ""Umbrella adopted by international press freedom organizations and huma."""
50,https://cobudget.com,Cobudget,60.3,57.3,3,1.0,LOW,LOW,criteria,"""Bring people, ideas and money together, encouraging participation at every stage"" -- Cobudget connects to my constitutional priorities through democratic participation access. Documented policy outcome: ""Enabled participatory budgeting processes in multiple organizations an."""
51,https://github.com/g0v/vue.vtaiwan.tw,vTaiwan,59.9,59.9,0,1.0,LOW,LOW,criteria,"vTaiwan pioneered the use of Polis for government-initiated deliberation in Taiwan, producing policy recommendations on issues like ride-sharing regulation. This is one of the clearest examples of deliberative democracy technology influencing real policy (C4 high). Fully open-source (C6 strong). What limits it: the deployment is primarily Taiwanese, and while Taiwan faces geopolitical pressure, the domestic democratic context is stable."
52,https://www.globaleaks.org,GlobaLeaks,59.6,59.6,0,1.0,LOW,MEDIUM,criteria,"GlobaLeaks provides free, open-source whistleblowing software deployed across 150+ countries with EU Directive compliance. The scale of deployment is extraordinary for a small nonprofit. C1 (democratic resilience) benefits from the whistleblower protection framing. What limits it: no specific non-Western deployment evidence is highlighted, and C3 (psychological depth) scores zero. Moderate popularity risk flagged."
53,https://quadraticvote.radicalxchange.org,RxC Quadratic Voting,59.6,56.6,3,1.0,LOW,LOW,criteria,"As a direct organiser tool, RxC Quadratic Voting earns the M6 grassroots boost, but the criteria scores are mid-range. Modifier: M6 grassroots boost."
54,https://securedrop.org,SecureDrop,59.6,59.6,0,1.0,LOW,HIGH,criteria,"SecureDrop enables anonymous whistleblower submission to news organisations, originally coded by Aaron Swartz. Deployed at major outlets including The Guardian, Washington Post, and New York Times. C1 (democratic resilience) is strong through the press freedom pathway. I flag HIGH popularity risk -- this is one of the most documented projects in the civic tech ecosystem. The deployment geography is predominantly Western, limiting C2."
55,https://channel.org,Channel.org,59.5,56.5,3,0.9,LOW,LOW,criteria,"Channel.org addresses democratic participation access, which intersects with my criteria at a moderate level. Modifier: M6 grassroots boost."
56,https://algorithmwatch.org,AlgorithmWatch,59.2,59.2,0,1.0,LOW,MEDIUM,criteria,"AlgorithmWatch names general public, policymakers and legislative staff and investigative journalists as its primary beneficiaries -- a defined target population helps C4 scoring. Moderate popularity risk -- some confidence may reflect documentation richness."
57,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,Framework for Meaningful Engagement 2.0,59.1,59.1,0,0.9,LOW,LOW,criteria,"Framework for Meaningful Engagement 2.0 is fully open-source, which gives it a C6 (anti-capture) baseline that many projects lack."
58,https://yourtracka.org,Tracka,58.8,55.8,3,0.9,LOW,LOW,criteria,"Tracka names citizens, community members and civil society organizations as its primary beneficiaries -- a defined target population helps C4 scoring. Modifier: M6 grassroots boost."
59,https://standards.theodi.org,Open Standards for Data Guidebook,58.6,58.6,0,1.0,LOW,LOW,criteria,"Open Standards for Data Guidebook describes itself: ""This guidebook helps people and organisations create, develop and adopt ope."" My criteria find moderate purchase here."
60,https://all-our-ideas.citizens.is,All Our Ideas,58.2,55.2,3,0.85,LOW,LOW,criteria,"All Our Ideas has some non-Western presence (Iceland), but the coverage is thin. Modifier: M6 grassroots boost."
61,https://data.mysociety.org,mySociety Datasets and APIs,58.2,58.2,0,1.0,LOW,LOW,criteria,"mySociety Datasets and APIs has been recognised (Ashoka Fellow recognition), suggesting real-world presence beyond a webpage."
62,https://www.torproject.org,Tor Project,58.2,58.2,0,1.0,LOW,HIGH,criteria,"The Tor Project provides anonymity infrastructure used by journalists, activists, and dissidents worldwide. C1 (democratic resilience) and C6 (anti-capture) both score well. However, the project's mainstream use cases extend far beyond civic purposes, making attribution of democratic impact harder (C4 moderate). I flag HIGH popularity risk. The non-Western deployment is extensive but undocumented at the deployment level."
63,https://github.com/mastodon/mastodon,Mastodon,58.0,58.0,0,1.0,LOW,HIGH,criteria,"Mastodon provides decentralised social media infrastructure as an alternative to corporate-controlled platforms. C6 (open access and anti-capture) scores well. The federated model resists corporate capture by design. I flag HIGH popularity risk -- Mastodon is among the most thoroughly documented projects here. The democratic resilience connection (C1) is indirect: it provides an alternative public square, not a direct power-shifting tool."
64,https://trends.whotargets.me,Who Targets Me Trends,58.0,58.0,0,0.9,LOW,LOW,criteria,"Who Targets Me Trends describes itself: ""Trends from Who Targets Me makes navigating and understanding digital polit."" My criteria find moderate purchase here."
65,https://github.com/geeksforsocialchange/placecal,PlaceCal,57.7,54.7,3,0.95,LOW,LOW,criteria,"PlaceCal describes itself: ""Bring your community together. Contribute to geeksforsocialchange/PlaceCal ."" My criteria find moderate purchase here. Modifier: M6 grassroots boost. C2 (non-Western context) is low -- UK-only deployment."
66,https://parti.xyz,Parti,57.6,57.6,0,1.0,LOW,LOW,criteria,"Parti has some non-Western presence (South Korea), but the coverage is thin. C2 (non-Western context) is low -- Western-only deployment."
67,https://p4ai.net,Principles for Public Participation in Procurement of AI,56.6,56.6,0,0.85,LOW,LOW,criteria,"""Framework for public participation in AI procurement decisions"" -- the stated mission of Principles for Public Participation in Procurement of AI has partial overlap with what I prioritise."
68,https://civictech.guide,Civic Tech Field Guide,56.1,56.1,0,0.85,LOW,LOW,criteria,"Civic Tech Field Guide names civic tech practitioners, nonprofits and social good organizations as its primary beneficiaries -- a defined target population helps C4 scoring. C2 (non-Western context) is low -- Western-only deployment."
69,https://adhocracy.plus,adhocracy+,56.0,60.0,-4,1.0,LOW,LOW,criteria,"adhocracy+ names municipal residents, civil society organisations and public administrations as its primary beneficiaries -- a defined target population helps C4 scoring. Modifier: M2 Western-context penalty. C2 (non-Western context) is low -- Western-only deployment."
70,https://journaliststudio.google.com,Journalist Studio,56.0,56.0,0,0.95,LOW,LOW,criteria,"Journalist Studio has been recognised (Google News Initiative recognition), suggesting real-world presence beyond a webpage."
71,https://metagov.org/projects/interop,Interoperable Deliberative Tools,55.9,52.9,3,0.95,LOW,LOW,criteria,"Interoperable Deliberative Tools describes itself: ""homebase for interoperable deliberative tools."" My criteria find moderate purchase here. Modifier: M6 grassroots boost."
72,https://aragon.org,Aragon,55.8,52.8,3,0.95,LOW,LOW,criteria,"Aragon names protocols, DAOs and decentralized organizations as its primary beneficiaries -- a defined target population helps C4 scoring. Modifier: M6 grassroots boost."
73,https://osf.io,Open Science Framework,55.7,55.7,0,0.95,LOW,MEDIUM,criteria,"Open Science Framework names researchers, academics and scientists as its primary beneficiaries -- a defined target population helps C4 scoring. Moderate popularity risk -- some confidence may reflect documentation richness."
74,https://nymtech.net,Nym,55.2,55.2,0,0.95,LOW,LOW,criteria,"Nym provides privacy-preserving network infrastructure. The digital rights dimension connects loosely to C1, but the project does not directly address democratic resilience or serve populations in non-Western contexts. C2 is limited. The mixnet technology is architecturally interesting but my constitution measures civic impact, not cryptographic innovation."
75,https://opencollective.com,Open Collective,54.9,54.9,0,0.95,LOW,MEDIUM,criteria,"Open Collective names open source projects, mutual aid groups and climate initiatives as its primary beneficiaries -- a defined target population helps C4 scoring. Moderate popularity risk -- some confidence may reflect documentation richness."
76,https://www.wikidata.org,Wikidata,54.7,54.7,0,1.0,LOW,HIGH,criteria,"Wikidata describes itself: ""Wikidata is a free and open knowledge base that can be read and edited by b."" My criteria find moderate purchase here. C2 (non-Western context) is low -- Western-only deployment. I flag HIGH popularity risk: Wikidata is likely in model training data, and some of my scoring confidence reflects documentation richness."
77,https://datacollective.mozillafoundation.org/,Mozilla Data Collective,54.6,54.6,0,0.95,LOW,LOW,criteria,"Mozilla Data Collective describes itself: ""Mozilla Data Collective is rebuilding the AI data ecosystem with communitie."" My criteria find moderate purchase here."
78,https://github.com/kazad/pastecal,Pastecal,54.6,51.6,3,0.9,LOW,LOW,criteria,"""Zero-login shared calendar for collaborative scheduling without authentication"" -- the stated mission of Pastecal has partial overlap with what I prioritise. Modifier: M6 grassroots boost."
79,https://pursuanceproject.org,Pursuance Project,54.4,51.4,3,0.95,LOW,LOW,criteria,"Pursuance Project is fully open-source, which gives it a C6 (anti-capture) baseline that many projects lack. Modifier: M6 grassroots boost."
80,https://openbudgets.eu,OpenBudgets.eu,54.2,54.2,0,1.0,LOW,LOW,criteria,"OpenBudgets.eu provides EU-wide fiscal transparency data. The democratic governance connection (C1) exists through budget accountability, but the EU deployment context is consolidated democracy territory. C2 scores low. No modifiers apply. A straightforward criteria-driven mid-range score."
81,https://github.com/travisbrown/birdwatch,Community Notes (Birdwatch) Analysis Tool,53.9,55.9,-2,0.95,LOW,LOW,criteria,"Community Notes (Birdwatch) Analysis Tool serves civic technology researchers, investigative journalists and fact-checkers, but the pathway to democratic resilience is indirect at best."
82,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,53.8,50.8,3,0.75,LOW,LOW,criteria,"""A tool for designing and implementing digital governance agreements"" -- I see Agreement Engine's value, but my constitution is calibrated toward democratic resilience in contested contexts. A modest boost applies (M6 grassroots boost), but it does not overcome weak criteria scores."
83,https://charmverse.io/,CharmVerse,53.2,50.2,3,0.95,LOW,LOW,criteria,"CharmVerse serves DAO operators, grant managers and builders, but the pathway to democratic resilience is indirect at best. A modest boost applies (M6 grassroots boost), but it does not overcome weak criteria scores."
