rank,name,url,score,criteria_score,modifier_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
19,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,68.5,52.5,16,0.93,LOW,HIGH,criteria,"Humanitarian OpenStreetMap Team (HOT) describes itself as ""Mapping for impact in humanitarian crises and development challenges"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
20,Loomio,https://www.loomio.org,68.3,57.3,11,0.93,LOW,HIGH,criteria,"Loomio describes itself as ""Make decisions together, without the endless meetings"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
21,Channel.org,https://channel.org,68.0,52.0,16,0.93,LOW,LOW,criteria,"Channel.org describes itself as ""Own your Channels, content, and community"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
22,youtube-dl,https://github.com/ytdl-org/youtube-dl,68.0,52.0,16,0.93,LOW,HIGH,criteria,"youtube-dl describes itself as ""Command-line program to download videos from YouTube.com and other video sites"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
23,The Circuit,https://thecircuit.cc,67.8,59.8,8,1.0,LOW,LOW,criteria,"The Circuit describes itself as ""A data-driven collaborative journalism investigation into Cook County's court system"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
24,OA.Works,https://oa.works/,67.6,51.6,16,0.93,LOW,LOW,criteria,"OA.Works describes itself as ""Powerfully simple open access tools for a just and kind information age"" — the documented government partnership with IFLA is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
25,Tor Project,https://www.torproject.org,67.4,59.4,8,0.93,LOW,HIGH,criteria,"Tor Project describes itself as ""Anonymity Online - Advance human rights and defend privacy through free and open source"" — the documented government partnership with US Government agencies is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
26,Open Science Framework,https://osf.io,67.2,51.2,16,0.93,LOW,MEDIUM,criteria,"Open Science Framework describes itself as ""A free, open platform for researchers to collaborate and share their work"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
27,Open Referral UK,https://openreferraluk.org,67.0,51.0,16,0.93,LOW,LOW,criteria,"Open Referral UK describes itself as ""The open data standard that makes it easy to publish, find, and use community services"" — the documented government partnership with Ministry of Housing, Communities & Local Government is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
28,Bluesky,https://bsky.app,66.6,50.6,16,0.93,LOW,HIGH,criteria,"Bluesky describes itself as ""Open social media platform built on the AT Protocol"" — its International reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
29,Coral,https://coralproject.net,66.5,55.5,11,0.93,LOW,MEDIUM,criteria,"Coral describes itself as ""A better commenting experience — open source tools for safer, more engaged online"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
30,Framework for Meaningful Engagement 2.0,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,66.2,58.2,8,0.87,LOW,LOW,criteria,"Framework for Meaningful Engagement 2.0 describes itself as ""Practical suggestions on how to engage civil society and affected communities in AI"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
31,NumFOCUS,https://numfocus.org,66.0,50.0,16,1.0,LOW,MEDIUM,criteria,"NumFOCUS describes itself as ""A Nonprofit Supporting Open Code for Better Science"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
32,OpenProcurement,https://openprocurement.io,66.0,50.0,16,0.93,LOW,LOW,criteria,"OpenProcurement describes itself as ""Open source e-procurement toolkit powering transparent public procurement systems."" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
33,Pageviews Analysis,https://pageviews.wmcloud.org,66.0,50.0,16,0.93,LOW,LOW,criteria,"Pageviews Analysis describes itself as ""Tool for analyzing and comparing pageview statistics across Wikipedia articles"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
34,Participedia,https://participedia.net,65.9,52.9,13,1.0,LOW,LOW,criteria,"Participedia describes itself as ""A global crowdsourcing platform for researchers, activists, practitioners, and anyone"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
35,Alaveteli,https://alaveteli.org,65.5,57.5,8,0.93,LOW,MEDIUM,criteria,"Alaveteli describes itself as ""Run your own Freedom of Information website - An open-source platform for making public"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
36,The Government Says,https://thegovernmentsays.com,65.5,54.5,11,0.93,LOW,LOW,criteria,"The Government Says describes itself as ""Real-time aggregation and monitoring of UK government press releases and statements"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
37,Guardian Project,https://guardianproject.info,65.3,57.3,8,0.93,LOW,HIGH,criteria,"Guardian Project describes itself as ""Secure, privacy-enhancing mobile applications and tools for journalists, activists, and"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
38,GlobaLeaks,https://www.globaleaks.org,65.0,49.0,16,0.93,LOW,MEDIUM,criteria,"GlobaLeaks describes itself as ""Free and open-source whistleblowing software enabling secure anonymous reporting platforms"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
39,Open Contracting Partnership,https://www.open-contracting.org,65.0,52.0,13,1.0,LOW,LOW,criteria,"Open Contracting Partnership describes itself as ""Open, fair & efficient public contracting to improve US$2 trillion in annual public"" — the documented government partnership with Government of Brazil is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. The M1 modifier for bridging government and civil society accounts for most of the +13-point adjustment above criteria."
40,PolicyEngine,https://policyengine.org/uk,64.9,53.9,11,0.93,LOW,MEDIUM,criteria,"PolicyEngine describes itself as ""Open-source policy analysis and simulation platform for tax and benefit systems"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
41,Open Heart Mind (OHM),https://openheartmind.org,64.6,51.6,13,0.93,LOW,LOW,criteria,"Open Heart Mind (OHM) describes itself as ""Participatory gatherings and regenerative systems for collective flourishing — developing"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
42,Open Ownership,https://www.openownership.org,64.4,48.4,16,0.93,LOW,LOW,criteria,"Open Ownership describes itself as ""Driving global shift towards transparency and accountability in corporate ownership and"" — the documented government partnership with Patents and Company Registration Agency (PACRA) is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
43,Open Council Network,https://opencouncil.network,64.3,56.3,8,0.93,LOW,LOW,criteria,"Open Council Network describes itself as ""Makes local government decision-making accessible to everyone through council meeting"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
44,Open Standards for Data Guidebook,https://standards.theodi.org,64.2,48.2,16,0.93,LOW,LOW,criteria,"Open Standards for Data Guidebook describes itself as ""Helping people and organisations create, develop and adopt open standards for data"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 government–civil society bridging boost and M6 plain-language communication bonus combine for a +16-point modifier lift above the criteria score."
45,Cybersecurity for Democracy,https://cybersecurityfordemocracy.org,64.1,53.1,11,0.93,LOW,LOW,criteria,"Cybersecurity for Democracy describes itself as ""A multi-university center for problem-driven research and research-driven policy"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
46,UK Housing Data Standards,https://hact.org.uk/tools-and-services/uk-housing-data-standards,64.1,56.1,8,1.0,LOW,LOW,criteria,"UK Housing Data Standards describes itself as ""Sector-developed data standards for UK social housing to improve data governance"" — the documented government partnership with Regulator of Social Housing (implicit via Awaab's Law compliance framework) is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
47,OpenBudgets.eu,https://openbudgets.eu,64.0,48.0,16,0.93,LOW,LOW,criteria,"OpenBudgets.eu describes itself as ""Upload, visualize, and analyse public budget and spending data to discover stories behind"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +16-point adjustment above criteria."
48,All Our Ideas,https://all-our-ideas.citizens.is,63.9,52.9,11,1.0,LOW,LOW,criteria,"All Our Ideas describes itself as ""A platform for crowdsourcing ideas and priorities through pairwise comparison voting"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
49,Political Advertising Transparency Data Standard,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,63.9,55.9,8,0.93,LOW,LOW,criteria,"Political Advertising Transparency Data Standard describes itself as ""A schema standard for how political advertising data is presented across platforms to"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
50,Granicus,https://granicus.com/uk,63.7,43.7,20,0.87,LOW,LOW,criteria,"Granicus describes itself as ""The Citizen Experience Platform for Government"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. The M1 modifier for bridging government and civil society accounts for most of the +20-point adjustment above criteria."
51,CommunityRule,https://communityrule.info,63.5,52.5,11,1.0,LOW,LOW,criteria,"CommunityRule describes itself as ""A governance toolkit for great communities"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
52,Your Priorities,https://yrpri.org,63.5,52.5,11,0.93,LOW,LOW,criteria,"Your Priorities describes itself as ""Idea generation, deliberation & decision-making platform for governments since 2008"" — the documented government partnership with Multiple government and local authorities is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
53,Matrix,https://matrix.org,63.4,52.4,11,1.0,LOW,HIGH,criteria,"Matrix describes itself as ""An open standard and network for secure, decentralised, interoperable communication"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
54,Privacy Badger,https://privacybadger.org,63.4,52.4,11,1.0,LOW,MEDIUM,criteria,"Privacy Badger describes itself as ""A free browser extension made by EFF to stop companies from spying on you online."" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
55,HURIDOCS,https://github.com/huridocs,63.3,55.3,8,0.93,LOW,LOW,criteria,"HURIDOCS describes itself as ""HURIDOCS equips human rights defenders with tools to mobilise information for justice and"" — the documented government partnership with European Commission is what pushes this high — Criterion 1 (practical deployment in government or public services) is my top-weighted criterion at 20 points, and this project earns a strong score on it. A +8-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work."
56,sourceAFRICA,https://sourceafrica.net,62.4,51.4,11,0.93,LOW,LOW,criteria,"sourceAFRICA describes itself as ""Africa's premier repository for actionable documents"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
57,Choose a License,https://choosealicense.com,62.1,44.1,18,0.93,LOW,MEDIUM,criteria,"Choose a License describes itself as ""An open source license guide helping developers and projects select appropriate licenses"" — its international reach earns the cross-jurisdictional bonus under Criterion 7, though at 6 points that's only the tiebreaker — the main weight comes from how well it serves its primary users in practice. The +18-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
58,Pastecal,https://github.com/kazad/pastecal,62.1,46.1,16,0.93,LOW,LOW,criteria,"Pastecal describes itself as ""Zero-login shared calendar for collaborative scheduling without authentication"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
59,CONSUL Democracy,https://consulproject.org,62.0,51.0,11,1.0,LOW,HIGH,criteria,"CONSUL Democracy describes itself as ""The most complete citizen participation tool for an open, transparent and democratic"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
60,One Project,https://oneproject.org/,61.6,48.6,13,0.93,LOW,LOW,criteria,"One Project describes itself as ""Building infrastructure for economic democracy — connecting people, organisations, and"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +13-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
61,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,61.4,50.4,11,0.93,LOW,LOW,criteria,"The DAO (Standard DAO Framework) describes itself as ""A Standard DAO (Decentralized Autonomous Organization) framework written in Solidity"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
62,Logos,https://logos.co/,61.1,45.1,16,0.93,LOW,LOW,criteria,"Logos describes itself as ""A social movement and decentralised technology stack built to revitalise civil society"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging."
63,Polis,https://github.com/compdemocracy/polis,61.0,50.0,11,0.93,LOW,HIGH,criteria,"Polis describes itself as ""Open-source AI-powered platform for large-scale open-ended public feedback and"" — documented deployment within government or public services drives the score — Criterion 1 carries 20 points and this project has the operational evidence to earn them. A +11-point modifier lift comes primarily from M1 — bridging government and civil society is something I value distinctly from pure-government or pure-civil-society work. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
64,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,61.0,50.0,11,0.93,LOW,LOW,criteria,"DAO Governance Surfaces describes itself as ""Extract and label the governance surface of a set of DAO smart contracts"" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. A +11-point modifier reflects open-infrastructure and cross-sector bridging alignment, even without a dominant single modifier."
65,Open Collective,https://opencollective.com,60.7,44.7,16,0.93,LOW,HIGH,criteria,"Open Collective describes itself as ""Raise, manage and disburse money with full transparency."" — its open-source architecture and cross-institutional interoperability are what earns the modifier lift here — Criterion 4 (open infrastructure) rewards exactly this kind of boundary-crossing design. The +16-point modifier adjustment reflects strong alignment across multiple value modifiers — primarily open infrastructure and cross-sector bridging. This is a HIGH popularity-risk flag: it's a well-known project, so I want to be explicit that the score reflects my criteria, not recognition — visibility neither inflated nor deflated it."
