rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
195,https://oneproject.org/,One Project,51.1,47.1,4,0.75,LOW,LOW,criteria,"One Project has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4."
196,https://schema.org,Schema.org,51.1,45.1,6,0.5,MEDIUM,NONE,criteria,"Schema.org has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
197,https://www.govocal.com,Go Vocal,51.1,45.1,6,0.83,LOW,LOW,criteria,"Go Vocal has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
198,https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,51.0,51.0,0,0.83,LOW,LOW,criteria,"Sugartrail has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+4."
199,https://granicus.com/uk,Granicus,51.0,51.0,0,0.92,LOW,LOW,criteria,"Granicus addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M5:+6, M6:-6."
200,https://shareyourpaper.org,Shareyourpaper.org,51.0,49.0,2,0.75,LOW,LOW,criteria,"Shareyourpaper.org has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6."
201,https://yrpri.org,Your Priorities,51.0,51.0,0,1.0,LOW,MEDIUM,criteria,Your Priorities addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them.
202,https://openaudience.org,OpenAudience,50.9,54.9,-4,0.75,LOW,LOW,criteria,"OpenAudience has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+4."
203,https://www.organise.org.uk,Organise,50.9,52.9,-2,0.92,LOW,LOW,criteria,"Organise has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4, M6:-6."
204,https://plunkett.my.site.com/keepitinthecommunity/s,Keep It In The Community,50.2,42.2,8,0.58,MEDIUM,NONE,criteria,"Keep It In The Community has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+8."
205,https://greenpt.ai/,GreenPT,50.1,45.1,5,0.75,LOW,LOW,criteria,"GreenPT has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M4:-4."
206,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,50.1,46.1,4,0.83,LOW,HIGH,criteria,"Neighbourhood Warmth has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4. popularity-risk flag — Neighbourhood Warmth is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
207,https://ethelo.com,Ethelo,50.0,50.0,0,1.0,LOW,MEDIUM,criteria,"Ethelo has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6, M6:-6."
208,https://openletter.earth,Open Letter,50.0,50.0,0,0.92,LOW,LOW,criteria,"Open Letter has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6, M6:-6."
209,https://publicai.co/,Public AI Inference Utility,50.0,48.0,2,0.92,LOW,LOW,criteria,"Public AI Inference Utility has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6."
210,https://aisafety.info,AISafety.info,49.1,47.1,2,0.75,LOW,LOW,criteria,"AISafety.info has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6."
211,https://bsky.app,Bluesky,49.1,47.1,2,0.75,LOW,HIGH,criteria,"Bluesky has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6. popularity-risk flag — Bluesky is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower."
212,https://civicmatch.app,CivicMatch,49.1,45.1,4,0.67,MEDIUM,LOW,criteria,CivicMatch addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M5:+4.
213,https://civicpress.io/,CivicPress,49.1,45.1,4,0.83,LOW,LOW,criteria,CivicPress does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M5:+4.
214,https://manifold.markets,Manifold Markets,49.1,47.1,2,0.75,LOW,LOW,criteria,"Manifold Markets has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6."
215,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,Wikum,49.1,44.1,5,0.75,LOW,LOW,criteria,"Wikum has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M4:-4."
216,https://www.rightsdd.com,RightDD,49.1,44.1,5,0.75,LOW,LOW,criteria,"RightDD has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M4:-4."
217,https://github.com/cverluise/patcit,PatCit,49.0,50.0,-1,0.83,LOW,LOW,criteria,"PatCit has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-7, M5:+6."
218,https://github.com/propublica/django-collaborative,django-collaborative,49.0,49.0,0,0.75,LOW,LOW,criteria,"django-collaborative has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+4."
219,https://liberopinion.com,Libertrium,49.0,49.0,0,0.83,LOW,MEDIUM,criteria,Libertrium addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them.
220,https://nookcrm.com,Nook CRM,49.0,51.0,-2,0.83,LOW,LOW,criteria,"Nook CRM has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4, M6:-6."
221,https://ddocs.new/,dDocs,48.2,42.2,6,0.5,MEDIUM,NONE,criteria,"dDocs has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
222,https://plausible.io,Plausible Analytics,48.2,42.2,6,0.75,LOW,LOW,criteria,"Plausible Analytics has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
223,https://github.com/g0v/vue.vtaiwan.tw,vTaiwan,48.1,44.1,4,1.0,LOW,LOW,criteria,"vTaiwan has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4."
224,https://arxiv.org/abs/2005.13701,Modular Politics,48.0,48.0,0,0.75,LOW,HIGH,criteria,Modular Politics addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. popularity-risk flag — Modular Politics is widely known and well-documented; stripping dossier richness advantage I'd estimate roughly 8-12 points lower.
225,https://public.tableau.com/app/profile/citizensadvice/vizzes,Citizens Advice Tableau Public Profile,48.0,48.0,0,0.58,MEDIUM,NONE,criteria,"Citizens Advice Tableau Public Profile has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+4."
226,https://sourceafrica.net,sourceAFRICA,48.0,48.0,0,0.83,LOW,LOW,criteria,"sourceAFRICA does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M4:-4, M5:+4."
227,https://thecircuit.cc,The Circuit,48.0,48.0,0,0.92,LOW,LOW,criteria,The Circuit does the transparency work that actually matters — making institutional processes legible to people who aren't specialists.
228,https://www.mptwitterbios.co.uk,MP Twitter Bios,48.0,48.0,0,0.75,LOW,LOW,criteria,"MP Twitter Bios addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M4:-4, M5:+4."
229,https://charmverse.io/,CharmVerse,47.2,41.2,6,0.75,LOW,LOW,criteria,"CharmVerse has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
230,https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,47.2,41.2,6,0.75,LOW,LOW,criteria,"Consent-O-Matic has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
231,https://cotsi.org/,COTSI (Cyber Operational Threat Situational Intelligence),47.1,47.1,0,0.75,LOW,LOW,criteria,"COTSI (Cyber Operational Threat Situational Intelligence) has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together."
232,https://journaliststudio.google.com,Journalist Studio,47.1,45.1,2,0.75,LOW,LOW,criteria,"Journalist Studio has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M4:-4, M5:+6."
233,https://opendatacommunities.org,Open Data Communities,47.1,47.1,0,0.92,LOW,MEDIUM,criteria,Open Data Communities does the transparency work that actually matters — making institutional processes legible to people who aren't specialists.
234,https://www.shareddigitalguides.org.uk,Shared Digital Guides,47.1,43.1,4,0.67,MEDIUM,LOW,criteria,"Shared Digital Guides has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+4."
235,https://github.com/vbuterin/dao,The DAO (Standard DAO Framework),46.2,41.2,5,0.75,LOW,LOW,criteria,"The DAO (Standard DAO Framework) has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M1:+9, M4:-4."
236,https://openprocurement.io,OpenProcurement,46.2,42.2,4,1.0,LOW,MEDIUM,criteria,OpenProcurement does the transparency work that actually matters — making institutional processes legible to people who aren't specialists. modifiers: M5:+4.
237,https://soweego.readthedocs.io,soweego,46.2,40.2,6,0.83,LOW,LOW,criteria,"soweego has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6."
238,https://postbug.com,PostBug,46.1,46.1,0,0.75,LOW,LOW,criteria,"PostBug has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together."
239,https://research.localgov.digital,User Research Library,46.1,46.1,0,0.83,LOW,LOW,criteria,"User Research Library addresses democratic infrastructure quality directly — helping people who feel disconnected from institutions actually engage with them. modifiers: M3:+4, M4:-4."
240,https://www.openorigins.com,OpenOrigins,46.1,46.1,0,0.75,LOW,LOW,criteria,"OpenOrigins has some of what I look for but doesn't land the full combination I care most about — participation infrastructure, evidence rigour, and democratic accessibility working together. modifiers: M5:+6, M6:-6."
