rank,project,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
32,Schema.org,https://schema.org,57.9,52.9,5,0.71,LOW,MEDIUM,C4_deployment,"I value the community accountability structures in Schema.org, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
33,Open Collective,https://opencollective.com,57.9,52.9,5,1.0,LOW,MEDIUM,C5_governance,"I value the community accountability structures in Open Collective, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
34,Open Standards for Data Guidebook,https://standards.theodi.org,57.8,57.8,0,1.0,LOW,NONE,C7_civic_tech,The civic infrastructure framing of Open Standards for Data Guidebook fits my emerging political tech interest. More evidence of real-world inclusion impact would strengthen this score.
35,Global Fact-Check Bot (GFC),https://globalfactcheck.bot,57.1,47.1,10,1.0,LOW,NONE,C5_governance,"I value the community accountability structures in Global Fact-Check Bot (GFC), though the closed-source approach constrains volunteer contribution. The strong modifier boost (+10) reflects alignment with excluded-population and volunteer-driven values."
36,The Commons Social Change Library,https://commonslibrary.org,57.0,50.0,7,1.0,LOW,NONE,C4_deployment,"There is concrete evidence that The Commons Social Change Library serves actual users, but its proprietary model limits replicability. More evidence of real-world inclusion impact would strengthen this score."
37,GlobaLeaks,https://www.globaleaks.org,57.0,52.0,5,1.0,LOW,LOW,C4_deployment,"There is concrete evidence that GlobaLeaks serves actual users, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
38,Snowdrift.coop,https://snowdrift.coop,57.0,50.0,7,1.0,LOW,NONE,C5_governance,"Snowdrift.coop gives its users genuine governance power, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
39,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,57.0,52.0,5,0.93,LOW,LOW,C4_deployment,"The volunteer-scalable design of Consent-O-Matic is exactly how I think impact should grow, but I see no evidence it reaches marginalised communities. More evidence of real-world inclusion impact would strengthen this score."
40,Logos,https://logos.co,57.0,49.0,8,1.0,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of Logos fits my emerging political tech interest, but it lacks the empowerment logic I prioritise. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
41,Abstract Wikipedia,https://meta.wikimedia.org/wiki/abstract_wikipedia,56.0,51.0,5,0.85,LOW,NONE,C3_openness,Abstract Wikipedia could survive its founders leaving because the code and materials are open. More evidence of real-world inclusion impact would strengthen this score.
42,sourceAFRICA,https://sourceafrica.net,56.0,51.0,5,0.93,LOW,NONE,C3_openness,"sourceAFRICA could survive its founders leaving because the code and materials are open, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
43,Pursuance Project,https://pursuanceproject.org,56.0,51.0,5,1.0,LOW,NONE,C4_deployment,"Pursuance Project is governed by the people it serves, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
44,Radicle,https://radicle.xyz,56.0,49.0,7,1.0,LOW,LOW,C3_openness,"Radicle is governed by the people it serves, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
45,Turkopticon,https://turkopticon.ucsd.edu,56.0,51.0,5,1.0,LOW,LOW,C4_deployment,"Turkopticon's open-source approach means others can replicate this work, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
46,youtube-dl,https://github.com/ytdl-org/youtube-dl,56.0,49.0,7,1.0,LOW,MEDIUM,C4_deployment,"youtube-dl has moved beyond theory into real-world use, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
47,Citizen OS,https://citizenos.com/platform,55.9,54.9,1,1.0,LOW,NONE,C4_deployment,"Citizen OS demonstrates the deployment track record I look for, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
48,Decidim,https://decidim.org,55.9,54.9,1,1.0,LOW,LOW,C5_governance,"Decidim gives its users genuine governance power, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
49,Pastecal,https://github.com/kazad/pastecal,55.0,48.0,7,1.0,LOW,NONE,C7_civic_tech,"Pastecal could survive its founders leaving because the code and materials are open, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
50,Strike Map,https://strikemap.org,55.0,48.0,7,0.93,LOW,NONE,C4_deployment,"Strike Map has moved beyond theory into real-world use, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
51,SecureDrop,https://securedrop.org,55.0,50.0,5,1.0,LOW,MEDIUM,C4_deployment,"I value the community accountability structures in SecureDrop, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
52,Open Supply Hub,https://opensupplyhub.org,54.9,54.9,0,1.0,LOW,NONE,C4_deployment,"Open Supply Hub explicitly connects technology to democratic participation, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
53,CONSUL Democracy,https://consulproject.org,54.9,53.9,1,1.0,LOW,LOW,C4_deployment,"CONSUL Democracy is governed by the people it serves, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
54,Anna's Archive,https://annas-archive.pm,54.1,46.1,8,0.78,LOW,MEDIUM,C3_openness,"Anna's Archive explicitly connects technology to democratic participation, but I see no evidence it reaches marginalised communities. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
55,OSINT Framework,https://osintframework.com,54.1,47.1,7,1.0,LOW,MEDIUM,C3_openness,"I appreciate that OSINT Framework publishes openly and invites community contribution, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
56,Murmurations Protocol,https://murmurations.network,54.0,52.0,2,1.0,LOW,NONE,C5_governance,"I value the community accountability structures in Murmurations Protocol, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
57,Pageviews Analysis,https://pageviews.wmcloud.org,54.0,49.0,5,1.0,LOW,NONE,C4_deployment,"Pageviews Analysis demonstrates the deployment track record I look for, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
58,PlaceCal,https://github.com/geeksforsocialchange/placecal,54.0,52.0,2,1.0,LOW,NONE,C7_civic_tech,"The human-scaling model of PlaceCal reflects how real impact multiplies, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
59,WhatDoTheyKnow,https://www.whatdotheyknow.com,54.0,49.0,5,1.0,LOW,LOW,C7_civic_tech,"The civic infrastructure framing of WhatDoTheyKnow fits my emerging political tech interest, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
60,Tor Project,https://www.torproject.org,54.0,49.0,5,1.0,LOW,MEDIUM,C4_deployment,"Tor Project gives its users genuine governance power, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
61,Sugartrail,https://github.com/ribenamaplesyrup/sugartrail,54.0,49.0,5,0.93,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of Sugartrail fits my emerging political tech interest, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
62,AlgorithmWatch,https://algorithmwatch.org,53.9,53.9,0,1.0,LOW,NONE,C4_deployment,There is concrete evidence that AlgorithmWatch serves actual users. More evidence of real-world inclusion impact would strengthen this score.
63,Ethelo,https://ethelo.com,53.1,45.1,8,1.0,LOW,NONE,C4_deployment,"The civic infrastructure framing of Ethelo fits my emerging political tech interest, but it lacks the empowerment logic I prioritise. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
64,Theft Bisect,https://onodi.co/bisect,53.1,45.1,8,1.0,LOW,NONE,C3_openness,"The civic infrastructure framing of Theft Bisect fits my emerging political tech interest, but it treats users as passive consumers rather than building their capabilities. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
65,The DAO (Standard DAO Framework),https://github.com/vbuterin/dao,53.1,46.1,7,1.0,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of The DAO (Standard DAO Framework) fits my emerging political tech interest, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
66,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,53.1,45.1,8,1.0,LOW,NONE,C3_openness,"I appreciate that UK Policy Dojo publishes openly and invites community contribution, but the target audience seems mainstream rather than excluded. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
67,The Engine Room Library,https://library.theengineroom.org,53.0,51.0,2,1.0,LOW,NONE,C3_openness,I find The Engine Room Library moderately aligned with my values. More evidence of real-world inclusion impact would strengthen this score.
68,CivicPress,https://civicpress.io,53.0,49.0,4,1.0,LOW,NONE,C3_openness,"CivicPress could survive its founders leaving because the code and materials are open, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
69,Guardian Project,https://guardianproject.info,53.0,48.0,5,0.93,LOW,MEDIUM,C4_deployment,"The civic infrastructure framing of Guardian Project fits my emerging political tech interest, but I see no evidence it reaches marginalised communities. More evidence of real-world inclusion impact would strengthen this score."
70,CommunityRule,https://communityrule.info,52.9,52.9,0,1.0,LOW,NONE,C4_deployment,"CommunityRule has moved beyond theory into real-world use, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
71,Nym,https://nymtech.net,52.9,52.9,0,1.0,LOW,LOW,C4_deployment,"I appreciate that Nym publishes openly and invites community contribution, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
72,LiquidFeedback,https://liquidfeedback.com,52.8,57.8,-5,1.0,LOW,NONE,C4_deployment,LiquidFeedback is governed by the people it serves. A modifier penalty (-5) reflects concern about power digitisation without access expansion.
73,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,52.1,44.1,8,1.0,LOW,NONE,C7_civic_tech,"The volunteer-scalable design of OpenElections Leaflet Scraper and Parser is exactly how I think impact should grow, though there is no evidence of community governance structures. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
74,whatsmeow,https://github.com/tulir/whatsmeow,52.1,47.1,5,0.79,LOW,MEDIUM,C4_deployment,"whatsmeow demonstrates the deployment track record I look for, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
75,Privacy Badger,https://privacybadger.org,52.1,47.1,5,1.0,LOW,LOW,C4_deployment,"Privacy Badger has moved beyond theory into real-world use, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
76,Spacetube,https://spacetu.be,52.1,43.1,9,0.93,LOW,NONE,C3_openness,"The volunteer-scalable design of Spacetube is exactly how I think impact should grow, but it treats users as passive consumers rather than building their capabilities. The strong modifier boost (+9) reflects alignment with excluded-population and volunteer-driven values."
77,Kagi SlopStop,https://blog.kagi.com/slopstop,52.0,49.0,3,1.0,LOW,NONE,C4_deployment,I value the community accountability structures in Kagi SlopStop. More evidence of real-world inclusion impact would strengthen this score.
78,OA.Works,https://oa.works,52.0,52.0,0,1.0,LOW,NONE,C4_deployment,The civic infrastructure framing of OA.Works fits my emerging political tech interest. More evidence of real-world inclusion impact would strengthen this score.
79,Cobudget,https://cobudget.com,52.0,50.0,2,1.0,LOW,NONE,C5_governance,"The civic infrastructure framing of Cobudget fits my emerging political tech interest, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
80,GRIM (Global Risk Simulator),https://github.com/sentinelteam/grim,52.0,49.0,3,1.0,LOW,NONE,C4_deployment,"GRIM (Global Risk Simulator) gives its users genuine governance power, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
81,OpenCRVS,https://www.opencrvs.org,52.0,51.0,1,1.0,LOW,LOW,C4_deployment,"I value the community accountability structures in OpenCRVS, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
82,openparliament.ca,https://openparliament.ca,51.1,46.1,5,1.0,LOW,NONE,C7_civic_tech,"openparliament.ca explicitly connects technology to democratic participation, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
83,arXiv,https://arxiv.org,51.1,46.1,5,1.0,LOW,LOW,C4_deployment,"arXiv explicitly connects technology to democratic participation, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
84,meet.coop,https://www.meet.coop,51.1,44.1,7,1.0,LOW,NONE,C5_governance,"I value the community accountability structures in meet.coop, but I see no evidence it reaches marginalised communities. More evidence of real-world inclusion impact would strengthen this score."
85,Community Notes (Birdwatch) Analysis Tool,https://github.com/travisbrown/birdwatch,51.0,48.0,3,1.0,LOW,NONE,C3_openness,"The civic infrastructure framing of Community Notes (Birdwatch) Analysis Tool fits my emerging political tech interest, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
86,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,51.0,49.0,2,1.0,LOW,NONE,C7_civic_tech,"I value the community accountability structures in Groupthink (OpenPolitics Votebot), though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
87,Neighbourhood Warmth,https://www.mysociety.org/climate/neighbourhood-warmth,50.2,42.2,8,1.0,LOW,NONE,C7_civic_tech,"I value the community accountability structures in Neighbourhood Warmth, though its user base appears to be already-enfranchised citizens. The strong modifier boost (+8) reflects alignment with excluded-population and volunteer-driven values."
88,Riseup,https://riseup.net,50.2,41.2,9,1.0,LOW,NONE,C5_governance,"I value the community accountability structures in Riseup, but it treats users as passive consumers rather than building their capabilities. The strong modifier boost (+9) reflects alignment with excluded-population and volunteer-driven values."
89,MP Watch,https://www.mpwatch.org,50.1,43.1,7,1.0,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of MP Watch fits my emerging political tech interest, though the closed-source approach constrains volunteer contribution. More evidence of real-world inclusion impact would strengthen this score."
90,VFRAME,https://vframe.io,50.1,45.1,5,1.0,LOW,LOW,C4_deployment,"VFRAME demonstrates the deployment track record I look for, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
91,Ushahidi,https://www.ushahidi.com,50.0,50.0,0,1.0,LOW,LOW,C4_deployment,Ushahidi is governed by the people it serves. More evidence of real-world inclusion impact would strengthen this score.
92,adhocracy+,https://adhocracy.plus,50.0,50.0,0,1.0,LOW,NONE,C4_deployment,"adhocracy+ explicitly connects technology to democratic participation, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
93,Bluesky Social,https://github.com/bluesky-social,50.0,50.0,0,1.0,LOW,MEDIUM,C4_deployment,"I value the community accountability structures in Bluesky Social, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
94,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,50.0,49.0,1,1.0,LOW,LOW,C4_deployment,"I value the community accountability structures in Humanitarian OpenStreetMap Team (HOT), but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
95,Political Advertising Transparency Data Standard,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,50.0,48.0,2,1.0,LOW,NONE,C4_deployment,"Political Advertising Transparency Data Standard explicitly connects technology to democratic participation, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
96,Discourse,https://www.discourse.org,49.9,54.9,-5,1.0,LOW,MEDIUM,C4_deployment,There is concrete evidence that Discourse serves actual users. A modifier penalty (-5) reflects concern about power digitisation without access expansion.
97,Agencies for Good,https://www.agenciesforgood.org,49.2,42.2,7,1.0,LOW,NONE,C5_governance,"Agencies for Good is governed by the people it serves, though the closed-source approach constrains volunteer contribution. More evidence of real-world inclusion impact would strengthen this score."
98,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,49.2,42.2,7,1.0,LOW,NONE,C3_openness,"The civic infrastructure framing of Beckton fits my emerging political tech interest, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
99,FixMyBlock,https://fixmyblock.org,49.1,43.1,6,1.0,LOW,NONE,C7_civic_tech,"FixMyBlock explicitly connects technology to democratic participation, though the closed-source approach constrains volunteer contribution. More evidence of real-world inclusion impact would strengthen this score."
100,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,49.1,47.1,2,1.0,LOW,NONE,C3_openness,"I find Data Observation Toolkit (DOT) moderately aligned with my values, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
101,PatCit,https://github.com/cverluise/patcit,49.0,49.0,0,1.0,LOW,NONE,C4_deployment,PatCit has moved beyond theory into real-world use. More evidence of real-world inclusion impact would strengthen this score.
102,LittleSis,https://littlesis.org,49.0,49.0,0,1.0,LOW,NONE,C7_civic_tech,"LittleSis explicitly connects technology to democratic participation, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
103,Open Council Network,https://opencouncil.network,49.0,49.0,0,1.0,LOW,NONE,C7_civic_tech,"Open Council Network is governed by the people it serves, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
104,Open Digital Planning,https://opendigitalplanning.org,49.0,49.0,0,1.0,LOW,LOW,C7_civic_tech,"Open Digital Planning explicitly connects technology to democratic participation, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
105,RxC Quadratic Voting,https://quadraticvote.radicalxchange.org,49.0,49.0,0,1.0,LOW,NONE,C4_deployment,"RxC Quadratic Voting has moved beyond theory into real-world use, though I find no mechanism for leaving people more capable after use. More evidence of real-world inclusion impact would strengthen this score."
106,CiviCRM,https://civicrm.org,49.0,49.0,0,1.0,LOW,NONE,C4_deployment,"I value the community accountability structures in CiviCRM, but it lacks the empowerment logic I prioritise. More evidence of real-world inclusion impact would strengthen this score."
107,Ladder Hub,https://ladderhub.org,48.2,42.2,6,0.93,LOW,NONE,C4_deployment,"I find Ladder Hub moderately aligned with my values, though the closed-source approach constrains volunteer contribution. More evidence of real-world inclusion impact would strengthen this score."
108,Populate Tools,https://github.com/populatetools,48.0,50.0,-2,1.0,LOW,NONE,C7_civic_tech,"Populate Tools explicitly connects technology to democratic participation, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
109,Journal of Open Source Software,https://joss.theoj.org,48.0,48.0,0,1.0,LOW,LOW,C4_deployment,"Journal of Open Source Software demonstrates the deployment track record I look for, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
110,NumFOCUS,https://numfocus.org,48.0,48.0,0,1.0,LOW,LOW,C4_deployment,"NumFOCUS is governed by the people it serves, though its user base appears to be already-enfranchised citizens. More evidence of real-world inclusion impact would strengthen this score."
111,CKAN,https://ckan.org,47.9,52.9,-5,1.0,LOW,LOW,C4_deployment,"CKAN is governed by the people it serves, but it treats users as passive consumers rather than building their capabilities. A modifier penalty (-5) reflects concern about power digitisation without access expansion."
112,mySociety Datasets and APIs,https://data.mysociety.org,47.9,52.9,-5,1.0,LOW,LOW,C4_deployment,"mySociety Datasets and APIs has moved beyond theory into real-world use, but it lacks the empowerment logic I prioritise. A modifier penalty (-5) reflects concern about power digitisation without access expansion."
113,Turbo Phonebank,https://turbophonebank.com,47.3,36.3,11,1.0,LOW,NONE,C7_civic_tech,"Turbo Phonebank explicitly connects technology to democratic participation, but it lacks the empowerment logic I prioritise. The strong modifier boost (+11) reflects alignment with excluded-population and volunteer-driven values."
114,WriteToThem,https://www.writetothem.com,47.2,40.2,7,1.0,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of WriteToThem fits my emerging political tech interest, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
115,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,47.2,42.2,5,1.0,LOW,NONE,C7_civic_tech,"The civic infrastructure framing of Responsible Tech Guide 2025 fits my emerging political tech interest, but the target audience seems mainstream rather than excluded. More evidence of real-world inclusion impact would strengthen this score."
116,Open Referral UK,https://openreferraluk.org,47.1,45.1,2,1.0,LOW,NONE,C5_governance,"I value the community accountability structures in Open Referral UK, but it treats users as passive consumers rather than building their capabilities. More evidence of real-world inclusion impact would strengthen this score."
