rank,project_name,url,score,criteria,mod_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
93,Mozilla Data Collective,https://datacollective.mozillafoundation.org/,58.1,46.1,12.0,0.4,MEDIUM,low,modifier,"Community-centered AI training data -- directly relevant to C1 (who controls the data that trains institutional AI). Serving indigenous language communities and Global South populations earns full C7 credit. But this launched in 2025, has 16 GitHub stars, and sustainability model is unproven. The governance complexity of custom data licenses is an honest documented risk. Early-stage status means C6 is very low despite the Mozilla institutional backing. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
94,Find local consultations,https://gov.uk/find-local-consultations,58.0,51.0,7.0,0.45,MEDIUM,none,modifier,"A UK government service enabling citizens to discover local council consultations is genuine democratic participation infrastructure -- government-built, government-maintained. The institutional deployment across England and Wales councils gives strong C6 marks. But the dossier is thin with no documented limitations, no open-source status, no performance metrics. England-and-Wales-only scope limits C7 heavily. The concept is solid but evidence is insufficient for higher marks. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
95,Wikidata,https://www.wikidata.org,58.0,54,4.0,0.75,LOW,high,criteria,"A free open knowledge base used by 64% of Wikipedia pages and recognised as a digital public good in 2025 -- Wikidata is foundational data infrastructure. The documented Western-centric bias concerns and ongoing community discussions about neutrality demonstrate C3 epistemic honesty. Open-source with active development and government open data initiative partnerships. Modifier 6 for open-source civic infrastructure. But it is primarily a knowledge base, not governance or regulatory infrastructure -- C2 scores modestly. Very well-known; discounting documentation advantage would lower this about 8 points. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
96,Bluesky Social,https://github.com/bluesky-social,57.9,54.9,3.0,0.6,MEDIUM,medium,criteria,"Bluesky's decentralized architecture and open AT Protocol represent a serious attempt to restructure social media power dynamics, which maps well to my C5 concerns about attention and autonomy. The AI content moderation involves real decisions about speech but I see no documented safety methodology, which is a negative signal on C1. Active codebase with millions of users gives strong C6 marks, and the open-source infrastructure earns a small modifier boost. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
97,One Project,https://oneproject.org/,57.9,52.9,5.0,0.50,MEDIUM,none,modifier,"The Horizon Fund's explicit tracking of funding distribution to underrepresented communities is a genuine cooperation-building mechanism, making C4 the primary driver. But the dossier is thin on implementation evidence -- the AI Commons publication is noted but there is no deployment data or institutional adoption evidence. Without stronger C6 evidence, this stays in the middle range. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
98,openparliament.ca,https://openparliament.ca/,57.9,53.9,4.0,0.60,MEDIUM,none,criteria,"The AI-generated Hansard summaries come with an explicit warning that they may contain inaccuracies or total fabrications -- this is exactly the kind of epistemic honesty I weight heavily under C3. The project has been running for over a decade, which shows sustainability. But the dossier notes it is now less comprehensive than Parliament's own site, suggesting declining relevance. C3 is the primary driver for the honest AI labelling. The open-source boost applies. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
99,sourceAFRICA,https://sourceafrica.net,57.9,53.9,4.0,0.65,MEDIUM,none,criteria,"115,126 documents across 1.2 million pages with 47 contributing organisations -- Africa's premier document repository for investigative journalism. The quantified metrics and honest limitation about OCR errors show C3 quality. Open-source and serving non-OECD contexts gets full C7 credit. C5 is a co-driver: this infrastructure protects press freedom and civic accountability in contexts where it is most at risk. C6 is solid with real documented scale. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
100,Atlas of Surveillance,https://atlasofsurveillance.org,57.0,49.0,8.0,0.6,MEDIUM,low,modifier,"EFF's database of surveillance technology deployments directly serves C5 -- documenting threats to community autonomy. Tracking disparities in surveillance deployment by demographics earns C3 credit. Correlated policy outcomes in local surveillance ordinances are plausible but not strongly evidenced. US-only scope limits C7. The core mission aligns well with my attention-to-power concerns. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
101,Coral,https://coralproject.net,57.0,51.0,6.0,0.6,MEDIUM,low,criteria,AI-powered comment moderation deployed across 23 countries by major newsrooms -- real institutional adoption at scale. The documented AI moderation bias in non-English languages and explicit disparity tracking show genuine C3 complexity awareness and C5 community protection intent. For-profit model but open source. The core challenge -- maintaining public discourse quality -- is directly relevant to attention and community (C5). M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
102,GlobaLeaks,https://www.globaleaks.org,57.0,52,5.0,0.7,LOW,medium,criteria,Free and open-source whistleblowing software deployed internationally with EU anti-corruption agency partnerships and compliance with the EU Whistleblower Protection Directive. This is institutional accountability infrastructure that directly serves C2. Published security audits demonstrate the kind of safety-conscious methodology I value even in non-AI contexts. Modifier 6 for open-source civic infrastructure and Modifier 3 for documented limitations (they acknowledge reliance on self-reported outcomes). Decade-plus operation with active development. A well-known project -- discounting for documentation richness would lower this about 5 points. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
103,Groupthink (OpenPolitics Votebot),https://github.com/openpolitics/groupthink,57.0,50.0,7.0,0.55,MEDIUM,none,modifier,"A collaborative democratic platform built atop GitHub for open policymaking and manifesto writing was adopted by Something New, a UK political party that stood in general elections. The cooperation-building design scores well on C4. But the last commit was 2023, voting rules documentation is incomplete, and the tool remains UK-specific with limited reach. The policy outcome is real but narrow -- one small party's manifesto platform. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
104,New_ Public Roundabout,https://newpublic.substack.com/p/introducing-roundabout-built-for,57.0,52.0,5.0,0.5,MEDIUM,none,modifier,"Roundabout's design philosophy -- a local digital forum built from the ground up with community stewards, explicitly serving underestimated communities -- maps strongly to my C5 community protection values. The national survey partnership with University of Texas Center for Media Engagement shows methodological rigor for C3. But the closed beta, US-only focus, and not-open-source status limit C6 and C7 significantly. The concept is one of the most value-aligned in this batch but deployment evidence is premature. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
105,Riseup,https://riseup.net,57.0,52.0,5.0,0.50,MEDIUM,medium,modifier,"Riseup has been providing secure communications infrastructure for social movements for over a decade -- genuinely protective of activist autonomy and community. C5 is the clear driver: this explicitly exists to protect attention, autonomy, and community in the face of surveillance. The documented service disruptions show honest operational transparency. But it is only partial open-source, has no government engagement (by design), and the dossier lacks quantified impact. Moderately well-known in activist circles. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
106,deliberAIde,https://www.deliberaide.com,57.0,46,11.0,0.6,MEDIUM,none,modifier,"AI-powered deliberation support with UK Government Digital Service and European Commission partnerships is directly relevant to C2. The real-time transcription in 100+ languages with automatic anonymization shows thoughtful design for C5 and C7. But the dossier flags language model biases in non-English contexts and limited transparency on training data -- acknowledging these limits earns some Modifier 3 credit, but the proprietary nature and lack of published performance data create tension with my C3 expectations. A promising project with legitimate uncertainty about AI safety rigor. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
107,GrantNav,https://grantnav.threesixtygiving.org,56.9,53.9,3.0,0.7,LOW,none,criteria,"GrantNav makes UK grant funding data transparent and searchable, with UK Cabinet Office and National Lottery partnerships, decade-plus track record, and documented adoption of the 360Giving Data Standard by major funders. This is genuine civic data infrastructure that serves accountability. The documented limitation about voluntary funder compliance is honest. The open-source boost applies partially. UK-only scope constrains C7 but the domestic institutional adoption is strong. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
108,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,56.9,52.9,4.0,0.55,MEDIUM,none,criteria,"The concept of AI agents adversarially reviewing UK policy documents through defined schools of thought is genuinely novel and directly relevant to my C1 interest in AI applied to institutional decision-making. The dossier explicitly names limitations -- AI agents may introduce bias, no formal democratic legitimacy -- which is the kind of honest failure-mode documentation I reward in C3. However, this is an experimental framework with zero deployment evidence, which means C6 scores near-minimum. Modifier 3 for complexity acknowledgment applies. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
109,CommunityRule,https://communityrule.info,56.1,45.1,11.0,0.5,MEDIUM,none,modifier,"A governance toolkit for online communities -- this maps directly to C4 (cooperation and incentive design for collective self-governance). The documented limitations about evaluation gaps and English-language bias show some C3 awareness. Government innovation lab partnerships are mentioned but not detailed. Academic origin (Nathan Schneider) gives intellectual credibility but thin deployment evidence. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
110,GovTrack.us,https://www.govtrack.us,56.0,52,4.0,0.7,LOW,medium,criteria,"Two decades of tracking US congressional activity with partnerships with the House and Senate -- GovTrack is foundational transparency infrastructure. C2 and C6 score well for institutional maturity and government partnerships. Partial open-source with active codebase earns a small Modifier 6 nudge. But it is observational rather than analytical, US-only (limiting C7), and has no AI safety or complexity methodology dimension. Well-documented and well-known; discounting for that would lower the score about 5 points. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
111,Missing Numbers,https://missingnumbers.org,56.0,49.0,7.0,0.35,MEDIUM,none,modifier,"Missing Numbers investigates and campaigns to close gaps in UK public data -- the mission directly serves C2 institutional transparency. The political relevance is real: MPs are among the target audience, and the campaign has documented influence on data collection practices. But the dossier is thin -- not open-source, no documented limitations, anecdotal causation, UK-only scope. The campaign model limits C6 implementation maturity compared to software tools. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
112,Tracka,https://yourtracka.org,56.0,46,10.0,0.65,MEDIUM,none,modifier,"Tracking 19,000+ federal and state projects across all 36 Nigerian states with documented completion of abandoned infrastructure (health centres, boreholes, street lights) after Tracka monitoring. This is government accountability infrastructure in a non-OECD context, earning full C7 credit and strong C2 scoring. The community-based monitoring with government feedback loops is a cooperation design (C4). Decade-plus operation and 17,000+ communities engaged demonstrate C6 maturity. But the digital divide affecting rural participation is a structural limitation, and the evidence is largely anecdotal. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
113,arXiv,https://arxiv.org,56.0,50.0,6.0,0.6,MEDIUM,high,criteria,"I use arXiv myself -- it is genuinely foundational knowledge infrastructure, and I have to flag that familiarity. Its explicit statement that materials are not peer-reviewed is excellent C3 epistemic honesty. But arXiv is not political technology, not government-facing, and not institutional decision infrastructure. It scores well on maturity (C6) and cross-jurisdictional (C7) but my C2 criterion has no room for a preprint server. Popularity risk is high. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
114,Journal of Open Source Software,https://joss.theoj.org,55.9,52.9,3.0,0.5,LOW,none,criteria,"JOSS has published 1000+ papers with 5000+ peer reviewers and active 2026 commits -- the implementation maturity for an academic infrastructure project is exceptional, scoring high on C6. The peer review process for research software embodies the epistemic rigor I value in C3. But the connection to political technology is indirect -- JOSS serves science broadly, not civic governance specifically. Open-source infrastructure boost applies. The high C6 and C3 scores drive the total. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
115,NumFOCUS,https://numfocus.org,55.9,52.9,3.0,0.6,LOW,medium,criteria,"NumFOCUS sustains NumPy, pandas, Jupyter, and other foundational open-source scientific computing infrastructure with NSF, DOE, and NASA partnerships. The implementation maturity is exceptional for a meta-organization -- decade-plus, active, with annual impact reports. The civic technology connection is indirect: these tools underpin policy research and data analysis broadly but are not political technology themselves. The diversity and inclusion tracking and open-source mission earn modifier marks. I flag moderate popularity risk. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
116,Nyaaya,https://nyaaya.org,55.8,57.8,-2.0,0.55,MEDIUM,none,modifier,"Nyaaya makes Indian law accessible to citizens who lack resources for professional legal counsel, with explicit attention to women, LGBTQI+, persons with disabilities, scheduled castes and tribes. The documented limitation that 30 crore Indians cannot read is one of the most honest complexity acknowledgments in this batch, earning high C3 marks. The OpenNyAI initiative using AI for justice is noted. The multi-language approach (Hindi, Kannada) with acknowledged English-language bias shows epistemic honesty. Open-source boost applies partially. India-specific scope with non-OECD context earns full C7 credit. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
117,Relational Tech Project,https://relationaltechproject.org,55.1,45.1,10.0,0.35,HIGH,none,modifier,"Tools crafted by, with, and for neighbours -- the community-centred framing is strong C5 material. The focus on trust and care between neighbours is an unusual and specific articulation of what technology should protect. But the dossier has no deployment evidence, no policy outcomes, no documented limitations. C5 drives what score there is. Open-source boost applies but cannot compensate for thin implementation evidence. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
118,Consent-O-Matic,https://github.com/cavi-au/consent-o-matic,55.0,52.0,3.0,0.5,MEDIUM,none,criteria,"A browser extension that auto-fills cookie consent popups based on user preferences is a direct embodiment of protecting attention and autonomy -- exactly my C5 criteria. The documented limitations are honest about scope, and it scores maximum on C5. However, there is no regulatory or institutional infrastructure engagement, no AI safety dimension, and deployment evidence is limited to download counts. The open-source boost applies. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
119,GOV.UK Notify,https://www.notifications.service.gov.uk,55.0,54,1.0,0.75,LOW,low,criteria,"1,739 organisations and 11,895 services using a shared notification platform is institutional infrastructure at massive scale. Built by GDS, it standardised government-citizen communication across the UK public sector including NHS. C2 and C6 score highly -- this is exactly the kind of shared public infrastructure my criteria reward. The free tier design is a cooperation-building choice (C4). But no AI dimension, UK-only scope, and no complexity methodology. Solid government plumbing that does one thing well. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
120,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,55.0,54,1.0,0.7,LOW,medium,criteria,The pre/post quiz methodology with longitudinal tracking is exactly the kind of evidence-based approach I value in C3 -- they actually measure whether misconceptions change. UNESCO and Swedish Ministry partnerships give it C2 credibility. The policymaker advisory function earns a small Modifier 5 boost. But it has no AI safety dimension and its regulatory engagement is educational rather than institutional. Well-known project; stripping documentation advantage would drop this about 5 points. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied.
121,Open Letter,https://openletter.earth,55.0,48.0,7.0,0.45,MEDIUM,none,modifier,"The documented policy outcomes -- a street made car-free in Schaerbeek, campaign results -- show this platform has facilitated real civic action. C5 (community protection) and C4 (cooperation-building) are the drivers since it enables collective civic voice. But the dossier is thin on methodology, no documented limitations, and not open-source. Moderate uncertainty about the platform's actual design and governance. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
122,Spartacus,https://spartacus.app,55.0,48.0,7.0,0.35,HIGH,none,modifier,"Conditional commitments that activate only when enough people join -- this is a collective action mechanism that directly engages C4 (cooperation-building through incentive design). The mechanism design is interesting: it addresses the free-rider problem in civic mobilisation. But the dossier is thin, not open-source, no documented institutional use. C4 is the driver for the concept, but high uncertainty from sparse evidence limits the total. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
123,Strike Map,https://strikemap.org,55.0,48.0,7.0,0.45,MEDIUM,none,modifier,"The explicit disclaimer that it does not claim to document all strikes and acknowledges geographic unevenness is strong C3 material -- unusual honesty about data completeness in advocacy tools. Partial open-source. But US-only, no government partnerships, and the dossier lacks evidence of institutional adoption. C3 and C5 are co-drivers: documenting labour action with epistemic honesty while serving worker communities. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
124,The Circuit,https://thecircuit.cc,55.0,52.0,3.0,0.55,MEDIUM,none,criteria,"Three million criminal cases from Cook County analysed for judicial patterns with disparity tracking -- this is exactly the kind of data-driven accountability C2 rewards. The observational methodology with no experimental design is honestly documented. The 2000-2018 data limitation is a clear scope acknowledgment. C2 and C3 are co-drivers: institutional accountability through data with honest methodological framing. But last commit was March 2021 and scope is highly local. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
125,Tor Project,https://www.torproject.org,55.0,52,3.0,0.7,LOW,high,criteria,"Tor is foundational privacy infrastructure -- decades of operation, open-source, globally deployed, documented timing attack limitations, multi-layer encryption architecture. C5 scores near-maximum for protecting autonomy and resisting surveillance. The documented limitations (exit node monitoring, timing attacks) show C3 maturity. Modifier 6 for open-source civic infrastructure. But Tor has no institutional governance dimension for C2, no cooperation-building mechanism for C4, and the US government funding raises complex accountability questions rather than resolving them. Very well-known; discounting documentation advantage would lower this about 8 points. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
126,WhatDoTheyKnow,https://www.whatdotheyknow.com,55.0,54,1.0,0.65,LOW,medium,criteria,"The UK's primary Freedom of Information request platform with decade-plus operation, open-source code, and active development. This is accountability infrastructure that directly enables C2 (regulatory transparency) and C5 (citizen autonomy through information access). The correlated causation strength and published performance metrics provide C6 evidence. But it is UK-only, dependent on public authority compliance, and has no AI or complexity methodology dimension. Well-known mySociety tool; discounting documentation advantage would lower this about 5 points. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
127,oTree,https://www.otree.org,55.0,50,5.0,0.6,MEDIUM,none,criteria,"2,700+ academic citations and adoption by the World Bank, OECD, US IRS, CFPB, and EBRD make oTree the most institutionally adopted research tool in this batch. For my constitution, the policymaker advisory function is central -- CFPB and IRS using experimental economics tools directly connects to evidence-based institutional decision-making (C2). Modifier 5 applies strongly. The open-source codebase and international scope help. But it is primarily academic infrastructure rather than direct civic technology, limiting C5 and C4 scores. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
128,GOV.UK Pay,https://www.payments.service.gov.uk,54.0,54,0.0,0.7,LOW,none,criteria,"1,500+ live services processing 70,000+ payments daily at 99.99% uptime -- GOV.UK Pay is industrial-grade government infrastructure. C2 and C6 score highly for institutional quality and implementation maturity. The shared service model reducing costs across agencies is a cooperation-building design choice (C4). Decade-plus operation with active development. But it is a payment processing platform with no AI dimension, no complexity methodology, and UK-only scope. Government plumbing at its most literal -- scores well within the narrow criteria it touches. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
129,MapIt,https://mapit.mysociety.org,54.0,48.0,6.0,0.65,LOW,medium,criteria,"MapIt is a decade-plus mySociety tool used by the UK Government to match users with their local council -- this is genuine civic data infrastructure with documented institutional adoption since 2010. The implementation maturity is strong with active commits and API metrics. But like postcodes.io, it is pure plumbing with no regulatory, AI safety, or complexity dimension. UK-only scope heavily constrains C7. I flag moderate popularity risk as a well-known mySociety tool. Open-source boost applies partially. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
130,The Engine Room Library,https://library.theengineroom.org,54.0,51.0,3.0,0.5,MEDIUM,none,criteria,"Open, multilingual research guides on using data and technology for social change serve exactly the knowledge infrastructure function I value -- translating complex technical concepts for civil society organizations and human rights defenders. The honest acknowledgment that books are intentionally kept short, limiting depth, is a genuine documented limitation. Global scope and open-source status earn C7 and modifier marks. But this is a library, not a tool, which caps C6 and C2. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
131,Contracts for Data Collaboration,https://contractsfordatacollaboration.org,53.1,45.1,8.0,0.45,MEDIUM,none,modifier,"Strengthening trust and accountability in cross-sector data collaboratives maps directly to C2 (governance infrastructure) and C4 (cooperation). The academic research framing and government agency collaboration give institutional credibility. But deployment evidence is thin -- referenced in policy discussions rather than adopted as binding frameworks. The documented limitation about developed-economy focus is honest. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
132,PlaceCal,https://github.com/geeksforsocialchange/placecal,53.1,43.1,10.0,0.4,MEDIUM,none,modifier,"PlaceCal brings communities together through shared event calendars -- a simple idea that maps to my C5 community-protection criterion. The Manchester-focused, UK-only scope limits C7, and there are no government partnerships, policy outcomes, or documented limitations in the dossier. Open-source boost applies, but the thin evidence base and no institutional adoption keep scores modest across C2 and C6. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
133,Harmonica,https://harmonica.chat/,53.0,48.0,5.0,0.5,MEDIUM,none,modifier,"Harmonica's AI-powered conversational facilitation for stakeholder engagement has interesting partnerships -- CMI Peace Foundation for peacemaking strategies, Missions Publiques. But the dossier explicitly notes no independent verification of impact claims and limited public methodology documentation. The cooperation-building framing earns C4 marks. Proprietary, no open-source, anecdotal causation strength. The gap between claimed capability and verified evidence keeps scores moderate. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
134,Land Explorer,https://landexplorer.coop,53.0,48.0,5.0,0.45,MEDIUM,none,modifier,"Land Explorer helps communities find and manage land for common good projects, with an HM Land Registry partnership and a testimonial from the Director saying the tool helps implement government policy. The cooperative structure (.coop) aligns with my C4 cooperation-building criteria. But the dossier notes Land Registry data integration is still pending, scope is limited to England, and causation is anecdotal. The concept serves community autonomy but implementation gaps keep C6 modest. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
135,Murmurations Protocol,https://murmurations.network,53.0,50.0,3.0,0.45,MEDIUM,none,criteria,"A distributed data sharing protocol for making movements visible scores well on C4 cooperation-building -- the explicit goal is facilitating collaboration at scale among cooperatives and civil society. The open-source, open-standard approach with active 2026 commits earns modifier and C7 marks. But the limited adoption metrics and index service dependency are acknowledged weaknesses. No government partnerships or institutional deployment documented. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
