rank,project_name,url,score,criteria,mod_adj,completeness,uncertainty,pop_risk,primary_driver,rationale
264,Bluesky,https://bsky.app,35.2,39.2,-4.0,0.5,MEDIUM,medium,modifier,"VC-funded social platform using ML for content recommendation and moderation -- the algorithmic feed personalization directly raises C1 and C5 concerns. Decentralization claims versus centralized control debates are documented but unresolved. No government partnerships, no policy outcomes, moderation infrastructure still developing. The AT Protocol is interesting infrastructure but this is fundamentally a commercial platform, not civic infrastructure. M4 applies for engagement optimisation. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
265,Journalist Studio,https://journaliststudio.google.com,35.2,40.2,-5.0,0.4,MEDIUM,medium,modifier,"Google's journalist tools are partially open-source with AI involvement but the dossier notes limited-to-Google-ecosystem dependency and requires technical expertise. My concerns about concentration of power in a single corporate actor apply -- Modifier 2 triggers moderately. The AI involvement has no documented safety methodology. The tools serve journalists doing important work, but the Google ecosystem lock-in and proprietary elements reduce autonomy rather than protect it. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
266,Theft Bisect,https://onodi.co/bisect/,35.2,39.2,-4.0,0.60,MEDIUM,none,criteria,"A clever binary search tool that narrows 64 minutes of CCTV to 30 seconds in 10 seconds -- the performance metrics are unusually precise for a small project, which I appreciate. The GDPR concerns are honestly documented. But it is a niche tool aimed at British Transport Police with no institutional adoption yet, and C2 (regulatory infrastructure) barely applies. C3 gets credit for the documented limitations and honest framing of scope. M7 (mechanism of action): −4 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
267,MP Watch,https://www.mpwatch.org,35.0,32,3.0,0.35,HIGH,none,modifier,"A network enabling citizen engagement with MPs through briefings and campaigns. The UK Parliament engagement partnership provides modest C2 credit. But the dossier shows anecdotal impact, no published metrics, closed-source, UK-only. The concept of structured citizen-MP interaction touches C4 (cooperation) and C5 (autonomy), but the evidence base is too thin to score these criteria with confidence. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
268,Martus,https://www.martus.org,35.0,30,5.0,0.4,MEDIUM,none,modifier,"An open-source human rights documentation tool that is explicitly unsupported and no longer receiving security updates. The dossier advises users to 're-evaluate threat model given lack of support' -- for security software, discontinued maintenance is a critical failure. The decade-plus history and international jurisdiction provide historical credit, but C6 scores near-zero for an abandoned tool. The concept was important; the current state is not. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
269,Urbit,https://urbit.org,35.0,32,3.0,0.4,MEDIUM,low,modifier,"A personal server OS for digital sovereignty is philosophically aligned with C5 (autonomy protection), but the dossier shows limited adoption, technical barriers for non-experts, and no institutional or regulatory engagement. The project is partially open-source with recent commits, but there is no documented methodology, no complexity acknowledgment, and no evidence of cooperation-building. Digital sovereignty is a design goal but the implementation maturity evidence is thin. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
270,Vote for Policies,https://voteforpolicies.org.uk,35.0,32,3.0,0.4,MEDIUM,none,modifier,"The project let voters compare policies blind -- a genuinely interesting debiasing mechanism that touches C3 (epistemic honesty) and C5 (autonomy). But it is discontinued after the 2024 election, closed-source, and UK-only. A dead project scores near-zero on C6. The decade of operation provides some historical credit, but the lack of active maintenance or future trajectory is determinative. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
271,WhatGov,https://www.whatgov.co.uk,35.0,34,1.0,0.25,HIGH,none,criteria,"A parliamentary transparency platform promising to make Parliament clear. Open-source code and UK Parliament partnership provide some C2 and Modifier 6 credit. But the dossier is extremely thin -- no methodology, no metrics, no documented limitations, no AI involvement. The concept overlaps with TheyWorkForYou but with far less documented evidence. UK-only scope limits C7. Thin evidence translates directly to low scores under this constitution. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
272,Who Posted What?,https://whopostedwhat.com,35.0,36,-1.0,0.45,MEDIUM,none,criteria,"A Facebook keyword search tool restricted to approved public-interest users -- the access controls show some ethical consideration, which is positive for C5. But the project lost its Instagram feature when Facebook disabled it, demonstrating platform dependency as a structural vulnerability. No open-source code, no AI safety relevance, and limited to Facebook's ecosystem. The decade of operation and journalism use case provide modest C6 credit. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
273,CharmVerse,https://charmverse.io/,34.4,30.4,4.0,0.4,MEDIUM,none,modifier,"Web3 community management platform backed by VC and subscription revenue. The primary users are DAO operators and grant managers -- not civic actors, not government institutions, not citizens. No government partnerships, no policy outcomes, no documented limitations beyond marketing copy. This is commercial web3 tooling that my constitution has no basis to score highly. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
274,Conservative Party Funding,https://conservativepartyfunding.co.uk,34.3,34.3,0.0,0.35,HIGH,none,criteria,"Visualising Electoral Commission donation data for one UK party -- narrow but relevant transparency infrastructure (C2). However, no independent data verification, no methodology documentation, no information on update frequency. Single-party focus in a single jurisdiction limits scope. Unfunded grassroots project with no team page. The transparency intent is clear but the execution evidence is thin. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
275,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,34.3,34.3,0.0,0.4,HIGH,none,criteria,"Using GPT-4 Vision to parse election campaign leaflets into structured data is a clever application, but this is a solo-developer hackathon project with limited maintenance resources and no documented policy impact. The AI involvement lacks any safety methodology documentation, which is a negative signal for C1. UK-only scope and thin dossier keep the score low despite the interesting concept. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
276,In the News (Wikipedia),https://en.wikipedia.org/wiki/wikipedia:in_the_news,34.2,39.2,-5.0,0.35,MEDIUM,high,modifier,"A section of Wikipedia's main page -- not a standalone project. The editorial process for selecting news items has documented limitations (not original journalism, reliance on secondary sources). Wikipedia overall is foundational infrastructure but this specific feature is a curated news highlight. I flag high popularity risk: my knowledge of Wikipedia inflates confidence. The feature itself has minimal independent evidence of civic or political technology impact. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
277,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,34.2,39.2,-5.0,0.25,HIGH,none,modifier,"The dossier is extremely thin -- no government partnerships, no policy outcomes, no methodology, no open-source status, no documented limitations. The community resource sharing concept has C4 and C5 potential but I have almost nothing to score against. High uncertainty and low completeness mean every criterion scores near minimum except C1 midpoint. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
278,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,34.2,39.2,-5.0,0.40,HIGH,none,modifier,"The 2025 survey finding that 98% of 522 UK tech workers do not feel represented by leading industry voices is genuinely useful C3 evidence -- original data about a real problem. But membership has not yet launched, no formal governance structure exists, and it is UK-centric. My constitution is not built to reward pre-launch networks; C6 necessarily scores very low. The survey data prevents this from scoring at the floor. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
279,The List,https://the-list.uk,34.2,39.2,-5.0,0.40,MEDIUM,none,modifier,"Tracking changes to grant-making behaviour of UK Trusts and Foundations -- useful for the nonprofit sector but tangential to my constitution's focus. The documented sustainability risk from single-person maintenance and no verification process are honest C3 signals. Not open-source, UK-only, and the civic infrastructure relevance is indirect. C2 gets modest credit for transparency in philanthropic funding but this is not governmental or regulatory infrastructure. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
280,Polimorphic,https://www.polimorphic.com,34.0,32,2.0,0.5,MEDIUM,none,criteria,"AI-powered Voice AI and chatbots for US local government with claimed 90% voicemail reduction. The government deployment evidence (Littleton, Newport, Passaic County) provides C2 credit. But the proprietary platform with unverified methodology and no independent evaluation creates C3 concerns. Under C1, deploying AI agents that interact with residents without documented safety review is a moderate negative signal. Modifier 5 applies weakly for government service delivery support. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
281,WardWatch,https://wardwatch.uk,34.0,34,0.0,0.4,MEDIUM,none,criteria,"AI-generated summaries of council records is an interesting C2 application, but the dossier reveals no documentation of the AI methodology, no transparency about training data or summarization accuracy, and it is closed-source. For an AI project under my constitution, absence of safety evidence is a negative signal. UK-only scope limits C7. The concept addresses a real gap in local government transparency but the implementation evidence is insufficient. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
282,Dunadyne,https://dunadyne.org,33.5,26.5,7.0,0.2,HIGH,none,modifier,"Collective intelligence platform for DUNAs -- homepage shows 16 words, no founding year, no GitHub, no academic citations, no government partnerships, proprietary, commercial SaaS. The concept of Decentralized Unincorporated Nonprofit Associations is interesting but the evidence base is nearly empty. No documented limitations, no failure modes, no deployment evidence. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
283,Anna's Archive,https://annas-archive.pm,33.3,35.3,-2.0,0.35,HIGH,low,modifier,"Dead link on scrape, 28k GitHub stars but operating in a legal gray zone with no formal governance structure. The documented limitations about copyright and domain seizure risk are honest (C3 credit), but there is no institutional engagement, no regulatory dimension, and the opacity of governance triggers M2. I respect the access-to-knowledge mission but my constitution cannot reward what it cannot verify. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
284,Membership,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,33.3,33.3,0.0,0.2,HIGH,none,criteria,"A Medium blog post describing a prototype for decentralized membership and governance systems gives me almost nothing to evaluate. No deployment, no institutional use, no documented limitations, no AI involvement, theoretical scope only. The dossier completeness is very low. I can see the conceptual relevance to governance infrastructure but a blog post prototype cannot score meaningfully on implementation maturity. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
285,The Decelerator,https://decelerator.org.uk,33.3,33.3,0.0,0.35,HIGH,none,criteria,"Support service for civil society organisations facing closures and endings -- unusual and arguably important for sector resilience. The documented awareness of funding exhaustion by 2030 and stigma around discussing endings shows C3 maturity. But this is not technology, not infrastructure, and not government-facing. My constitution is not built to see what this does, even though I recognise the gap it fills. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
286,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,33.2,38.2,-5.0,0.30,HIGH,none,modifier,"An interactive moral reasoning tool with educational value, but the dossier is thin and the connection to institutional decision-making, regulatory infrastructure, or complexity-aware methodology is tenuous. No government partnerships, no policy outcomes, not open-source. C3 gets modest credit for promoting self-reflection on moral reasoning, but there is not enough evidence to score this highly under my constitution. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
287,Community Tech Network,https://www.communitytech.network,33.0,30,3.0,0.35,HIGH,none,modifier,"A UK network for community organisations with anecdotal impact and one policy report calling on government to ensure technology works for everyone. No measurable outcomes, no structured methodology, no open-source components. The disparity tracking flag is positive but undocumented. My criteria need more than a network with advocacy aspirations -- they need institutional infrastructure or evidence-based tools. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
288,Turbo Phonebank,https://turbophonebank.com,33.0,28,5.0,0.35,HIGH,none,modifier,"A free phonebank tool that turns Google Sheets into calling infrastructure for campaigners. No AI, no regulatory dimension, no complexity acknowledgment -- it simply does not engage with my high-weight criteria. The dossier is thin, the project is US-only and closed-source, and single-maintainer dependency is a real risk. C6 is low given no institutional adoption evidence. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
289,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,32.0,28,4.0,0.35,HIGH,none,modifier,"A tenant review platform with no published methodology for rating calculation, no review verification mechanisms, and no data on authenticity or moderation. For a platform that shapes landlord reputations and tenant decisions, the absence of methodological transparency is a C3 failure. Local authority partnerships provide modest C2 credit. The concept serves community information needs (C5) but without evidence of rigorous implementation. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
290,Viewpoints,https://viewpoints.xyz,32.0,30,2.0,0.35,HIGH,none,criteria,"An AI-powered polling tool with no published research on accuracy or bias, no documentation of training data, and no information on data security practices. This is precisely the kind of AI deployment that triggers concern under C1 -- consequential civic context with no documented safety review. The absence of methodology transparency is a negative signal, not neutral. Closed-source with thin dossier compounds the problem. M7 (mechanism of action): this project earns a +3 boost — it gives users a clear pathway to act on data/insights, not merely view them."
291,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,31.4,31.4,0.0,0.15,HIGH,none,criteria,"This dossier is essentially empty -- a research tool for investigating local issues with almost no structured fields populated. No open-source status, no documented limitations, no AI involvement documented despite likely being AI-powered, no government partnerships. The dossier completeness is below 0.25, and while the homepage appears to exist, there is insufficient information to score meaningfully. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
292,Nook CRM,https://nookcrm.com,31.3,36.3,-5.0,0.25,HIGH,none,modifier,"A case management tool for community energy advisors serves a real need but the dossier is very thin -- proprietary, UK-only, no documented limitations, no government partnerships, no methodology. The codesign with energy advisors earns modest C4 marks. My constitution cannot meaningfully evaluate a sector-specific CRM against institutional decision-making or AI safety criteria. M7 (mechanism of action): −5 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
293,MyActionCenter,https://www.myaction.center,31.0,26,5.0,0.3,HIGH,none,modifier,"An advocacy tool requiring the NationBuilder platform and associated fees, with limited public information on effectiveness. The dependency on a proprietary platform (NationBuilder) creates an incentive misalignment flagged by Modifier 4 -- the tool serves campaigners but the value extraction flows to a commercial provider. Brazil and US operation provides some C7 credit but the dossier is too thin for confident scoring. M7 (mechanism of action): this project earns a +7 boost — it gives users a clear pathway to act on data/insights, not merely view them."
294,PoliMonitor,https://www.polimonitor.com,31.0,28,3.0,0.25,HIGH,none,modifier,"A political monitoring service for public affairs professionals -- essentially a commercial intelligence tool. The dossier is very thin with no methodology, no metrics, no partnerships, closed-source, UK-only. My criteria reward institutional accountability infrastructure, not commercial political intelligence. The project may have value for its users but it does not engage with C1 through C5 in ways my constitution can recognise. M7 (mechanism of action): this project earns a +5 boost — it gives users a clear pathway to act on data/insights, not merely view them."
295,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,30.4,30.4,0.0,0.3,HIGH,none,criteria,"Free toolkit helping nonprofits manage social media accounts securely -- useful cybersecurity hygiene but not political technology infrastructure. No government partnerships, proprietary, thin dossier (19 pass5 words). The failure mode about toolkit becoming outdated as platforms change protocols is honest but the evidence base is too thin to credit significantly on any criterion. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
296,OpenOrigins,https://www.openorigins.com,30.0,30,0.0,0.2,HIGH,none,criteria,"Content authentication to combat deepfakes in political discourse is directly relevant to C5 (protecting attention and autonomy from manipulated media). AI involvement is noted but completely undocumented -- no methodology, no limitations, no performance metrics. The dossier is extremely thin with almost no structured fields populated beyond the concept description. I cannot score what is essentially a concept statement without evidence. High uncertainty across all criteria. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
297,meet.coop,https://www.meet.coop,30.0,32,-2.0,0.3,HIGH,none,criteria,"A cooperative video conferencing platform for activists and progressive organizations embodies C4's cooperation values and C5's autonomy protection. But the dossier is thin -- limited feature parity with commercial alternatives, smaller user base, and no documented impact metrics. No AI dimension, no regulatory engagement, no complexity methodology. The cooperative structure is philosophically aligned but the implementation evidence is insufficient for my criteria. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
298,Dovetail,https://dovetail.network,28.4,28.4,0.0,0.25,HIGH,none,criteria,"Directory matching non-profits with 250+ digital agencies -- useful sector service but not political technology. No government partnerships, proprietary, UK-only, no documented outcomes or limitations. The academic citations are automated noise. This is a marketplace intermediary; my constitution does not have criteria that reward matchmaking services. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
299,Filmot,https://filmot.com,28.4,28.4,0.0,0.25,HIGH,none,criteria,"YouTube caption search tool -- useful research utility but not political technology. No government partnerships, proprietary, patronage-funded, no documented outcomes. Dependent on YouTube API availability as a single point of failure. The academic citations are clearly automated noise. This is a search tool for a commercial platform, not civic infrastructure. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
300,whatsmeow,https://github.com/tulir/whatsmeow,28.4,32.4,-4.0,0.25,HIGH,none,criteria,"An unofficial Go library for the WhatsApp API has no civic technology relevance I can identify from this extremely thin dossier. No government partnerships, no policy outcomes, no documented limitations beyond terms-of-service risk. The dossier lacks even an issue_area field. My constitution cannot meaningfully score a general-purpose messaging library wrapper. M7 (mechanism of action): −4 reduction — the project primarily surfaces or stores data without a clear action mechanism for citizens."
301,GreenPT,https://greenpt.ai/,28.3,34.3,-6.0,0.45,HIGH,none,modifier,"GreenPT claims 40% lower CO2 emissions and 20-30% computing power reduction but provides no independent verification or third-party audits -- the dossier explicitly flags this. My constitution penalizes unverified claims in AI projects, and the absence of transparency about model architecture triggers both C1 concerns and Modifier 4 for naive optimization. The European hosting and privacy framing earn modest C5 marks. Proprietary, no open-source. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
302,GovWise,https://www.govwise.ai/en,28.0,28,0.0,0.35,HIGH,none,criteria,"An AI-powered procurement tender screening tool for businesses -- not for governments or civic actors. The claimed metrics (75% time saved, 3x pipeline) are unverified. Portugal-only, closed-source, with a government partnership of unclear nature. Under C1, this is an AI tool in a consequential procurement context with no documented safety review. The primary users are commercial, not civic -- this is a B2B tool that happens to interface with public procurement data. M7 (mechanism of action): neutral — either a policymaker advisory tool (clear mechanism) or infrastructure; no adjustment applied."
