rank,project_name,url,score,criteria_score,mod_adj,dossier_completeness,uncertainty,pop_risk,primary_driver,rationale
267,Unknown,,28,15.7,0,0.2,HIGH,NONE,underdog-protection,The dossier is too thin for me to score this properly. I'm applying underdog protection — this is exactly the kind of early-stage work I don't want to penalise for being underdocumented. Score held at floor.
268,Ladder Hub,https://ladderhub.org/,27.6,20.6,7,0.9,LOW,LOW,criteria,The explicit focus on communities excluded from traditional financial and governance systems earns a meaningful boost.
269,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,27.5,25.5,2,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
270,PolicyMogul,https://policymogul.com,27.5,27.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
271,Teaching Public Service in the Digital Age,https://www.teachingpublicservice.digital,27.5,27.5,0,1.0,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
272,Yoti,https://www.yoti.com,27.5,27.5,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
273,GOV.UK Forms,https://www.forms.service.gov.uk,27.3,33.3,-6,1.0,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain. The extractive or surveillance dimension pulls the score down significantly.
274,Service Manual,https://www.gov.uk/service-manual,27.3,33.3,-6,1.0,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain. The extractive or surveillance dimension pulls the score down significantly.
275,CivicMatch,https://civicmatch.app,26.5,26.5,0,0.8,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
276,Local Deep Researcher,https://local-deep-researcher-hnmh.vercel.app/,26.5,26.5,0,0.6,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
277,Mapping.kids,https://mapping.kids,26.5,26.5,0,0.7,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
278,MyActionCenter,https://www.myaction.center,26.5,26.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
279,Pageviews Analysis,https://pageviews.wmcloud.org,26.5,26.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
280,Registers and collaboration: making lists we can trust,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,26.5,26.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
281,The Engine Room Library,https://library.theengineroom.org,26.5,26.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
282,Timecounts,https://timecounts.org,26.5,26.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
283,Turbo Phonebank,https://turbophonebank.com,26.5,26.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here.
284,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,26.4,32.4,-6,1.0,LOW,LOW,criteria,The extractive or surveillance dimension pulls the score down significantly.
285,ShineYourEye,https://www.shineyoureye.org,26.4,32.4,-6,0.9,LOW,LOW,criteria,"Governance legibility is strong — it makes decision-making processes inspectable, which is exactly what I mean by making power visible and accountable. The extractive or surveillance dimension pulls the score down significantly."
286,The List,https://the-list.uk,26.4,32.4,-6,1.0,LOW,LOW,criteria,"Governance legibility is strong — it makes decision-making processes inspectable, which is exactly what I mean by making power visible and accountable. The extractive or surveillance dimension pulls the score down significantly."
287,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,25.5,25.5,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
288,In the news,https://en.wikipedia.org/wiki/wikipedia:in_the_news,25.5,25.5,0,1.0,LOW,HIGH,criteria,"High popularity risk: In the news is well-known and well-documented, which inflates my confidence. Stripping out the documentation advantage, I'd estimate this 8-12 points lower."
289,Public Editor,https://www.publiceditor.io,25.5,25.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
290,UK Housing Data Standards,https://hact.org.uk/tools-and-services/uk-housing-data-standards,25.5,27.5,-2,1.0,LOW,LOW,criteria,The extractive or surveillance dimension pulls the score down significantly.
291,UK Policy Dojo,https://github.com/mikekelly/policy-dojo,25.5,25.5,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
292,DoGooder,https://dogooder.co,24.5,24.5,0,0.8,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
293,Dunadyne,https://dunadyne.org,24.5,24.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
294,Filmot,https://filmot.com,24.5,24.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
295,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,24.4,30.4,-6,1.0,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain. The extractive or surveillance dimension pulls the score down significantly.
296,Violation Tracker UK,https://violationtrackeruk.goodjobsfirst.org,24.4,30.4,-6,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain. The extractive or surveillance dimension pulls the score down significantly.
297,Open Ownership,https://www.openownership.org,24.3,34.3,-10,1.0,LOW,LOW,criteria,"Governance legibility is strong — it makes decision-making processes inspectable, which is exactly what I mean by making power visible and accountable. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain. The extractive or surveillance dimension pulls the score down significantly."
298,DeepSeek-V3,https://github.com/deepseek-ai/deepseek-v3,23.5,23.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
299,OpenOrigins,https://www.openorigins.com,23.5,23.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
300,Responsible Tech Guide 2025,https://alltechishuman.org/responsible-tech-guide-2025,23.5,23.5,0,0.9,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The gap is that participation doesn't clearly translate to binding outcomes — governance is visible but leverage over decisions is uncertain.
301,Society for Hopeful Technologists,https://societyforhopefultechnologists.org,23.5,23.5,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
302,meet.coop,https://www.meet.coop,23.4,29.4,-6,1.0,LOW,LOW,criteria,The extractive or surveillance dimension pulls the score down significantly.
303,AISafety.info,https://aisafety.info,22.5,22.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
304,Conservative Party Funding,https://conservativepartyfunding.co.uk,22.5,22.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
305,COTSI (Cyber Operational Threat Situational Intelligence),https://cotsi.org/,22.5,22.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
306,PostBug,https://postbug.com,22.5,22.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
307,Sci-Hub,https://sci-hub.se,22.5,22.5,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
308,whatsmeow,https://github.com/tulir/whatsmeow,22.5,22.5,0,0.7,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
309,Organise,https://www.organise.org.uk,22.4,28.4,-6,1.0,LOW,LOW,criteria,The governance visibility dimension is meaningful here. The extractive or surveillance dimension pulls the score down significantly.
310,Keep It In The Community,https://plunkett.my.site.com/keepitinthecommunity/s,21.6,21.6,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
311,Plausible Analytics,https://plausible.io,21.6,21.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
312,Spacetube,https://spacetu.be,21.6,21.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
313,The Decelerator,https://decelerator.org.uk,21.6,21.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
314,WorkInCharities,https://www.workincharities.co.uk,21.6,21.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
315,Consciousness Evolution Operating System (ConSoc),https://www.consoc.io,20.6,20.6,0,0.5,MEDIUM,NONE,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
316,Nyaaya,https://nyaaya.org,19.6,19.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
317,Understanding Your Morality,https://programs.clearerthinking.org/understanding-your-morality/,19.6,19.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
318,Urbit,https://urbit.org,19.6,19.6,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
319,DemTech Navigator,https://navigator.oii.ox.ac.uk,18.6,18.6,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
320,Kagi SlopStop,https://blog.kagi.com/slopstop,16.7,16.7,0,1.0,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
321,Digital Account Management Toolkit,https://digitalcharitylab.org/product/digital-account-management-toolkit,15.7,15.7,0,0.9,LOW,LOW,criteria,"Limited constitutional fit — doesn't strongly address budget transparency, governance legibility, collective ownership, or decision-making leverage."
322,Citizens Advice Tableau Public Profile,https://public.tableau.com/app/profile/citizensadvice/vizzes,15.6,21.6,-6,0.9,LOW,LOW,criteria,The extractive or surveillance dimension pulls the score down significantly.
