rank,project_name,url,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
171,Vote for Policies,https://voteforpolicies.org.uk,40.2,40.2,0,0.83,LOW,MEDIUM,criteria,"Vote for Policies scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
172,OpenElections Leaflet Scraper and Parser,https://github.com/thicknavyrain/uk_elections_leaflets,39.3,34.3,5,0.75,LOW,LOW,criteria,OpenElections Leaflet Scraper and Parser covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
173,django-collaborative,https://github.com/propublica/django-collaborative,39.2,39.2,0,0.75,LOW,MEDIUM,criteria,django-collaborative covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
174,Hand-Written Petition Scanner,https://hand-written-petition-scanner.streamlit.app,39.2,39.2,0,0.37999999999999995,HIGH,NONE,criteria,"Hand-Written Petition Scanner scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how. I'm holding this score loosely — the dossier gaps mean I'm inferring fit from thin evidence, and I could be wrong in either direction."
175,WhatGov,https://www.whatgov.co.uk,39.2,39.2,0,0.83,LOW,MEDIUM,criteria,"WhatGov scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
176,Local Intelligence Hub,https://www.localintelligencehub.com,39.1,44.1,-5,0.92,LOW,LOW,criteria,"Local Intelligence Hub scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
177,Choose a License,https://choosealicense.com,38.2,38.2,0,0.75,LOW,MEDIUM,criteria,Choose a License covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
178,DISARM Frameworks,https://github.com/disarmfoundation/disarmframeworks,38.2,38.2,0,1.0,LOW,LOW,criteria,DISARM Frameworks covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
179,Frankenstein Bill,https://gordonguthrie.github.io/frankensteinbill,38.2,38.2,0,1.0,LOW,LOW,criteria,Frankenstein Bill covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
180,Theft Bisect,https://onodi.co/bisect/,38.2,38.2,0,0.92,LOW,LOW,criteria,Theft Bisect covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
181,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,38.2,38.2,0,0.75,LOW,LOW,criteria,Beckton covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
182,Schema.org,https://schema.org,38.2,38.2,0,0.5,MEDIUM,NONE,criteria,Schema.org covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
183,Unpaywall Browser Extension,https://unpaywall.org/products/extension,38.2,38.2,0,0.67,MEDIUM,LOW,criteria,Unpaywall Browser Extension covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
184,deliberAIde,https://www.deliberaide.com,38.2,38.2,0,1.0,LOW,LOW,criteria,"deliberAIde scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
185,Parallel Parliament,https://www.parallelparliament.co.uk,38.2,38.2,0,0.75,LOW,MEDIUM,criteria,"Parallel Parliament scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
186,CAN/DGSI 127 - Age Assurance Technologies Standard,https://dgc-cgn.org/product/can-dgsi-127/,37.3,37.3,0,0.83,LOW,LOW,criteria,"CAN/DGSI 127 - Age Assurance Technologies Standard scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
187,Diia,https://expo.diia.gov.ua,37.3,37.3,0,1.0,LOW,LOW,criteria,Diia covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
188,rsky,https://github.com/blacksky-algorithms/rsky,37.3,34.3,3,0.75,LOW,LOW,criteria,rsky covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
189,GRIM (Global Risk Simulator),https://github.com/sentinelteam/grim,37.3,34.3,3,0.83,LOW,LOW,criteria,GRIM (Global Risk Simulator) covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
190,Journalist Studio,https://journaliststudio.google.com,37.3,37.3,0,0.75,LOW,LOW,criteria,Journalist Studio covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
191,Libertrium,https://liberopinion.com,37.3,37.3,0,0.83,LOW,MEDIUM,criteria,"Libertrium scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
192,Open Letter,https://openletter.earth,37.3,37.3,0,0.92,LOW,MEDIUM,criteria,"Open Letter scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
193,Parse The Bill,https://parsethebill.com,37.3,37.3,0,0.75,LOW,LOW,criteria,"Parse The Bill scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
194,Radicle,https://radicle.xyz,37.3,37.3,0,0.75,LOW,LOW,criteria,Radicle covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
195,Security First / Umbrella,https://secfirst.org,37.3,37.3,0,0.92,LOW,MEDIUM,criteria,Security First / Umbrella covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
196,Empurrando Juntas (EJ),https://sobre.ejparticipe.org,37.3,37.3,0,0.75,LOW,LOW,criteria,"Empurrando Juntas (EJ) scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
197,soweego,https://soweego.readthedocs.io,37.3,37.3,0,0.83,LOW,LOW,criteria,soweego covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
198,Gapminder Worldview Upgrader,https://upgrader.gapminder.org,37.3,37.3,0,1.0,LOW,MEDIUM,criteria,Gapminder Worldview Upgrader covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
199,VFRAME,https://vframe.io,37.3,37.3,0,1.0,LOW,MEDIUM,criteria,VFRAME covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
200,WardWatch,https://wardwatch.uk,37.3,37.3,0,0.75,LOW,LOW,criteria,"WardWatch scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
201,GlobaLeaks,https://www.globaleaks.org,37.3,37.3,0,1.0,LOW,MEDIUM,criteria,GlobaLeaks covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
202,Teaching Public Service in the Digital Age,https://www.teachingpublicservice.digital,37.3,37.3,0,0.83,LOW,LOW,criteria,Teaching Public Service in the Digital Age covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
203,Worker Info Exchange,https://www.workerinfoexchange.org,37.3,37.3,0,0.92,LOW,HIGH,criteria,"Worker Info Exchange covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria. High popularity risk: Worker Info Exchange is well-known and well-documented, which inflates my confidence. Stripping out the documentation advantage, I'd estimate this 8-12 points lower."
204,UrbanistAI,https://site.urbanistai.com,37.2,42.2,-5,0.92,LOW,LOW,criteria,"UrbanistAI scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
205,Humanitarian Data Exchange,https://data.humdata.org,36.3,36.3,0,0.92,LOW,MEDIUM,criteria,Humanitarian Data Exchange covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
206,Find local consultations,https://gov.uk/find-local-consultations,36.3,36.3,0,0.83,LOW,MEDIUM,criteria,"Find local consultations scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
207,Monitor Mamdani,https://monitormamdani.com/,36.3,36.3,0,0.75,LOW,LOW,criteria,"Monitor Mamdani scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
208,Open Access – Transparency International UK,https://openaccess.transparency.org.uk,36.3,36.3,0,0.72,LOW,MEDIUM,criteria,Open Access – Transparency International UK covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
209,ORCID,https://orcid.org,36.3,36.3,0,0.92,LOW,MEDIUM,criteria,ORCID covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
210,Turbo Phonebank,https://turbophonebank.com,36.3,36.3,0,0.75,LOW,LOW,criteria,"Turbo Phonebank scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
211,DoNotPay,https://www.donotpay.com,36.3,36.3,0,0.67,MEDIUM,LOW,criteria,DoNotPay covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
212,Marks Out Of Tenancy,https://www.marksoutoftenancy.com,36.3,36.3,0,0.83,LOW,LOW,criteria,"Marks Out Of Tenancy scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
213,Martus,https://www.martus.org,36.3,36.3,0,0.75,LOW,MEDIUM,criteria,Martus covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
214,River Sentiment Dashboard,https://riversentiment.app,35.4,30.4,5,0.75,LOW,LOW,criteria,River Sentiment Dashboard covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
215,The Data Trusts Initiative,https://datatrusts.uk,35.3,35.3,0,1.0,LOW,LOW,criteria,The Data Trusts Initiative covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
216,Agreement Engine,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,35.3,35.3,0,0.55,MEDIUM,NONE,criteria,"Agreement Engine scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
217,The Guide to Major Trusts 2025/26,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,34.5,26.5,8,0.75,LOW,MEDIUM,modifier,The Guide to Major Trusts 2025/26 covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
218,Data Observation Toolkit (DOT),https://github.com/datakind/data-observation-toolkit,34.3,34.3,0,1.0,LOW,LOW,criteria,Data Observation Toolkit (DOT) covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
219,Pastecal,https://github.com/kazad/pastecal,34.3,34.3,0,0.75,LOW,LOW,criteria,Pastecal covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
220,youtube-dl,https://github.com/ytdl-org/youtube-dl,34.3,34.3,0,0.75,LOW,MEDIUM,criteria,youtube-dl covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
221,Granitt,https://granitt.io,34.3,34.3,0,0.75,LOW,LOW,criteria,"Granitt scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
222,Nook CRM,https://nookcrm.com,34.3,34.3,0,0.83,LOW,LOW,criteria,Nook CRM covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
223,Objector.ai,https://objector.ai,34.3,34.3,0,0.92,LOW,LOW,criteria,"Objector.ai scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
224,Pageviews Analysis,https://pageviews.wmcloud.org,34.3,34.3,0,0.75,LOW,MEDIUM,criteria,Pageviews Analysis covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
225,Timecounts,https://timecounts.org,34.3,34.3,0,0.75,LOW,MEDIUM,criteria,"Timecounts scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
226,Who Targets Me Trends,https://trends.whotargets.me,34.3,34.3,0,0.92,LOW,LOW,criteria,Who Targets Me Trends covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
227,Objector.ai,https://www.objector.ai,34.3,34.3,0,0.83,LOW,LOW,criteria,"Objector.ai scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
228,WhatDoTheyKnow,https://www.whatdotheyknow.com,34.3,34.3,0,1.0,LOW,MEDIUM,criteria,WhatDoTheyKnow covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
229,Bluesky,https://bsky.app,34.2,40.2,-6,0.75,LOW,HIGH,criteria,Bluesky covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance.
230,Viewpoints,https://viewpoints.xyz,34.2,40.2,-6,0.75,LOW,LOW,criteria,"Viewpoints scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how. The extractive or surveillance dimension here is what pulls the score down — I can't endorse a model that extracts from communities without redistributing governance."
231,Public AI Inference Utility,https://publicai.co/,33.4,30.4,3,0.92,LOW,LOW,criteria,Public AI Inference Utility covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
232,CiviClick,https://civiclick.com,33.3,33.3,0,0.75,LOW,LOW,criteria,"CiviClick scores well on governance legibility — it makes decision-making processes inspectable, which is what I care about: not just that decisions are made, but that those affected can see how."
233,UK Parliament Developer Portal,https://developer.parliament.uk,33.3,33.3,0,0.72,LOW,MEDIUM,criteria,UK Parliament Developer Portal covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
234,Global Fact-Check Bot (GFC),https://globalfactcheck.bot/,33.3,33.3,0,0.83,LOW,LOW,criteria,Global Fact-Check Bot (GFC) covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
235,GOV.UK Forms,https://www.forms.service.gov.uk,33.3,33.3,0,1.0,LOW,LOW,criteria,GOV.UK Forms covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
236,Charity Digital Skills Report,https://charitydigitalskills.co.uk,32.4,32.4,0,0.92,LOW,MEDIUM,criteria,Charity Digital Skills Report covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
237,In the news,https://en.wikipedia.org/wiki/wikipedia:in_the_news,32.4,32.4,0,0.67,MEDIUM,LOW,criteria,In the news covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
238,Gender Pay Gap Service,https://gender-pay-gap.service.gov.uk,32.4,32.4,0,1.0,LOW,LOW,criteria,Gender Pay Gap Service covers relevant terrain — governance features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
239,whatsmeow,https://github.com/tulir/whatsmeow,32.4,32.4,0,0.5,MEDIUM,NONE,criteria,whatsmeow covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
240,Moral Machine,https://moralmachine.net,32.4,32.4,0,0.83,LOW,MEDIUM,criteria,Moral Machine covers relevant terrain — open infrastructure features in the dossier — but the score is limited by partial fit against my highest-weight criteria.
