rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
21,https://github.com/sentinelteam/grim,GRIM (Global Risk Simulator),32.4,32.2,0.2,0.92,LOW,LOW,criteria,GRIM (Global Risk Simulator) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI Wargamer and Global Risk Simulator — a Telegram bot for simulating and role-playing global catast. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
22,https://manifold.markets,Manifold Markets,32.3,32.1,0.2,0.77,MEDIUM,LOW,criteria,"Manifold Markets has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for creating and trading prediction markets on political, cultural, and business outcomes. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
23,https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,32.0,31.8,0.2,0.92,LOW,LOW,criteria,Abstract Wikipedia has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Wikimedia project to create a language-independent layer of structured knowledge that can be rende. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
24,https://github.com/radicalxchange/rxc-voice,RxC Voice,31.9,27.6,4.3,0.73,MEDIUM,LOW,criteria,"RxC Voice has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: An app for decentralized democratic governance leveraging Quadratic Funding, pol.is, and Quadratic V. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international."
25,https://membersinterests.org.uk,Members' Interests,31.8,31.6,0.2,0.92,LOW,LOW,criteria,Members' Interests has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Database of UK Members of Parliament financial interests and declarations. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national. Dead link detected: score capped at 45.
26,https://logos.co/,Logos,31.7,27.4,4.3,0.85,LOW,LOW,criteria,Logos has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A social movement and decentralised technology stack built to revitalise civil society. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international.
27,https://github.com/openpolitics/groupthink,Groupthink (OpenPolitics Votebot),30.1,29.9,0.2,0.88,LOW,LOW,criteria,"Groupthink (OpenPolitics Votebot) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A collaborative democratic platform built atop GitHub, designed for open policymaking and manifesto . Governance model: Open source; community-contributed via GitHub PRs; voting go. Strongest on lifecycle governance (C3: 8.0). Operates national."
28,https://monitormamdani.com/,Monitor Mamdani,29.9,29.7,0.2,0.88,LOW,LOW,criteria,Monitor Mamdani has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Live NYC Mayor Tracking Dashboard monitoring Zohran Mamdani's campaign promises and performance. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates city.
29,https://github.com/populatetools,Populate Tools,29.8,25.6,4.2,0.77,MEDIUM,LOW,criteria,Populate Tools has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools for civic engagement. Governance model: open source community governance. Strongest on participatory governance (C2: 7.8). Modifiers: M4:+4. Operates national.
30,https://github.com/kazad/pastecal,Pastecal,29.5,29.3,0.2,0.77,MEDIUM,LOW,criteria,Pastecal has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Zero-login shared calendar for collaborative scheduling without authentication. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
31,https://github.com/vbuterin/dao,The DAO (Standard DAO Framework),29.4,29.2,0.2,0.77,MEDIUM,LOW,criteria,The DAO (Standard DAO Framework) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Standard DAO (Decentralized Autonomous Organization) framework written in Solidity. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
32,https://github.com/ytdl-org/youtube-dl,youtube-dl,29.3,29.1,0.2,0.81,MEDIUM,LOW,criteria,youtube-dl has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Command-line program to download videos from YouTube.com and other video sites. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
33,https://mapit.mysociety.org,MapIt,29.0,28.8,0.2,0.92,LOW,LOW,criteria,MapIt has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Match postcodes and geographical points to administrative areas. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national.
34,https://grantnav.threesixtygiving.org,GrantNav,28.8,28.6,0.2,0.85,LOW,LOW,criteria,"GrantNav has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Search, explore and download grants data published by UK funders in the 360Giving Data Standard. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national."
35,https://moralmachine.net,Moral Machine,28.8,28.6,0.2,0.88,LOW,LOW,criteria,Moral Machine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for exploring ethical dilemmas in autonomous vehicle decision-making through crowdsourced. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
36,https://kialo.com,Kialo,28.7,28.5,0.2,0.85,LOW,LOW,criteria,Kialo has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for structured debate and critical thinking through collaborative argument mapping. Governance model: Platform-managed with community contribution guidelines. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
37,https://github.com/i-dot-ai/awesome-gov-datasets,Awesome UK Government Datasets,28.5,28.3,0.2,0.88,LOW,LOW,criteria,Awesome UK Government Datasets has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated list of references to useful UK Government datasets. Governance model: Open source; maintained by i.AI team with community PRs via . Strongest on evidence quality (C6: 9). Operates national.
38,https://github.com/cavi-au/consent-o-matic,Consent-O-Matic,28.5,28.3,0.2,0.81,MEDIUM,LOW,criteria,Consent-O-Matic has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Browser extension that automatically fills out cookie popups based on user preferences. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
39,https://gordonguthrie.github.io/frankensteinbill,Frankenstein Bill,28.5,28.3,0.2,0.85,LOW,LOW,criteria,Frankenstein Bill has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A dummy parliamentary bill collecting and explaining potential speedbumps for government software de. Governance model: Open contribution via GitHub pull requests or email. Strongest on evidence quality (C6: 9). Operates Scotland.
40,https://nymtech.net,Nym,28.5,28.3,0.2,0.81,MEDIUM,LOW,criteria,Nym has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The World's Most Private Decentralized VPN. Governance model: Decentralized governance with community participation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
41,https://github.com/mikekelly/policy-dojo,UK Policy Dojo,27.9,27.7,0.2,0.88,LOW,LOW,criteria,UK Policy Dojo has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A dojo for AI agents to battle out UK policy ideas through adversarial review. Governance model: individual. Strongest on evidence quality (C6: 9). Operates national.
42,https://oa.report,OA.Report,27.5,38.3,-10.8,0.81,MEDIUM,LOW,criteria,OA.Report has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Track Open Access policy compliance and research openness across funded publications. Governance model: LLC. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international.
43,https://github.com/bluesky-social,Bluesky Social,27.4,27.2,0.2,0.88,LOW,LOW,criteria,Bluesky Social has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Social networking technology created by Bluesky. Governance model: open_source_community. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
44,https://nyaaya.org,Nyaaya,27.4,27.2,0.2,0.88,LOW,LOW,criteria,"Nyaaya has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: India's Laws Explained — open access legal information for every Indian citizen. Governance model: Operated by Vidhi Centre for Legal Policy, a not-for-profit . Strongest on lifecycle governance (C3: 8.0). Operates national."
45,https://landexplorer.coop,Land Explorer,27.3,23.1,4.2,0.85,LOW,LOW,criteria,"Land Explorer has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Mapping tools that help communities find, access and manage land for common good projects. Governance model: cooperative. Strongest on institutional infrastructure (C4: 7.0). Modifiers: M4:+4. Operates national."
46,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,26.8,26.6,0.2,0.69,MEDIUM,LOW,criteria,Agreement Engine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A tool for designing and implementing digital governance agreements. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
47,https://github.com/deepseek-ai/deepseek-v3,DeepSeek-V3,26.6,26.4,0.2,0.81,MEDIUM,LOW,criteria,DeepSeek-V3 has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Mixture-of-Experts language model with 671B total parameters optimized for efficient inference and. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
48,https://littlesis.org,LittleSis,25.4,25.2,0.2,0.88,LOW,LOW,criteria,LittleSis has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free database of who-knows-who at the heights of business and government — power research for just f. Governance model: foundation. Strongest on lifecycle governance (C3: 8.0). Operates primarily United States.
49,https://library.theengineroom.org,The Engine Room Library,25.3,25.1,0.2,0.77,MEDIUM,LOW,criteria,"The Engine Room Library has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open, multilingual research guides on using data and technology for social change. Governance model: managed by The Engine Room staff; openly licensed content ac. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
50,https://github.com/notchia/dao-governance-surfaces,DAO Governance Surfaces,25.0,24.8,0.2,0.77,MEDIUM,LOW,criteria,DAO Governance Surfaces has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Extract and label the governance surface of a set of DAO smart contracts. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 8). Operates international.
51,https://hand-written-petition-scanner.streamlit.app,Hand-Written Petition Scanner,23.6,23.4,0.2,0.81,MEDIUM,LOW,criteria,Hand-Written Petition Scanner has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for digitizing and analyzing hand-written petitions using optical character recognition. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 8). Operates international. Dead link detected: score capped at 45.
52,https://joss.theoj.org,Journal of Open Source Software,23.3,23.1,0.2,0.77,MEDIUM,LOW,criteria,"Journal of Open Source Software has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A developer friendly, open access journal for research software packages. Governance model: Editorial board with community input. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
53,https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,23.2,29.9,-6.7,0.88,LOW,LOW,criteria,"New_ Public Roundabout has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A community space for neighbors — local digital forum app built from the ground up with community st. Governance model: foundation. Strongest on participatory governance (C2: 10.0). Modifiers: M4:+4, M5:-11. Operates national."
54,https://numfocus.org,NumFOCUS,22.8,22.6,0.2,0.85,LOW,LOW,criteria,NumFOCUS has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A Nonprofit Supporting Open Code for Better Science. Governance model: foundation. Strongest on institutional infrastructure (C4: 9.0). Operates international.
55,https://github.com/thicknavyrain/uk_elections_leaflets,OpenElections Leaflet Scraper and Parser,22.1,21.9,0.2,0.77,MEDIUM,LOW,criteria,OpenElections Leaflet Scraper and Parser has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A CampaignLab 2024 Hackathon project to scrape and process UK election campaign leaflets into struct. Governance model: individual. Strongest on participatory governance (C2: 5.6). Operates national.
56,https://idealist.org,Idealist,21.6,21.4,0.2,0.73,MEDIUM,LOW,criteria,"Idealist has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Global platform connecting millions of people with social-impact jobs, volunteer opportunities, and . Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 8). Operates international."
57,https://github.com/geeksforsocialchange/placecal,PlaceCal,21.4,21.2,0.2,0.73,MEDIUM,LOW,criteria,PlaceCal has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Bring your community together. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 7). Operates international.
58,https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,21.1,20.9,0.2,0.81,MEDIUM,LOW,criteria,"Sugartrail has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Network analysis and visualisation tool for exploring connections between companies, officers and ad. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 9). Operates national."
59,https://journaliststudio.google.com,Journalist Studio,21.0,20.8,0.2,0.77,MEDIUM,LOW,criteria,"Journalist Studio has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A collection of tools to empower journalists to do their work more efficiently, creatively, and secu. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international."
60,https://greenpt.ai/,GreenPT,20.8,31.5,-10.7,0.77,MEDIUM,LOW,modifier,GreenPT has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Sustainable and privacy-friendly AI chat platform powered by renewable energy and hosted in Europe. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international.
61,https://github.com/ideal-postcodes/postcodes.io,postcodes.io,19.9,19.7,0.2,0.77,MEDIUM,LOW,criteria,"postcodes.io does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: UK postcode & geolocation API, serving up open data. Governance model: LLC. Strongest on evidence quality (C6: 7). Operates national."
62,https://gov.uk/find-local-consultations,Find local consultations,19.0,29.7,-10.7,0.81,MEDIUM,LOW,modifier,"Find local consultations does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A UK government service enabling citizens to discover and participate in local council consultations. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 9.1). Modifiers: M5:-11. Operates national."
63,https://local-deep-researcher-hnmh.vercel.app/,Local Deep Researcher,19.0,18.8,0.2,0.5,HIGH,LOW,criteria,"Local Deep Researcher does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A research tool for investigating local issues and civic engagement. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45."
64,https://github.com/tulir/whatsmeow,whatsmeow,17.9,17.7,0.2,0.62,MEDIUM,LOW,criteria,"whatsmeow does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Go library for the WhatsApp web multidevice API. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 8). Operates international."
65,https://granicus.com/uk,Granicus,16.8,27.5,-10.7,0.77,MEDIUM,LOW,modifier,"Granicus does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Citizen Experience Platform for Government. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M5:-11. Operates Global (UK focus for this page)."
66,https://liberopinion.com,Libertrium,16.8,16.6,0.2,0.65,MEDIUM,LOW,criteria,"Libertrium does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Digital solutions for public administration modernization, citizen participation, and transparency. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Operates national."
67,https://globalfactcheck.bot/,Global Fact-Check Bot (GFC),16.4,27.0,-10.6,0.92,LOW,LOW,modifier,"Global Fact-Check Bot (GFC) does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A pioneering AI platform that empowers fact-checkers and citizens worldwide to verify information ac. Governance model: Consortium governance by 38 founding member organizations; g. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
68,https://mapped.commonknowledge.coop,Mapped,16.4,16.2,0.2,0.77,MEDIUM,LOW,criteria,"Mapped does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A tool for organisers and activists to locate their people by constituency and enrich supporter data. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 4). Operates national."
69,https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,15.9,15.7,0.2,0.77,MEDIUM,LOW,criteria,"Rahvaalgatus does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Estonian citizen initiative and e-petition platform. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 5.2). Operates national."
70,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership,15.5,15.3,0.2,0.65,MEDIUM,LOW,criteria,"Membership does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A prototype for decentralized membership and governance systems. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45."
71,https://localinsight.org,Local Insight,15.2,15.0,0.2,0.73,MEDIUM,LOW,criteria,"Local Insight does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Community and Neighbourhood Data Platform. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 6.0). Operates national."
72,https://mapping.kids,Mapping.kids,14.7,14.5,0.2,0.5,HIGH,LOW,criteria,"Mapping.kids does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for creating and sharing interactive maps for educational purposes. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
73,https://nestr.io,Nestr,14.4,21.1,-6.7,0.77,MEDIUM,LOW,modifier,"Nestr does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Purpose-driven collaboration platform using self-organization and AI. Governance model: Centralized (proprietary platform). Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4, M5:-11. Operates international."
74,https://granitt.io,Granitt,12.7,23.3,-10.6,0.77,MEDIUM,LOW,modifier,"Granitt does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Government transparency and civic engagement platform. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Modifiers: M5:-11. Operates international."
