rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
15,https://www.globaleaks.org,GlobaLeaks,36.9,36.7,0.2,0.92,LOW,LOW,criteria,"GlobaLeaks serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Free and open-source whistleblowing software enabling secure anonymous reporting platforms. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 8). Operates international."
16,https://www.deliberaide.com,deliberAIde,36.5,47.4,-10.9,0.96,LOW,LOW,criteria,deliberAIde has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Human-Centred AI That Supports Dialogue at Every Step. Governance model: LLC. Strongest on participatory governance (C2: 15.2). Modifiers: M5:-11. Operates international.
17,https://www.govocal.com,Go Vocal,35.5,35.3,0.2,0.85,LOW,LOW,criteria,Go Vocal has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Online community engagement platform for governments. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
18,https://www.discourse.org,Discourse,34.8,34.6,0.2,0.85,LOW,LOW,criteria,"Discourse has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Customizable, scalable community platform for building knowledge through conversation. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Operates international."
19,https://www.givefood.org.uk,Give Food,34.8,34.6,0.2,0.92,LOW,LOW,criteria,Give Food has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: UK charity using data to highlight and alleviate local food insecurity. Governance model: foundation. Strongest on evidence quality (C6: 9). Operates national. Dead link detected: score capped at 45.
20,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,Wikum,34.4,34.2,0.2,0.77,MEDIUM,LOW,criteria,Wikum has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools for communities to collectively summarize large online discussions and manage embedded knowled. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
21,https://www.opencrvs.org,OpenCRVS,34.2,34.0,0.2,0.92,LOW,LOW,criteria,OpenCRVS has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open source digital civil registration and vital statistics system for every person on the planet. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
22,https://www.govtrack.us,GovTrack.us,34.1,33.9,0.2,0.88,LOW,LOW,criteria,GovTrack.us has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tracking the U.S. Congress and the White House to make a more open and accountable government. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national.
23,https://www.crowdjustice.com,CrowdJustice,33.8,33.6,0.2,0.85,LOW,LOW,criteria,CrowdJustice has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Crowdfunding platform for legal cases and justice campaigns. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international. Dead link detected: score capped at 45.
24,https://www.mastodonc.com,Mastodon C,33.7,33.5,0.2,0.88,LOW,HIGH,criteria,"Mastodon C has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Data science and technology consultancy focused on open data, analytics, and civic technology. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Popularity risk flag: this is a well-known project with rich documentation; stripping the documentation advantage, I estimate the score would drop by roughly 8-12 points."
25,https://www.theyworkforyou.com,TheyWorkForYou,33.0,32.8,0.2,0.81,MEDIUM,LOW,criteria,"TheyWorkForYou has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Hansard and Official Reports for the UK Parliament, Scottish Parliament, and Northern Ireland Assemb. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
26,https://www.wikidata.org,Wikidata,32.9,32.7,0.2,0.92,LOW,LOW,criteria,Wikidata has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free and open knowledge base that can be read and edited by both machines and humans. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 10.0). Operates international.
27,https://www.notifications.service.gov.uk,GOV.UK Notify,32.8,32.6,0.2,0.88,LOW,LOW,criteria,"GOV.UK Notify has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free notification service for UK government, local authorities, and NHS to send emails, text messa. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 9). Operates national."
28,https://www.otree.org,oTree,32.8,32.6,0.2,0.85,LOW,LOW,criteria,oTree has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-source platform for web-based behavioral research and interactive experiments. Governance model: Academic open-source with core maintainers. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
29,https://www.agenciesforgood.org,Agencies for Good,32.6,28.4,4.2,0.88,LOW,LOW,criteria,"Agencies for Good has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A community of tech for good agencies, consultancies and freelancers supporting socially impactful w. Governance model: cooperative. Strongest on participatory governance (C2: 9.1). Modifiers: M4:+4. Operates national."
30,https://www.writetothem.com,WriteToThem,32.6,32.4,0.2,0.85,LOW,LOW,criteria,"WriteToThem has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Email your Councillor, MP, MSP, MS, MLA or London Assembly Member for free. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
31,https://www.forms.service.gov.uk,GOV.UK Forms,31.9,31.7,0.2,0.88,LOW,LOW,criteria,GOV.UK Forms has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Create accessible online forms for UK government without technical knowledge. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 9.0). Operates national.
32,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,31.8,27.5,4.3,0.81,MEDIUM,LOW,criteria,Neighbourhood Warmth has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free online platform helping people form teams around shared home energy challenges like retrofit . Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Modifiers: M4:+4. Operates national.
33,https://www.sign-in.service.gov.uk,GOV.UK One Login,31.6,31.4,0.2,0.88,LOW,LOW,criteria,GOV.UK One Login has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Centralized digital identity and authentication platform for UK government services. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national.
34,https://www.whatdotheyknow.com,WhatDoTheyKnow,31.5,31.3,0.2,0.85,LOW,LOW,criteria,WhatDoTheyKnow has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Make freedom of information requests and see responses from UK public authorities. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national.
35,https://www.gov.uk/service-manual,Service Manual,30.6,30.4,0.2,0.88,LOW,LOW,criteria,Service Manual has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Guidance for UK government teams to create and run great public services meeting the Service Standar. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national.
36,https://www.rightsdd.com,RightDD,30.1,24.9,5.2,0.69,MEDIUM,LOW,criteria,RightDD has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Human rights risk management technology for ESG due diligence and supply chain compliance. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M3:+5. Operates international.
37,https://www.workerinfoexchange.org,Worker Info Exchange,30.0,29.8,0.2,0.85,LOW,LOW,criteria,"Worker Info Exchange has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Platform connecting workers with information about labor rights, workplace conditions, and employmen. Governance model: foundation. Strongest on lifecycle governance (C3: 8.0). Operates national."
38,https://voteforpolicies.org.uk,Vote for Policies,28.2,28.0,0.2,0.77,MEDIUM,LOW,criteria,"Vote for Policies has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Compare political party policies without knowing which party they belong to, helping voters make inf. Governance model: foundation. Strongest on participatory governance (C2: 9.5). Operates national."
39,https://www.meet.coop,meet.coop,28.2,24.0,4.2,0.81,MEDIUM,LOW,criteria,meet.coop has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The Online Meeting Cooperative - surveillance-free video conferencing powered by renewable energy on. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international.
40,https://www.teachingpublicservice.digital,Teaching Public Service in the Digital Age,28.0,27.8,0.2,0.77,MEDIUM,LOW,criteria,Teaching Public Service in the Digital Age has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-access syllabus and training to equip public servants with digital-era skills. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
41,https://www.martus.org,Martus,27.3,27.1,0.2,0.77,MEDIUM,LOW,criteria,"Martus has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free, open source secure information collection and management tool for human rights activists. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 12). Operates international."
42,https://upgrader.gapminder.org,Gapminder Worldview Upgrader,26.9,26.7,0.2,0.92,LOW,LOW,criteria,Gapminder Worldview Upgrader has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Important stuff most people get wrong — a free educational tool to help people rid themselves of com. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
43,https://www.papertree.earth,Papertree,26.1,25.9,0.2,0.46,HIGH,LOW,criteria,Papertree has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Interactive tree planting data platform for transparent climate action accountability. Strongest on cross-jurisdictional applicability (C5: 8). Operates international. High uncertainty — dossier completeness is only 0.46.
44,https://www.parallelparliament.co.uk,Parallel Parliament,25.5,21.3,4.2,0.73,MEDIUM,LOW,criteria,"Parallel Parliament has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A comprehensive platform for tracking UK parliamentary legislation, debates, and legislative process. Governance model: LLC. Strongest on participatory governance (C2: 6.5). Modifiers: M4:+4. Operates national."
45,https://www.shareddigitalguides.org.uk,Shared Digital Guides,25.5,25.3,0.2,0.81,MEDIUM,LOW,criteria,Shared Digital Guides has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Non-profit organisations share step-by-step guides to using digital tools for social good. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 6.0). Operates national.
46,https://www.localintelligencehub.com,Local Intelligence Hub,24.9,24.7,0.2,0.88,LOW,LOW,criteria,"Local Intelligence Hub has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Data platform for analyzing local MPs, constituencies, public opinion and climate/nature movement en. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates national."
47,https://www.payments.service.gov.uk,GOV.UK Pay,24.5,24.3,0.2,0.85,LOW,LOW,criteria,GOV.UK Pay has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A payment processing platform for UK public services. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national.
48,https://www.marksoutoftenancy.com,Marks Out Of Tenancy,24.4,24.2,0.2,0.85,LOW,LOW,criteria,Marks Out Of Tenancy has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: UK landlord and letting agency review platform empowering renters with information and rights guidan. Governance model: social enterprise. Strongest on lifecycle governance (C3: 6.0). Operates national.
49,https://urbit.org,Urbit,24.1,23.9,0.2,0.81,MEDIUM,LOW,criteria,Urbit has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A personal server operating system designed for self-sovereignty and decentralized computing. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
50,https://www.mptwitterbios.co.uk,MP Twitter Bios,23.9,23.7,0.2,0.73,MEDIUM,LOW,criteria,MP Twitter Bios has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Analysis of whether UK Members of Parliament mention their political party in their Twitter biograph. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national.
51,https://www.myaction.center,MyActionCenter,23.6,23.4,0.2,0.65,MEDIUM,LOW,criteria,MyActionCenter has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Turn your supporters into an activist force through coordinated online actions and gamification. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
52,https://www.plinth.org.uk,Plinth,22.2,17.1,5.1,0.81,MEDIUM,LOW,modifier,"Plinth has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI-powered platform helping organisations deliver, measure and fund community impact. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Modifiers: M3:+5. Operates national."
53,https://www.oporaua.org,ОПОРА (Opora),22.1,32.8,-10.7,0.88,LOW,LOW,modifier,"ОПОРА (Opora) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Ukrainian civic network for election monitoring, democratic integrity, and civic participation. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates national."
54,https://viewpoints.xyz,Viewpoints,21.8,32.5,-10.7,0.85,LOW,LOW,modifier,"Viewpoints has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Effortless AI-powered polls and consensus building for meetings, events, and communities. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
55,https://www.shineyoureye.org,ShineYourEye,21.7,21.5,0.2,0.73,MEDIUM,LOW,criteria,ShineYourEye has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Making Nigerian politicians accountable through citizen engagement and legislative tracking. Governance model: foundation. Strongest on participatory governance (C2: 8.2). Operates national.
56,https://www.polimorphic.com,Polimorphic,21.3,33.0,-11.7,0.88,LOW,LOW,modifier,Polimorphic has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: AI-powered platform for service-first government operations and resident engagement. Governance model: LLC. Strongest on lifecycle governance (C3: 8.0). Modifiers: M5:-12. Operates national.
57,https://www.consoc.io,Consciousness Evolution Operating System (ConSoc),21.0,8.6,12.4,0.23,HIGH,LOW,underdog-protection,Consciousness Evolution Operating System (ConSoc) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Feel Symbiotic Cooperation. Strongest on participatory governance (C2: 2.6). Modifiers: M4:+6. High uncertainty — dossier completeness is only 0.23. Underdog protection applied: floor of 20.
58,https://www.yoti.com,Yoti,19.9,30.6,-10.7,0.88,LOW,LOW,modifier,"Yoti does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Building the world's trusted identity platform. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
59,https://www.communitytech.network,Community Tech,19.7,19.5,0.2,0.77,MEDIUM,LOW,criteria,"Community Tech does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Technology built with, by and for communities that is locally accountable and creates local value. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 7.8). Operates national."
60,https://www.publiceditor.io,Public Editor,19.3,19.1,0.2,0.69,MEDIUM,LOW,criteria,"Public Editor does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for collaborative fact-checking and editorial transparency in journalism. Governance model: centralized. Strongest on cross-jurisdictional applicability (C5: 10). Operates international. Dead link detected: score capped at 45."
61,https://violationtrackeruk.goodjobsfirst.org,Violation Tracker UK,17.8,17.6,0.2,0.73,MEDIUM,LOW,criteria,"Violation Tracker UK does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Database tracking corporate violations and enforcement actions in the United Kingdom. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 4). Operates national. Dead link detected: score capped at 45."
62,https://www.mpwatch.org,MP Watch,17.1,16.9,0.2,0.81,MEDIUM,LOW,criteria,"MP Watch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Uniting People and Politicians for Climate Action. Governance model: Centralized advocacy organization. Strongest on institutional infrastructure (C4: 6.0). Operates national."
63,https://www.donotpay.com,DoNotPay,15.9,26.5,-10.6,0.85,LOW,LOW,modifier,"DoNotPay does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered legal assistance and consumer advocacy platform. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
64,https://www.dfos.com,Democracy Fund Open Source,14.8,14.6,0.2,0.77,MEDIUM,LOW,criteria,"Democracy Fund Open Source does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Open source tools and resources for civic engagement and democratic participation. Governance model: foundation. Strongest on evidence quality (C6: 5). Operates national."
65,https://www.organise.org.uk,Organise,14.2,24.8,-10.6,0.85,LOW,LOW,modifier,"Organise does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Get heard at work – a workers' network for collective action on employment issues. Governance model: LLC. Strongest on participatory governance (C2: 6.5). Modifiers: M5:-11. Operates national."
66,https://www.whatgov.co.uk,WhatGov,14.0,13.8,0.2,0.73,MEDIUM,LOW,criteria,"WhatGov does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. Governance model: foundation. Strongest on participatory governance (C2: 5.2). Operates national."
67,https://whopostedwhat.com,Who Posted What?,13.1,23.7,-10.6,0.73,MEDIUM,LOW,modifier,"Who Posted What? does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Non-public Facebook keyword search tool for researchers and public interest workers. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
68,https://www.polimonitor.com,PoliMonitor,13.0,12.8,0.2,0.62,MEDIUM,LOW,criteria,"PoliMonitor does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Political monitoring service enabling organisations to understand, engage and shape political discus. Governance model: LLC. Strongest on institutional infrastructure (C4: 4.0). Operates national."
69,https://wardwatch.uk,WardWatch,11.3,21.9,-10.6,0.85,LOW,LOW,modifier,"WardWatch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered deep research on councillor performance. Governance model: Proprietary. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
70,https://www.objector.ai,Objector.ai,10.8,21.3,-10.5,0.77,MEDIUM,LOW,modifier,"Objector.ai does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered planning objection letter and toolkit to help citizens challenge unsuitable planning appl. Governance model: LLC. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
71,https://whoisology.com,Whoisology,10.8,21.3,-10.5,0.73,MEDIUM,LOW,modifier,"Whoisology does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Billions of archived domain name whois records searchable and cross-referenced for reverse lookups. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
72,https://www.watchduty.org,Watch Duty,10.6,10.4,0.2,0.69,MEDIUM,LOW,criteria,"Watch Duty does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Real-time wildfire maps and alerts powered by volunteer first responders. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 3). Operates national."
73,https://www.demnext.org/projects/delibtech-network,Deliberation & Technology (DelibTech) Network,10.5,20.9,-10.4,0.73,MEDIUM,LOW,modifier,"Deliberation & Technology (DelibTech) Network does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: International network of technologists and practitioners building and studying technology to enhance. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
74,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,The Guide to Major Trusts 2025/26,8.7,8.5,0.2,0.69,MEDIUM,LOW,criteria,"The Guide to Major Trusts 2025/26 does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: UK's definitive directory of over 1,000 largest grant-makers awarding £7.23 billion annually. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 3). Operates national."
75,https://www.openorigins.com,OpenOrigins,7.1,17.7,-10.6,0.77,MEDIUM,LOW,modifier,"OpenOrigins does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Trust Layer for a Verified Internet. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
76,https://www.welivedit.ai,We Live It,6.8,17.2,-10.4,0.77,MEDIUM,LOW,modifier,"We Live It does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered platform for community-driven urban planning and civic engagement. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
77,https://www.govwise.ai/en,GovWise,0,10.2,-11,0.69,MEDIUM,LOW,modifier,"GovWise scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
78,https://www.workincharities.co.uk,WorkInCharities,0,7.1,-11,0.62,MEDIUM,LOW,modifier,"WorkInCharities scores zero after modifier penalties. The project does not build enforcement infrastructure, lacks participatory governance mechanisms, and does not address lifecycle governance. M5:-11"
