rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
14,https://oa.works/,OA.Works,37.0,36.8,0.2,0.88,LOW,LOW,criteria,"OA.Works serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Powerfully simple open access tools for a just and kind information age. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
15,https://openreferraluk.org,Open Referral UK,35.9,35.7,0.2,0.92,LOW,LOW,criteria,"Open Referral UK serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: The open data standard that makes it easy to publish, find, and use community services data.. Governance model: Steering Group with government and community representation;. Strongest on institutional infrastructure (C4: 9.0). Operates national."
16,https://turkopticon.ucsd.edu,Turkopticon,35.9,31.7,4.2,0.85,LOW,LOW,criteria,Turkopticon addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Worker-led platform organizing mutual aid and advocacy for Amazon Mechanical Turk workers. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international.
17,https://policykit.org,PolicyKit,35.1,34.9,0.2,0.88,LOW,LOW,criteria,PolicyKit addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: An open-source tool for evolving governance in online communities. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
18,https://opencouncil.network,Open Council Network,35.0,34.8,0.2,0.88,LOW,LOW,criteria,"Open Council Network serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Makes local government decision-making accessible to everyone through council meeting tracking and w. Governance model: Community-led with advisory board. Strongest on institutional infrastructure (C4: 8.0). Operates national."
19,https://quadraticvote.radicalxchange.org,RxC Quadratic Voting,34.9,34.7,0.2,0.81,MEDIUM,LOW,criteria,RxC Quadratic Voting has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: An easy tool to host a quadratic vote. Quadratic Voting is the mathematically optimal way to vote in. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
20,https://osf.io,Open Science Framework,34.8,34.6,0.2,0.92,LOW,LOW,criteria,"Open Science Framework has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free, open platform for researchers to collaborate and share their work. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
21,https://openbudgets.eu,OpenBudgets.eu,34.3,34.1,0.2,0.81,MEDIUM,LOW,criteria,"OpenBudgets.eu has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Upload, visualize, and analyse public budget and spending data to discover stories behind budgets. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 10.0). Operates international."
22,https://openprocurement.io,OpenProcurement,34.2,34.0,0.2,0.85,LOW,LOW,criteria,OpenProcurement has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open source e-procurement toolkit powering transparent public procurement systems.. Governance model: Open source toolkit maintained by Quintagroup; ProZorro depl. Strongest on cross-jurisdictional applicability (C5: 9). Operates Ukraine; international deployments.
23,https://openparliament.ca/,openparliament.ca,33.7,29.4,4.3,0.81,MEDIUM,LOW,criteria,"openparliament.ca has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Making it easy to find out what your representatives in Ottawa are up to — see what they're saying, . Governance model: individual. Strongest on lifecycle governance (C3: 10.0). Modifiers: M4:+4. Operates national."
24,https://opencollective.com,Open Collective,33.2,29.0,4.2,0.81,MEDIUM,LOW,criteria,"Open Collective has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Raise, manage and disburse money with full transparency.. Governance model: Platform stewardship transitioned in 2024 to Open Finance Co. Strongest on cross-jurisdictional applicability (C5: 12). Modifiers: M4:+4. Operates international."
25,https://soweego.readthedocs.io,soweego,32.3,32.1,0.2,0.77,MEDIUM,LOW,criteria,soweego has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Link Wikidata to large catalogs. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Operates international.
26,https://oneproject.org/,One Project,30.9,24.7,6.2,0.81,MEDIUM,LOW,criteria,"One Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Building infrastructure for economic democracy — connecting people, organisations, and resources to . Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+6. Operates Global (headquartered San Francisco, USA)."
27,https://policyengine.org/uk,PolicyEngine,30.8,30.6,0.2,0.92,LOW,LOW,criteria,PolicyEngine has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open-source policy analysis and simulation platform for tax and benefit systems. Governance model: foundation. Strongest on institutional infrastructure (C4: 9.0). Operates national.
28,https://onodi.co/bisect/,Theft Bisect,30.8,30.6,0.2,0.88,LOW,LOW,criteria,Theft Bisect has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A binary search tool to help identify bike theft moments in CCTV footage. Governance model: individual. Strongest on evidence quality (C6: 9). Operates national.
29,https://publicai.co/,Public AI Inference Utility,30.6,30.4,0.2,0.96,LOW,LOW,criteria,Public AI Inference Utility has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A public access point for public and sovereign AI models. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
30,https://thecircuit.cc,The Circuit,30.4,30.2,0.2,0.88,LOW,LOW,criteria,The Circuit has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A data-driven collaborative journalism investigation into Cook County's court system using 3 million. Governance model: Multi-organisation collaborative: Better Government Associat. Strongest on lifecycle governance (C3: 10.0). Operates national.
31,https://osintframework.com,OSINT Framework,29.4,29.2,0.2,0.81,MEDIUM,LOW,criteria,OSINT Framework has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated collection of free OSINT tools and resources for information gathering. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
32,https://opendatacommunities.org,Open Data Communities,29.4,29.2,0.2,0.85,LOW,LOW,criteria,"Open Data Communities has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Official open data platform from the UK Ministry of Housing, Communities & Local Government publishi. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates national."
33,https://securedrop.org,SecureDrop,29.4,29.2,0.2,0.85,LOW,LOW,criteria,SecureDrop has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open source whistleblower submission system for secure anonymous document sharing. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
34,https://remembertovote.org.uk,Remember to Vote,29.2,29.0,0.2,0.77,MEDIUM,LOW,criteria,Remember to Vote has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free SMS reminder service for polling station locations and voter ID requirements. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 8.2). Operates national.
35,https://secfirst.org,Security First / Umbrella,29.1,28.9,0.2,0.88,LOW,LOW,criteria,"Security First / Umbrella has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free, open source digital and physical security handbook app for journalists, activists, NGO staff, . Governance model: NGO with co-founders; open source content and code; communit. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
36,https://privacybadger.org,Privacy Badger,28.5,28.3,0.2,0.85,LOW,LOW,criteria,Privacy Badger has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free browser extension made by EFF to stop companies from spying on you online.. Governance model: Maintained by EFF staff; open source contributions accepted . Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
37,https://thegovernmentsays.com,The Government Says,27.7,27.5,0.2,0.88,LOW,LOW,criteria,The Government Says has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Real-time aggregation and monitoring of UK government press releases and statements. Governance model: community-driven. Strongest on lifecycle governance (C3: 10.0). Operates national.
38,https://riseup.net,Riseup,27.5,27.3,0.2,0.81,MEDIUM,LOW,criteria,Riseup has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Secure online communication tools for people and groups working on liberatory social change. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
39,https://riversentiment.app,River Sentiment Dashboard,27.2,27.0,0.2,0.81,MEDIUM,LOW,criteria,River Sentiment Dashboard has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Displays social media sentiment about rivers alongside ecological status data for 450+ rivers in the. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Operates regional.
40,https://the-list.uk,The List,27.1,26.9,0.2,0.88,LOW,LOW,criteria,"The List has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tracking changes to grant-making behaviour of Trusts and Foundations in the UK — By Fundraisers, For. Governance model: individual. Strongest on enforcement/verification (C1: 8.4). Operates national."
41,https://pageviews.wmcloud.org,Pageviews Analysis,26.3,26.1,0.2,0.77,MEDIUM,LOW,criteria,Pageviews Analysis has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for analyzing and comparing pageview statistics across Wikipedia articles. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
42,https://unpaywall.org/products/extension,Unpaywall Browser Extension,25.5,25.3,0.2,0.77,MEDIUM,LOW,criteria,"Unpaywall Browser Extension has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Browser extension to find legal, open access versions of academic papers. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
43,https://sourceafrica.net,sourceAFRICA,25.2,25.0,0.2,0.88,LOW,LOW,criteria,sourceAFRICA has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Africa's premier repository for actionable documents. Governance model: operated by ANCIR under incubation by Code for Africa; CC BY. Strongest on lifecycle governance (C3: 8.0). Operates Africa.
44,https://strikemap.org,Strike Map,24.3,24.1,0.2,0.81,MEDIUM,LOW,criteria,Strike Map has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Interactive mapping platform documenting labor strikes and worker organizing actions. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 6.5). Operates national.
45,https://publicmediastack.com,Public Media Stack,23.6,23.4,0.2,0.73,MEDIUM,LOW,criteria,Public Media Stack has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A curated research resource mapping software tools and technologies used across the public media wor. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
46,https://sci-hub.se,Sci-Hub,23.5,23.3,0.2,0.77,MEDIUM,LOW,criteria,Sci-Hub has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Provides free access to academic research papers by circumventing publisher paywalls. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45.
47,https://site.urbanistai.com,UrbanistAI,22.9,33.7,-10.8,0.81,MEDIUM,LOW,modifier,UrbanistAI has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The platform to reimagine the future of cities through collective intelligence and AI-powered partic. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international.
48,https://semanticclimate.github.io,semanticClimate,22.7,22.5,0.2,0.77,MEDIUM,LOW,criteria,semanticClimate has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Semantic search and analysis of climate science literature. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
49,https://planit.org.uk,PlanIT,22.2,32.9,-10.7,0.92,LOW,LOW,modifier,PlanIT has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Digital platform enabling community participation in local planning decisions. Governance model: LLC. Strongest on institutional infrastructure (C4: 9.0). Modifiers: M5:-11. Operates national. Dead link detected: score capped at 45.
50,https://turbophonebank.com,Turbo Phonebank,21.9,21.7,0.2,0.77,MEDIUM,LOW,criteria,Turbo Phonebank has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free phonebank platform that turns Google Sheets into phonebanks and textbanks with 2-tap calling. Governance model: individual. Strongest on lifecycle governance (C3: 6.0). Operates national.
51,https://relationaltechproject.org,Relational Tech Project,21.7,21.5,0.2,0.73,MEDIUM,LOW,criteria,"Relational Tech Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tools crafted by, with, and for neighbors - made to help us care for and trust each other. Governance model: participatory/collaborative. Strongest on participatory governance (C2: 7.8). Operates international."
52,https://radicle.xyz,Radicle,21.4,21.2,0.2,0.81,MEDIUM,LOW,criteria,"Radicle has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A sovereign, peer-to-peer code forge built on Git. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
53,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5351275,Unknown Academic Paper (SSRN 5351275),21.0,20.8,0.2,0.23,HIGH,LOW,underdog-protection,Unknown Academic Paper (SSRN 5351275) has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. Strongest on enforcement/verification (C1: 1.8). High uncertainty — dossier completeness is only 0.23. Underdog protection applied: floor of 20. Dead link detected: score capped at 45.
54,https://publicaccountability.org,The Accountability Project,20.9,20.7,0.2,0.77,MEDIUM,LOW,criteria,The Accountability Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A searchable database of 1.9+ billion public records for researchers and journalists. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 5.0). Operates national.
55,https://plausible.io,Plausible Analytics,20.4,20.2,0.2,0.81,MEDIUM,LOW,criteria,"Plausible Analytics has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Simple, privacy-friendly Google Analytics alternative. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 7). Operates international."
56,https://societyforhopefultechnologists.org,Society for Hopeful Technologists,20.2,20.0,0.2,0.85,LOW,LOW,criteria,Society for Hopeful Technologists has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: For everyone who wants technologies to work for people and planet.. Governance model: volunteer organising committee; charter-based; independent o. Strongest on lifecycle governance (C3: 8.0). Operates United Kingdom (primary); global aspiration.
57,https://pursuanceproject.org,Pursuance Project,20.1,19.9,0.2,0.77,MEDIUM,LOW,criteria,Pursuance Project has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open source software enabling individuals and organizations to collaborate on shared goals through s. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
58,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,Beckton,19.4,19.2,0.2,0.77,MEDIUM,LOW,criteria,"Beckton does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A conditional-commitment tool for creating groups of paying members — only charges if enough people . Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 6.0). Operates national."
59,https://timecounts.org,Timecounts,19.2,29.9,-10.7,0.73,MEDIUM,LOW,modifier,"Timecounts does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: The Modern Volunteer Management Solution. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
60,https://trends.whotargets.me,Who Targets Me Trends,19.2,29.9,-10.7,0.81,MEDIUM,LOW,modifier,"Who Targets Me Trends does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for tracking and analyzing digital political advertising across Meta and Google in 60+ coun. Governance model: foundation. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international."
61,https://public.tableau.com/app/profile/citizensadvice/vizzes,Citizens Advice Tableau Public Profile,18.0,17.8,0.2,0.73,MEDIUM,LOW,criteria,"Citizens Advice Tableau Public Profile does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Data visualizations and dashboards tracking advice issues, consumer trends, and client demographics . Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Operates national."
62,https://right-to-know.org,Right To Know,18.0,17.8,0.2,0.81,MEDIUM,LOW,criteria,"Right To Know does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A digital toolkit for communities to discover environmental health hazards in their area. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 6). Operates national."
63,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,Registers and collaboration: making lists we can trust,17.5,17.3,0.2,0.69,MEDIUM,LOW,criteria,"Registers and collaboration: making lists we can trust does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A report examining models of stewarding registers and the importance of transparency and collaborati. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
64,https://spacetu.be,Spacetube,17.5,17.3,0.2,0.69,MEDIUM,LOW,criteria,"Spacetube does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Group-to-group chat tool built on Matrix for secure decentralised communication. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
65,https://postbug.com,PostBug,15.9,15.7,0.2,0.69,MEDIUM,LOW,criteria,"PostBug does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Send printed postcards to people in power. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 5.2). Operates national."
66,https://research.localgov.digital,User Research Library,14.7,14.5,0.2,0.77,MEDIUM,LOW,criteria,"User Research Library does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A searchable repository of user research conducted by local government services. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
67,https://shareyourpaper.org,Shareyourpaper.org,14.4,14.2,0.2,0.73,MEDIUM,LOW,criteria,"Shareyourpaper.org does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Simplest way to legally make academic papers freely available on Google Scholar, Web of Science, and. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
68,https://objector.ai,Objector.ai,13.2,23.8,-10.6,0.81,MEDIUM,LOW,modifier,"Objector.ai does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered planning objection letter and toolkit to help citizens challenge unsuitable planning appl. Governance model: LLC. Strongest on participatory governance (C2: 6.5). Modifiers: M5:-11. Operates national."
69,https://plunkett.my.site.com/keepitinthecommunity/s,Keep It In The Community,13.0,12.8,0.2,0.69,MEDIUM,LOW,criteria,"Keep It In The Community does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for community-driven civic engagement and local resource sharing. Governance model: Community-based. Strongest on participatory governance (C2: 3.9). Operates national."
70,https://schema.org,Schema.org,12.8,12.6,0.2,0.5,HIGH,LOW,criteria,"Schema.org does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A collaborative, community activity with a mission to create, maintain, and promote schemas for stru. Governance model: Community-driven collaborative governance with W3C community. Strongest on cross-jurisdictional applicability (C5: 6). Operates international."
71,https://openletter.earth,Open Letter,12.4,23.0,-10.6,0.69,MEDIUM,LOW,modifier,"Open Letter does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Platform for creating and signing open letters to effect civic and political change. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M5:-11. Operates international."
72,https://policymogul.com,PolicyMogul,12.0,11.8,0.2,0.65,MEDIUM,LOW,criteria,"PolicyMogul does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Champions of public affairs. Governance model: LLC. Strongest on institutional infrastructure (C4: 5.0). Operates national."
73,https://overton.io,Overton,10.7,21.2,-10.5,0.77,MEDIUM,LOW,modifier,"Overton does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: A platform for understanding and analyzing political positions and policy proposals. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 7). Modifiers: M5:-11. Operates international."
74,https://parsethebill.com,Parse The Bill,10.7,21.2,-10.5,0.81,MEDIUM,LOW,modifier,"Parse The Bill does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-generated overviews of UK parliamentary bills for engaged citizens and advocacy groups. Governance model: individual. Strongest on lifecycle governance (C3: 6.0). Modifiers: M5:-11. Operates national."
75,https://spartacus.app,Spartacus,8.4,18.9,-10.5,0.73,MEDIUM,LOW,modifier,"Spartacus does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Build critical mass with conditional commitments that only activate when enough people join in. Governance model: Centralized (for-profit social enterprise model). Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M5:-11. Operates international."
76,https://sobre.ejparticipe.org,Empurrando Juntas (EJ),7.8,18.5,-10.7,0.73,MEDIUM,LOW,modifier,"Empurrando Juntas (EJ) does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: AI-powered opinion collection platform that segments audiences into personas based on their views. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Modifiers: M5:-11. Operates national."
77,https://parliamentwatch.ug/,Parliament Watch Uganda,6.6,17.0,-10.4,0.69,MEDIUM,LOW,modifier,"Parliament Watch Uganda does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Monitor and track the Ugandan Parliament with data and expert insights on transparency and accountab. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Modifiers: M5:-11. Operates national."
