rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
21,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,Framework for Meaningful Engagement 2.0,40.4,40.2,0.2,0.92,LOW,LOW,criteria,"Framework for Meaningful Engagement 2.0 serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Practical suggestions on how to engage civil society and affected communities in AI development to s. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
22,https://ethelo.com,Ethelo,40.3,40.1,0.2,0.96,LOW,LOW,criteria,Ethelo has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: The world's leading group solutions technology — a multi-party scenario analysis engine that finds f. Governance model: LLC. Strongest on participatory governance (C2: 12.6). Operates national.
23,https://civicrm.org,CiviCRM,39.5,39.3,0.2,0.92,LOW,LOW,criteria,"CiviCRM serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Open source constituent relationship management for non-profits, NGOs and advocacy organizations. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Operates international."
24,https://citizenos.com/platform/,Citizen OS,39.0,38.8,0.2,0.88,LOW,LOW,criteria,"Citizen OS has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: Secure, free and open-source participation platform for meaningful discussions and democratic decisi. Governance model: foundation. Strongest on participatory governance (C2: 9.1). Operates international."
25,https://fairbnb.coop,Fairbnb.coop,38.7,32.4,6.3,0.96,LOW,LOW,criteria,Fairbnb.coop addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Community powered tourism platform. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M4:+6. Operates international.
26,https://civictech.guide,Civic Tech Field Guide,38.0,37.8,0.2,0.85,LOW,LOW,criteria,Civic Tech Field Guide has meaningful participatory elements but limited enforcement infrastructure. The project describes itself as: The world's largest collection of projects using tech for the common good. Governance model: project_of_larger_org. Strongest on participatory governance (C2: 10.4). Operates international.
27,https://climateaction.tech,ClimateAction.Tech,36.6,30.3,6.3,0.81,MEDIUM,LOW,criteria,"ClimateAction.Tech addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Tech workers seeding climate action in companies, organisations and industries. Governance model: cooperative. Strongest on cross-jurisdictional applicability (C5: 11). Modifiers: M4:+6. Operates international."
28,https://contractsfordatacollaboration.org,Contracts for Data Collaboration,35.3,35.1,0.2,0.81,MEDIUM,LOW,criteria,"Contracts for Data Collaboration serves institutional governance needs, with government partnerships that suggest real-world deployment. The project describes itself as: Strengthening trust, transparency, and accountability in cross-sector data collaboratives through le. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
29,https://datacollective.mozillafoundation.org/,Mozilla Data Collective,35.1,34.9,0.2,0.88,LOW,LOW,criteria,"Mozilla Data Collective addresses some of my criteria but falls short on enforcement and lifecycle coverage. The project describes itself as: Rebuilding the AI data ecosystem with communities at the centre — 470+ high-quality global datasets,. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
30,https://datatrusts.uk,The Data Trusts Initiative,33.9,33.7,0.2,0.92,LOW,LOW,criteria,"The Data Trusts Initiative has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Working at the interface of technology, policy and the law to create data trusts that empower indivi. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 7.0). Operates national."
31,https://aragon.org,Aragon,33.0,32.8,0.2,0.81,MEDIUM,LOW,criteria,Aragon has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The Home of Onchain Organizations – governance and ownership infrastructure for DAOs and protocols. Governance model: LLC. Strongest on lifecycle governance (C3: 8.0). Operates international.
32,https://communities.sunlightfoundation.com/methodology,Tactical Data Engagement,33.0,32.8,0.2,0.85,LOW,LOW,criteria,Tactical Data Engagement has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A framework for local governments to catalyze resident-centered use of open data for community probl. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 9). Operates national.
33,https://all-our-ideas.citizens.is,All Our Ideas,32.9,28.7,4.2,0.77,MEDIUM,LOW,criteria,All Our Ideas has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A platform for crowdsourcing ideas and priorities through pairwise comparison voting. Governance model: Democratic governance with citizen input. Strongest on participatory governance (C2: 12.6). Modifiers: M4:+4. Operates international.
34,https://developers.democracyclub.org.uk/api/v1,Democracy Club Developer API,32.4,32.2,0.2,0.92,LOW,LOW,criteria,"Democracy Club Developer API has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: API for accessing ballots, candidates and polling stations data. Governance model: foundation. Strongest on lifecycle governance (C3: 8.0). Operates national."
35,https://coralproject.net,Coral,30.7,30.5,0.2,0.88,LOW,LOW,criteria,"Coral has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A better commenting experience — open source tools for safer, more engaged online communities.. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 12). Operates international."
36,https://coops.tech,CoTech,30.0,23.8,6.2,0.81,MEDIUM,LOW,criteria,CoTech has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A UK-wide network of cooperative technology companies building values-aligned digital products. Governance model: cooperative. Strongest on participatory governance (C2: 12.6). Modifiers: M4:+6. Operates national.
37,https://arxiv.org/abs/2005.13701,Modular Politics,29.3,25.0,4.3,0.69,MEDIUM,LOW,criteria,"Modular Politics has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A governance layer framework for building composable, modular online community governance systems. Governance model: Modular governance framework (subject of research). Strongest on cross-jurisdictional applicability (C5: 8). Modifiers: M4:+4. Operates international."
38,https://fatebook.io,Fatebook,28.5,28.3,0.2,0.85,LOW,LOW,criteria,"Fatebook has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Rapid predictions, anywhere. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
39,https://data.humdata.org,Humanitarian Data Exchange,28.2,37.0,-8.8,1.0,LOW,LOW,criteria,"Humanitarian Data Exchange has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Find, share and use humanitarian data all in one place. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M2:-9. Operates international."
40,https://atlasofsurveillance.org,Atlas of Surveillance,28.1,27.9,0.2,0.88,LOW,LOW,criteria,Atlas of Surveillance has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Documenting Police Tech in Our Communities with Open Source Research. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national.
41,https://activisthandbook.org/,Activist Handbook,28.0,27.8,0.2,0.73,MEDIUM,LOW,criteria,Activist Handbook has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Campaigning guides for activists. Governance model: Community-driven with core team oversight; open contribution. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
42,https://github.com/blacksky-algorithms/rsky,rsky,27.6,27.4,0.2,0.85,LOW,LOW,criteria,"rsky has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: An AT Protocol implementation prioritizing community safety and self-governance, written in Rust. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
43,https://aisafety.info,AISafety.info,27.2,27.0,0.2,0.81,MEDIUM,LOW,criteria,AISafety.info has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Educational resource on AI safety risks and how to help ensure beneficial AI outcomes. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
44,https://blog.kagi.com/slopstop,Kagi SlopStop,26.7,26.5,0.2,0.88,LOW,LOW,criteria,Kagi SlopStop has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Community-driven AI slop detection in Kagi Search — your collective defense against AI-generated spa. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 11). Operates international.
45,https://commonslibrary.org,The Commons Social Change Library,26.6,22.4,4.2,0.69,MEDIUM,LOW,criteria,"The Commons Social Change Library has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free digital library of 1500+ educational resources for activists, campaigners, and social change ad. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M4:+4. Operates international."
46,https://annas-archive.pm,Anna's Archive,26.4,26.2,0.2,0.81,MEDIUM,LOW,criteria,"Anna's Archive has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A non-profit, open-source digital library preserving access to knowledge through shadow library aggr. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Operates international. Dead link detected: score capped at 45."
47,https://bsky.app,Bluesky,25.9,25.7,0.2,0.85,LOW,LOW,criteria,Bluesky has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Open social media platform built on the AT Protocol. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
48,https://collaborative-data.theodi.org,Collaborative Data Patterns,24.5,24.3,0.2,0.69,MEDIUM,LOW,criteria,Collaborative Data Patterns has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A guidebook for designing and running projects involving collaborative maintenance of shared data as. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
49,https://charmverse.io/,CharmVerse,24.1,23.9,0.2,0.73,MEDIUM,LOW,criteria,CharmVerse has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: The Network for Onchain Communities. Governance model: LLC. Strongest on participatory governance (C2: 9.1). Operates international.
50,https://en.wikipedia.org/wiki/wikipedia:in_the_news,In the news,23.2,23.0,0.2,0.85,LOW,LOW,criteria,In the news has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Section of the Main Page directing readers to articles substantially updated to reflect recent or cu. Governance model: consensus-based editorial process. Strongest on cross-jurisdictional applicability (C5: 9). Operates international.
51,https://channel.org,Channel.org,23.1,22.9,0.2,0.65,MEDIUM,LOW,criteria,"Channel.org has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Own your Channels, content, and community. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Operates international."
52,https://docs.plus,docs.plus,22.5,22.3,0.2,0.69,MEDIUM,LOW,criteria,"docs.plus has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Free, open-source collaborative documents for organizations. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
53,https://github.com/bellingcat/edgar,EDGAR,22.0,21.8,0.2,0.77,MEDIUM,LOW,criteria,EDGAR has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Tool for the retrieval of corporate and financial data from the SEC. Governance model: foundation. Strongest on evidence quality (C6: 7). Operates national.
54,https://ddocs.new/,dDocs,22.0,17.9,4.1,0.73,MEDIUM,LOW,criteria,dDocs has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Decentralized documentation platform for civic and open governance. Governance model: Open source community governance. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M4:+4. Operates international.
55,https://dgc-cgn.org/product/can-dgsi-127/,CAN/DGSI 127 - Age Assurance Technologies Standard,21.3,21.1,0.2,0.81,MEDIUM,LOW,criteria,CAN/DGSI 127 - Age Assurance Technologies Standard has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Standard specifying minimum requirements for age assurance technologies and methods to estimate age . Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 9.0). Operates national.
56,https://charitydigitalskills.co.uk,Charity Digital Skills Report,21.0,20.8,0.2,0.81,MEDIUM,LOW,criteria,"Charity Digital Skills Report has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Annual survey tracking digital and AI adoption, skills, and support needs across the UK charity sect. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 6). Operates national."
57,https://dev.reuselibrary.service.justice.gov.uk/,GOV Reuse Library,21.0,20.8,0.2,0.81,MEDIUM,LOW,criteria,"GOV Reuse Library has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Find and reuse digital service elements - Building public services together, one reusable block at a. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Operates national."
58,https://docs.holepunch.to,Pear by Holepunch,21.0,20.8,0.2,0.73,MEDIUM,LOW,criteria,"Pear by Holepunch has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A peer-to-peer runtime, development and deployment platform for building unstoppable applications. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
59,https://decelerator.org.uk,The Decelerator,20.8,20.6,0.2,0.81,MEDIUM,LOW,criteria,"The Decelerator has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: A free support service for civil society organisations facing endings — closures, mergers, leadershi. Governance model: LLC. Strongest on evidence quality (C6: 7). Operates national."
60,https://gender-pay-gap.service.gov.uk,Gender Pay Gap Service,20.5,31.2,-10.7,0.85,LOW,LOW,modifier,Gender Pay Gap Service has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Search and compare gender pay gap data. Governance model: government_administered. Strongest on evidence quality (C6: 9). Modifiers: M5:-11. Operates national.
61,https://collab.land,Collab.Land,20.2,20.0,0.2,0.65,MEDIUM,LOW,criteria,Collab.Land has limited alignment with my core criteria. It addresses a legitimate domain but does not build the governance infrastructure I prioritise. The project describes itself as: Web3 community management platform for token-gated membership verification. Governance model: LLC. Strongest on cross-jurisdictional applicability (C5: 10). Operates international.
62,https://benefits-calculator.turn2us.org.uk,Turn2us Benefits Calculator,19.2,19.0,0.2,0.77,MEDIUM,LOW,criteria,"Turn2us Benefits Calculator does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Online tool to help people identify welfare benefits they may be entitled to. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 4.0). Operates national."
63,https://developer.parliament.uk,UK Parliament Developer Portal,19.1,18.9,0.2,0.81,MEDIUM,LOW,criteria,"UK Parliament Developer Portal does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: APIs and data for accessing UK Parliament information. Governance model: Government-operated. Strongest on participatory governance (C2: 5.2). Operates national. Dead link detected: score capped at 45."
64,https://entitledto.co.uk,Entitledto,18.6,29.2,-10.6,0.88,LOW,LOW,modifier,"Entitledto does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Free online benefits calculator helping UK citizens understand welfare entitlements. Governance model: project_of_larger_org. Strongest on institutional infrastructure (C4: 8.0). Modifiers: M5:-11. Operates national. Dead link detected: score capped at 45."
65,https://conservativepartyfunding.co.uk,Conservative Party Funding,18.0,17.8,0.2,0.73,MEDIUM,LOW,criteria,"Conservative Party Funding does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Industry overview of donations to the UK Conservative Party since 2019. Governance model: individual. Strongest on institutional infrastructure (C4: 4.0). Operates national."
66,https://fullfact.org/ai,Full Fact AI,17.9,28.6,-10.7,0.92,LOW,LOW,modifier,"Full Fact AI does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Scalable, robust software designed for fact checkers to identify the most important bad information. Governance model: foundation. Strongest on cross-jurisdictional applicability (C5: 10). Modifiers: M5:-11. Operates international."
67,https://alltechishuman.org/responsible-tech-guide-2025,Responsible Tech Guide 2025,17.5,17.3,0.2,0.73,MEDIUM,LOW,criteria,"Responsible Tech Guide 2025 does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Flagship resource providing information, inspiration, and pathways for involvement in the Responsibl. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
68,https://choosealicense.com,Choose a License,17.4,17.2,0.2,0.73,MEDIUM,LOW,criteria,"Choose a License does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: An open source license guide helping developers and projects select appropriate licenses for their w. Governance model: project_of_larger_org. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
69,https://antievictionmappingproject.github.io/landlordtech,Landlord Tech Watch,16.9,16.7,0.2,0.85,LOW,LOW,criteria,"Landlord Tech Watch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Producing data, scholarship, and popular educational materials documenting how property technology i. Governance model: project_of_larger_org. Strongest on evidence quality (C6: 7). Operates national."
70,https://civiclick.com,CiviClick,15.7,15.5,0.2,0.62,MEDIUM,LOW,criteria,"CiviClick does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Grassroots advocacy software platform that personalizes advocate experience and drives policy influe. Governance model: LLC. Strongest on participatory governance (C2: 7.8). Operates national."
71,https://cotsi.org/,COTSI (Cyber Operational Threat Situational Intelligence),15.5,15.3,0.2,0.65,MEDIUM,LOW,criteria,"COTSI (Cyber Operational Threat Situational Intelligence) does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Tracks daily price and availability of fake SMS verifications across 197 countries and 500+ platform. Governance model: academic research institution. Strongest on cross-jurisdictional applicability (C5: 9). Operates international."
72,https://civicpress.io/,CivicPress,15.4,15.2,0.2,0.81,MEDIUM,LOW,criteria,"CivicPress does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Open infrastructure for transparent local government. Governance model: individual. Strongest on evidence quality (C6: 5). Operates city."
73,https://civicmatch.app,CivicMatch,12.8,12.6,0.2,0.58,HIGH,LOW,criteria,"CivicMatch does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Connect citizens with civic opportunities and elected representatives. Strongest on participatory governance (C2: 3.9). Operates national."
74,https://digitalcharitylab.org/product/digital-account-management-toolkit,Digital Account Management Toolkit,11.9,22.5,-10.6,0.77,MEDIUM,LOW,modifier,"Digital Account Management Toolkit does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Free resource to help nonprofits manage social media and digital accounts securely and prevent accou. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 10.0). Modifiers: M5:-11. Operates international."
75,https://filmot.com,Filmot,10.8,21.3,-10.5,0.73,MEDIUM,LOW,modifier,"Filmot does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Search in Youtube captions and subtitles. Governance model: individual. Strongest on cross-jurisdictional applicability (C5: 9). Modifiers: M5:-11. Operates international."
76,https://fixmyblock.org,FixMyBlock,10.0,20.5,-10.5,0.77,MEDIUM,LOW,modifier,"FixMyBlock does not align with my evaluative framework. It lacks enforcement mechanisms, participatory governance, and lifecycle coverage. The project describes itself as: Tried and tested action guides for getting stuff fixed in your block. Governance model: project_of_larger_org. Strongest on lifecycle governance (C3: 8.0). Modifiers: M5:-11. Operates national (UK)."
