rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
25,https://www.dsc.org.uk/publication/the-guide-to-major-trusts-2025-26/,The Guide to Major Trusts 2025/26,20.5,24.5,-4,0.75,LOW,MEDIUM,criteria,The Guide to Major Trusts 2025/26 engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
26,https://www.fixmystreet.com,FixMyStreet,59.9,52.9,7,1.0,LOW,MEDIUM,criteria,"FixMyStreet builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7."
27,https://www.forms.service.gov.uk,GOV.UK Forms,60.9,53.9,7,1.0,LOW,LOW,criteria,"GOV.UK Forms builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7."
28,https://www.givefood.org.uk,Give Food,45,52.9,6,0.72,LOW,LOW,procedural,"Give Food builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6."
29,https://www.globaleaks.org,GlobaLeaks,59.9,53.9,6,1.0,LOW,MEDIUM,criteria,"GlobaLeaks is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M5:+6."
30,https://www.gov.uk/service-manual,Service Manual,52.0,49.0,3,1.0,LOW,MEDIUM,criteria,"Service Manual builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:-4, M6:+7."
31,https://www.govocal.com,Go Vocal,48.2,41.2,7,0.83,LOW,LOW,criteria,Go Vocal engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M6:+7.
32,https://www.govtrack.us,GovTrack.us,57.9,52.9,5,1.0,LOW,MEDIUM,criteria,"GovTrack.us builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M3:+5."
33,https://www.govwise.ai/en,GovWise,44.2,42.2,2,0.75,LOW,LOW,criteria,"GovWise builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
34,https://www.hotosm.org,Humanitarian OpenStreetMap Team (HOT),65.8,58.8,7,1.0,LOW,HIGH,criteria,"Humanitarian OpenStreetMap Team (HOT) builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7. this is a popularity-risk flag — Humanitarian OpenStreetMap Team (HOT) is widely known and well-documented; stripping dossier richness advantage would reduce my score by roughly 8-12 points."
35,https://www.localintelligencehub.com,Local Intelligence Hub,31.4,29.4,2,0.92,LOW,LOW,criteria,"Local Intelligence Hub engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
36,https://www.loomio.org,Loomio,67.8,58.8,9,1.0,LOW,MEDIUM,criteria,"Loomio is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M3:+3, M5:+6."
37,https://www.marksoutoftenancy.com,Marks Out Of Tenancy,44.2,42.2,2,0.83,LOW,LOW,criteria,"Marks Out Of Tenancy builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
38,https://www.martus.org,Martus,50.2,41.2,9,0.75,LOW,MEDIUM,criteria,"Martus engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+3."
39,https://www.mastodonc.com,Mastodon C,78.7,62.7,16,1.0,LOW,HIGH,modifier,"Mastodon C builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M3:+3. this is a popularity-risk flag — Mastodon C is widely known and well-documented; stripping dossier richness advantage would reduce my score by roughly 8-12 points."
40,https://www.meet.coop,meet.coop,45.2,39.2,6,0.75,LOW,LOW,criteria,meet.coop engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
41,https://www.mptwitterbios.co.uk,MP Twitter Bios,46.3,37.3,9,0.75,LOW,LOW,criteria,"MP Twitter Bios engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+3."
42,https://www.mpwatch.org,MP Watch,29.3,33.3,-4,0.92,LOW,LOW,criteria,"MP Watch engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M4:-6."
43,https://www.myaction.center,MyActionCenter,24.4,28.4,-4,0.75,LOW,LOW,criteria,"MyActionCenter engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M4:-6."
44,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,44.2,42.2,2,0.83,LOW,LOW,criteria,"Neighbourhood Warmth builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
45,https://www.notifications.service.gov.uk,GOV.UK Notify,54.1,47.1,7,1.0,LOW,MEDIUM,criteria,GOV.UK Notify engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M6:+7.
46,https://www.objector.ai,Objector.ai,35.4,29.4,6,0.83,LOW,LOW,criteria,Objector.ai engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
47,https://www.open-contracting.org,Open Contracting Partnership,71.8,58.8,13,1.0,LOW,MEDIUM,criteria,"Open Contracting Partnership builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M6:+7."
48,https://www.opencrvs.org,OpenCRVS,85.7,66.7,19,1.0,LOW,LOW,modifier,"OpenCRVS builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:+6."
49,https://www.openorigins.com,OpenOrigins,35.2,39.2,-4,0.75,LOW,LOW,criteria,OpenOrigins engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
50,https://www.openownership.org,Open Ownership,76.7,66.7,10,1.0,LOW,LOW,criteria,"Open Ownership builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M3:+3, M6:+7."
51,https://www.opensanctions.org,OpenSanctions,62.9,56.9,6,1.0,LOW,LOW,criteria,"OpenSanctions builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6."
52,https://www.oporaua.org,ОПОРА (Opora),57.9,55.9,2,1.0,LOW,MEDIUM,criteria,"ОПОРА (Opora) builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
53,https://www.organise.org.uk,Organise,31.4,31.4,0,0.92,LOW,LOW,criteria,Organise engages with relevant domains but the score is limited by partial alignment with my core criteria.
54,https://www.otree.org,oTree,58.0,52.0,6,0.83,LOW,LOW,criteria,"oTree is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M5:+6."
55,https://www.papertree.earth,Papertree,44.2,38.2,6,0.58,MEDIUM,NONE,criteria,"Papertree engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M3:+3, M5:+3."
56,https://www.parallelparliament.co.uk,Parallel Parliament,59.0,48.0,11,0.75,LOW,LOW,criteria,"Parallel Parliament builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M3:+5."
57,https://www.payments.service.gov.uk,GOV.UK Pay,51.1,44.1,7,1.0,LOW,MEDIUM,criteria,GOV.UK Pay engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M6:+7.
58,https://www.plinth.org.uk,Plinth,40.1,44.1,-4,1.0,LOW,LOW,criteria,"Plinth builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:-4."
59,https://www.polimonitor.com,PoliMonitor,33.4,31.4,2,0.67,MEDIUM,LOW,criteria,"PoliMonitor engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
60,https://www.polimorphic.com,Polimorphic,50.1,47.1,3,0.92,LOW,LOW,criteria,"Polimorphic builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:-4, M6:+7."
61,https://www.prolific.com,Prolific,29.3,33.3,-4,0.92,LOW,LOW,criteria,Prolific engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
62,https://www.publiceditor.io,Public Editor,30.3,34.3,-4,0.55,MEDIUM,NONE,criteria,Public Editor engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
63,https://www.rightsdd.com,RightDD,39.3,37.3,2,0.75,LOW,LOW,criteria,"RightDD engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
64,https://www.shareddigitalguides.org.uk,Shared Digital Guides,34.3,34.3,0,0.67,MEDIUM,LOW,criteria,Shared Digital Guides engages with relevant domains but the score is limited by partial alignment with my core criteria.
65,https://www.shineyoureye.org,ShineYourEye,38.3,33.3,5,0.67,MEDIUM,LOW,criteria,"ShineYourEye engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M3:+3."
66,https://www.sign-in.service.gov.uk,GOV.UK One Login,53.1,46.1,7,1.0,LOW,LOW,criteria,GOV.UK One Login engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M6:+7.
67,https://www.teachingpublicservice.digital,Teaching Public Service in the Digital Age,59.9,53.9,6,0.83,LOW,LOW,criteria,"Teaching Public Service in the Digital Age builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6."
68,https://www.theyworkforyou.com,TheyWorkForYou,65.9,52.9,13,1.0,LOW,MEDIUM,criteria,"TheyWorkForYou builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M6:+7."
69,https://www.torproject.org,Tor Project,66.8,60.8,6,1.0,LOW,MEDIUM,criteria,"Tor Project is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M5:+6."
70,https://www.ushahidi.com,Ushahidi,65.8,58.8,7,1.0,LOW,MEDIUM,criteria,"Ushahidi builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7."
71,https://www.watchduty.org,Watch Duty,19.5,23.5,-4,0.75,LOW,LOW,criteria,Watch Duty engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
72,https://www.welivedit.ai,We Live It,22.5,26.5,-4,0.67,MEDIUM,LOW,criteria,We Live It engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
73,https://www.whatdotheyknow.com,WhatDoTheyKnow,71.8,59.8,12,1.0,LOW,MEDIUM,criteria,"WhatDoTheyKnow builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:+6."
74,https://www.whatgov.co.uk,WhatGov,52.0,49.0,3,0.83,LOW,LOW,criteria,"WhatGov builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+3."
75,https://www.wikidata.org,Wikidata,71.7,65.7,6,0.92,LOW,MEDIUM,criteria,"Wikidata builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6."
76,https://www.workerinfoexchange.org,Worker Info Exchange,30.4,28.4,2,0.92,LOW,LOW,criteria,"Worker Info Exchange engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
77,https://www.workincharities.co.uk,WorkInCharities,17.6,21.6,-4,0.67,MEDIUM,LOW,criteria,WorkInCharities engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
78,https://www.writetothem.com,WriteToThem,50.1,44.1,6,1.0,LOW,MEDIUM,criteria,WriteToThem engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
79,https://www.yoti.com,Yoti,48.2,41.2,7,0.92,LOW,LOW,criteria,Yoti engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M6:+7.
80,https://yourtracka.org,Tracka,46.0,50.0,-4,1.0,LOW,MEDIUM,criteria,"Tracka builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:-4."
81,https://yrpri.org,Your Priorities,65.8,58.8,7,1.0,LOW,MEDIUM,criteria,"Your Priorities builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7."
