rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
62,https://mapped.commonknowledge.coop,Mapped,33.5,27.5,6,0.75,LOW,LOW,criteria,Mapped engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
63,https://mapping.kids,Mapping.kids,37.4,31.4,6,0.42,MEDIUM,NONE,criteria,Mapping.kids engages with relevant domains but the score is limited by thin dossier evidence. modifiers apply: M1:+6.
64,https://matrix.org,Matrix,77.7,64.7,13,1.0,LOW,MEDIUM,criteria,"Matrix builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6, M6:+7."
65,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership,38.4,29.4,9,0.37999999999999995,HIGH,NONE,modifier,"Membership engages with relevant domains but the score is limited by thin dossier evidence. modifiers apply: M1:+6, M5:+3. I'm uncertain here — the dossier is thin and I cannot fully assess fit against my criteria."
66,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,42.3,33.3,9,0.55,MEDIUM,NONE,modifier,"Agreement Engine engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+3."
67,https://membersinterests.org.uk,Members' Interests,45,52.0,7,0.72,LOW,MEDIUM,procedural,"Members' Interests builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M6:+7."
68,https://meta.wikimedia.org/wiki/abstract_wikipedia,Abstract Wikipedia,45,53.9,10,0.72,LOW,HIGH,procedural,"Abstract Wikipedia builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6, M6:+4. this is a popularity-risk flag — Abstract Wikipedia is widely known and well-documented; stripping dossier richness advantage would reduce my score by roughly 8-12 points."
69,https://metaculus.com,Metaculus,45,39.2,6,0.72,LOW,LOW,procedural,Metaculus engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
70,https://metagov.org/projects/interop,Interoperable Deliberative Tools,47.1,47.1,0,0.75,LOW,LOW,criteria,Interoperable Deliberative Tools engages with relevant domains but the score is limited by partial alignment with my core criteria.
71,https://missingnumbers.org,Missing Numbers,33.4,31.4,2,0.92,LOW,LOW,criteria,"Missing Numbers engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
72,https://monitormamdani.com/,Monitor Mamdani,53.1,47.1,6,0.75,LOW,LOW,criteria,"Monitor Mamdani builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6."
73,https://moralmachine.net,Moral Machine,38.2,38.2,0,0.83,LOW,LOW,criteria,Moral Machine engages with relevant domains but the score is limited by partial alignment with my core criteria.
74,https://murmurations.network,Murmurations Protocol,53.2,41.2,12,0.75,LOW,LOW,modifier,"Murmurations Protocol engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+6."
75,https://navigator.oii.ox.ac.uk,DemTech Navigator,40.3,34.3,6,0.75,LOW,LOW,criteria,DemTech Navigator engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
76,https://nestr.io,Nestr,30.4,28.4,2,0.75,LOW,LOW,criteria,"Nestr engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
77,https://newpublic.substack.com/p/introducing-roundabout-built-for,New_ Public Roundabout,30.4,28.4,2,0.75,LOW,LOW,criteria,"New_ Public Roundabout engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
78,https://nookcrm.com,Nook CRM,28.4,29.4,-1,0.83,LOW,LOW,criteria,"Nook CRM engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M3:+3, M5:-4."
79,https://numfocus.org,NumFOCUS,65.8,59.8,6,0.83,LOW,MEDIUM,criteria,"NumFOCUS builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+6."
80,https://nyaaya.org,Nyaaya,47.2,39.2,8,0.83,LOW,LOW,criteria,Nyaaya engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M3:+8.
