rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
54,https://riseup.net,Riseup,36.4,30.4,6,0.75,LOW,MEDIUM,criteria,Riseup engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
55,https://riversentiment.app,River Sentiment Dashboard,58.9,55.9,3,0.75,LOW,LOW,criteria,"River Sentiment Dashboard builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M3:+3."
56,https://schema.org,Schema.org,46.2,40.2,6,0.5,MEDIUM,NONE,criteria,"Schema.org is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M5:+6."
57,https://sci-hub.se,Sci-Hub,37.3,35.3,2,0.55,MEDIUM,NONE,criteria,"Sci-Hub engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
58,https://secfirst.org,Security First / Umbrella,57.1,45.1,12,0.92,LOW,LOW,modifier,"Security First / Umbrella is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M1:+6, M5:+6."
59,https://securedrop.org,SecureDrop,55.1,43.1,12,0.92,LOW,MEDIUM,modifier,"SecureDrop is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M1:+6, M5:+6."
60,https://semanticclimate.github.io,semanticClimate,40.3,37.3,3,0.67,MEDIUM,LOW,criteria,semanticClimate engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:+3.
61,https://shareyourpaper.org,Shareyourpaper.org,58.1,46.1,12,0.75,LOW,LOW,modifier,"Shareyourpaper.org is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M1:+6, M5:+6."
62,https://site.urbanistai.com,UrbanistAI,61.0,52.0,9,0.92,LOW,LOW,criteria,"UrbanistAI builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
63,https://snowdrift.coop,Snowdrift.coop,45.3,33.3,12,0.83,LOW,LOW,modifier,"Snowdrift.coop engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+6."
64,https://sobre.ejparticipe.org,Empurrando Juntas (EJ),41.3,35.3,6,0.75,LOW,LOW,criteria,"Empurrando Juntas (EJ) builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:-4."
65,https://societyforhopefultechnologists.org,Society for Hopeful Technologists,17.6,21.6,-4,0.75,LOW,LOW,criteria,"Society for Hopeful Technologists engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M4:-6."
66,https://sourceafrica.net,sourceAFRICA,52.1,43.1,9,0.83,LOW,LOW,criteria,"sourceAFRICA engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M3:+3, M5:+6."
67,https://soweego.readthedocs.io,soweego,45.2,42.2,3,0.83,LOW,LOW,criteria,"soweego builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:+3."
68,https://spacetu.be,Spacetube,40.4,31.4,9,0.67,MEDIUM,LOW,modifier,"Spacetube engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:+3."
69,https://spartacus.app,Spartacus,27.4,31.4,-4,0.75,LOW,LOW,criteria,Spartacus engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M5:-4.
70,https://standards.theodi.org,Open Standards for Data Guidebook,76.6,67.6,9,1.0,LOW,LOW,criteria,"Open Standards for Data Guidebook builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M3:+3, M5:+6."
71,https://strikemap.org,Strike Map,40.3,34.3,6,0.67,MEDIUM,LOW,criteria,Strike Map engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6.
72,https://talktothecity.org,Talk to the City,62.9,56.9,6,1.0,LOW,LOW,criteria,"Talk to the City builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6."
73,https://tech-coops.xyz,Tech Coops List,56.1,44.1,12,0.75,LOW,LOW,modifier,"Tech Coops List is an open-source civic commons — public knowledge built into public infrastructure, not locked in proprietary systems. modifiers apply: M1:+6, M5:+6."
74,https://the-list.uk,The List,28.5,26.5,2,0.83,LOW,LOW,criteria,"The List engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
75,https://thecircuit.cc,The Circuit,47.2,42.2,5,0.92,LOW,LOW,criteria,The Circuit engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M3:+5.
76,https://thegovernmentsays.com,The Government Says,67.9,55.9,12,1.0,LOW,LOW,criteria,"The Government Says builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M1:+6, M5:+6."
77,https://theodi.org/insights/reports/registers-and-collaboration-making-lists-we-can-trust-report,Registers and collaboration: making lists we can trust,39.2,39.2,0,0.75,LOW,LOW,criteria,"Registers and collaboration: making lists we can trust builds the kind of shared digital infrastructure I care most about — open, government-facing, designed to improve public service delivery. modifiers apply: M5:-4, M6:+4."
78,https://timecounts.org,Timecounts,33.4,31.4,2,0.75,LOW,LOW,criteria,"Timecounts engages with relevant domains but the score is limited by partial alignment with my core criteria. modifiers apply: M1:+6, M5:-4."
79,https://tracking-template-38b4c.web.app,Unknown,28,20.6,-6,0.08,HIGH,NONE,underdog-protection,"Unknown engages with relevant domains but the score is limited by thin dossier evidence. modifiers apply: M4:-6. underdog protection applies — I'm not penalising this project for being underdocumented, but cannot rank it high without more evidence."
80,https://trends.whotargets.me,Who Targets Me Trends,44.2,42.2,2,0.92,LOW,LOW,criteria,"Who Targets Me Trends directly supports how governments and citizens understand or shape policy and regulatory frameworks, which aligns closely with my professional work. modifiers apply: M1:+6, M5:-4."
