rank,name,url,score,criteria_score,mod_adj,completeness,uncertainty,pop_risk,primary_driver,c1,c2,c3,c4,c5,c6,c7,rationale
33,Spacetube,https://spacetu.be,61.8,53.5,8.3,0.64,LOW,LOW,c2,18,19,16,4,2,14,4,Spacetube: strong forkability and local-governance signals earn M_AGENCY boost of +9 (agency-first); primary driver is C2 at 19/30 pts.
34,Talk to the City,https://talktothecity.org,61.8,59.7,2.1,0.82,LOW,LOW,c3,19,15,23,4,5,14,6,Talk to the City: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
35,Ushahidi,https://www.ushahidi.com,61.8,58.3,3.5,0.91,LOW,LOW,c3,15,15,23,6,5,14,6,Ushahidi: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
36,AlgorithmWatch,https://algorithmwatch.org,61.1,57.6,3.5,0.91,LOW,LOW,c3,18,11,23,4,4,18,5,AlgorithmWatch: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
37,Anna's Archive,https://annas-archive.pm,61.1,54.9,6.2,0.64,LOW,LOW,c1,21,20,13,4,2,15,4,Anna's Archive: open source is a baseline agency signal (M_AGENCY=6); primary driver is C1 at 21/30 pts.
38,CoTech,https://coops.tech,61.1,54.9,6.2,0.82,LOW,LOW,c3,17,17,23,4,2,14,2,CoTech: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
39,Give Food,https://www.givefood.org.uk,61.1,55.6,5.6,0.82,LOW,LOW,c1,19,14,16,6,5,18,2,Give Food: agency-first scoring; primary driver is C1 at 19/30 pts; M_AGENCY=0.
40,postcodes.io,https://github.com/ideal-postcodes/postcodes.io,61.1,54.9,6.2,0.64,LOW,LOW,c2,16,20,16,4,3,18,2,postcodes.io: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 20/30 pts.
41,WhatGov,https://www.whatgov.co.uk,61.1,56.9,4.2,0.73,LOW,LOW,c3,17,19,23,4,3,14,2,WhatGov: open source is a baseline agency signal (M_AGENCY=6); primary driver is C3 at 23/30 pts.
42,arXiv,https://arxiv.org,60.4,51.4,9.0,0.82,LOW,LOW,c2,12,21,13,4,5,14,5,arXiv: agency-first scoring; primary driver is C2 at 21/30 pts; M_AGENCY=3.
43,Bluesky Social,https://github.com/bluesky-social,60.4,52.8,7.6,0.73,LOW,LOW,c2,14,24,13,4,2,14,5,Bluesky Social: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 24/30 pts.
44,DAO Governance Surfaces,https://github.com/notchia/dao-governance-surfaces,60.4,54.2,6.2,0.64,LOW,LOW,c2,18,19,16,4,3,14,4,DAO Governance Surfaces: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 19/30 pts.
45,VFRAME,https://vframe.io,60.4,52.8,7.6,0.91,LOW,LOW,c1,19,15,10,8,5,14,5,VFRAME: agency-first scoring; primary driver is C1 at 19/30 pts; M_AGENCY=3.
46,Democracy Club Developer API,https://developers.democracyclub.org.uk/api/v1,59.7,55.6,4.2,0.73,LOW,LOW,c2,17,19,19,4,5,14,2,Democracy Club Developer API: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 19/30 pts.
47,Mastodon C,https://www.mastodonc.com,59.7,57.6,2.1,0.82,LOW,LOW,c3,14,11,28,4,5,18,3,Mastodon C: agency-first scoring; primary driver is C3 at 28/30 pts; M_AGENCY=0.
48,TheyWorkForYou,https://www.theyworkforyou.com,59.7,57.6,2.1,0.82,LOW,LOW,c3,19,15,23,4,5,14,3,TheyWorkForYou: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
49,Martus,https://www.martus.org,59.0,52.8,6.2,0.64,LOW,LOW,c1,21,19,10,4,2,14,6,Martus: open source is a baseline agency signal (M_AGENCY=6); primary driver is C1 at 21/30 pts.
50,Pageviews Analysis,https://pageviews.wmcloud.org,59.0,52.8,6.2,0.64,LOW,LOW,c2,18,20,13,4,3,14,4,Pageviews Analysis: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 20/30 pts.
51,Radicle,https://radicle.xyz,59.0,50.7,8.3,0.64,LOW,LOW,c2,18,20,10,4,3,14,4,Radicle: strong forkability and local-governance signals earn M_AGENCY boost of +9 (agency-first); primary driver is C2 at 20/30 pts.
52,Strike Map,https://strikemap.org,59.0,56.9,2.1,0.73,LOW,LOW,c3,22,10,23,4,2,18,3,Strike Map: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
53,whatsmeow,https://github.com/tulir/whatsmeow,59.0,52.8,6.2,0.45,MEDIUM,LOW,c2,18,20,13,4,3,14,4,whatsmeow: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 20/30 pts.
54,youtube-dl,https://github.com/ytdl-org/youtube-dl,59.0,50.7,8.3,0.64,LOW,LOW,c2,18,20,10,4,3,14,4,youtube-dl: strong forkability and local-governance signals earn M_AGENCY boost of +9 (agency-first); primary driver is C2 at 20/30 pts.
55,Democracy Fund Open Source,https://www.dfos.com,58.3,54.2,4.2,0.55,MEDIUM,LOW,c3,17,16,23,4,2,14,2,Democracy Fund Open Source: open source is a baseline agency signal (M_AGENCY=6); primary driver is C3 at 23/30 pts.
56,Interoperable Deliberative Tools,https://metagov.org/projects/interop,58.3,56.2,2.1,0.82,LOW,LOW,c3,15,11,25,4,3,18,5,Interoperable Deliberative Tools: agency-first scoring; primary driver is C3 at 25/30 pts; M_AGENCY=3.
57,Journal of Open Source Software,https://joss.theoj.org,58.3,50.7,7.6,0.64,LOW,LOW,c2,14,24,10,4,2,15,4,Journal of Open Source Software: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 24/30 pts.
58,MapIt,https://mapit.mysociety.org,58.3,52.8,5.6,0.73,LOW,LOW,c2,17,18,12,4,5,18,2,MapIt: agency-first scoring; primary driver is C2 at 18/30 pts; M_AGENCY=0.
59,Nym,https://nymtech.net,58.3,52.1,6.2,0.55,MEDIUM,LOW,c2,14,27,10,4,2,14,4,Nym: strong forkability and local-governance signals earn M_AGENCY boost of +9 (agency-first); primary driver is C2 at 27/30 pts.
60,ОПОРА (Opora),https://www.oporaua.org,58.3,56.2,2.1,0.73,LOW,LOW,c3,19,10,28,4,4,14,2,ОПОРА (Opora): agency-first scoring; primary driver is C3 at 28/30 pts; M_AGENCY=0.
61,semanticClimate,https://semanticclimate.github.io,58.3,54.2,4.2,0.64,LOW,LOW,c2,14,23,13,4,2,18,4,semanticClimate: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 23/30 pts.
62,Ethelo,https://ethelo.com,57.6,56.2,1.4,0.91,LOW,LOW,c3,22,10,23,4,5,14,3,Ethelo: platform-only or proprietary signals trigger M_AGENCY reduce of -6 under agency-first framing; C3 at 23/30 pts is the criteria driver.
63,Pear by Holepunch,https://docs.holepunch.to,57.6,49.3,8.3,0.64,LOW,LOW,c2,18,19,10,4,2,14,4,Pear by Holepunch: strong forkability and local-governance signals earn M_AGENCY boost of +9 (agency-first); primary driver is C2 at 19/30 pts.
64,rsky,https://github.com/blacksky-algorithms/rsky,57.6,51.4,6.2,0.55,MEDIUM,LOW,c2,18,20,10,4,3,14,5,rsky: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 20/30 pts.
65,Schema.org,https://schema.org,57.6,53.5,4.2,0.45,MEDIUM,LOW,c2,14,27,10,4,2,18,2,Schema.org: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 27/30 pts.
66,Wikum,https://www.csail.mit.edu/research/wikum-bridging-discussion-systems-and-wikis-collective-summarization,57.6,55.6,2.1,0.64,LOW,LOW,c3,19,17,20,4,2,14,4,Wikum: agency-first scoring; primary driver is C3 at 20/30 pts; M_AGENCY=0.
67,Campaign Tracker,https://www.campaigntracker.nl/en,56.9,51.4,5.6,0.91,LOW,LOW,c1,19,14,16,4,5,14,2,Campaign Tracker: agency-first scoring; primary driver is C1 at 19/30 pts; M_AGENCY=0.
68,Landlord Tech Watch,https://antievictionmappingproject.github.io/landlordtech,56.9,50.7,6.2,0.64,LOW,LOW,c1,21,19,10,4,3,14,2,Landlord Tech Watch: open source is a baseline agency signal (M_AGENCY=6); primary driver is C1 at 21/30 pts.
69,LittleSis,https://littlesis.org,56.9,52.8,4.2,0.73,LOW,LOW,c2,14,20,20,4,2,14,2,LittleSis: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 20/30 pts.
70,Parti,https://parti.xyz,56.9,54.9,2.1,0.73,LOW,LOW,c3,19,11,23,4,5,14,3,Parti: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
71,Beckton,https://richardpope.org/2017/03/05/beckton-a-tool-to-build,56.2,50.0,6.2,0.64,LOW,LOW,c2,18,19,13,4,2,14,2,Beckton: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 19/30 pts.
72,Discourse,https://www.discourse.org,56.2,52.8,3.5,0.82,LOW,LOW,c3,15,15,20,4,2,14,6,Discourse: agency-first scoring; primary driver is C3 at 20/30 pts; M_AGENCY=0.
73,django-collaborative,https://github.com/propublica/django-collaborative,56.2,52.1,4.2,0.64,LOW,LOW,c2,14,19,16,4,2,18,2,django-collaborative: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 19/30 pts.
74,EDGAR,https://github.com/bellingcat/edgar,56.2,52.1,4.2,0.55,MEDIUM,LOW,c2,12,24,16,4,3,14,2,EDGAR: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 24/30 pts.
75,meet.coop,https://www.meet.coop,56.2,50.0,6.2,0.73,LOW,LOW,c3,16,17,20,4,2,8,5,meet.coop: agency-first scoring; primary driver is C3 at 20/30 pts; M_AGENCY=0.
76,WriteToThem,https://www.writetothem.com,56.2,54.2,2.1,0.82,LOW,LOW,c3,19,10,23,4,5,14,3,WriteToThem: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
77,Aragon,https://aragon.org,55.6,52.1,3.5,0.73,LOW,LOW,c3,12,15,23,4,2,15,4,Aragon: agency-first scoring; primary driver is C3 at 23/30 pts; M_AGENCY=0.
78,GrantNav,https://grantnav.threesixtygiving.org,55.6,53.5,2.1,0.82,LOW,LOW,c1,19,10,19,4,5,18,2,GrantNav: agency-first scoring; primary driver is C1 at 19/30 pts; M_AGENCY=0.
79,Creative Commons,https://creativecommons.org,54.9,49.3,5.6,0.91,LOW,LOW,c3,12,15,16,4,4,14,6,Creative Commons: agency-first scoring; primary driver is C3 at 16/30 pts; M_AGENCY=3.
80,Humanitarian OpenStreetMap Team (HOT),https://www.hotosm.org,54.9,52.1,2.8,0.91,LOW,LOW,c3,12,15,20,4,4,14,6,Humanitarian OpenStreetMap Team (HOT): agency-first scoring; primary driver is C3 at 20/30 pts; M_AGENCY=0.
81,Fission Codes,https://github.com/fission-codes/fission-codes,54.2,47.9,6.2,0.64,LOW,LOW,c2,18,19,10,4,2,14,2,Fission Codes: open source is a baseline agency signal (M_AGENCY=6); primary driver is C2 at 19/30 pts.
