rank,url,project_name,score,criteria_score,modifier_adj,dossier_completeness,uncertainty,popularity_risk,primary_driver,rationale
35,https://matrix.org,Matrix,40.5,26.5,14,1.0,LOW,HIGH,modifier,"Matrix scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M2:+10, M6:+4). High popularity risk — Matrix is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
36,https://coops.tech,CoTech,40.4,32.4,8,0.88,LOW,LOW,criteria,What matters about CoTech is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8).
37,https://ddocs.new,dDocs,40.4,30.4,10,0.88,LOW,LOW,modifier,"dDocs scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M2:+10)."
38,https://github.com/g0v/vue.vtaiwan.tw,vTaiwan,40.4,28.4,12,0.94,LOW,LOW,modifier,"vTaiwan's governance model (g0v civic tech community with government partnership) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
39,https://medium.com/metagov/introducing-the-agreement-engine-bf03b6d5c16c,Agreement Engine,40.4,32.4,8,0.81,LOW,LOW,criteria,Agreement Engine's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
40,https://parti.xyz,Parti,40.4,32.4,8,0.94,LOW,LOW,criteria,Parti's governance model (foundation) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
41,https://participedia.net,Participedia,40.4,32.4,8,0.93,LOW,LOW,criteria,"Participedia's governance model (Academic co-governance led by McMaster University, Simon Fraser University, Harvard University, and University of British Columbia; 63 researchers from 22 universities across 12 countries in Phase 2) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8)."
42,https://www.fixmystreet.com,FixMyStreet,40.4,28.4,12,0.88,LOW,HIGH,modifier,"What matters about FixMyStreet is its structural ambition — FixMyStreet addresses democratic participation and citizen engagement. Report, view, and discuss loc. Modifiers push this up (M1:+8, M6:+4). High popularity risk — FixMyStreet is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
43,https://www.whatgov.co.uk,WhatGov,40.4,32.4,8,0.94,LOW,LOW,criteria,WhatGov has partial alignment with my values but doesn't strongly activate any single criterion. Modifiers push this up (M1:+8).
44,https://opendigitalplanning.org,Open Digital Planning,40.3,35.3,5,1.0,LOW,LOW,criteria,"What matters about Open Digital Planning is its structural ambition — Open Digital Planning addresses barriers to civic data access and transparency, making public or ins. Modifiers push this up (M1:+5)."
45,https://www.martus.org,Martus,39.4,31.4,8,0.86,LOW,LOW,criteria,My constitution struggles to see what Martus does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8).
46,https://channel.org,Channel.org,38.4,30.4,8,0.81,LOW,LOW,criteria,What matters about Channel.org is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8).
47,https://github.com/compdemocracy/polis,Polis,38.4,30.4,8,0.94,LOW,HIGH,criteria,What matters about Polis is its structural ambition — Addresses democratic participation access by providing an open-source AI-powered platform for large-. Modifiers push this up (M1:+8). High popularity risk — Polis is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
48,https://openreferraluk.org,Open Referral UK,38.4,29.4,9,0.94,LOW,LOW,modifier,"My constitution struggles to see what Open Referral UK does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M4:+4)."
49,https://www.loomio.org,Loomio,38.4,30.4,8,0.94,LOW,HIGH,criteria,Loomio's governance model (LLC) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8). High popularity risk — Loomio is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
50,https://civictech.guide,Civic Tech Field Guide,37.5,25.5,12,0.88,LOW,LOW,modifier,"What matters about Civic Tech Field Guide is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8, M6:+4)."
51,https://osintframework.com,OSINT Framework,37.4,28.4,9,0.86,LOW,LOW,modifier,"My constitution struggles to see what OSINT Framework does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M6:+4)."
52,https://getodk.org,ODK (Open Data Kit),37.3,33.3,4,0.94,LOW,LOW,criteria,My constitution struggles to see what ODK (Open Data Kit) does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
53,https://snowdrift.coop,Snowdrift.coop,37.3,33.3,4,0.93,LOW,LOW,criteria,Snowdrift.coop's governance model (cooperative) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M6:+4).
54,https://medium.com/@abscond/membership-a-prototype-ea822b2683b,Membership,36.7,16.7,20,0.81,LOW,LOW,modifier,"Membership scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M1:+8, M2:+10, M6:+4)."
55,https://commonslibrary.org,The Commons Social Change Library,36.5,24.5,12,0.81,LOW,LOW,modifier,"The Commons Social Change Library's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
56,https://github.com/geeksforsocialchange/placecal,PlaceCal,36.5,24.5,12,0.81,LOW,LOW,modifier,"My constitution struggles to see what PlaceCal does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
57,https://www.localintelligencehub.com,Local Intelligence Hub,36.5,24.5,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Local Intelligence Hub does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
58,https://www.theyworkforyou.com,TheyWorkForYou,36.5,24.5,12,0.88,LOW,LOW,modifier,"TheyWorkForYou's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
59,https://gov.uk/find-local-consultations,Find local consultations,36.4,28.4,8,0.88,LOW,HIGH,criteria,What matters about Find local consultations is its structural ambition — Find local consultations addresses democratic participation and citizen engagement. A UK government. Modifiers push this up (M1:+8). High popularity risk — Find local consultations is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
60,https://opensupplyhub.org,Open Supply Hub,36.4,32.4,4,1.0,LOW,LOW,criteria,My constitution struggles to see what Open Supply Hub does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
61,https://policyengine.org/uk,PolicyEngine,36.4,32.4,4,0.94,LOW,LOW,criteria,PolicyEngine's governance model (foundation) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M6:+4).
62,https://activisthandbook.org,Activist Handbook,35.5,23.5,12,0.88,LOW,LOW,modifier,"What matters about Activist Handbook is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8, M6:+4)."
63,https://bellingcat.gitbook.io/toolkit,Bellingcat Online Investigation Toolkit,35.5,26.5,9,0.94,LOW,LOW,modifier,"My constitution struggles to see what Bellingcat Online Investigation Toolkit does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M6:+4)."
64,https://developers.democracyclub.org.uk/api/v1,Democracy Club Developer API,35.5,23.5,12,1.0,LOW,LOW,modifier,"My constitution struggles to see what Democracy Club Developer API does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
65,https://ecnl.org/publications/framework-meaningful-engagement-20?mc_cid=b1c5158063&mc_eid=a09c64ec38,Framework for Meaningful Engagement 2.0,35.5,27.5,8,0.99,LOW,LOW,criteria,My constitution struggles to see what Framework for Meaningful Engagement 2.0 does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8).
66,https://github.com/stanfordcdt/pb,Stanford Participatory Budgeting Platform,35.5,27.5,8,0.88,LOW,HIGH,criteria,My constitution struggles to see what Stanford Participatory Budgeting Platform does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8). High popularity risk — Stanford Participatory Budgeting Platform is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
67,https://landexplorer.coop,Land Explorer,35.5,23.5,12,0.94,LOW,LOW,modifier,"Land Explorer's governance model (cooperative) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
68,https://www.deliberaide.com,deliberAIde,35.5,27.5,8,1.0,LOW,LOW,criteria,What matters about deliberAIde is its structural ambition — deliberAIde addresses democratic participation and citizen engagement. Human-Centred AI That Support. Modifiers push this up (M1:+8).
69,https://www.opencrvs.org,OpenCRVS,35.4,30.4,5,0.94,LOW,HIGH,criteria,My constitution struggles to see what OpenCRVS does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5). High popularity risk — OpenCRVS is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
70,https://datacollective.mozillafoundation.org,Mozilla Data Collective,35.3,35.3,0,0.88,LOW,HIGH,criteria,My constitution struggles to see what Mozilla Data Collective does — the criteria don't map well onto this kind of work. High popularity risk — Mozilla Data Collective is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
71,https://granitt.io,Granitt,34.5,26.5,8,0.94,LOW,LOW,modifier,What matters about Granitt is its structural ambition — Granitt addresses government technology and public service delivery. Government transparency and civ. Modifiers push this up (M1:+8).
72,https://harmonica.chat,Harmonica,34.5,22.5,12,0.93,LOW,LOW,modifier,"Harmonica's governance model (LLC) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
73,https://pursuanceproject.org,Pursuance Project,34.5,22.5,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Pursuance Project does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
74,https://www.writetothem.com,WriteToThem,34.5,22.5,12,0.88,LOW,LOW,modifier,"WriteToThem's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
75,https://arxiv.org,arXiv,33.6,20.6,13,1.0,LOW,LOW,modifier,"My constitution struggles to see what arXiv does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M4:+4, M6:+4)."
76,https://ciudadaniai.org,Fundación Ciudadanía Inteligente,33.6,21.6,12,0.94,LOW,LOW,modifier,"What matters about Fundación Ciudadanía Inteligente is its structural ambition — Fundación Ciudadanía Inteligente addresses democratic participation and citizen engagement. Latin Am. Modifiers push this up (M1:+8, M6:+4)."
77,https://mapped.commonknowledge.coop,Mapped,33.6,21.6,12,0.81,LOW,LOW,modifier,"Mapped's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8, M6:+4)."
78,https://monitormamdani.com,Monitor Mamdani,33.6,21.6,12,0.88,LOW,HIGH,modifier,"My constitution struggles to see what Monitor Mamdani does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4). High popularity risk — Monitor Mamdani is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
79,https://docs.plus,docs.plus,33.5,25.5,8,0.88,LOW,LOW,modifier,My constitution struggles to see what docs.plus does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8).
80,https://github.com/whotargetsme/ad-transparency-standards/blob/main/implement.md,Political Advertising Transparency Data Standard,33.5,23.5,10,0.94,LOW,LOW,modifier,My constitution struggles to see what Political Advertising Transparency Data Standard does — the criteria don't map well onto this kind of work. Modifiers push this up (M2:+10).
81,https://yrpri.org,Your Priorities,33.5,25.5,8,0.94,LOW,HIGH,modifier,Your Priorities's governance model (Social enterprise governance with stakeholder input from government partners and civil society) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8). High popularity risk — Your Priorities is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
82,https://github.com/rahvaalgatus/rahvaalgatus,Rahvaalgatus,32.6,20.6,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Rahvaalgatus does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
83,https://relationaltechproject.org,Relational Tech Project,32.6,20.6,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Relational Tech Project does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M4:+4)."
84,https://www.mpwatch.org,MP Watch,32.6,20.6,12,0.99,LOW,LOW,modifier,"My constitution struggles to see what MP Watch does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
85,https://civiclick.com,CiviClick,32.5,24.5,8,0.81,LOW,LOW,modifier,What matters about CiviClick is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8).
86,https://humbledata.org,Humble Data Workshop,32.5,23.5,9,0.88,LOW,LOW,modifier,"Humble Data Workshop serves ['women', 'people of colour', 'LGBTQ+ individuals', 'people with disabilities', — exactly the populations that most civic tech overlooks. Modifiers push this up (M1:+5, M6:+4)."
87,https://p4ai.net,Principles for Public Participation in Procurement of AI,32.5,24.5,8,0.94,LOW,LOW,modifier,Principles for Public Participation in Procurement of AI's governance model (collaborative multi-stakeholder) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
88,https://radicle.xyz,Radicle,32.5,22.5,10,0.88,LOW,LOW,modifier,"Radicle scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M2:+10)."
89,https://securedrop.org,SecureDrop,32.5,23.5,9,0.93,LOW,LOW,modifier,"My constitution struggles to see what SecureDrop does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M6:+4)."
90,https://sobre.ejparticipe.org,Empurrando Juntas (EJ),32.5,24.5,8,0.81,LOW,LOW,modifier,What matters about Empurrando Juntas (EJ) is its structural ambition — Empurrando Juntas (EJ) addresses democratic participation and citizen engagement. AI-powered opinion. Modifiers push this up (M1:+8).
91,https://www.mysociety.org/climate/neighbourhood-warmth,Neighbourhood Warmth,32.5,24.5,8,0.88,LOW,LOW,modifier,Neighbourhood Warmth's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
92,https://mapit.mysociety.org,MapIt,32.4,28.4,4,1.0,LOW,LOW,criteria,My constitution struggles to see what MapIt does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
93,https://nymtech.net,Nym,32.4,29.4,3,0.88,LOW,LOW,criteria,"Nym scores well on technological sovereignty — the kind of self-hostable, open infrastructure that gives communities real control. Modifiers push this up (M1:+5, M2:+10, M3:-12)."
94,https://thegovernmentsays.com,The Government Says,32.4,32.4,0,0.94,LOW,LOW,criteria,My constitution struggles to see what The Government Says does — the criteria don't map well onto this kind of work.
95,https://www.globaleaks.org,GlobaLeaks,32.4,28.4,4,0.94,LOW,LOW,criteria,GlobaLeaks's governance model (foundation) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M6:+4).
96,https://www.whatdotheyknow.com,WhatDoTheyKnow,32.4,28.4,4,0.88,LOW,LOW,criteria,My constitution struggles to see what WhatDoTheyKnow does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
97,https://annas-archive.pm,Anna's Archive,31.6,18.6,13,0.81,LOW,LOW,modifier,"My constitution struggles to see what Anna's Archive does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M4:+4, M6:+4)."
98,https://github.com/kazad/pastecal,Pastecal,31.6,19.6,12,0.81,LOW,LOW,modifier,"My constitution struggles to see what Pastecal does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
99,https://github.com/ribenamaplesyrup/sugartrail,Sugartrail,31.6,19.6,12,0.88,LOW,LOW,modifier,"My constitution struggles to see what Sugartrail does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
100,https://www.ushahidi.com,Ushahidi,31.6,19.6,12,0.94,LOW,HIGH,modifier,"My constitution struggles to see what Ushahidi does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4). High popularity risk — Ushahidi is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
101,https://collaborative-data.theodi.org,Collaborative Data Patterns,31.5,23.5,8,0.81,LOW,LOW,modifier,What matters about Collaborative Data Patterns is its structural ambition — Addresses barriers to meaningful citizen participation in democratic decision-making by providing to. Modifiers push this up (M1:+8).
102,https://liberopinion.com,Libertrium,31.5,23.5,8,0.93,LOW,LOW,modifier,Libertrium's governance model (LLC) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
103,https://littlesis.org,LittleSis,31.5,27.5,4,0.88,LOW,LOW,criteria,What matters about LittleSis is its structural ambition — LittleSis addresses mapping communities and resources for civic engagement and addressing housing ju. Modifiers push this up (M6:+4).
104,https://openparliament.ca,openparliament.ca,31.5,27.5,4,0.81,LOW,LOW,criteria,My constitution struggles to see what openparliament.ca does — the criteria don't map well onto this kind of work. Modifiers push this up (M6:+4).
105,https://vframe.io,VFRAME,31.5,22.5,9,0.99,LOW,LOW,modifier,"My constitution struggles to see what VFRAME does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+5, M4:+4)."
106,https://www.demnext.org/projects/delibtech-network,Deliberation & Technology (DelibTech) Network,31.5,23.5,8,0.81,LOW,LOW,modifier,What matters about Deliberation & Technology (DelibTech) Network is its structural ambition — Deliberation & Technology (DelibTech) Network addresses democratic participation and citizen engagem. Modifiers push this up (M1:+8).
107,https://www.mastodonc.com,Mastodon C,31.5,23.5,8,0.88,LOW,HIGH,modifier,My constitution struggles to see what Mastodon C does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8). High popularity risk — Mastodon C is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit.
108,https://shareyourpaper.org,Shareyourpaper.org,31.4,31.4,0,0.88,LOW,LOW,criteria,Shareyourpaper.org's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control.
109,https://parliamentwatch.ug,Parliament Watch Uganda,30.6,18.6,12,0.81,LOW,LOW,modifier,"My constitution struggles to see what Parliament Watch Uganda does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4)."
110,https://www.hotosm.org,Humanitarian OpenStreetMap Team (HOT),30.6,18.6,12,0.94,LOW,HIGH,modifier,"My constitution struggles to see what Humanitarian OpenStreetMap Team (HOT) does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8, M6:+4). High popularity risk — Humanitarian OpenStreetMap Team (HOT) is well-known and well-documented; some of this score likely reflects documentation advantage rather than pure constitutional fit."
111,https://climateaction.tech,ClimateAction.Tech,30.5,26.5,4,0.88,LOW,LOW,criteria,ClimateAction.Tech's governance model (cooperative) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M6:+4).
112,https://quadraticvote.radicalxchange.org,RxC Quadratic Voting,30.5,22.5,8,0.81,LOW,LOW,modifier,My constitution struggles to see what RxC Quadratic Voting does — the criteria don't map well onto this kind of work. Modifiers push this up (M1:+8).
113,https://www.communitytech.network,Community Tech,30.5,22.5,8,0.88,LOW,LOW,modifier,Community Tech's governance model (project_of_larger_org) speaks directly to what I care about — community ownership over corporate control. Modifiers push this up (M1:+8).
